Product code	Product label	Turkey's imports from France-Value in 2001	Turkey's imports from France-Value in 2002	Turkey's imports from France-Value in 2003	Turkey's imports from France-Value in 2004	Turkey's imports from France-Value in 2005	Turkey's imports from France-Value in 2006	Turkey's imports from France-Value in 2007	Turkey's imports from France-Value in 2008	Turkey's imports from France-Value in 2009	Turkey's imports from France-Value in 2010	Turkey's imports from France-Value in 2011	Turkey's imports from France-Value in 2012	Turkey's imports from France-Value in 2013	Turkey's imports from France-Value in 2014	Turkey's imports from France-Value in 2015	Turkey's imports from France-Value in 2016	Turkey's imports from France-Value in 2017	France's exports to world- 	France's exports to world-Value in 2001	France's exports to world-Value in 2002	France's exports to world-Value in 2003	France's exports to world-Value in 2004	France's exports to world-Value in 2005	France's exports to world-Value in 2006	France's exports to world-Value in 2007	France's exports to world-Value in 2008	France's exports to world-Value in 2009	France's exports to world-Value in 2010	France's exports to world-Value in 2011	France's exports to world-Value in 2012	France's exports to world-Value in 2013	France's exports to world-Value in 2014	France's exports to world-Value in 2015	France's exports to world-Value in 2016	France's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
7804	"Lead plates, sheets, strip and foil; lead powders and flakes (excluding grains of lead, and ..."	0	0	0	2	7	24	32	68	0	29	1	6	10	9	8	9	8		7765	6011	6855	7892	9688	14886	20322	22209	14710	16475	40654	18254	16077	18765	14689	9057	11587		46	115	155	248	313	475	590	494	182	418	397	520	1514	497	1200	457	317	
3705	"Photographic plates and film, exposed and developed (excluding products made of paper, paperboard ..."	1	4	3	5	0	0	39	0	0	0	0	0	0	4	0	32	8		22773	25275	30813	32472	40301	43919	43241	32659	20801	23384	24754	21347	12914	13849	11433	7702	10710		121	134	115	187	625	496	741	322	254	239	438	351	401	505	400	481	424	
2834	"Nitrites; nitrates"	7	11	0	68	47	7	4	0	4	39	35	4	6	9	3	4	8		6513	4944	5577	7172	12699	11503	13631	12006	5079	9589	9596	8453	9334	13279	12381	14170	16428		2874	7115	7526	9276	16179	20734	20078	28771	25671	40256	43563	42645	33403	44038	35408	37537	33719	
2841	"Salts of oxometallic or peroxometallic acids"	11	14	10	15	76	6	18	12	13	6	8	11	432	49	10	5	8		2217	2019	1384	2558	4731	3426	4034	9830	5984	7561	8026	6477	6794	6692	5441	4391	4498		851	1268	1781	3600	9363	8067	4746	5173	3986	7670	7665	9447	11136	9772	9056	8787	9776	
4206	"Articles of gut, goldbeater's skin, bladders or tendons (excluding silkworm gut, sterile catgut, ..."	55	148	82	7	44	55	11	0	0	0	4	0	5	5	3	7	9		5274	6002	6635	8229	8611	8676	8569	6173	6359	4389	4937	4394	3423	3739	3872	4006	3425		253	421	369	377	269	104	56	5	1	0	5	1	9	11	13	7	11	
2913	"Halogenated, sulphonated, nitrated or nitrosated derivatives of cyclic polymers of aldehydes ..."	2	6	2	1	2	0	0	0	0	0	0	0	1	0	0	0	9		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1286	849	1571	128	176	125	105	228	193	84	180	121	289	171	227	200	157	
5106	"Carded wool yarn (excluding that put up for retail sale)"	94	74	25	58	271	72	25	27	44	28	103	22	12	170	5	4	9		9612	9210	10960	11276	13078	12478	13979	11094	8540	10551	10232	7792	5299	4287	4391	3064	2107		8290	12546	15820	15853	14088	13054	14301	15268	12313	10928	14765	12676	14167	15162	10877	9348	9801	
9303	"Firearms and similar devices which operate by the firing of an explosive charge, e.g. sporting ..."	3293	0	218	198	35	20	67	0	137	0	10	22	0	25	0	33	9		3866	5570	6349	5417	6647	6429	6219	8312	5791	9946	17276	5580	6874	6161	5235	4217	4490		3635	513	1094	1236	1552	2039	2901	2622	1364	1882	2243	3412	4313	7816	6131	4526	3232	
2847	"Hydrogen peroxide, whether or not solidified with urea"	71	15	0	0	0	0	1	0	0	2	24	2	7	12	20	70	9		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4153	2545	5532	5033	7994	5218	4782	6152	6291	2826	8075	6880	9176	8523	9752	6902	7953	
5511	"Yarn of man-made staple fibres, put up for retail sale (excluding sewing thread)"	80	30	26	56	43	4	0	0	0	45	0	0	0	0	0	0	10		6360	8851	10358	8438	6682	6601	11896	9953	8186	4975	7992	10214	12883	10296	7554	6876	7320		597	642	462	1292	879	1147	590	858	952	1050	1136	1549	1302	2713	1373	779	336	
1214	"Swedes, mangolds, fodder roots, hay, alfalfa, clover, sainfoin, forage kale, lupines, vetches ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	10		19974	26849	33580	29641	34911	38663	49868	56391	47953	46848	59027	66596	75971	76455	71470	64636	64796		12	2	0	0	0	425	2111	0	23	2208	3030	6482	5694	1397	522	583	3533	
9005	"Binoculars, monoculars, astronomical and other optical telescopes, and mountings therefor; ..."	57	0	2	0	4	5	0	451	0	0	1	0	10	0	10	7	10		20578	31152	54473	30603	32712	17649	22005	32321	69619	59329	65211	60776	97117	91813	72672	46139	72159		4109	780	922	1116	2085	2624	5657	3581	14673	14020	4218	6553	5499	7995	5233	10949	9383	
4910	"Calendars of any kinds, printed, incl. calendars blocks"	8	7	17	80	20	98	6	6	14	37	10	13	16	5	3	4	11		5582	6920	7540	7967	7738	7237	7569	8274	7104	7037	7296	5682	5736	5385	4586	6025	5936		647	847	1002	1069	951	1243	1275	1275	1151	1143	1174	1255	1182	1026	973	825	714	
7319	"Sewing needles, knitting needles, bodkins, crochet hoods, embroidery stilettos and similar ..."	6	2	1	20	51	44	25	4	3	4	15	4	0	2	1	8	11		876	1146	2850	1589	1352	1793	1486	2050	1996	2361	2715	3335	2691	2960	1942	2542	3068		1051	1137	1350	1417	1897	2010	2330	3039	1944	2631	2341	2575	2640	2302	2202	1954	2438	
9207	"Musical instruments, the sound of which is produced, or must be amplified, electrically, e.g. ..."	4	0	0	0	0	0	1	7	6	0	52	5	19	10	16	10	11		1888	3287	2633	3569	3575	3401	4762	5359	3493	27223	28237	27662	31977	29766	29512	32067	38217		2180	3563	4445	6599	8702	8216	10629	12482	10679	15590	16759	17443	14822	13515	13461	13391	14207	
5406	"Man-made filament yarn, put up for retail sale (excluding sewing thread)"	32	0	1	0	1	0	4	29	12	7	9	8	10	12	3	28	11		1716	1967	2350	1824	2413	2484	2430	2118	1638	1401	1247	1116	821	1015	895	704	875		97	29	59	167	309	178	161	154	383	173	78	84	153	394	270	60	117	
2850	"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined (excluding ..."	0	0	0	0	2	3	0	15	12	11	18	11	28	19	16	21	11		3436	3085	4690	5446	5811	7655	11274	15177	10281	9585	11716	12286	11961	13380	11313	9556	9625		147	177	228	234	317	345	440	277	678	851	874	553	1228	1190	1009	1186	1378	
2843	"Colloidal precious metals; inorganic or organic compounds of precious metals, whether or not ..."	120	944	445	35	45	0	0	1	2	5	42	66	1241	438	13	26	11		152135	124409	119296	46762	42043	48328	82480	94478	65126	80947	142497	92260	83360	53128	49347	34479	29463		1848	2083	1927	3057	3590	6312	7082	7968	5213	7999	7919	10635	10215	9600	9701	19290	19817	
4410	"Particle board, oriented strand board "OSB" and similar board "e.g. waferboard" of wood or ..."	387	342	642	774	1677	1065	729	640	682	50	219	131	14	0	69	47	11		226526	228760	280351	389016	434487	517800	573655	563726	377107	437076	546748	504718	495942	529890	431238	411268	378675		7591	12180	25381	54061	56004	44828	52779	59570	59272	86776	89715	111756	110405	78541	80177	55759	61430	
4013	"Inner tubes, of rubber"	0	2	30	30	46	2	201	170	16	3	1	2	1	2	8	11	11		7790	7844	8865	8243	8081	10065	11579	12726	12348	13629	17267	17316	17203	19028	17267	11342	8944		5444	6572	7336	8982	12775	14114	13052	19341	13665	17497	19212	19930	17846	17635	18683	18435	16329	
3407	"Modelling pastes, incl. those put up for children's amusement; preparations known as "dental ..."	0	1	0	12	10	1	1	29	28	29	40	44	12	4	9	16	11		6338	4080	2817	2945	2352	2793	2444	3573	3229	3631	4485	7072	5856	5011	6329	10295	10507		934	1442	2399	3481	4229	6089	7284	11637	8689	9527	29848	27744	27712	22782	18623	19158	14784	
1207	"Other oil seeds and oleaginous fruits, whether or not broken (excluding edible nuts, olives, ..."	12	91	6	15	0	0	0	35	59	61	0	117	65	90	193	123	11		5834	7876	8215	10885	10719	10201	9738	11963	10292	15750	18532	31953	47785	38271	41962	37361	41432		22547	41531	44719	79728	88781	80584	95344	130380	131269	147405	142373	170941	226534	283975	275745	288877	299325	
4812	"Filter blocks, slabs and plates, of paper pulp"	9	9	1	2	101	22	6	21	43	3	0	3	0	1	2	2	12		1916	2986	2647	3641	2808	3963	3404	4080	3368	3904	4739	4883	5130	6623	4721	5346	7177		447	514	870	1270	1753	1869	1896	1828	1256	2546	2744	2602	2786	2640	1715	1475	2265	
2520	"Gypsum; anhydrite; plasters consisting of calcined gypsum or calcium sulphate, whether or not ..."	21	3	11	49	29	43	32	42	12	20	35	25	23	30	27	7	12		45346	45811	55442	59537	64770	63879	77779	82174	66807	63659	70322	63858	63055	66422	53787	52406	55239		1148	1263	2109	3059	3644	5127	4405	5478	4644	5657	8889	6670	8019	7779	6173	6203	6793	
6101	"Men's or boys' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ..."	41	8	107	44	35	43	6	24	84	15	4	87	66	0	10	3	12		7628	8471	13272	15875	19747	22876	24690	22108	19998	18159	23063	24470	27861	29271	28915	32097	43591		1107	872	1352	2946	1823	3254	5431	7866	7889	11438	13817	9459	11175	10154	9826	10649	14791	
6602	"Walking sticks, seat-sticks, whips, riding-crops and the like (excluding measure walking sticks, ..."	0	1	0	5	1	0	4	2	2	3	1	5	9	13	9	17	12		426	831	1538	2235	3180	3848	4291	4369	5052	5614	6186	6980	5577	5032	4910	5516	5507		6	11	26	52	98	132	250	289	196	314	577	374	366	502	340	415	378	
0302	"Fish, fresh or chilled (excluding fish fillets and other fish meat of heading 0304)"	1	0	9	0	0	0	0	0	0	0	2	0	13	0	0	20	12		251530	290129	314783	347948	353584	382697	422127	428030	352854	356238	396536	361504	369609	373935	321259	326060	312801		331	273	1011	2933	6420	10865	14589	20509	20130	26722	38604	46229	44060	50475	65548	45218	43300	
7614	"Stranded wire, cables, plaited bands and the like, of aluminium (excluding such products electrically ..."	0	11	0	0	0	0	0	1	0	2	3	3	0	1	22	1	12		8523	7871	7945	11603	7907	8044	10128	6725	5585	10253	5538	9900	12416	6875	6378	4573	4758		14384	3128	590	347	387	330	1873	18961	14738	9586	3566	13944	22396	2436	2375	12321	9576	
2506	"Quartz (excluding natural sands); quartzite, whether or not roughly trimmed or merely cut, ..."	1	12	37	0	123	145	0	0	7	5	10	0	0	0	0	0	13		272	739	3104	3656	2354	2021	2849	3017	2147	3130	3670	3535	3622	1935	3720	1798	1719		261	256	338	517	878	929	577	969	253	481	725	1071	1500	1216	777	700	758	
6308	"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into ..."	2	8	10	40	26	12	52	72	28	37	27	48	61	41	10	5	13		7778	8588	10119	7743	7398	5944	5520	4788	3177	3453	3377	7248	5157	3717	3657	6667	8825		28	23	44	147	152	142	215	360	227	253	246	297	237	452	170	213	192	
7003	"Cast glass and rolled glass, in sheets or profiles, whether or not having an absorbent, reflecting ..."	21	0	0	28	0	0	0	0	0	28	170	84	138	53	68	56	14		21364	22464	31616	46963	39126	44265	53661	45883	54342	51661	70139	58808	86258	99673	96030	73523	82839		588	953	2150	2126	3771	6966	4768	4569	3716	3516	2895	3203	3996	3127	2304	2446	2897	
8604	"Railway or tramway maintenance or service vehicles, whether or not self-propelled, e.g., workshops, ..."	0	0	0	49	0	240	32	2447	26	97	1625	219	1027	0	0	485	14		10047	17259	14779	16317	26301	7835	6348	25828	22764	14105	12508	13135	12220	20044	7910	37551	23142		1394	165	1022	6668	3251	2527	1888	14586	8261	5252	46137	78068	36829	5236	12496	19732	3324	
9104	"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, vessels and other ..."	4	1	2	1	8	23	17	125	12	9	18	56	48	21	2	5	14		5086	5594	6617	6932	4688	4215	3682	4144	4290	4060	5678	4710	5687	4940	4218	4814	15551		223	235	382	785	564	620	477	511	255	6025	6063	5808	6736	5395	1046	1360	2952	
5111	"Woven fabrics of carded wool or of carded fine animal hair (excluding fabrics for technical ..."	293	368	212	563	377	665	203	306	687	302	753	343	177	34	111	2	14		35692	31109	25176	35521	34759	24748	32182	31770	31142	28166	31496	28525	21553	18748	16820	14576	18806		32499	36404	41437	54413	49161	52272	53085	52510	44073	50564	49895	47542	50315	41472	27099	22450	30382	
2817	"Zinc oxide; zinc peroxide"	1727	1264	140	0	78	18	21	364	0	0	5	0	0	14	7	16	15		23326	15751	2982	4343	6705	10137	9198	5126	1889	2724	2710	2511	3275	3369	4010	5671	7133		4594	4383	3585	4669	4222	9503	16471	12058	8146	12200	12358	9112	11423	10756	9117	8566	12033	
4602	"Basketwork, wickerwork and other articles, made directly to shape from plaiting materials or ..."	26	40	129	59	27	9	9	12	5	146	75	22	12	100	23	18	15		8118	11371	10300	10158	9164	10766	12606	11052	9300	7326	5620	6314	6392	5627	6658	6616	9105		2657	2983	6455	11000	6731	7458	6907	8080	5984	8783	9379	8145	9406	9255	8431	7172	7146	
2807	"Sulphuric acid; oleum"	128	352	0	0	0	0	2	0	0	0	0	5	0	3	7	20	15		6326	4542	6376	9733	9256	6580	8659	14773	8426	6401	14083	10888	9207	8637	10033	9113	11159		7045	10402	10476	18266	7906	9473	13797	24802	7491	17191	63924	30388	24091	15087	23896	18102	21324	
1102	"Cereal flours (excluding wheat or meslin)"	0	0	0	0	1	0	0	0	0	0	0	1	15	4	15	19	15		13367	16250	19849	23671	24279	28682	29755	29836	22074	19145	24752	25675	31716	31033	27905	27679	28610		4	5	3	6	7	21	134	99	88	99	58	61	107	41	117	160	120	
9614	"Smoking pipes, incl. pipe bowls, cigar or cigarette holders, and parts thereof, n.e.s."	0	0	3	4	6	0	16	0	3	14	1	9	6	0	13	0	15		1482	1814	2048	1929	1559	1606	1792	1673	1580	1524	1241	1393	1480	1562	846	894	1077		243	291	750	469	712	967	1581	1906	1947	1548	1613	1759	1840	2046	1701	2684	2934	
6702	"Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, ..."	17	246	398	701	233	108	45	87	32	70	99	84	53	27	20	13	16		8977	14006	13513	13994	13761	13332	18803	23895	26092	30198	31139	23016	20499	20803	14008	12905	10658		6126	7464	11306	15307	15784	21329	30569	28211	21611	26026	31736	26860	27517	33679	33615	31673	23781	
4906	"Plans and drawings for architectural, engineering, industrial, commercial, topographical or ..."	9	23	9	8	24	1	3	24	20	3	14	13	26	15	0	14	16		24143	6958	16963	10465	11091	21514	15828	15883	23227	9968	6620	6618	13163	16977	12276	10826	7533		8205	2144	1053	622	5340	551	1449	1024	648	1487	3533	300	381	2118	1684	992	2433	
5302	"True hemp "Cannabis sativa L.", raw or processed, but not spun; tow and waste of true hemp, ..."	847	408	0	0	0	0	583	0	104	0	0	0	0	0	5	0	16		116	107	148	2970	3422	0	0	0	0	0	0	0	0	0	0	0	0		1476	1439	0	474	218	585	845	0	104	3	0	1	0	1	5	3	69	
6208	"Women's or girls' singlets and other vests, slips, petticoats, briefs, panties, nightdresses, ..."	43	124	90	49	197	201	159	104	33	71	45	208	154	38	38	27	17		28742	31563	34843	31781	31493	63639	81270	84254	81321	66770	49018	48366	49794	50018	37925	40553	43606		1376	1306	2667	3395	3931	4473	6633	6632	4893	6836	7289	5076	4658	4656	3953	3293	4711	
2004	"Vegetables prepared or preserved otherwise than by vinegar or acetic acid, frozen (excluding ..."	2	0	0	0	0	0	0	0	0	0	0	0	35	61	2489	0	17		94637	131790	170801	203753	212270	302356	371844	326485	307246	334562	433201	388901	412802	413168	347291	378109	412003		552	303	281	956	685	412	793	1835	1852	873	1403	1431	1816	3291	8373	1178	1788	
9006	"Photographic cameras, photographic flashlight apparatus and flashbulbs (excluding discharge ..."	12	17	33	66	20	156	70	28	13	7	2	2	51	37	77	12	17		91852	120103	120524	125777	53627	86150	88077	45712	43822	38063	37093	34094	32619	36947	40045	49024	41200		7020	9956	13069	11908	14103	10961	7978	5121	4407	5737	6950	5284	6507	7859	7636	7127	8531	
5909	"Textile hosepiping and similar textile tubing, whether or not impregnated or coated, with or ..."	25	32	5	1	0	0	1	1	16	13	9	6	18	4	0	4	17		5312	5397	6344	7666	6035	9725	12582	13387	13261	16607	17720	21666	31756	30779	19251	18679	22401		447	566	671	776	1090	1202	2493	2795	1654	1788	2083	1555	1398	1091	1470	887	1259	
6811	"Articles of asbestos-cement, cellulose fibre-cement or the like"	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	16	17		14091	19838	16623	19538	19729	19110	21524	26496	13444	12253	16706	11239	11792	20811	18011	20109	18725		503	132	104	661	268	2089	986	1842	1079	856	2000	1113	5338	2750	2285	1764	2053	
4114	"Chamois leather, incl. combination chamois leather (excluding glacé-tanned leather subsequently ..."	0	28	0	0	2	0	1	0	0	0	0	0	0	0	0	20	17		0	3978	4715	5121	5368	5635	7931	8227	5643	5326	7036	16759	10684	5983	6719	12316	4628		0	954	1139	2584	2030	3832	4409	3971	1323	1284	2510	3599	4176	4591	2227	2245	3436	
9106	"Time of day recording apparatus and apparatus for measuring, recording or otherwise indicating ..."	64	13	48	24	0	0	15	0	26	0	87	114	89	79	35	49	18		36235	30989	36321	51450	39470	59573	64466	65305	43457	54585	61370	53248	59494	80350	59419	54068	54466		700	1286	1203	1449	2036	1894	1652	1515	4638	1866	1704	1476	1685	1308	1974	1868	1727	
2518	"Dolomite, whether or not calcined or sintered, incl. dolomite roughly trimmed or merely cut, ..."	93	146	78	125	0	0	0	0	0	0	0	0	49	30	30	5	18		2693	2828	3931	3941	4112	4659	5363	6945	4797	4046	5829	3518	5013	5348	3402	3105	3657		532	1007	1707	2315	3070	1604	1253	1455	1707	1941	1974	1574	1433	1489	1175	1209	1463	
2844	"Radioactive chemical elements and radioactive isotopes, incl. their fissile or fertile chemical ..."	754	641	552	628	969	490	439	596	523	518	1232	1744	2293	1838	994	684	18		1026472	1227341	1624951	1507773	1575884	1692718	2818261	4470589	3223750	3207131	2785041	1876027	1272848	1038132	722485	982956	905788		4476	4347	4628	6380	8016	6792	7275	11397	13170	15483	18940	18624	19920	20122	19063	22543	21194	
2615	"Niobium, tantalum, vanadium or zirconium ores and concentrates"	6	1	0	0	0	0	0	0	0	0	205	0	0	0	5	0	19		2727	835	669	1132	1285	2827	2790	2393	2366	5080	12359	7451	6725	5994	5616	5440	8983		938	1618	1682	2343	4555	5851	5415	4740	2945	4874	9693	7728	5098	5293	5708	7847	8388	
5205	"Cotton yarn other than sewing thread, containing >= 85% cotton by weight (excluding that put ..."	884	490	324	556	645	542	431	201	16	46	12	96	112	368	50	35	19		50789	52418	46680	49826	38491	25937	26257	16343	14352	15085	12549	11039	10064	7676	6817	6386	6195		81461	127453	232316	249014	258543	286348	547003	407478	276276	545001	495057	334389	435078	439525	383812	444396	571180	
3001	"Dried glands and other organs for organo-therapeutic uses, whether or not powdered; extracts ..."	595	266	372	43	62	136	3	9	16	11	16	50	13	35	106	65	19		116583	115157	125031	184398	266136	258600	321528	363893	373838	548232	955077	864977	730035	633165	576215	392386	337954		5973	6286	8641	9279	12462	15806	18234	12340	13794	15624	17047	19071	24645	24614	24204	29500	30449	
6303	"Curtains, incl. drapes, and interior blinds; curtain or bed valances of all types of textile ..."	232	263	258	479	1652	1054	458	160	181	32	54	225	267	77	294	104	19		37809	38277	50846	60729	68771	72693	70405	77629	71821	66323	73128	66751	66743	69295	61926	60951	58865		2074	1358	2451	2258	4788	6012	6968	5931	10434	9954	14516	10124	9450	12070	11575	8939	9342	
4407	"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ..."	29	33	12	36	241	81	35	117	171	299	421	335	81	130	203	109	20		267152	276976	320129	371140	384173	424144	475283	439490	323877	316305	303401	272780	301319	346704	334015	359300	389463		21539	25839	27641	46722	66032	99675	113248	159720	99440	132290	210967	222298	238438	278957	281418	236491	240147	
8212	"Non-electric razors and razor blades of base metal, incl. razor blade blanks in strips"	27	48	0	5	88	23	102	114	84	110	28	13	101	37	96	35	20		41489	50919	51570	65641	61003	82541	92401	93640	87969	93298	100566	86041	91111	90646	88810	91939	87718		16626	18833	20325	31452	41725	48827	44632	52250	60651	68789	68386	77108	69146	100418	80174	68941	67528	
2806	"Hydrogen chloride "hydrochloric acid"; chlorosulphuric acid"	3	0	0	0	0	0	1	0	3	3	0	16	0	3	9	18	20		3888	3008	5019	5792	6405	8762	8914	10388	11024	11925	10266	6668	4994	4972	5151	4023	3753		124	737	794	1234	1614	2035	2653	2541	595	539	684	837	888	717	712	937	839	
8713	"Carriages for disabled persons, whether or not motorised or otherwise mechanically propelled ..."	321	350	114	183	378	183	106	142	38	230	47	19	41	28	41	7	20		9731	11989	13982	11125	15723	16427	20641	22327	20258	21072	20203	21158	24578	26454	21230	28452	32953		981	1206	1044	1697	3428	4471	7167	9084	4426	7157	9393	8441	13423	13520	13123	14742	17029	
8519	"Sound recording or sound reproducing apparatus"	48	88	3202	5042	492	837	384	261	209	383	83	514	289	99	116	58	20		89299	74756	104695	67142	44093	43638	76794	54483	58267	48303	42321	36085	36937	53723	60750	39776	56585		2751	4949	11460	13380	5969	4541	23238	19109	16620	22508	18098	15415	12053	11166	8250	6694	8940	
4001	"Natural rubber, balata, gutta-percha, guayule, chicle and similar natural gums, in primary ..."	173	0	78	0	10	209	99	0	39	51	451	271	537	103	0	0	20		18855	23429	24316	23718	28865	43907	80774	75724	63107	127833	180501	113210	128971	87726	64029	62224	104033		55959	76729	117162	167595	192590	287709	321855	397758	202531	432165	724018	461134	396084	326238	256518	228051	345116	
2919	"Phosphoric esters and their salts, incl. lactophosphates; their halogenated, sulphonated, nitrated ..."	9	9	35	13	14	15	7	0	4	8	0	17	5	6	13	11	21		5289	7041	8862	13762	16675	16176	12951	13391	9385	17470	15483	12779	14207	16588	13595	14539	16676		2024	3179	3614	4483	6563	7680	9823	10815	9471	8133	12764	16154	18900	22488	19495	15066	18858	
0808	"Apples, pears and quinces, fresh"	3	43	78	111	183	150	207	71	708	531	526	160	69	96	63	115	21		476065	572819	639915	601321	530081	613033	733630	814900	616830	676142	771972	716685	690992	750992	640489	607199	608938		608	1299	1423	1672	3192	3291	4730	3475	4409	3070	6270	3822	2209	2875	1170	592	661	
1604	"Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs"	1	1	68	0	0	0	0	0	0	0	0	0	0	101	10	47	21		103283	126664	164778	192800	204021	223929	293928	281781	213803	170382	201400	194947	196106	189354	172008	184917	198853		288	341	634	538	753	1201	730	594	2169	2036	1363	1397	1000	3164	4038	4446	3916	
6111	"Babies' garments and clothing accessories, knitted or crocheted (excluding hats)"	108	125	162	15	59	114	55	42	42	62	179	66	329	39	26	34	22		141464	143134	164858	159900	181030	204089	242993	244295	200966	196636	214604	195458	216478	209056	184889	185978	206499		1929	1891	2789	5031	4984	8370	16286	22126	19561	26227	33885	32699	43757	48027	47491	41409	32568	
