Product code	Product label	Turkey's imports from France-Value in 2001	Turkey's imports from France-Value in 2002	Turkey's imports from France-Value in 2003	Turkey's imports from France-Value in 2004	Turkey's imports from France-Value in 2005	Turkey's imports from France-Value in 2006	Turkey's imports from France-Value in 2007	Turkey's imports from France-Value in 2008	Turkey's imports from France-Value in 2009	Turkey's imports from France-Value in 2010	Turkey's imports from France-Value in 2011	Turkey's imports from France-Value in 2012	Turkey's imports from France-Value in 2013	Turkey's imports from France-Value in 2014	Turkey's imports from France-Value in 2015	Turkey's imports from France-Value in 2016	Turkey's imports from France-Value in 2017	France's exports to world- 	France's exports to world-Value in 2001	France's exports to world-Value in 2002	France's exports to world-Value in 2003	France's exports to world-Value in 2004	France's exports to world-Value in 2005	France's exports to world-Value in 2006	France's exports to world-Value in 2007	France's exports to world-Value in 2008	France's exports to world-Value in 2009	France's exports to world-Value in 2010	France's exports to world-Value in 2011	France's exports to world-Value in 2012	France's exports to world-Value in 2013	France's exports to world-Value in 2014	France's exports to world-Value in 2015	France's exports to world-Value in 2016	France's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
6203	"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches ..."	848	834	570	681	737	941	1167	1165	649	416	905	838	1352	932	488	118	272		292540	308393	396952	516309	506262	550059	642384	741790	625168	552694	607753	560038	598765	645506	650051	648869	637617		24177	29925	44849	82601	102278	118082	169278	251561	229240	307028	341362	293315	367141	345528	303431	253757	224565	
0404	"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products ..."	507	297	336	193	50	101	83	64	397	696	530	543	819	1295	1073	779	274		270796	242093	256736	286893	319738	400686	659785	493505	346199	475571	618963	609351	754096	769256	553560	485750	568485		607	549	604	1632	1583	1538	848	1102	1200	1454	1149	1251	1534	3128	2523	1880	2269	
2005	"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen ..."	147	183	825	741	111	213	150	160	343	402	288	351	207	255	278	111	278		387768	371460	459730	500296	502642	521023	604664	618124	574076	617705	676996	632621	659099	663130	476352	434352	461535		3204	4234	2172	4275	5286	3989	5603	8827	6717	8605	11531	11640	16411	18825	16470	13928	16717	
7314	"Cloth, incl. endless bands, grill, netting and fencing, of iron or steel wire, expanded metal ..."	302	106	185	221	146	107	468	510	196	340	261	463	449	302	172	446	288		73317	76428	88177	111841	114241	119765	170081	182575	131854	103787	112158	107725	108684	86029	69728	62777	65328		6995	8606	10113	11544	12067	18412	20660	20044	15109	19442	24032	26971	27291	25758	25765	26333	30669	
4820	"Registers, account books, notebooks, order books, receipt books, letter pads, memorandum pads, ..."	460	518	1313	546	587	767	706	890	469	729	881	838	687	458	461	489	293		170999	183096	215591	237663	221847	202611	242903	253512	209657	209509	207617	198864	206072	188332	150855	150840	155857		9754	15130	20561	27619	29549	35120	45469	50929	37268	62078	62797	54578	48095	45395	37326	27749	16873	
7211	"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ..."	1033	874	514	2393	1814	1536	1190	982	1036	4368	636	717	469	566	443	389	293		86596	88929	107585	130603	177669	185823	242550	256455	131772	209421	249172	150933	151191	167062	117272	93945	116991		28344	46289	88047	119209	139195	142037	171599	280403	155090	230148	256706	251008	167331	69246	53891	50631	64050	
4814	"Wallpaper and similar wallcoverings of paper; window transparencies of paper"	153	93	309	344	407	595	913	1323	1002	1001	1187	1186	2144	2194	1114	376	296		57328	61109	71476	61942	47470	48516	65425	69257	53882	52855	58577	71095	62579	64925	56767	56270	59576		1415	2006	2507	4084	5643	7847	13665	19332	19515	30959	42862	44137	57716	84607	76084	17571	16270	
9503	"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; ..."	255	264	419	457	450	619	422	933	740	593	357	173	197	213	278	318	299		256965	382399	391788	462223	449836	373734	471142	479994	457840	453741	545146	549847	629651	679793	662378	703541	744929		35008	36957	61400	90887	107305	165678	235587	235335	194910	285557	419339	369286	373989	382692	340087	409961	392082	
3602	"Prepared explosives (excluding propellent powders)"	0	184	0	0	0	4	33	0	10	45	29	0	574	0	0	55	302		11158	11022	9066	9988	8595	10196	13035	17107	0	0	0	0	0	0	0	0	0		1836	849	485	1023	3697	1097	1996	2319	1774	4036	4012	2274	4561	1632	4002	2246	1453	
2904	"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated"	50	38	289	427	353	398	391	639	229	477	653	437	496	424	455	248	302		40288	34516	33041	46268	41590	47225	55529	80044	55602	63533	70405	58262	42955	43668	37206	36921	38605		2414	3010	3392	3329	5252	6157	7232	6817	6687	8354	8581	7551	7426	7240	7375	7297	8577	
5804	"Tulles and other net fabrics (excluding woven, knitted or crocheted fabrics); lace in the piece, ..."	227	383	423	817	1175	939	844	1086	431	432	872	695	810	725	344	320	304		87553	96685	124063	121924	136130	149055	145708	130501	80524	89490	114442	112443	132453	128376	93060	81132	75819		2272	3972	4870	4854	8047	8541	6351	6807	4920	5802	8619	8277	9949	12019	8381	7673	4751	
3213	"Artist's, student's or signboard painter's colours, modifying tints, amusement colours and ..."	497	553	613	414	459	377	297	377	222	267	481	680	536	413	473	231	305		28865	30639	35819	36325	36603	36440	42472	39744	31185	35289	56089	68591	67710	76605	66287	63639	70006		1386	2443	2999	3464	4090	4954	4555	5376	4011	5072	5863	4884	5641	5001	4500	4324	4333	
8410	"Hydraulic turbines, water wheels, and regulators therefor (excluding hydraulic power engines ..."	380	1417	728	1224	281	3554	8211	5153	7613	37647	29061	21432	19539	14675	11349	8071	306		25903	30720	76092	80999	76985	57113	88068	126887	80409	103729	174899	152414	95673	100272	101263	79688	49612		15374	22977	24300	37478	9014	20780	50488	101625	144415	191138	186414	158474	163489	150354	93056	71083	18916	
6401	"Waterproof footwear with outer soles and uppers of rubber or of plastics, the uppers of which ..."	16	9	13	53	85	50	161	122	120	281	225	295	517	501	450	314	309		24114	27010	28713	29714	30877	35333	44411	50151	51391	60924	87802	69617	74334	75262	60465	56840	59420		155	254	382	636	816	1098	1442	1709	3278	5496	4228	4994	8355	5171	7676	4377	5621	
2301	"Flours, meals and pellets, of meat or meat offal, of fish or of crustaceans, molluscs or other ..."	0	0	0	25	0	27	0	0	51	107	211	288	492	471	3124	796	312		11634	18062	21387	24840	26957	35064	38129	48301	62215	71098	84382	92525	152574	156943	139728	137787	155744		17971	9325	13036	34196	28436	50741	64519	58800	59201	78871	69232	104726	153240	125191	138736	172508	167212	
6004	"Knitted or crocheted fabrics, of a width >  30 cm, containing by weight >= 5% of elastomeric ..."	0	1143	1592	1458	1267	1223	2448	2759	2072	913	802	1038	1110	820	586	556	314		0	83923	125757	154586	148251	171087	210954	171661	146502	137357	126854	111043	115296	126910	105594	102763	116837		0	21621	34315	58192	52747	50098	80812	84344	70805	133673	158814	94485	116001	105025	82902	75137	96887	
6911	"Tableware, kitchenware, other household articles and toilet articles, of porcelain or china ..."	1259	961	750	488	613	531	1325	3022	375	796	1009	512	866	792	725	534	320		115290	113145	131124	154754	141988	145426	168532	170338	116552	130248	140712	128017	117075	125547	98855	99660	105017		8449	11138	19233	24621	44621	90409	121999	123753	91190	127824	146490	135058	147327	201072	200728	130895	121785	
5509	"Yarn of synthetic staple fibres (excluding sewing thread and yarn put up for retail sale)"	1910	1396	1010	892	672	449	215	163	124	535	1220	590	456	615	284	243	321		88877	83020	84111	81804	69583	67785	60286	60875	48889	47955	48448	48036	48288	48514	35459	32012	29476		115372	172121	231445	250860	218076	253211	357334	325770	281838	373223	487759	450331	453525	448830	390002	400793	461046	
8714	"Parts and accessories for motorcycles and bicycles and for carriages for disabled persons, ..."	879	925	1270	1112	1377	1211	1639	1712	1027	985	825	829	790	726	503	394	325		167220	218686	284062	316502	326218	348372	367637	373640	310214	306122	385699	300498	292909	319499	278665	270498	282175		19643	19615	35148	66570	76052	72809	86992	102278	70972	113569	153930	147010	130889	141296	149232	130240	99240	
7609	"Aluminium tube or pipe fittings "e.g., couplings, elbows, sleeves""	19	58	40	2	17	334	248	60	393	107	304	375	468	371	341	586	326		12936	14284	15501	18169	24264	29872	38037	43332	31436	23082	28932	30247	32921	32046	31218	27858	31942		643	718	744	1983	2384	2657	7890	5618	4568	6475	8451	8949	9168	10687	9071	7953	10811	
9209	"Parts and accessories for musical instruments, e.g. mechanisms for musical boxes, cards, discs ..."	41	49	61	102	64	119	174	117	151	196	265	319	300	303	360	325	328		23695	24930	31449	41370	39452	43113	53350	57029	52208	52218	58499	52447	61350	68590	64687	70727	62074		787	1232	1453	1718	2220	2736	3084	3244	2965	3823	4491	4086	4253	4166	3679	2979	3413	
7907	"Articles of zinc, n.e.s."	262	6	31	28	126	33	30	6	9	28	196	321	420	436	352	347	328		0	0	0	0	0	0	2312	9938	7677	6524	0	0	0	0	0	0	0		8224	1348	3274	6413	7289	6158	5104	7056	4195	5121	7296	6327	7753	7157	6946	7272	9726	
7106	"Silver, incl. silver plated with gold or platinum, unwrought or in semi-manufactured forms, ..."	200	7258	364	499	2455	261	519	613	131	388	688	31	32	41	22	18	329		104344	101031	71826	89377	52609	68387	81472	90323	69104	107100	264319	217095	185653	104491	89358	91466	92300		10720	23635	29411	51163	55700	48345	54011	47109	13952	28373	160096	215787	202856	174544	161538	163536	147411	
1521	"Vegetable waxes, beeswax, other insect waxes and spermaceti, whether or not refined or coloured ..."	1	1	0	1	33	24	54	74	38	34	62	23	7	21	22	77	334		3172	3598	4710	4500	4416	4477	6090	5678	6384	6139	7772	7957	8782	10995	10213	9901	9399		355	400	510	979	1286	1795	1565	1534	2238	5488	4847	3046	2195	3270	2420	1650	2487	
2901	"Acyclic hydrocarbons"	339	62	110	86	132	466	397	33	186	405	555	408	587	365	547	405	341		157285	158521	172849	248553	256732	326422	329805	615905	296989	498318	764438	1109803	770822	756616	421752	222745	391499		21674	12907	19648	72749	152332	69773	72128	45557	12742	44210	155484	87942	26256	252161	22366	22671	15524	
9703	"Original sculptures and statuary, in any material"	12	3	26	13	56	47	853	233	165	157	480	3203	2106	3150	2635	778	343		68601	96207	74248	93404	106921	182568	161871	180891	171886	186069	215120	258984	351192	236953	318957	339940	287848		105	164	157	162	133	859	1965	1486	2333	3125	5290	9976	9993	18386	10149	9466	6944	
8486	"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor ..."	0	0	0	0	0	0	115	109	881	625	169	1377	1952	290	17	231	346		0	0	0	0	0	0	182575	162990	89716	110329	232584	193880	194677	156212	217312	187728	242276		0	0	0	0	0	0	4361	12491	15702	7167	7595	17404	27766	26519	13480	13096	26893	
4412	"Plywood, veneered panel and similar laminated wood (excluding sheets of compressed wood, cellular ..."	0	9	201	756	596	1073	832	471	255	201	85	364	263	224	293	273	347		138616	134940	152109	176346	200047	221241	285010	299481	190513	169416	184596	162284	167454	179662	177125	170266	178167		8391	12209	21919	39863	65268	90672	110367	126214	69863	179878	272389	298861	325750	335490	311830	310815	269012	
3205	"Colour lakes (other than Chinese or Japanese lacquer and paints); preparations based on colour ..."	8	5	7	8	33	53	44	66	40	134	100	67	175	122	43	205	352		2311	2326	2613	3287	3495	3363	3284	4309	4161	5676	5515	3841	3503	3607	2985	4143	4882		393	374	560	674	816	1113	1142	1158	1071	2270	1913	1531	1529	1572	1843	2352	2221	
8202	"Handsaws, with working parts of base metal (excluding power-operated saws); blades for saws ..."	338	378	551	315	411	558	495	435	173	368	581	643	488	530	324	312	354		61335	65992	77888	85445	84977	88253	92427	84673	55794	60533	67514	63063	68484	72077	60668	54524	54242		9944	15790	19960	30324	35615	40669	48975	50568	38690	62311	73225	68091	76707	72920	57490	49970	51798	
8215	"Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and ..."	436	596	739	678	709	343	585	259	232	863	816	277	583	413	373	342	355		44302	43156	46535	57646	53866	58525	59921	67512	50585	52179	55175	50379	59136	54511	47511	52209	47542		6290	4833	8126	17274	23811	36590	45123	46432	39387	50064	66700	49165	38628	46141	55595	30995	26016	
4113	"Leather further prepared after tanning or crusting "incl. parchment-dressed leather", of goats ..."	0	162	285	172	72	21	21	356	156	139	183	425	115	121	70	35	356		0	29239	39490	49074	52440	45467	61754	65731	38589	37088	44344	44746	53320	57540	40866	37438	44459		0	18955	23671	20202	26380	41642	44054	42653	24738	36294	44190	44377	36670	34231	17284	10507	11781	
8201	"Hand tools, the following: spades, shovels, mattocks, picks, hoes, forks and rakes, of base ..."	46	65	89	166	203	256	286	340	244	484	350	420	234	292	209	384	357		20016	24626	28379	30603	29663	29671	31307	33523	25639	30772	54041	41965	44583	30354	26280	26748	24249		1482	1843	2517	3810	5159	5614	6225	6605	4546	9536	16059	11721	11440	8764	7337	6967	6135	
2103	"Sauce and preparations therefor; mixed condiments and mixed seasonings; mustard flour and meal, ..."	76	194	497	710	904	917	1045	1001	876	818	932	833	683	594	431	313	359		123127	134933	154368	168355	164996	191905	239305	321593	268525	292873	339773	362167	357261	350460	292015	298461	302554		3821	6418	9398	11016	10657	10557	11912	15057	13727	16947	19478	22163	22894	29864	29382	32233	38672	
2508	"Clays, andalusite, kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas ..."	352	295	867	380	95	64	92	197	192	300	305	160	218	127	143	131	361		45268	45358	49701	59023	62076	64250	77581	85836	56748	82987	85958	73510	81425	88218	70040	79719	80232		4554	6704	10689	13564	19074	19389	29693	28976	15711	24466	28834	31254	23860	36145	34129	28597	38907	
7410	"Copper foil "whether or not printed or backed with paper, paperboard, plastics or similar backing ..."	14	3	0	43	4	44	4	22	2	89	255	1	12	8	20	121	364		45601	33226	48620	60546	55531	80160	77059	53877	16223	21277	23747	28715	34640	39999	32241	22398	24281		10677	16150	18686	26148	27206	34347	33277	22132	13912	19039	21725	19944	19468	15906	17267	15667	17392	
1905	"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion ..."	102	112	104	147	248	211	266	279	384	408	909	400	476	819	617	324	373		680120	749579	961810	1168489	1221210	1283166	1548948	1790846	1655300	1618547	1796414	1839037	2038289	2033114	1767826	1986829	2137704		5757	5909	7231	13468	15440	18745	24265	36591	39198	48554	56400	63101	75091	60175	61465	63257	64569	
8204	"Hand-operated spanners and wrenches, incl. torque meter wrenches (excluding tap wrenches), ..."	47	72	28	68	203	101	106	251	204	701	958	631	275	256	203	157	374		33426	40889	47244	44695	46408	40781	51758	56889	39808	38150	47929	53415	54898	63351	50237	45047	50408		3286	4764	6251	9907	12816	13956	22473	26706	17659	31529	47533	42485	52547	48717	39274	26214	24417	
5703	"Carpets and other textile floor coverings, tufted "needle punched", whether or not made up"	937	1767	2028	3449	4059	4268	2331	1648	1110	1338	839	844	1154	429	590	256	376		131647	129048	145507	160643	168071	160784	195195	205990	134833	143420	89027	94144	102071	104916	115909	148282	150403		16937	21658	26582	43888	61307	56231	52603	57154	30253	42806	48481	42465	45887	45671	43872	31309	31145	
4408	"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ..."	8	89	154	312	180	37	80	186	25	10	58	27	113	15	114	8	377		98119	91117	100463	97759	87581	95616	110234	100560	63444	67279	79321	61917	61389	70006	66033	75613	80357		2597	5192	7632	12377	13144	15999	26086	32532	20291	27867	38303	39409	41153	47666	48648	41430	48752	
4421	"Other articles of wood, n.e.s."	52	81	47	489	958	1068	1810	1651	101	338	666	374	244	345	465	735	379		52715	52708	64903	67353	68515	70259	90669	100523	87411	74983	72035	70258	72482	70128	59660	68847	76039		3841	4468	5702	7274	10639	12361	16993	20049	13809	21291	24659	27040	30071	29609	27417	24846	24481	
3914	"Ion-exchangers based on polymers of heading 3901 to 3913, in primary forms"	220	712	460	497	717	1059	905	1278	517	734	721	452	363	830	381	387	381		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2890	3808	4922	6209	5518	6763	7172	10469	8515	7411	10615	9817	12289	14347	14371	13308	15607	
0713	"Dried leguminous vegetables, shelled, whether or not skinned or split"	57	72	52	0	51	53	84	242	186	110	125	72	196	30	108	258	389		107306	172556	157076	184717	140138	153573	190406	232279	161906	182933	247968	254888	213081	160095	153722	186009	165664		64113	36985	14327	15201	58853	66880	78709	332831	207428	257844	282654	215283	260920	384320	370825	380383	439412	
6006	"Fabrics, knitted or crocheted, of a width of > 30 cm (excluding warp knit fabrics "incl. those ..."	0	1038	1434	1351	1553	2241	2826	3452	1660	1571	1633	1180	1675	1241	904	511	391		0	130078	175474	223030	189293	192961	251413	253789	199201	236888	302198	251125	264896	274441	230171	234301	223479		0	45468	55021	51043	39607	41537	56048	66018	67741	102960	158442	87437	92506	89493	72937	80208	92516	
8435	"Presses, crushers and similar machinery used in the manufacture of wine, cider, fruit juices ..."	77	232	285	253	839	529	515	292	246	633	512	452	1136	474	508	415	396		28517	34168	43066	39041	44329	50945	64816	60251	47104	42724	54498	45607	44145	48135	39688	43207	44261		1323	2790	1329	2703	6324	11053	10150	4061	3044	5662	2184	6988	9322	6387	5288	8711	3862	
7610	"Structures and parts of structures "e.g., bridges and bridge-sections, towers, lattice masts, ..."	416	247	1487	295	435	1109	913	1052	290	486	386	245	549	608	376	568	410		103854	102849	124551	152393	162569	168489	222628	240469	224091	196729	207916	182964	203413	196181	179755	177664	204636		10622	9617	18181	16316	19219	24063	35113	43050	22473	26591	31086	28480	42728	35405	29432	36936	38352	
7317	"Nails, tacks, drawing pins, corrugated nails, staples and similar articles of iron or steel, ..."	48	48	72	109	172	252	296	619	349	371	630	400	332	151	305	660	410		21395	23123	28857	31978	34025	38003	42996	43346	25962	28822	33011	29633	33271	23285	21206	22290	25970		1120	1752	2709	4416	3882	3803	10891	9416	5151	6204	9165	9217	10210	11441	10876	9933	11061	
8210	"Hand-operated mechanical devices, of base metal, weighing <= 10 kg, used in the preparation, ..."	52	21	62	94	69	30	73	169	76	98	409	238	293	613	395	409	414		16520	18643	19339	22921	26287	28179	35958	34057	25166	29392	36625	33572	35371	35359	32528	27214	25793		292	580	1676	2839	2187	5663	8601	4918	2979	6158	8928	10781	11649	12494	9550	7966	7754	
4503	"Articles of natural cork (excluding cork in square or rectangular blocks, plates, sheets or ..."	94	89	29	866	1239	150	10	31	21	108	431	575	573	589	445	437	430		38888	31367	29621	32703	25833	23064	28894	31274	24502	24329	24767	24156	23860	21683	22382	21975	21679		1212	711	900	1911	2612	1730	1971	1841	1819	2397	2776	2971	2515	2167	2160	1634	1245	
8430	"Moving, grading, levelling, scraping, excavating, tamping, compacting, extracting or boring ..."	284	983	561	1706	2425	2562	1527	2006	156	586	1013	1432	1897	7871	879	1864	433		142893	141312	180958	163935	220148	271895	383867	420469	288274	283283	313879	313561	283396	322176	216508	184699	177216		16797	35991	26180	24054	112322	199380	217807	169135	132785	224816	258477	344936	344797	243627	168493	258937	332571	
9023	"Instruments, apparatus and models designed for demonstrational purposes, e.g. in education ..."	190	59	87	74	495	2296	210	454	252	1271	272	524	655	428	338	324	434		45199	47683	53242	57518	65866	63421	74012	89582	108298	67602	72544	60788	119266	135693	101110	95710	73430		5719	7674	11964	13713	13350	20831	12596	15308	13153	18310	15551	19302	30191	30088	42042	29506	16454	
0804	"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens, fresh or dried"	24	360	114	248	416	754	63	886	1596	449	342	893	342	337	382	393	434		120392	144623	154843	138693	156347	138405	167109	136336	91636	91819	107154	103178	99574	121344	123403	153943	169138		4108	5194	3565	3904	6515	8285	11748	19848	19899	20950	27283	22907	25255	28580	30923	45874	62649	
3502	"Albumins, incl. concentrates of two or more whey proteins containing by weight > 80% whey proteins, ..."	769	890	811	910	1242	1631	1236	1996	1493	1027	552	473	2059	1257	781	1304	435		30394	27852	37176	44748	32440	41798	51990	69597	56018	51167	60917	62980	79804	90955	95728	81491	75217		1237	1375	1285	2133	1811	2930	3221	3339	3203	3800	3132	4356	5854	7444	5463	3914	4788	
8310	"Sign-plates, nameplates, address-plates and similar plates, numbers, letters and other symbols, ..."	106	38	202	353	320	385	788	1348	419	418	708	522	403	268	324	410	437		68770	47983	43126	19627	19823	17340	19952	19656	17462	17884	15242	12274	12039	14041	10486	12930	12667		740	1104	2102	4159	4058	5082	7593	8108	5150	7210	9559	8951	9132	8275	6738	6405	7407	
9306	"Bombs, grenades, torpedos, mines, missiles, cartridges and other ammunition and projectiles ..."	30967	17823	4290	2774	47	27	29	63	31	29	80	29	84	206	0	480	438		223576	236151	332075	412561	420081	375811	415591	443514	321473	289481	217724	121577	103671	103358	123827	116347	83932		130755	108491	66646	83521	12559	15215	20164	21091	19450	21341	30497	48090	42250	45354	82665	30601	94952	
5902	"Tyre cord fabric of high-tenacity yarn of nylon or other polyamides, polyesters or viscose ..."	0	0	0	17	13	0	3	0	0	318	227	139	19	121	260	213	440		1331	15811	35623	45736	35869	35495	41600	36109	30312	35310	32896	13714	26971	24866	16467	12879	22492		17539	14650	14449	11909	15272	17284	29288	42537	36821	55474	67519	51533	49676	60681	50422	43163	47443	
6215	"Ties, bow ties and cravats of textile materials (excluding knitted or crocheted)"	130	130	991	389	512	680	761	585	267	329	401	294	227	292	166	133	441		60406	57825	73894	75791	71755	71252	75810	90284	59788	58911	74173	65594	63531	64455	61443	57307	65458		3689	4828	6297	8728	8977	10920	15261	18755	13397	14287	17147	8204	9093	8727	6491	5125	4583	
8449	"Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, ..."	1023	383	2866	9724	4663	1307	81	1376	10128	8278	5894	7497	20509	5446	18781	17534	448		48531	31354	57149	54373	68953	71049	65288	62032	35374	47406	73567	79169	87520	53477	75030	78105	93632		5178	1311	33674	21481	35078	6349	4548	26432	15499	60670	75942	39129	45121	26335	125876	32259	27704	
7108	"Gold, incl. gold plated with platinum, unwrought or not further worked than semi-manufactured ..."	46	0	7983	0	171	0	265	0	0	0	896	822	1482	959	542	864	450		244184	290806	417642	413663	245841	382333	411164	557985	516769	997995	2212433	2340551	1450318	894292	833698	1004192	1240794		989358	1406156	2598427	3497392	3894766	4012713	5325078	4991021	1632308	2523442	6251532	7636748	15127226	7106855	3425893	6458906	16577308	
7216	"Angles, shapes and sections of iron or non-alloy steel, n.e.s."	478	419	924	1303	676	871	1557	1047	101	225	192	173	279	236	472	484	452		189395	188975	235525	322258	163485	189115	211181	257669	146146	165570	191843	198432	180583	168180	147602	137553	168442		25720	49285	56038	124418	181310	245124	442948	317772	152648	209524	335934	363192	376086	252735	256389	251841	178180	
8439	"Machinery for making pulp of fibrous cellulosic material or for making or finishing paper or ..."	3110	228	606	4224	1365	1966	1641	5014	457	692	693	603	469	1317	1685	1582	456		89894	115311	87251	113919	99266	109821	160221	172369	166191	177265	135377	138146	159324	96912	87935	92563	83583		20457	11357	38780	28835	38023	85993	143897	81173	45296	62553	120851	132434	119375	249854	120933	48466	41288	
4908	"Transfers "decalcomanias""	871	2000	2095	1965	2413	1568	760	382	231	363	326	281	353	1105	760	359	458		42380	51852	43703	42384	41040	34141	25410	21395	19498	17768	18457	21622	15788	17073	14361	12924	12722		8804	13965	16514	19420	18977	17223	17881	16834	11782	12045	17064	20782	27876	30417	21046	18598	14320	
0406	"Cheese and curd"	718	940	756	1247	765	121	179	126	749	344	431	711	1370	897	574	385	459		1773710	1866854	2363087	2720135	2749223	2870241	3299366	3866535	3478161	3524472	3915511	3710274	4006773	4034280	3339425	3279999	3450513		6394	8665	9137	16517	20034	16454	27112	18920	27748	26541	27911	34855	42072	45746	43342	37148	37578	
8510	"Electric shavers, hair clippers and hair-removing appliances, with self-contained electric ..."	2019	2908	4571	10102	3220	2359	2224	2210	959	780	1429	809	779	638	915	1072	463		59567	73804	98364	111650	40198	38963	39640	42150	36389	42205	45394	43982	47085	74534	106291	115102	129992		6105	8363	16074	27210	37532	47046	40793	50912	30658	47174	44047	43134	44700	42354	37477	43617	35894	
9619	"Sanitary towels (pads) and tampons, napkins and napkin liners for babies, and similar articles, ..."	0	0	0	0	0	0	0	0	0	0	0	465	1733	1540	231	106	465		0	0	0	0	0	0	0	0	0	0	0	246650	278590	302526	251107	255079	285691		0	0	0	0	0	0	0	0	0	0	0	79925	78970	98947	96448	136569	104563	
4504	"Agglomerated cork, with or without a binding substance, and articles of agglomerated cork (excluding ..."	226	531	658	332	539	223	360	208	130	155	195	296	389	452	447	399	465		23023	23678	28323	29234	29535	29042	31673	37258	32424	38667	45901	45235	52056	61169	48191	50339	65379		1069	1636	2052	2555	2863	3688	4440	4684	3324	3812	4474	4776	4827	4956	3672	3203	3559	
8530	"Electrical signalling, safety or traffic control equipment for railways, tramways, roads, inland ..."	869	39	70	79	64	1853	172	146	2239	77	3356	385	2724	3521	3022	735	468		65216	99612	87736	98141	153484	126481	116677	178160	159319	175079	129655	161800	168241	132796	96956	84069	98250		23938	27251	6780	8283	20240	19970	26318	41944	59008	46851	85920	39150	91158	62751	50480	38317	58466	
2007	"Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, ..."	47	150	114	67	540	928	630	476	556	774	524	616	572	519	874	398	469		113818	130849	162937	196178	217637	246819	291581	321171	302630	317816	342021	325655	373382	375615	338076	354314	385952		821	1358	1489	2445	6211	5153	7323	11800	4311	7171	8086	7229	5563	5217	12807	9742	8355	
6403	"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of ..."	827	1190	1199	1112	1072	1395	1087	1082	634	1054	1033	804	681	664	432	343	479		556943	632924	748409	863497	927512	1037021	1187797	1294302	1124786	1165115	1435996	1492190	1684026	1787785	1611083	1668008	1857243		40055	53514	84852	128145	169485	224995	269830	302161	230190	263087	320274	314181	351106	337290	280482	251420	225563	
5906	"Rubberised textile fabrics (excluding tyre cord fabric of high-tenacity yarn of nylon or other ..."	987	1196	473	535	613	699	759	992	474	539	698	432	354	477	458	506	479		54688	49923	45860	47444	47668	52993	66808	72210	36160	36255	42970	34878	40124	42208	30041	29819	28631		7237	8392	7840	7910	7243	8939	10436	11686	9738	16517	22189	21663	24809	23544	22210	21607	26714	
5505	"Waste of man-made staple fibres, incl. noils, yarn waste and garnetted stock"	2	0	94	99	37	52	15	35	0	137	59	0	0	0	0	0	484		8234	8452	9089	10449	10508	12675	13600	12574	7620	9582	10172	6633	5978	6714	3795	4684	6602		2327	4852	8986	9932	11494	9326	13815	11082	5740	9220	11160	6724	4988	5770	4518	5631	9535	
8465	"Machine tools, incl. machines for nailing, stapling, glueing or otherwise assembling, for working ..."	203	511	945	190	294	228	931	664	548	512	609	719	814	1993	646	143	498		74644	72553	79797	65852	78555	84479	101045	101276	63978	52057	58474	60268	48343	63231	54324	54248	64583		23583	32689	71177	100824	101878	148257	123752	186109	78288	91880	187647	121555	138913	147773	96680	74608	67730	
9602	"Worked vegetable or mineral carving material and articles of these materials n.e.s; moulded ..."	0	5	1	3	0	14	0	4	16	56	22	24	414	481	927	554	510		21095	14464	21333	39642	38702	37326	48618	60375	51099	54051	60370	52430	39769	47126	31101	22480	23367		2743	3647	4875	6886	7082	8032	8438	9508	8455	8401	9447	10337	13871	12847	14962	12589	14017	
