Product code	Product label	Turkey's imports from Iran, Islamic Republic of-Value in 2001	Turkey's imports from Iran, Islamic Republic of-Value in 2002	Turkey's imports from Iran, Islamic Republic of-Value in 2003	Turkey's imports from Iran, Islamic Republic of-Value in 2004	Turkey's imports from Iran, Islamic Republic of-Value in 2005	Turkey's imports from Iran, Islamic Republic of-Value in 2006	Turkey's imports from Iran, Islamic Republic of-Value in 2007	Turkey's imports from Iran, Islamic Republic of-Value in 2008	Turkey's imports from Iran, Islamic Republic of-Value in 2009	Turkey's imports from Iran, Islamic Republic of-Value in 2010	Turkey's imports from Iran, Islamic Republic of-Value in 2011	Turkey's imports from Iran, Islamic Republic of-Value in 2012	Turkey's imports from Iran, Islamic Republic of-Value in 2013	Turkey's imports from Iran, Islamic Republic of-Value in 2014	Turkey's imports from Iran, Islamic Republic of-Value in 2015	Turkey's imports from Iran, Islamic Republic of-Value in 2016	Turkey's imports from Iran, Islamic Republic of-Value in 2017	Iran, Islamic Republic of's exports to world- 	Iran, Islamic Republic of's exports to world-Value in 2001	Iran, Islamic Republic of's exports to world-Value in 2002	Iran, Islamic Republic of's exports to world-Value in 2003	Iran, Islamic Republic of's exports to world-Value in 2004	Iran, Islamic Republic of's exports to world-Value in 2005	Iran, Islamic Republic of's exports to world-Value in 2006	Iran, Islamic Republic of's exports to world-Value in 2007	Iran, Islamic Republic of's exports to world-Value in 2008	Iran, Islamic Republic of's exports to world-Value in 2009	Iran, Islamic Republic of's exports to world-Value in 2010	Iran, Islamic Republic of's exports to world-Value in 2011	Iran, Islamic Republic of's exports to world-Value in 2012	Iran, Islamic Republic of's exports to world-Value in 2013	Iran, Islamic Republic of's exports to world-Value in 2014	Iran, Islamic Republic of's exports to world-Value in 2015	Iran, Islamic Republic of's exports to world-Value in 2016	Iran, Islamic Republic of's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
5509	"Yarn of synthetic staple fibres (excluding sewing thread and yarn put up for retail sale)"	0	5	232	543	489	0	41	16	0	0	11	114	315	688	391	216	0		496	1453	3609	687	1147	1437	3957	1904	985	1231	3345	4999	3834	4225		17360	97		115372	172121	231445	250860	218076	253211	357334	325770	281838	373223	487759	450331	453525	448830	390002	400793	461046	
5511	"Yarn of man-made staple fibres, put up for retail sale (excluding sewing thread)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		10	38	235	141	165	120	75	287	481	759	795	434	288	516		517			597	642	462	1292	879	1147	590	858	952	1050	1136	1549	1302	2713	1373	779	336	
5908	"Textile wicks, woven, plaited or knitted, for lamps, stoves, lighters, candles or the like; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2096	2424	5247	2587	2405	2950	5061	4949	10740	2895	1783	3707	1903	821		1051	1		109	230	275	232	248	249	201	116	297	294	57	117	254	114	103	138	59	
6103	"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches ..."	0	0	1	0	0	0	10	0	0	0	0	0	0	0	56	0	0		10756	13336	11810	17674	20608	18518	19473	19752	25316	17579	18910	15236	13652	11899		11081	60		2688	1707	2802	3217	4228	5773	8184	14545	13705	24437	23809	22276	30541	34391	35799	41947	44759	
6109	"T-shirts, singlets and other vests, knitted or crocheted"	0	0	4	27	21	64	17	0	0	12	1	1	14	2	6	0	0		619	569	628	1380	1214	1006	1128	1068	1550	1072	225	450	424	1077		349	117		15225	21004	32758	46098	53011	76634	101865	145938	133296	166159	194208	127569	168520	186262	163657	166827	159260	
6111	"Babies' garments and clothing accessories, knitted or crocheted (excluding hats)"	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0		3688	2336	1614	1519	1321	1243	931	4074	7927	9556	10310	5591	2082	6586		312	18		1929	1891	2789	5031	4984	8370	16286	22126	19561	26227	33885	32699	43757	48027	47491	41409	32568	
6202	"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ..."	0	0	0	0	10	13	0	0	0	12	0	6	7	0	2	0	0		4104	2670	8330	1066	4326	12904	7084	5339	35272	9293	2953	1510	845	467		323	4		6349	12767	18230	35159	36047	51115	69522	106311	100174	140565	152499	134964	165645	206681	163293	140021	159840	
6207	"Men's or boys' singlets and other vests, underpants, briefs, nightshirts, pyjamas, bathrobes, ..."	0	0	0	0	0	0	0	0	0	8	0	9	11	0	26	0	0		441	313	718	620	334	731	318	225	124	528	224	526	947	1281		610	40		464	258	340	594	1007	1078	2658	2912	1735	2201	3354	2586	2111	2422	1746	1308	1066	
6209	"Babies' garments and clothing accessories of textile materials (excluding knitted or crocheted ..."	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0		684	1080	941	1950	985	587	815	1302	2337	2072	1180	1706	2182	3066		11498	7		992	2995	1143	1525	2903	3668	6322	8774	13130	15131	19701	14351	19477	20614	21388	23509	16497	
6215	"Ties, bow ties and cravats of textile materials (excluding knitted or crocheted)"	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0		0	65	0	45	58	0	0	0	0	274	76	0	0	116		0	2		3689	4828	6297	8728	8977	10920	15261	18755	13397	14287	17147	8204	9093	8727	6491	5125	4583	
6217	"Made-up clothing accessories and parts of garments or clothing accessories, of all types of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		292	16	11	6	65	41	27	43	9	55	1	32	195	156		131	8		3992	3581	5542	8339	7327	9368	10204	14421	11487	19533	20717	21769	21236	21322	15239	12162	12408	
6308	"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		526	939	873	591	1378	2630	773	1002	1220	2000	909	431	622	731		326	6		28	23	44	147	152	142	215	360	227	253	246	297	237	452	170	213	192	
6402	"Footwear with outer soles and uppers of rubber or plastics (excluding waterproof footwear of ..."	22	87	194	47	0	0	0	0	0	0	0	0	0	1	0	0	0		21874	21174	27553	25657	25882	45563	30403	36796	31623	36251	82332	70580	11532	43926		29168	3611		18019	28900	54029	95971	145110	179234	163655	207971	172104	218085	301904	283309	295706	260288	177899	135862	123844	
6405	"Footwear with outer soles of rubber or plastics, with uppers other than rubber, plastics, leather ..."	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0		3388	645	9292	4264	9320	9492	20406	15727	32524	52134	35663	29183	35619	39587		31903	217		3383	3998	8439	11389	7052	7913	8684	12747	9767	14759	17889	21586	34491	29567	4666	3223	3573	
6506	"Headgear, whether or not lined or trimmed, n.e.s."	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		32	15	22	25	46	57	36	19	15	29	17	49	56	154		18	12		1172	1414	2424	3512	5948	10388	9170	9370	7384	9198	11722	15180	17827	29961	25744	26309	24353	
6704	"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human or animal hair ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0			346	390	566	790	1329	1926	3093	3183	2314	2675	3081	4734	4708	5327	4470	4297	5259	
6804	"Millstones, grindstones, grinding wheels and the like, without frameworks, for milling, grinding, ..."	1	0	0	0	0	4	1	0	85	59	0	0	16	0	0	0	0		32	76	339	19	222	191	92	641	448	120	38	51	249	127		47	47		10425	13070	16514	23966	26116	28939	43968	43260	23030	40755	56644	60139	65910	70280	70788	70023	68477	
6910	"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ..."	2	0	3	0	0	53	0	27	2	0	4	36	56	33	0	29	0		3890	4897	5139	4000	7848	14962	19453	26783	27001	26322	28497	36755	40460	29093		21767	1787		906	1016	1767	3092	3735	7296	8626	9403	6364	8868	8833	7599	9470	9096	9099	7191	7164	
7001	"Cullet and other waste and scrap of glass; glass in the mass (excluding glass in the form of ..."	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0		16	4	33	11	97	154	0	106	69	38	92	38	12	1		3			2	3	2	1	13	129	0	372	217	446	46	154	797	346	263	468	730	
7008	"Multiple-walled insulating units of glass"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1	8	0	4	0	2	7	23	35	25	30	111	94		116	1		1739	2504	6097	4383	3349	2139	3046	3049	721	5490	4006	2357	2296	2481	707	1155	1671	
7011	"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	10	8	2	0		40	4	66	52	243	942	1123	690	384	153	81	162	251	324		158	7		1125	2970	357	3365	14419	6633	1058	1430	404	554	697	956	1119	874	710	364	682	
7102	"Diamonds, whether or not worked, but not mounted or set (excluding unmounted stones for pick-up ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	4		2262	4374	7711	15684	25412	23424	32991	27540	11076	26828	30583	24645	19599	38082	56125	80749	77404	
7118	"Coin, incl. legal tender (excluding medals, jewellery made from coins, collectors' items of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	4		0	0	0	0	6	0	6	1	1	3	0	2	1	5	1	0	0	
7218	"Stainless steel in ingots or other primary forms (excluding remelting scrap ingots and products ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8146	12021	24641	83083	0	873	0	68	0	2	0	30	874	448		90			49	46	82	659	546	389	899	1882	472	685	1108	1179	1781	1792	724	345	363	
7310	"Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material ..."	0	0	56	46	21	0	0	0	0	0	6	5	0	1	15	0	0		32326	1495	1740	1133	4259	5596	4106	7869	7886	8678	5565	5512	2993	2579		3388	203		5281	6228	9431	10988	10996	17342	12232	15063	13664	17164	21140	19817	30536	32347	27201	24109	21955	
8470	"Calculating machines and pocket-size "dimensions <= 170 mm x 100 mm x 45 mm" data recording, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	8	0	0	1712	1	0	2	0	0	3	0	0		0			43467	63827	62982	131481	108894	105773	124578	165853	114414	119036	133528	111534	129549	91594	110404	109780	80750	
8486	"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	46		0	0	0	0	0	0	4361	12491	15702	7167	7595	17404	27766	26519	13480	13096	26893	
8521	"Video recording or reproducing apparatus, whether or not incorporating a video tuner (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	642	2449	11	1	11	0	0	0	0	12	0	0	0		19	13		18029	27723	57323	50370	62043	61333	93003	74678	59495	69525	54755	45434	41357	36054	37583	30679	28312	
8523	"Discs, tapes, solid-state non-volatile storage devices, "smart cards" and other media for the ..."	0	0	0	14	105	558	175	35	56	103	967	808	217	2	1	2	0		635	565	173	71	1563	5648	1002	1217	2870	930	28262	5482	697	442		675	918		25194	28917	36253	64283	68981	91173	458429	432871	403220	396221	428793	382574	390294	361626	332732	282444	233452	
8603	"Self-propelled railway or tramway coaches, vans and trucks (excluding those of heading 8604)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0			59324	3822	95174	31054	543	555	38074	199294	642286	388978	546301	361734	264576	313223	139523	262381	311705	
8605	"Railway or tramway passenger coaches, luggage vans, post office coaches and other special purpose ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	65		0	0	237	1434	288	294	50	1762	244	218	258	28	90	0	20	65	2372	
8702	"Motor vehicles for the transport of >= 10 persons, incl. driver"	265	0	262	190	0	0	212	0	0	0	0	0	0	0	0	0	0		3671	1488	7810	11178	11008	6315	46747	18933	7618	9985	11912	1118	944	1015		290	2		32279	24877	37386	66688	103390	257924	248608	320658	207086	166638	266514	261081	249108	268831	253092	186208	116557	
8707	"Bodies, incl. cabs, for tractors, motor vehicles for the transport of ten or more persons, ..."	7	0	1	0	0	1	0	11	1	0	0	0	0	16	1	0	0		165	394	1714	2260	6547	9978	19934	18660	3929	16478	18825	5811	25329	32708		23903	78		5208	3293	7243	12833	13178	10957	14142	21627	12684	4531	24473	20240	28500	14746	5962	4423	7619	
8801	"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0			274	448	1182	500	922	1341	879	1673	2211	3126	3092	2923	3353	1507	2275	1751	444	
8802	"Powered aircraft "e.g. helicopters and aeroplanes"; spacecraft, incl. satellites, and suborbital ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1104	0	0	0	0	0	0	0	0	0	0	0	0		0	50		132759	115089	58915	1107133	147970	1366700	946590	1459064	887590	2708425	3345707	2639649	1960444	2676662	3442443	3869475	2120549	
8905	"Light-vessels, fire-floats, dredgers, floating cranes, and other vessels the navigability of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		31348	0	50740	0	0	217	26523	0	97656	0	0	233428	123154	75990		14074			64976	30261	7760	17122	19189	199	2409	11779	1358	12306	514	9160	135308	3730	13896	45288	43403	
8906	"Vessels, incl. warships and lifeboats (excluding rowing boats and other vessels of heading ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0			320	139631	68660	106502	213839	806	13738	2102	2217	2984	125293	1817	89429	6321	2454	13398	107889	
8908	"Vessels and other floating structures for breaking up"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	3	3	0	0	0	0	0	0	0	0	0		0	15408		9205	17599	19442	24424	23767	23889	37639	52728	54493	112792	207713	286959	253837	198953	154100	109615	195749	
9002	"Lenses, prisms, mirrors and other optical elements, of any material, mounted, being parts of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	1	16	8	0	12	0	0	6	3394	2232	593	420	758		125			6690	5634	13030	32353	45239	42243	29459	27617	20280	22079	30606	34734	44189	41003	31162	31377	39450	
9016	"Balances of a sensitivity of 50 mg or better, with or without weights"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		24	6	16	2	44	119	2	0	1	15	29	137	14	22		0			1734	3004	3452	3767	3510	3928	5076	4729	3078	3842	5202	4782	6697	6186	5181	4767	5644	
8001	"Unwrought tin"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4	0	0	521	89	746	0	27	0	0	0	0	0	4		17			6334	7733	10004	19443	22113	24496	41735	51669	24053	51854	73551	46636	54882	59805	48490	46793	67432	
8006	"Tin tubes, pipes and tube or pipe fittings "e.g., couplings, elbows, sleeves""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	5	0	0	0	0	0	0	0	0	0		0			0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	
8102	"Molybdenum and articles thereof, n.e.s.; molybdenum waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	2	275	551	0	0	0	0	4312	896	0	0		0			180	265	214	581	571	985	1217	7162	1002	1571	2225	1996	1581	1308	1901	1343	1364	
8104	"Magnesium and articles thereof, n.e.s.; magnesium waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	0	0	8	0	20	0	0	12	2	0	0	0		188	304		3580	3764	4616	7655	16461	12967	20691	42590	17789	33742	35964	33880	40821	31566	31847	21906	33167	
8106	"Bismuth and articles thereof, n.e.s.; bismuth waste and scrap (excluding ash and residues containing ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0			34	40	52	91	88	231	616	659	435	269	578	237	365	273	172	283	131	
7402	"Copper, unrefined; copper anodes for electrolytic refining"	0	0	0	0	0	0	4183	1924	11607	32164	24006	16207	2527	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	1400	4938	0		0	11118		22464	11624	225	95737	213536	391159	252968	319030	28678	43732	36541	21590	3384	271	5453	5315	78	
8405	"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7	111	1	94	61	87	6	1	1	155	0	0	94	3		47	105		125438	23690	3014	12550	16921	10667	21980	41655	14621	17711	29108	16127	16846	18532	16821	21104	25370	
8410	"Hydraulic turbines, water wheels, and regulators therefor (excluding hydraulic power engines ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	9	0	130	62	11	0	143	681	354	658	148	4	0		206			15374	22977	24300	37478	9014	20780	50488	101625	144415	191138	186414	158474	163489	150354	93056	71083	18916	
8417	"Industrial or laboratory furnaces and ovens, non-electric, incl. incinerators (excluding drying ..."	0	0	41	0	0	2	11	8	7	23	0	0	0	0	2	18	0		144	171	1021	792	596	1299	1033	4833	3541	8199	5657	8130	4947	5994		5734	513		30396	33497	50444	49159	70369	112104	163634	152539	97856	58114	126598	108310	202673	105020	91426	249609	98118	
9033	"Parts and accessories for machines, appliances, instruments or other apparatus in chapter 90, ..."	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3	4	0		5	20	21	34	141	59	93	24	0	0	12	16	25	90		15	21		4932	2892	3994	6623	5751	5611	5741	4864	3365	3170	6804	5260	6557	8203	27831	23322	28606	
9106	"Time of day recording apparatus and apparatus for measuring, recording or otherwise indicating ..."	2	4	3	6	2	2	1	0	0	0	33	0	0	0	0	0	0		59	9	21	49	21	33	28	53	15	0	5	0	0	14		113	5		700	1286	1203	1449	2036	1894	1652	1515	4638	1866	1704	1476	1685	1308	1974	1868	1727	
9201	"Pianos, incl. automatic; harpsichords and other keyboard stringed instruments"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	130	0	0	0	1	2	0	0	0	0		2	9		1069	1897	2205	3172	3691	4251	4623	4659	3811	4383	5316	4633	5026	4414	3233	2759	2247	
9306	"Bombs, grenades, torpedos, mines, missiles, cartridges and other ammunition and projectiles ..."	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0		0	16876	0	10813	0	0	0	0	0	0	0	0	0	0		0	131		130755	108491	66646	83521	12559	15215	20164	21091	19450	21341	30497	48090	42250	45354	82665	30601	94952	
9505	"Festival, carnival or other entertainment articles, incl. conjuring tricks and novelty jokes, ..."	1	6	0	0	1	0	1	0	0	21	2	0	0	0	0	0	0		163	133	187	253	377	318	264	293	505	1752	365	704	954	1201		1025	123		1438	1517	3045	5533	5948	4895	5854	7358	5215	9263	32056	25279	25342	28376	32203	21161	24524	
9613	"Cigarette lighters and other lighters, whether or not mechanical or electrical and parts thereof, ..."	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		0	3	13	19	0	0	3	1	0	2	0	0	0	0		0			8903	8912	10134	14562	18881	20596	19944	19960	21167	25016	25958	28039	29868	31255	30067	26623	27607	
0104	"Live sheep and goats"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		121	0	0	9104	132878	32183	110526	129670	62662	266	50020	15647	0	121572		195904	12551		11	0	0	0	0	0	0	0	123	26920	148016	42605	15687	3745	959	976	37313	
0509	"Natural sponges of animal origin"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				2	2	4	7	32	26	0	0	0	0	0	0	0	0	0	0	0	
0710	"Vegetables, uncooked or cooked by steaming or boiling in water, frozen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0		467	388	231	291	140	1842	868	907	851	1076	1525	1996	3138	2480		7427	165		365	897	878	3308	2637	1536	4285	11291	10679	15246	26193	13704	11715	14277	11263	6693	4599	
1209	"Seeds, fruits and spores, for sowing (excluding leguminous vegetables and sweetcorn, coffee, ..."	60	0	5	0	40	34	15	0	89	0	9	0	119	3	0	31	0		2185	2687	3030	1461	1353	2498	2544	1700	1799	884	971	1600	692	2574		2921	507		25407	36633	47037	52429	65496	78766	108889	135029	132236	137317	141702	150592	158391	143324	140162	133480	137613	
1213	"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form ..."	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		120	704	1661	3868	4441	4999	8031	1776	2364	3684	5838	12526	25892	5174		1477	14622		4	21	20	46	97	17	0	3	26	30	0	591	14188	193	54	31	3818	
1518	"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	15	42	0	1	126	0	0	0	0	11	0	0	426		533	1		848	1561	1979	2761	3237	4112	5685	8593	7840	9795	15175	13163	14939	15797	11143	7534	8529	
1901	"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing ..."	0	0	0	0	0	0	0	0	0	0	0	0	16	1	0	0	0		0	2	19	39	628	365	1532	9135	12706	15841	10369	382	17280	20654		24251	41103		18356	16844	28484	32827	41700	55037	69149	86707	76925	83213	104786	111741	129035	136107	134363	126448	134444	
1002	"Rye"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0			0	1727	4044	3070	7944	0	3859	5061	270	0	0	1	0	0	0	0	0	
1103	"Cereal groats, meal and pellets"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2	191	178	632	1228	841	866	900	956	864	1196	1831	1750		2297	1		31	4	100	78	242	38	211	541	41	180	206	135	167	273	907	264	341	
2104	"Soups and broths and preparations therefor; food preparations consisting of finely homogenised ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		321	735	421	536	617	810	583	1269	1450	1573	1514	2815	5409	3984		3687	193		718	235	211	856	1947	2341	2330	4222	2756	2791	5363	5234	6187	4698	4423	3396	3649	
2401	"Unmanufactured tobacco; tobacco refuse"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1776	341	4838	7235	3262	4132	3350	6617	441	974	1579	674	1013	1480		2041	631		243369	162087	176911	165947	182045	172137	219986	287678	289876	275522	297879	359985	378574	411040	391657	428532	392897	
2513	"Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		32	11	27	31	59	86	24	93	123	99	227	257	173	422		65	53		121	92	152	328	262	125	357	222	240	255	348	608	977	422	722	617	1416	
2520	"Gypsum; anhydrite; plasters consisting of calcined gypsum or calcium sulphate, whether or not ..."	0	0	0	0	1	2	8	11	15	2	0	5	8	0	3	0	0		5963	7131	8236	8629	10017	15745	19779	22454	29359	34268	39045	38330	37732	55598		66391	59598		1148	1263	2109	3059	3644	5127	4405	5478	4644	5657	8889	6670	8019	7779	6173	6203	6793	
2614	"Titanium ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	10	0	0	48	0	0	830	0	0	0		0	3		1063	2319	2157	5682	4108	3850	5516	5265	3871	5170	10450	14706	10509	7809	7551	5844	6365	
2616	"Precious-metal ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	82		0	0	0	1	1	1	15	0	4	11	40	13	8	7	7	2	523	
2705	"Coal gas, water gas, producer gas, lean gas and similar gases (excluding petroleum gases and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	35	0	24	0	0	0	0		0			0	0	0	0	0	4	9	4	11	16	11	0	2	3	0	0	0	
2805	"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	2	1	6	0	49	0	48	25	0	13	5		3			86	56	165	251	226	256	296	448	270	958	2862	1074	911	2092	1021	2239	4193	
2822	"Cobalt oxides and hydroxides; commercial cobalt oxides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0			944	918	1224	2149	2162	2016	3091	6615	2915	4354	5442	5744	6763	9102	7044	5447	11046	
2928	"Organic derivatives of hydrazine or of hydroxylamine"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	494	0	0		0			4111	5228	8095	6498	5958	4748	5687	6972	7235	7679	6781	6226	7518	7152	6727	7444	7787	
2934	"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	175	420	564	936	104	270	135	107	50	134	71	119	41		1324	919		70500	83940	100745	126848	151571	146440	140377	145345	111993	118931	111550	92798	88152	91548	96665	95548	125878	
2936	"Provitamins and vitamins, natural or reproduced by synthesis, incl. natural concentrates, derivatives ..."	0	0	0	0	0	0	0	3	1	0	0	0	14	0	0	0	0		40	7	7	31	51	49	107	154	118	247	102	0	220	161		574	7		19306	25574	34182	36982	34621	36648	47081	85747	77953	85208	83087	79757	68952	72471	67683	79640	101179	
3101	"Animal or vegetable fertilisers, whether or not mixed together or chemically treated; fertilisers ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	246	0	0	47	10	15	4	4	16	256	35	350	642		229	23		297	444	804	1936	3091	2455	3468	5560	2771	4037	6023	6237	5568	7087	5857	5741	6640	
3204	"Synthetic organic colouring matter, whether or not chemically defined; preparations based on ..."	0	0	0	3	0	40	137	389	327	29	152	0	0	52	32	8	0		913	567	1357	3021	3587	26895	6353	4740	5936	4282	3936	2742	11941	3379		2707	487		209405	284097	323354	349617	352375	390483	452943	446673	367471	427910	442898	478751	550120	656983	548520	499776	544334	
3302	"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, based on one or ..."	0	0	0	283	0	15	0	4	3	0	0	0	22	0	0	0	0		558	234	457	361	453	287	1109	332	219	888	162	52	220	289		192	933		96197	119901	139697	187177	199911	233070	280646	341111	336681	382612	412094	406418	432044	435388	390966	394623	415572	
3502	"Albumins, incl. concentrates of two or more whey proteins containing by weight > 80% whey proteins, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	34	22	169	722	0	31	0	0	0	0	0		0			1237	1375	1285	2133	1811	2930	3221	3339	3203	3800	3132	4356	5854	7444	5463	3914	4788	
3806	"Rosin, resin acids and derivatives thereof; rosin spirit and rosin oils; run gums"	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0		0	2	0	0	0	0	0	0	0	0	0	0	0	18		0	5		7396	9398	9852	14066	16056	22052	21592	22489	18795	33855	56860	43148	44367	55137	47523	41644	45170	
3808	"Insecticides, rodenticides, fungicides, herbicides, anti-sprouting products and plant-growth ..."	0	0	0	0	0	0	0	10	0	0	0	5	424	114	0	0	0		5519	5507	2970	1864	1867	1576	2885	1870	2602	3829	4413	4376	7528	7720		7591	822		77361	85613	107551	138808	156216	199155	224358	254202	208502	277032	360847	331557	324263	329759	362903	356288	371378	
