Product code	Product label	Turkey's imports from Iran, Islamic Republic of-Value in 2001	Turkey's imports from Iran, Islamic Republic of-Value in 2002	Turkey's imports from Iran, Islamic Republic of-Value in 2003	Turkey's imports from Iran, Islamic Republic of-Value in 2004	Turkey's imports from Iran, Islamic Republic of-Value in 2005	Turkey's imports from Iran, Islamic Republic of-Value in 2006	Turkey's imports from Iran, Islamic Republic of-Value in 2007	Turkey's imports from Iran, Islamic Republic of-Value in 2008	Turkey's imports from Iran, Islamic Republic of-Value in 2009	Turkey's imports from Iran, Islamic Republic of-Value in 2010	Turkey's imports from Iran, Islamic Republic of-Value in 2011	Turkey's imports from Iran, Islamic Republic of-Value in 2012	Turkey's imports from Iran, Islamic Republic of-Value in 2013	Turkey's imports from Iran, Islamic Republic of-Value in 2014	Turkey's imports from Iran, Islamic Republic of-Value in 2015	Turkey's imports from Iran, Islamic Republic of-Value in 2016	Turkey's imports from Iran, Islamic Republic of-Value in 2017	Iran, Islamic Republic of's exports to world- 	Iran, Islamic Republic of's exports to world-Value in 2001	Iran, Islamic Republic of's exports to world-Value in 2002	Iran, Islamic Republic of's exports to world-Value in 2003	Iran, Islamic Republic of's exports to world-Value in 2004	Iran, Islamic Republic of's exports to world-Value in 2005	Iran, Islamic Republic of's exports to world-Value in 2006	Iran, Islamic Republic of's exports to world-Value in 2007	Iran, Islamic Republic of's exports to world-Value in 2008	Iran, Islamic Republic of's exports to world-Value in 2009	Iran, Islamic Republic of's exports to world-Value in 2010	Iran, Islamic Republic of's exports to world-Value in 2011	Iran, Islamic Republic of's exports to world-Value in 2012	Iran, Islamic Republic of's exports to world-Value in 2013	Iran, Islamic Republic of's exports to world-Value in 2014	Iran, Islamic Republic of's exports to world-Value in 2015	Iran, Islamic Republic of's exports to world-Value in 2016	Iran, Islamic Republic of's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
8110	"Antimony and articles thereof, n.e.s.; antimony waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0			35	223	385	237	140	983	1828	2242	2093	2156	3622	3316	2963	2350	2625	1853	1667	
7603	"Powder and flakes, of aluminium (excluding pellets of aluminium, and spangles)"	0	0	0	0	0	0	0	0	0	28	372	128	63	33	56	31	0		0	0	0	32	0	0	1	9	0	24	106	118	14	27		3			2004	2643	3776	5369	6222	7939	9879	12488	7948	10844	16900	13003	14954	17022	14193	13755	12705	
8202	"Handsaws, with working parts of base metal (excluding power-operated saws); blades for saws ..."	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0		3	38	79	1	21	621	24	9	135	71	302	57	4	6		5	15		9944	15790	19960	30324	35615	40669	48975	50568	38690	62311	73225	68091	76707	72920	57490	49970	51798	
8311	"Wire, rods, tubes, plates, electrodes and similar products, of base metal or of metal carbides, ..."	0	0	0	0	0	15	0	29	41	4	37	2	0	0	0	18	0		520	656	750	1013	437	397	180	286	5073	1684	267	450	344	508		353	164		8223	6484	11376	14453	16662	22089	31802	33342	18116	20135	22990	25802	26342	30381	29540	25657	28272	
8402	"Steam or other vapour generating boilers (excluding central heating hot water boilers capable ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0		226	3783	410	2095	192	840	259	1028	61838	8805	3146	4568	4904	5082		2129	490		97230	198376	68993	30700	34589	52731	91608	175388	341611	216590	57362	339994	709329	155570	273721	420179	104572	
8439	"Machinery for making pulp of fibrous cellulosic material or for making or finishing paper or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5	10	132	54	14	209	270	769	885	602	33	44	122	161		99	9		20457	11357	38780	28835	38023	85993	143897	81173	45296	62553	120851	132434	119375	249854	120933	48466	41288	
8468	"Machinery and apparatus for soldering, brazing or welding, whether or not capable of cutting ..."	0	0	0	0	0	0	0	0	0	0	0	46	6	0	8	0	0		41	43	53	58	218	34	255	192	277	34	347	195	665	106		51	116		2276	9487	4760	7833	9227	8935	9477	10906	10389	16373	9796	9244	11656	14385	9368	7329	10472	
8475	"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0		0	2	0	0	0	1	300	0	4000	6045	1086	161	207	93		32	16		15694	10459	18228	23005	36266	32326	52819	64628	14166	13660	42831	74959	35325	54532	84951	39423	44754	
8518	"Microphones and stands therefor (excluding cordless microphones with built-in transmitter); ..."	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0		20	568	33	207	108	615	735	1997	3243	1359	1142	670	1011	1331		1102	60		34767	50565	80492	108202	130620	128134	112975	130370	89254	116927	159632	160914	165804	169623	154590	155102	187803	
8519	"Sound recording or sound reproducing apparatus"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0		6	5	0	3	0	0	3	0	0	0	2	0	0	0		0	2		2751	4949	11460	13380	5969	4541	23238	19109	16620	22508	18098	15415	12053	11166	8250	6694	8940	
8526	"Radar apparatus, radio navigational aid apparatus and radio remote control apparatus"	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0		0	0	0	45	4	0	400	1	11	0	9	222	2638	1102		29575	7		25668	36030	31807	62133	61169	83337	122288	117025	85299	130284	189265	171964	189149	207515	154813	143714	173136	
8528	"Monitors and projectors, not incorporating television reception apparatus; reception apparatus ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0		1211	597	870	750	204	1731	239	573	1073	741	209	998	375	401		118	68		97091	90839	119425	193849	221869	324402	770666	845534	705699	971851	1106548	1149011	1049010	1106476	884199	799420	736959	
8535	"Electrical apparatus for switching or protecting electrical circuits, or for making connections ..."	0	0	0	0	4	214	19	33	0	0	0	0	0	2	0	4	0		1149	2918	694	563	672	1518	1578	474	946	1228	545	1164	1154	636		703	78		32934	41143	31336	52649	46048	66540	94884	118446	124029	97611	145770	157278	195496	146356	137071	123278	126355	
8445	"Machines for preparing textile fibres; spinning, doubling or twisting machines and other machinery ..."	0	0	9	0	0	10	0	0	0	0	0	0	0	0	0	11	0		37	178	387	779	554	2030	2131	352	839	205	31	1064	389	77		1312	19		195294	413870	555042	484805	389520	230731	675834	211651	74051	220604	534508	378357	565910	654871	290083	276399	333237	
8601	"Rail locomotives powered from an external source of electricity or by electric accumulators"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	12	0	0	0	0	0	0	0	0	0		20			718	0	0	58	175	439	125	4781	593	339	367	533	125000	62740	47128	1195	1218	
8711	"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with or without side-cars; ..."	0	0	11	35	0	0	0	0	0	0	0	0	0	0	0	0	0		1404	1911	10090	15301	22400	29885	14651	9249	11382	8608	8628	9106	7239	5647		1374	17		11838	8518	22218	99995	234084	364033	62577	51783	31290	54755	80826	104046	151445	178278	204341	240832	175092	
8805	"Aircraft launching gear (excluding motor winches for launching gliders); deck-arrestor or similar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1		611	339	10414	6940	642	17026	7179	8139	14019	37090	29453	42592	54442	28740	33363	56637	40315	
9006	"Photographic cameras, photographic flashlight apparatus and flashbulbs (excluding discharge ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1	0	0	0	16	0	4	0	24	0	0	0	0		0	10		7020	9956	13069	11908	14103	10961	7978	5121	4407	5737	6950	5284	6507	7859	7636	7127	8531	
9013	"Liquid crystal devices not constituting articles provided for more specifically in other heading; ..."	0	0	0	0	0	0	0	0	0	0	8	3	6	4	0	0	0		0	8	0	0	17	0	145	145	646	0	0	81	100	9		451	128		20050	20566	18020	14758	18200	22173	35475	41947	36278	47238	57294	153354	265575	290365	327240	305711	345964	
9028	"Gas, liquid or electricity supply or production meters, incl. calibrating meters therefor"	0	0	0	1	0	0	0	0	1	0	0	0	0	0	34	0	0		13	1551	338	28	317	664	668	362	1035	475	1060	957	657	1165		1448	1752		11970	31007	37421	43836	52788	47135	41142	52644	55610	46729	47540	47778	56682	63073	50762	41368	35607	
9103	"Clocks with watch movements (excluding wrist-watches, pocket-watches and other watches of heading ..."	1	4	9	0	0	1	0	0	0	0	0	0	0	1	0	0	0		22	302	1834	716	1076	1523	3068	1431	1473	531	174	458	374	277		562	2		791	855	981	1109	619	276	377	321	235	287	278	316	421	419	270	272	199	
9302	"Revolvers and pistols (excluding those of heading 9303 or 9304 and sub-machine guns for military ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2		1992	5912	845	3256	3101	1675	5776	5199	1807	1936	3204	5948	8024	7486	2380	5633	500	
9502	"Dolls representing only human beings"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		188	375	160	223	95	48	27	1	3	0	0	0	0	0		0			4013	3977	7238	13115	15560	16821	0	0	0	0	0	0	0	0	0	0	0	
9604	"Hand sieves and hand riddles (excluding colanders)"	0	0	0	8	15	0	0	0	0	0	0	0	0	0	0	0	0		3	26	3	3	3	84	62	12	0	5	0	21	308	56		37	1		72	91	109	86	179	172	180	122	251	312	348	286	238	266	166	150	225	
9612	"Typewriter or similar ribbons, inked or otherwise prepared for giving impressions, whether ..."	0	13	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0		0	11	36	38	12	10	5	4	17	34	0	0	0	1		32			11124	11824	14410	21961	21457	20438	23248	22021	20723	22962	24420	22375	23775	23884	20827	21403	20170	
0202	"Meat of bovine animals, frozen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		57	0	0	0	0	0	0	0	0	0	319	26	5	17		0	760		0	0	0	74	0	0	0	0	0	19004	2754	5762	3966	0	49824	0	39594	
0209	"Pig fat, free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chilled, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	5	0	0	0	0	0	0	0	0	0		0	4		0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	3	
0210	"Meat and edible offal, salted, in brine, dried or smoked; edible flours and meals of meat or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	91	164	235	80	6	0	0	0	0	5	0	0	28		32	1		16	10	49	7	16	0	0	0	0	0	0	68	2	0	0	0	0	
0305	"Fish, fit for human consumption, dried, salted or in brine; smoked fish, fit for human consumption, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		42	4	6	8	148	6	1852	2227	1850	1710	839	859	102	107		609	349		275	335	255	618	822	1174	1363	1791	959	1336	751	601	423	389	655	544	579	
0402	"Milk and cream, concentrated or containing added sugar or other sweetening matter"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0		6115	2901	524	53	364	2484	4728	20548	29304	40282	48059	39047	59835	84903		107110	12057		5683	8733	20660	25229	23049	38724	51663	63994	42403	37869	8388	269	230	457	517	639	539	
0403	"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		25	39	150	356	1046	10788	37302	58660	67958	109661	144288	168774	185453	215474		218113	241		55	338	414	502	435	21	76	187	98	253	148	270	599	3064	985	123	303	
0410	"Turtles' eggs, birds' nests and other edible products of animal origin, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1	1	0	1554	241	0	147	72	0	20	7	29	5		59	141		77	209	499	207	188	133	58	171	180	430	476	267	313	456	364	451	336	
0502	"Pigs', hogs' or boars' bristles and hair; badger hair and other brush making hair; waste of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0			2674	2319	2961	3238	4481	4349	5885	5755	6172	6823	7035	6722	6502	7313	6824	6611	7424	
0506	"Bones and horn-cores and their powder and waste, unworked, defatted, simply prepared, treated ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		22	0	0	0	0	0	0	9	2	0	0	0	0	0		0			1	0	0	0	0	0	6	0	1	48	20	9	0	9	0	0	2	
0507	"Ivory, tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	2	0	0	0	0	0		1	6		0	3	0	0	1	0	18	1	4	17	26	24	62	33	0	11	28	
0602	"Live plants incl. their roots, cuttings and slips; mushroom spawn (excluding bulbs, tubers, ..."	3	7	0	6	0	9	15	0	0	0	0	0	13	0	0	0	0		193	317	1262	1573	20502	5884	8127	9487	11972	9509	29883	36573	34902	26807		16436	1038		8980	10885	13975	21262	30664	43739	46468	51538	31412	42958	59620	59216	82203	78447	65804	73287	71935	
0707	"Cucumbers and gherkins, fresh or chilled"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		775	1294	3077	11012	16847	107055	65798	192275	254636	156905	142282	118029	81960	115795		114039	66764		6	0	0	18	1	1	16	4	0	0	0	15	0	0	180	534	1	
1007	"Grain sorghum"	0	0	0	0	0	0	12	24	4	0	0	0	0	0	0	0	0		37	113	61	20	0	0	13	0	0	243	0	0	41	0		0			28	0	0	1	0	0	28	54	9	18	2936	278	26	102	74	0	0	
1107	"Malt, whether or not roasted"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0		0			454	289	236	2410	1701	2794	1087	2246	875	4471	3401	3045	15079	15927	17865	23292	26866	
1403	"Vegetable materials, such as broom-corn, piassava, couch-grass and istle, of a kind used primarily ..."	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	16	0	0	0	0	0	0	0	0	0	0		0			53	95	711	776	269	458	0	0	0	0	0	0	0	0	0	0	0	
1506	"Other animal fats and oils and their fractions, whether or not refined, but not chemically ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	4	28	36	0	0	0	0	0	0	0	34	36	2348		1348			2	6	5	5	0	0	0	13	1	1	27	41	78	72	667	661	757	
1516	"Animal or vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ..."	0	0	19	219	0	0	0	0	0	0	0	0	0	0	0	34	0		12530	20020	16399	14645	17009	17470	7366	4004	12615	21059	63647	22165	1152	5154		6592	984		7179	10407	11504	10015	7870	12546	16957	23488	22078	21121	49645	51308	42844	51948	40924	32883	57419	
1704	"Sugar confectionery not containing cocoa, incl. white chocolate"	1	0	0	0	18	0	0	1	0	0	2	0	0	56	0	1	0		15317	12953	22700	17983	40770	73053	92538	100329	145818	139329	134225	143075	155140	159024		146552	2423		4762	2523	3212	4166	4771	5015	7394	16627	15224	10074	13011	10719	13623	16895	16214	15503	17761	
2102	"Yeasts, active or inactive; other dead single-cell micro-organisms, prepared baking powders ..."	0	23	0	0	27	121	0	0	37	199	240	0	0	0	5	0	0		1177	2701	5146	5920	8499	13730	16299	14824	18867	17560	15157	19293	21084	23220		25207	4555		2581	2722	3547	3751	4510	5634	7266	7069	5560	8592	11485	12044	12702	14094	18206	18838	20752	
2206	"Cider, perry, mead and other fermented beverages and mixtures of fermented beverages and non-alcoholic ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	19	0	0	14	92	0	0	0	0	0	0	0	27		0	254		0	0	2	9	17	2	10	6	0	168	557	974	1277	1757	1699	1524	160	
2304	"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		504	1092	1761	1683	4017	742	3481	1506	19	98	405	232	56	66		452	42		84251	78913	101650	144863	134366	63853	98175	158425	152392	168923	243029	531424	627954	346499	195513	254558	281252	
2503	"Sulphur of all kinds (excluding sublimed sulphur, precipitated sulphur and colloidal sulphur)"	0	0	0	0	0	0	175	10230	0	4	0	6	0	0	0	0	0		4444	3773	943	644	3796	23721	56489	69884	16789	16977	13186	49255	44072	93326		71217	143073		5296	6385	10306	10202	13511	15152	14544	52142	8106	15024	30790	28503	17903	22469	27298	26958	32497	
2605	"Cobalt ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	38	0	234	0	0	0	0	0	0	0		0	69		28	30	0	0	0	0	0	0	0	0	0	0	0	2	0	0	65	
2618	"Granulated slag "slag sand" from the manufacture of iron or steel"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	21	294	1	0	0	1	0	0		0	591		448	1254	430	0	16	0	3	0	0	0	0	0	0	0	0	0	0	
2621	"Slag and ash, incl. seaweed ash "kelp"; ash and residues from the incineration of municipal ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	5	0	0	10	11	1	0	0	8	61	37	21	4		5			0	5	33	581	153	10	33	18	13	27	14	0	34	44	509	1029	555	
2708	"Pitch and pitch coke, obtained from coal tar or from other mineral tars"	107	1305	5	3082	4330	1119	6625	1877	157	67	0	0	0	25	0	0	0		0	0	0	0	95	0	133	2	0	0	0	0	0	22		0	1037		4104	1933	3180	3260	4459	1367	6979	3511	2092	6154	4298	5960	4931	995	679	1476	1071	
2809	"Diphosphorus pentaoxide; phosphoric acid; polyphosphoric acids, whether or not chemically defined"	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0		2	0	22	36	2	7	12	58	24	46	14	10	23	0		31	12		36406	56627	74664	90894	98889	73283	108277	327672	135850	220159	238353	211783	152458	207520	228625	127709	131189	
2810	"Oxides of boron; boric acids"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	3	0	0	0	0	0	1	0	0	0		0			19	25	23	61	48	66	86	67	65	62	87	69	96	123	87	116	131	
2820	"Manganese oxides"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0		0	0	4	0	0	0	0	0	0	0	6	1	3	0		0			138	318	592	720	1080	1204	1656	2696	2101	2265	3272	1582	1621	1631	879	637	1158	
2840	"Borates; peroxoborates "perborates""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1	1	0	0	0	0	0	0	0	0	0	0	5		0			12490	7392	6134	6404	7534	10184	19990	10627	1602	886	738	735	876	1330	1699	813	1088	
2907	"Phenols; phenol-alcohols"	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	155	3145	1866	1246	135	0	25	3788	4529	1253	4778	4057		87			6982	7734	10669	16119	21664	24012	34438	33095	20349	34354	43443	39807	46294	47993	33537	30565	39868	
2919	"Phosphoric esters and their salts, incl. lactophosphates; their halogenated, sulphonated, nitrated ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	12	0	0	0	0	0	0	0	0	0	4	8	0		0			2024	3179	3614	4483	6563	7680	9823	10815	9471	8133	12764	16154	18900	22488	19495	15066	18858	
2926	"Nitrile-function compounds"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	3	14	10	20	0	0	0	0	0	0	13		9			4098	6178	7099	7340	7296	8402	8419	13432	11204	15247	19407	15729	16502	22803	21449	23602	29236	
2932	"Heterocyclic compounds with oxygen hetero-atom[s] only"	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0		359	1716	7942	20840	34843	52809	58540	24928	43495	45546	67457	121381	132742	155792		150825	1		42138	54319	62266	97405	94059	83361	59123	56723	48453	55572	58887	55589	57962	62833	71302	75326	70598	
2939	"Vegetable alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ..."	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0		958	713	1059	3034	14610	8945	9101	3634	4766	7227	17317	13871	6800	9463		21105	6593		14616	15910	17239	16902	16254	17997	26260	32018	39686	35552	39119	37538	31887	28612	31881	35106	46859	
2940	"Sugars, chemically pure (excluding sucrose, lactose, maltose, glucose and fructose); sugar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0		0	5		7412	8738	13701	19052	19879	29066	42254	38949	28227	23703	25071	22953	22925	19796	15210	13655	17723	
3002	"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera ..."	0	0	0	0	0	0	0	0	513	779	703	618	0	0	559	1	0		284	113	75	503	2029	5019	7092	10344	10187	17689	26076	25235	23016	28836		37744	48658		147179	160506	247106	329686	360295	427961	540852	698786	683602	828438	1139242	972409	1052351	1267887	1384170	1320145	1431163	
3209	"Paints and varnishes, incl. enamels and lacquers, based on synthetic polymers or chemically ..."	0	0	0	0	0	1	1	4	0	21	10	22	0	2	0	0	0		3924	3303	4613	4226	9080	10484	6439	6705	8443	11461	13184	15103	19660	23631		26062	356		16783	26734	35756	43449	56509	67964	85818	91519	69415	78228	92965	93086	106986	108078	95225	87887	93971	
3604	"Fireworks, signalling flares, rain rockets, fog signals and other pyrotechnic articles (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	107	0	463	0	0	0	0	0	0	0	0	0	0		0			889	1147	1476	2652	6468	6016	7706	11109	5626	4541	9153	5628	8439	11938	12742	8499	7353	
3702	"Photographic film in rolls, sensitised, unexposed, of any material other than paper, paperboard ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	14	0	19	0	277	0	0	4	0	0	0		0			29151	34602	35870	38904	36257	34369	31452	31537	22932	21482	18442	15595	15589	9086	6045	4302	4490	
3704	"Photographic plates, film, paper, paperboard and textiles, exposed but not developed"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	7	0	276	0	0	0	0	0	0		0	1		34	58	30	58	20	26	205	350	443	557	491	187	361	413	562	384	283	
3804	"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	1	0	0	0	9	0	0	0	0	0		0	3		3660	4364	6157	7844	9413	13778	24028	21381	17745	22833	28641	29287	33653	31996	23365	21505	20141	
3819	"Hydraulic brake fluids and other prepared liquids for hydraulic transmission not containing ..."	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		68	272	580	121	179	57	1892	521	174	1960	1434	1151	89	504		191			4955	5197	5627	7062	6394	7736	8927	10830	7746	10200	12837	12018	12837	16501	10725	11600	17261	
3911	"Petroleum resins, coumarone-indene resins, polyterpenes, polysulphides, polysulphones and other ..."	6	12	31	0	0	0	0	0	0	12	0	0	0	0	0	0	0		89	4	10	1	19	69	15	16	36	17	1	6	1	13		0	50		6337	9551	13399	17538	19581	27152	39488	46462	39385	53303	81803	77603	85780	98845	89357	90899	97290	
4101	"Raw hides and skins of bovine "incl. buffalo" or equine animals, fresh, or salted, dried, limed, ..."	14	0	3	0	0	0	5	0	0	127	201	0	0	290	73	0	0		39	51	0	249	68	8	0	0	34	0	0	0	0	0		1030	493		21526	37471	58016	51524	53198	54894	74556	47702	29427	51756	83338	54785	45230	42127	33062	42004	46099	
4201	"Saddlery and harness for any animal, incl. traces, leads, knee pads, muzzles, saddle cloths, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	98	0	11	0	1	0	0	0	0	19	36	12		9	2		427	429	495	686	781	862	1126	1241	976	1701	1787	1726	1832	2036	2025	1538	2006	
4416	"Casks, barrels, vats, tubs and other coopers' products parts thereof, of wood, incl. staves"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	7	0	0	0	0	0	0	0	0	0	0	19	58		0			392	511	559	653	793	683	1143	970	726	1498	1656	1250	1360	2426	712	1543	1577	
4504	"Agglomerated cork, with or without a binding substance, and articles of agglomerated cork (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		25	1	1	12	16	0	3	0	8	0	0	2	0	0		0	1		1069	1636	2052	2555	2863	3688	4440	4684	3324	3812	4474	4776	4827	4956	3672	3203	3559	
4806	"Vegetable parchment, greaseproof papers, tracing papers and glassine and other glazed transparent ..."	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0		0	1	19	8	41	73	77	187	70	151	70	84	122	144		171	12		6129	8957	9844	11318	12011	13756	17458	19982	21244	27191	33309	27730	29991	31994	30905	29356	33438	
4908	"Transfers "decalcomanias""	0	0	0	0	9	0	0	0	0	0	1	0	1	0	2	0	0		44	43	152	1142	607	552	630	436	432	394	413	320	212	181		34	5		8804	13965	16514	19420	18977	17223	17881	16834	11782	12045	17064	20782	27876	30417	21046	18598	14320	
5003	"Silk waste, incl. cocoons unsuitable for reeling, yarn waste and garnetted stock"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		242	71	342	99	167	463	336	0	104	251	66	277	116	95		31	15		0	2	1	33	65	163	177	286	383	190	338	710	830	685	864	601	410	
5006	"Silk yarn and yarn spun from silk waste, put up for retail sale; silkworm gut"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	0	0	0	1	2	0	0	0	0	0	0	0		0			16	310	87	445	148	189	218	115	104	135	107	110	54	74	37	166	89	
5102	"Fine or coarse animal hair, neither carded nor combed (excluding wool, hair and bristles used ..."	0	0	6	0	0	0	20	206	258	325	138	82	3	2	141	20	0		6820	3224	2491	6773	4324	6733	7964	1631	4067	12761	5345	6094	6357	1947		319	9916		98	617	332	552	655	562	656	1364	2098	2881	4724	3771	3004	2774	1656	1719	1021	
5508	"Sewing thread of man-made staple fibres, whether or not put up for retail sale"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		23	256	0	41	11	3	7	21	94	129	69	57	132	1292		380	82		9016	12022	11585	12506	16058	22092	27827	29436	36085	43764	49660	50174	50933	50449	46508	46259	50184	
5604	"Textile-covered rubber thread and cord; textile yarn, strip and the like of heading 5404 and ..."	91	53	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1362	827	8134	2467	4152	1431	2494	1471	4092	1473	855	743	2354	813		749	36		1842	1709	2556	2369	2586	4236	3631	3773	5963	8087	7984	4212	5340	5733	4450	4252	4615	
5606	"Gimped yarn, gimped strip and the like of heading 5404 or 5405; chenille yarn, incl. flock ..."	0	0	0	0	0	10	0	2	0	0	0	0	1	17	4	2	0		0	0	0	0	0	0	0	0	0	0	0	34	24	2		0			5861	5884	7576	7159	9283	8331	9711	11778	8009	13299	15903	15566	18157	24614	24166	21303	29835	
5802	"Terry towelling and similar woven terry fabrics, tufted textile fabrics (excluding narrow woven ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		72	59	22	20	51	110	25	124	87	103	31	45	160	166		173	5		79	136	655	901	2092	1467	1178	769	726	8479	4591	2873	1219	394	363	180	449	
5811	"Quilted textile products in the piece, composed of one or more layers of textile materials ..."	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0		1	1	15	0	1	7	0	0	0	44	26	31	0	42		29	2		51051	77464	76637	31816	21186	19668	28181	26420	2509	1477	1162	1515	2209	5583	11541	17475	5573	
