Product code	Product label	Turkey's imports from Japan-Value in 2001	Turkey's imports from Japan-Value in 2002	Turkey's imports from Japan-Value in 2003	Turkey's imports from Japan-Value in 2004	Turkey's imports from Japan-Value in 2005	Turkey's imports from Japan-Value in 2006	Turkey's imports from Japan-Value in 2007	Turkey's imports from Japan-Value in 2008	Turkey's imports from Japan-Value in 2009	Turkey's imports from Japan-Value in 2010	Turkey's imports from Japan-Value in 2011	Turkey's imports from Japan-Value in 2012	Turkey's imports from Japan-Value in 2013	Turkey's imports from Japan-Value in 2014	Turkey's imports from Japan-Value in 2015	Turkey's imports from Japan-Value in 2016	Turkey's imports from Japan-Value in 2017	Japan's exports to world- 	Japan's exports to world-Value in 2001	Japan's exports to world-Value in 2002	Japan's exports to world-Value in 2003	Japan's exports to world-Value in 2004	Japan's exports to world-Value in 2005	Japan's exports to world-Value in 2006	Japan's exports to world-Value in 2007	Japan's exports to world-Value in 2008	Japan's exports to world-Value in 2009	Japan's exports to world-Value in 2010	Japan's exports to world-Value in 2011	Japan's exports to world-Value in 2012	Japan's exports to world-Value in 2013	Japan's exports to world-Value in 2014	Japan's exports to world-Value in 2015	Japan's exports to world-Value in 2016	Japan's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
2916	"Unsaturated acyclic monocarboxylic acids, cyclic monocarboxylic acids, their anhydrides, halides, ..."	1099	2081	1508	1341	1843	1394	2479	1181	1226	2426	7707	5070	2441	5029	2728	2177	4021		401696	392661	418747	434764	503486	508729	579676	607060	577493	709339	908299	709498	593327	727726	587936	536870	781087		44377	55150	78983	115643	173007	194067	212477	233489	183263	282632	369668	333710	340268	355588	299973	243153	322740	
9017	"Drawing, marking-out or mathematical calculating instruments, e.g. drafting machines, pantographs, ..."	778	1160	1601	2398	3220	3150	4061	3689	2037	2597	4301	4596	5542	4836	4250	3913	4227		158138	130542	158236	167416	180860	161065	140753	239521	103851	157139	239434	216573	182979	202624	178649	176216	174313		11123	14370	12237	13415	14086	21355	22005	21628	12202	22100	26666	24791	33621	29846	26347	23476	27518	
4010	"Conveyor or transmission belts or belting, of vulcanised rubber"	1927	1298	1664	2894	3004	3307	3477	3876	2831	3845	4146	4247	4875	4879	4140	4694	4235		277939	291862	318200	350522	372040	403817	451201	500777	411094	515672	552939	553159	496923	451508	365443	350002	349943		18333	26347	36380	51282	50773	62695	67319	78009	65411	83191	103089	88155	90486	95229	95882	97072	106261	
3912	"Cellulose and its chemical derivatives, n.e.s., in primary forms"	677	876	1309	2359	1843	1338	1544	1780	2511	2796	3649	3799	3264	2541	2789	2909	4241		147538	166458	172378	181877	182540	199499	168966	179810	162606	195069	217896	218559	203267	211411	234697	247178	216498		33624	45843	57897	75423	81751	92526	111982	119656	96818	120591	162974	164122	162108	165594	150473	148607	163949	
8532	"Electrical capacitors, fixed, variable or adjustable "pre-set"; parts thereof"	1683	2193	1473	1711	1968	2632	3151	1972	1603	3465	7138	5817	3899	3417	3000	4003	4443		3371001	3258541	3461617	3977766	3910458	4520474	5184238	4761724	3754872	5360746	5405993	4797056	4309204	4337963	4282491	4450228	5049500		40055	56633	67807	93803	83319	87291	88858	85197	65655	82603	105384	94020	94797	93298	84715	85394	98110	
7226	"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled ..."	169	35	148	134	729	553	2456	3825	4741	2995	1472	2727	13471	3552	4736	3283	4447		192782	244367	278528	344260	361193	409903	489182	517894	343015	428335	385982	315592	298157	293826	281074	275665	296203		7922	9788	16255	18816	30065	38945	45782	73200	46327	67164	100357	75289	92239	67280	55172	37497	43263	
8529	"Parts suitable for use solely or principally with transmission and reception apparatus for ..."	975	4244	9097	22190	21220	11027	7310	9094	8150	8761	5219	5989	4313	4460	2885	2833	4485		3345428	3942992	7031560	10346666	10756041	12553289	9115667	9100797	5256655	5758803	5231234	4996759	3916239	3141945	2956583	2803186	2542416		124913	120121	192850	281723	335958	296106	309160	209212	229189	170634	199853	1022763	1331982	1407648	1294274	997176	1396960	
5402	"Synthetic filament yarn, incl. synthetic monofilaments of < 67 decitex (excluding sewing thread ..."	10943	14907	20900	22578	22094	22746	23727	21484	11143	14389	9850	6051	3691	3178	2757	2566	4553		557442	546905	547846	592968	568811	573400	591145	646603	458681	667126	785681	795120	722966	738507	649849	645100	658057		277827	408095	471813	546500	663487	735153	1014497	975743	772655	1064000	1296297	1485221	1436204	1614849	1481530	1561588	1684357	
8526	"Radar apparatus, radio navigational aid apparatus and radio remote control apparatus"	1132	2411	1667	3759	5361	6977	5574	7071	4779	2932	2893	4463	4372	3431	2833	2527	4561		297662	361498	594403	946199	982962	1089101	1455478	1512611	1244544	1698013	1993854	2055680	1440964	1290982	1155087	1239720	1241732		25668	36030	31807	62133	61169	83337	122288	117025	85299	130284	189265	171964	189149	207515	154813	143714	173136	
7320	"Springs and leaves for springs, of iron or steel (excluding clock and watch springs, springs ..."	289	299	434	1724	884	1060	2084	3226	5337	3517	3958	2881	2624	2183	2883	2959	4618		245699	250594	282666	342615	362680	369255	406332	458451	358435	483332	536735	579779	502729	455150	392724	396376	423472		12974	18755	24526	46143	50468	56852	79865	82444	59133	70218	87420	75457	85232	75316	79498	85614	83696	
3824	"Prepared binders for foundry moulds or cores; chemical products and preparations for the chemical ..."	472	1331	2307	2492	2692	2589	3219	4404	4470	5497	5570	5572	5918	6444	3530	3576	4685		1259430	1562765	1814969	2273363	2658638	3012775	3202402	3554230	3284403	4762118	5153893	4939067	4155941	3879279	3387906	3502170	3663696		101200	137833	195910	267240	362736	363714	421946	516176	442961	548988	664530	567607	601299	622466	557159	573154	625937	
3204	"Synthetic organic colouring matter, whether or not chemically defined; preparations based on ..."	7128	7764	7601	8050	7280	6176	8055	8508	7445	6946	6138	6157	5661	6039	4829	3866	4859		332028	309886	378605	398905	356384	358622	384853	421690	453944	608455	566802	561573	433242	401107	383662	445778	468107		209405	284097	323354	349617	352375	390483	452943	446673	367471	427910	442898	478751	550120	656983	548520	499776	544334	
8484	"Gaskets and similar joints of metal sheeting combined with other material or of two or more ..."	1271	1138	1818	2301	2558	3255	2567	3970	2264	3988	4506	4882	4140	4574	4708	5601	4922		322239	335606	360073	401850	414944	430841	479468	555412	487520	637956	670968	680940	648214	627087	565947	572025	587423		15078	19192	24403	29156	32538	36689	43182	51087	41283	65999	70663	68584	80970	88186	89538	91632	101705	
8480	"Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (other than ..."	28923	43003	51607	6554	4306	25085	13256	42474	25600	7284	7187	10075	30919	3341	17713	49715	4932		1591013	1538626	1648648	1994853	1888426	1925597	1821239	1969232	1449909	1648848	2048274	2170524	1769856	1585840	1366100	1446115	1433462		129478	193203	189214	184665	287652	279089	278547	313580	275582	194097	265847	337788	395223	364470	274716	311319	281502	
3907	"Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, ..."	624	1675	2733	5185	4068	2767	1718	5115	9408	6769	4840	4067	4359	4663	3592	5292	5105		1371306	1502025	1609906	1897092	2102397	2257490	2384832	2365680	1960143	2736313	2759984	2628835	2426270	2341228	2140053	2342406	2516801		180009	246238	340388	477241	598281	685841	837477	941414	693184	982043	1387072	1279135	1438003	1280189	1173779	1134117	1399822	
7606	"Plates, sheets and strip, of aluminium, of a thickness of > 0,2 mm (excluding expanded plates, ..."	2608	3079	2988	8682	11158	15573	17305	24140	11326	11933	13353	13564	15566	14477	7538	3843	5108		549360	588262	651564	694448	787705	961730	1115995	1243370	882258	1249670	1127835	1027992	881333	974694	988441	835117	864890		74628	96900	108540	143404	186049	257131	334826	347732	208923	297625	362872	350467	409789	395446	417080	419129	475494	
2929	"Compounds with other nitrogen function (excluding amine-function compounds; oxygen-function ..."	299	121	81	127	38	59	120	151	264	687	1270	2004	2057	4224	3553	2670	5168		375861	407699	501267	625535	660183	685729	829950	770662	559879	683549	576215	698531	757679	745113	548802	474673	604018		65508	84075	108338	128028	126732	136771	138887	158352	113983	125408	148542	165832	192932	186357	157124	167801	288498	
3215	"Printing ink, writing or drawing ink and other inks, whether or not concentrated or solid"	1555	2516	2006	2674	2831	2830	2801	3484	2479	2827	4069	4674	4786	6552	5791	5637	5264		395424	395841	461741	599500	626605	659317	693439	774229	616674	752458	732971	774425	799691	812021	708025	704274	740900		30636	35007	45833	63245	69474	75347	97097	91877	88612	106233	124366	135299	152403	173675	153943	145746	155646	
5403	"Artificial filament yarn, incl. artificial monofilament of < 67 decitex (excluding sewing thread ..."	207	175	142	169	134	97	72	443	1272	1215	1816	2030	3856	4967	6321	6073	5272		73072	57630	54924	65800	85438	88140	97003	109479	110622	139246	150499	171170	161538	148839	139790	143572	148491		49701	58251	58109	59504	62125	64799	93761	66981	46235	52308	65366	61902	59404	86726	58035	66700	69348	
9607	"Slide fasteners and parts thereof"	1811	3449	6123	6382	6127	3829	6625	6489	4231	7625	5864	6850	6272	5814	4647	5079	5357		184176	164831	204978	251418	253370	234447	267703	299380	244591	345620	390290	358618	346231	306897	295945	308605	315418		27526	44017	57386	65182	63606	71695	85311	64770	49749	71160	71059	71632	75817	79726	64263	64713	71921	
8539	"Electric filament or discharge lamps, incl. sealed beam lamp units and ultraviolet or infra-red ..."	497	834	978	1695	2075	2266	2330	2839	1079	3505	2502	2049	3015	4952	5323	5178	5521		700207	800117	994130	1350909	1466031	1804353	1636241	1669309	1112162	1080201	906922	768465	634737	610492	532996	546458	562912		47601	65273	87181	116470	130145	153674	193815	229858	188506	234065	262975	227644	246969	203900	168973	146206	175916	
2903	"Halogenated derivatives of hydrocarbons"	152	405	889	829	808	437	169	5	15	32	28	144	2297	848	2166	9515	5549		431178	507601	620486	823286	849074	895040	912526	1023168	986471	1201484	1226705	734845	893706	890474	872309	912853	1057782		26025	51069	32576	52904	58911	51775	65597	64049	55832	79949	127594	89226	74623	86238	76105	99150	111424	
8431	"Parts suitable for use solely or principally with the machinery of heading 8425 to 8430, n.e.s."	1990	2225	3913	4574	6238	7081	9538	10677	6538	8291	9814	10549	9154	6052	5971	7433	5552		1028709	1117755	1466637	1918436	2103715	2338700	2590914	2992413	1776806	3340136	3991880	3151113	2450044	2329184	1949976	2021037	2638144		62772	116945	69210	99837	168685	238089	261851	255576	265778	377273	472098	355505	405152	435784	345992	412023	442851	
8448	"Auxiliary machinery for use with machines of heading 8444, 8445, 8446 or 8447, e.g. dobbies, ..."	6142	9374	12285	9166	8457	7183	9086	7443	6121	8142	8057	8119	8120	8924	5349	8083	5578		253186	246893	298100	314842	260273	254190	287446	263710	196907	354881	326830	279570	270734	247095	211382	232069	247562		91190	155465	220955	226006	191996	181386	212733	155441	107694	156040	187256	182140	202176	211332	165348	170876	159902	
8301	"Padlocks and locks "key, combination or electrically operated", of base metal; clasps and frames ..."	655	1961	2952	2412	3060	3735	5773	5294	2421	2485	3150	2603	2857	2734	2485	3188	5748		171301	164270	207691	260888	273176	292703	299191	335409	219050	333522	355727	359426	284898	220378	163957	163397	172062		23244	36806	51263	82820	93405	123180	169254	195600	116594	159828	201555	165018	185531	191431	188025	177986	188184	
9102	"Wrist-watches, pocket-watches and other watches, incl. stop-watches (excluding of precious ..."	1852	2466	3840	4104	6866	5461	6099	5494	4616	7490	8993	10374	14440	14103	7645	5977	5782		124002	97037	94411	94472	91650	97837	99427	128299	105132	158810	181537	232895	156451	187970	173091	187498	191199		26470	39654	48491	78608	86565	95641	119070	149903	114186	174975	226111	201887	240993	236569	221112	190281	207896	
3006	"Pharmaceutical preparations and products of subheadings 3006.10.10 to 3006.60.90"	17	144	222	456	580	512	1116	1186	1653	1804	2913	2533	3508	4607	3789	4214	5797		49697	57108	65782	67239	70011	74960	90723	109893	113142	146017	163817	174928	169910	156660	144716	180310	190444		44875	58658	79020	102433	108454	106939	139175	146967	115924	132140	141272	130512	126403	139185	120164	128314	126983	
8446	"Weaving machines "looms""	0	4868	3901	7248	7412	1945	4061	5320	120	197	1630	285	24	5813	2839	6999	5826		287260	466975	596465	466855	497107	631218	659434	452173	186441	573097	658863	479753	598115	491615	392981	495120	401418		80524	207914	378428	306531	290736	300522	208692	161688	39834	148464	277749	412513	443435	320874	149690	205693	244402	
8517	"Telephone sets, incl. telephones for cellular networks or for other wireless networks; other ..."	4780	1709	4295	1461	3279	1079	8897	15824	9378	9891	8863	8580	9015	10440	8977	6973	5977		3851379	1816868	1639179	1522264	1500596	1479580	6975743	7127552	5913482	5077176	4298896	3663139	3868125	4427099	4684184	4286603	4971113		321671	138738	179029	367221	485608	457535	2533076	2356545	2146056	2533130	2918347	2830607	3950656	4420076	4674820	4750825	4284907	
8456	"Machine tools for working any material by removal of material, by laser or other light or photon ..."	391	3200	3423	6561	4494	7186	13352	7022	909	4210	9047	10386	7764	9515	9152	7932	5979		1083332	984011	1101820	1872628	1749639	2119532	873072	1003763	386876	795052	1165396	933691	817570	936958	819019	805699	987538		14993	23132	35563	55247	68090	83361	91659	88181	35546	67990	118851	103832	96364	114893	104280	108003	99552	
3302	"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, based on one or ..."	42	222	1098	2620	2507	2899	3085	4876	4303	3218	5463	6924	8719	9403	9789	9284	6142		149087	157462	172924	182037	182418	183165	186492	212625	221950	258541	291614	246816	221337	203093	175081	191832	190813		96197	119901	139697	187177	199911	233070	280646	341111	336681	382612	412094	406418	432044	435388	390966	394623	415572	
3917	"Tubes, pipes and hoses, and fittings therefor, e.g. joints, elbows, flanges, of plastics"	346	1121	1297	1441	1290	1587	3728	5709	6176	4273	3269	2930	3770	3585	3575	4610	6250		188213	203509	234246	320938	334341	383136	433923	464789	420511	615654	662509	650653	567455	548322	498120	562034	651529		64601	80402	81279	99601	92379	111615	143025	182997	144071	149461	216263	211783	221979	208722	197043	209356	238217	
8538	"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ..."	934	2504	1527	2182	2899	4025	4365	4266	3555	4800	5273	4983	5081	4606	5892	4236	6569		1503791	1612519	1957358	2557219	2641850	2928149	3143395	3334624	2597928	3743799	3756827	3542457	3125428	3093686	2631619	2767255	3065373		52880	73929	86299	126056	145872	185747	208558	229338	180616	197496	243755	225352	261488	244824	216716	204472	226083	
8422	"Dishwashing machines; machinery for cleaning or drying bottles or other containers; machinery ..."	394	124	548	756	1075	1098	1828	1660	1679	1407	4104	4946	5829	7054	6941	8224	6642		343311	305094	371717	429630	397484	422450	465617	537181	445216	579882	712263	740234	729312	662039	637826	678891	697924		112418	133313	194431	251785	314836	423534	403224	461696	330960	411874	554283	500366	651382	612683	586700	501869	497987	
8467	"Tools for working in the hand, pneumatic, hydraulic or with self-contained electric or non-electric ..."	480	2533	3783	6333	10636	12653	14239	13970	10315	15295	11120	9873	6818	6459	7425	8697	6736		391158	821754	901497	1089295	1151462	1237836	1299977	1361082	791346	1046572	1160828	942275	835143	783941	690234	707415	734366		11026	42930	71485	112888	156174	172741	196096	196812	140022	232317	263397	264821	236182	242792	241979	228681	227877	
2930	"Organo-sulphur compounds"	848	564	524	300	640	1132	426	2356	1158	2782	4792	4375	6480	6081	7032	6596	6909		358977	357686	374842	417015	467846	472875	490572	645505	633885	732169	833216	837919	802130	795071	809852	758406	661780		24332	32235	44297	50742	45710	54055	60477	85434	85278	100606	106555	93234	94593	97229	108852	96907	93360	
8528	"Monitors and projectors, not incorporating television reception apparatus; reception apparatus ..."	7331	9793	10919	20616	22791	15844	14121	16001	11194	12806	12774	12999	12407	9611	30474	13059	6934		3242274	3733852	4452689	4898779	3897152	3335026	3173468	2899355	1629140	1877288	1807907	1591571	1360205	1414003	1400107	1351426	1319444		97091	90839	119425	193849	221869	324402	770666	845534	705699	971851	1106548	1149011	1049010	1106476	884199	799420	736959	
8426	"Ships' derricks; cranes, incl. cable cranes (excluding wheel-mounted cranes and vehicle cranes ..."	0	158	1404	1230	1075	219	29076	23592	1080	1841	3432	2759	33932	45368	2194	2682	7054		336541	348000	436349	663275	790885	894274	1369673	2056091	1283762	969958	1307208	1130991	1342420	1519415	1353098	1024239	881351		50837	49077	47512	114935	98559	165479	274299	255363	188173	164583	174605	220142	328321	323232	433066	271208	132317	
9014	"Direction finding compasses; other navigational instruments and appliances (excluding radio ..."	896	1229	11457	4777	8518	9552	9466	10826	6947	5209	3006	2125	6327	6015	5579	5682	7243		122501	111786	137869	242496	234604	209592	269440	298504	227075	240280	308382	276640	214169	228783	259040	252165	253617		31024	24241	33618	34773	45320	48289	40568	74163	50303	44751	72226	53475	73195	62390	76873	63487	113152	
3808	"Insecticides, rodenticides, fungicides, herbicides, anti-sprouting products and plant-growth ..."	3860	3610	5611	6583	6072	6355	8329	9520	7492	8266	9523	10390	8887	10791	10373	9523	7263		253737	239964	269041	297725	309338	314740	372931	382565	371547	429525	474900	426570	390089	430753	453300	490320	516987		77361	85613	107551	138808	156216	199155	224358	254202	208502	277032	360847	331557	324263	329759	362903	356288	371378	
8545	"Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite ..."	2469	5842	7134	6934	8719	15001	17201	14948	11088	24738	16509	16462	21353	18002	12451	12005	7547		345926	364982	358635	412438	468117	563953	659524	770375	656063	885313	929903	937394	769647	677147	575750	418590	406595		52844	60841	74674	88296	90526	120591	168113	186209	144342	172443	210324	213786	192405	164538	119137	110576	225002	
3208	"Paints and varnishes, incl. enamels and lacquers, based on synthetic polymers or chemically ..."	581	1135	3426	3810	3515	3299	3922	3402	3301	4196	4403	3726	4935	5253	5108	8005	7628		421276	496945	622894	771653	923714	996351	1052565	1172330	1165800	1487514	1686784	1694443	1426118	1444629	1311198	1398081	1595879		50622	72227	99291	125421	150306	164999	211866	241005	194465	215659	244437	248448	279585	302909	267023	260868	285480	
3403	"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ..."	3016	3759	4028	4828	4363	3110	4345	4693	4829	5798	7444	8717	10309	7791	7031	6630	7703		279644	326724	372668	442426	442504	496615	579513	638535	636545	874166	997860	996683	990341	1020300	938031	1002772	1079424		35496	46553	61886	78975	86295	108534	151624	182741	123649	137549	167671	144388	169061	162748	141443	136005	150734	
7326	"Articles of iron or steel, n.e.s. (excluding cast articles)"	1144	3987	2636	6508	7503	6940	1683	10663	7094	6246	7100	7481	5634	5353	9657	8352	7934		424854	463440	521115	665314	831680	866807	861720	969496	670492	853923	979265	1031401	960020	959157	862259	942519	1068770		62139	82190	94346	121655	150076	163837	108179	247445	162744	203596	281436	277517	306081	294104	311470	447647	550097	
9025	"Hydrometers, areometers and similar floating instruments, thermometers, pyrometers, barometers, ..."	421	378	509	734	874	912	1014	613	487	856	1162	1031	1452	1766	5626	6598	7973		99734	100677	119932	121506	126871	132158	146271	160322	143756	220386	291364	299706	262791	283504	275699	279404	272507		10637	12885	18275	24667	28729	32456	41684	46277	32506	45441	53254	53739	57468	64433	68448	82489	93642	
3209	"Paints and varnishes, incl. enamels and lacquers, based on synthetic polymers or chemically ..."	76	74	71	137	145	831	3574	2065	2003	1786	1735	1823	5124	9637	7976	7790	8227		49291	57901	69744	96372	105328	109025	141229	184749	143119	207038	201839	201024	162094	166343	154331	160350	154378		16783	26734	35756	43449	56509	67964	85818	91519	69415	78228	92965	93086	106986	108078	95225	87887	93971	
8209	"Plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets"	442	684	1579	3420	4875	5599	8151	8886	4171	6451	7774	7499	7563	8740	6966	7761	8229		186216	199680	255509	347202	410966	455629	500418	558143	338256	659809	765279	752716	703374	767462	737237	735631	798712		9336	12589	22197	38863	45981	54286	68415	71530	40023	64413	90054	91818	90449	100840	90288	84795	96295	
8704	"Motor vehicles for the transport of goods, incl. chassis with engine and cab"	42691	29472	78407	133766	103496	50107	58947	64897	8191	27097	21374	5224	28992	6359	23497	3378	8283		5113517	5927281	6679988	8071500	7578306	8293843	9985414	12053741	6558696	10279355	11267306	12512206	10105112	10492515	9676216	8864126	8861202		201224	233162	843944	1872141	1593243	1144359	1089041	1168033	405141	784208	1279881	1069581	1088993	1132926	1323416	1153914	1291360	
9002	"Lenses, prisms, mirrors and other optical elements, of any material, mounted, being parts of ..."	2436	1614	8268	18514	21681	18078	10194	10161	5878	7080	10475	10067	13309	10792	9063	6568	8489		1385055	1437584	1612120	1955667	2144828	2185998	2322653	2638437	2154816	2842884	3220347	2887571	2654834	2545995	2247969	2247361	2259405		6690	5634	13030	32353	45239	42243	29459	27617	20280	22079	30606	34734	44189	41003	31162	31377	39450	
8542	"Electronic integrated circuits; parts thereof"	5404	6388	8093	14223	17378	14169	28408	22868	8926	14164	13530	10095	9640	14218	6125	7004	8539		22032955	22700591	25921458	29711351	29093281	30728279	33385991	32874590	27429785	34532078	32013158	30586187	26994833	25477742	23641512	24064456	26677154		228015	330670	440573	676041	721024	684839	675521	537381	444270	470671	552482	521696	463180	498564	441193	438743	554778	
4009	"Tubes, pipes and hoses, of vulcanised rubber other than hard rubber, with or without their ..."	727	910	825	2790	3363	6873	6544	6840	3836	5187	6001	6808	7048	8735	7720	6121	8542		311979	344705	388673	463405	472658	497012	594784	613474	495631	727115	811468	798055	677762	597277	515485	503886	554761		26029	39907	64101	102047	111396	114983	126271	120006	85774	114886	139639	112936	128200	131538	124800	139082	149592	
3822	"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents ..."	311	622	1116	1426	3648	6490	7922	13484	17605	15614	13299	11943	13570	14650	11393	11047	8801		121115	123243	142212	202251	187027	207203	207826	254516	293817	329457	399576	517351	492151	493353	466974	563571	566479		50939	65197	73474	105997	110976	139186	189361	223938	190391	204966	224536	226499	235595	255168	238745	244166	249749	
8207	"Tools, interchangeable, for hand tools, whether or not power-operated, or for machine tools ..."	644	848	1073	4799	10768	59018	6545	52106	4112	5850	12108	31727	16393	12644	5908	31773	8839		1452084	1418029	1540059	1944113	1820446	1933168	1873333	2069213	1555151	1935758	2389647	2723472	2436922	2270285	2203048	2094252	2256023		30885	34956	50566	67860	96496	164440	134965	196230	97629	151181	215344	242702	252383	254905	201970	203241	200129	
8466	"Parts and accessories suitable for use solely or principally with the machine tools of heading ..."	1387	1379	2221	3494	3650	5759	4861	7651	2894	7925	14088	8551	9142	9384	7445	8557	8867		983157	856651	1056382	1369421	1694282	1978888	1498435	1594887	935766	1545555	2030741	2232667	1556530	1699194	1513708	1415118	1596372		30143	35023	41024	70752	87077	94469	119637	137668	71831	95576	139916	140840	150393	163137	148483	148455	157747	
9608	"Ball-point pens; felt tipped and other porous-tipped pens and markers; fountain pens, stylograph ..."	2784	5197	5124	10223	10881	13291	13950	14119	10799	13072	20797	16866	12482	13487	11447	11739	8886		684723	661763	662696	687214	645116	662290	708142	770258	679142	791843	900016	884580	785271	799067	788705	895179	919084		21583	33516	38206	48104	55214	62613	67271	74391	52680	76533	96513	81763	88550	93021	82410	83783	64794	
8418	"Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat ..."	3398	1693	852	2891	2859	1389	1201	1319	1624	1946	2970	2837	5592	4965	5830	11953	9126		558016	736542	982650	1126036	1045184	1113072	1357009	1312148	777065	630811	652367	498560	544844	513524	516539	547633	517187		108423	82745	106538	151728	172977	262256	333093	405571	278833	351190	465027	436954	520350	451085	425443	410091	407952	
3701	"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ..."	2843	2963	4501	6931	6703	11558	15339	20633	21494	21556	21526	20461	19023	12464	8658	8846	9583		797331	782698	840001	964829	969385	986998	1027091	1094782	918824	1083430	1119277	1083734	937292	852300	805297	898711	922694		41213	49798	65703	82448	96716	105272	131978	129716	129968	138488	147321	133576	133320	122000	97782	90470	82459	
8523	"Discs, tapes, solid-state non-volatile storage devices, "smart cards" and other media for the ..."	2586	4932	5110	8899	10793	15235	26117	17781	19016	17916	14199	11236	9504	7618	5668	6359	9769		2205836	2422729	2942657	3409462	3844200	4216892	5265679	4850979	3400514	3307743	2938669	2598123	2193986	2084892	2006342	1812224	1818119		25194	28917	36253	64283	68981	91173	458429	432871	403220	396221	428793	382574	390294	361626	332732	282444	233452	
5503	"Synthetic staple fibres, not carded, combed or otherwise processed for spinning"	808	2027	4780	6846	4544	3641	5273	5392	2580	4158	3069	3941	5240	6165	3317	6005	9775		513883	522062	543815	550944	583037	593179	618667	525825	425262	581332	711379	656605	679520	618004	518967	416461	428924		85422	128252	161068	170367	190079	219489	260377	251775	191710	265867	341148	322860	353682	390371	376570	351190	422360	
3909	"Amino-resins, phenolic resins and polyurethanes, in primary forms"	543	883	1247	1663	1920	2824	2846	3303	3666	5673	8706	4366	6288	4598	7644	5902	10412		166422	208448	232138	291859	298732	331905	635101	791579	626630	883877	930964	886586	975586	861654	717602	762366	991151		62946	87770	103726	137923	158649	265303	366943	388156	286319	367758	493142	511605	554428	534336	447222	410734	553888	
7309	"Reservoirs, tanks, vats and similar containers, of iron or steel, for any material "other than ..."	0	0	28	0	0	2	0	6	1	8	21	2	2	0	2	29244	10416		30425	29397	46080	33817	41522	47527	56143	83886	38667	61835	37926	76293	53960	44567	45947	32306	35727		7579	12872	19075	11705	9761	15798	19999	25217	13181	25564	45827	29582	30384	30660	28840	115056	45816	
8427	"Fork-lift trucks; other works trucks fitted with lifting or handling equipment (excluding straddle ..."	1424	3384	10614	20191	18923	31104	37324	30044	12110	25267	22055	12039	15352	16382	18027	15196	10708		597802	611696	752635	940396	1143648	1318274	1663988	2120198	808070	1290654	1532026	1417022	1088143	1058662	913981	873208	884593		20198	55935	70514	107473	123934	159614	203369	188505	93093	150889	252977	232902	277095	291101	284818	302421	317421	
9001	"Optical fibres and optical fibre bundles; optical fibre cables (excluding made up of individually ..."	5304	3494	661	2679	1086	1907	4354	4196	7598	7541	10050	10131	10295	9450	10750	14148	10948		2612592	2711457	3470483	4759544	5241386	5245219	5453559	5691085	4715979	5730375	6041260	6671283	5737937	5250892	4387056	4151605	4639216		30904	27323	25708	30831	40075	47124	58202	80132	70313	104503	122209	113700	137283	186882	169667	165564	175584	
8412	"Engines and motors (excluding steam turbines, internal combustion piston engine, hydraulic ..."	1594	1244	3548	2483	3795	9625	5847	6088	5673	8156	14453	18621	14261	9711	11073	11307	11087		365319	365251	445828	608900	651560	800487	932620	1111285	784839	1474436	1971161	1508552	1086739	1142489	947496	1067077	1332756		16426	19925	29834	26007	41571	56486	81832	98476	116799	99901	142030	127140	147409	148656	132588	179851	174243	
7304	"Tubes, pipes and hollow profiles, seamless, of iron or steel (excluding products of cast iron)"	2598	8310	3593	7061	9273	5371	2532	5201	2535	4019	9316	9276	14686	13761	17270	15125	11138		1708924	1579457	1472994	1849487	2884002	3833616	4152148	4503778	3431644	3283493	4250568	4502633	4065463	4009903	2853943	2034155	2196197		46981	81879	72892	119306	179636	222652	291380	322776	221232	304630	391034	370016	411851	390915	305519	255302	290593	
3919	"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether ..."	1279	591	1072	1372	1898	3062	4784	6097	4879	8524	7699	8343	8421	9832	10005	13975	11888		550373	635528	819777	996278	1267677	1432973	1687929	1988287	1879553	2547542	2667872	2639976	2344338	2350638	2105420	2189944	2559506		41056	57995	82605	113014	127276	147679	166608	186640	163427	209623	260226	267111	322522	338848	322622	331047	340945	
