Product code	Product label	Turkey's imports from Russian Federation-Value in 2001	Turkey's imports from Russian Federation-Value in 2002	Turkey's imports from Russian Federation-Value in 2003	Turkey's imports from Russian Federation-Value in 2004	Turkey's imports from Russian Federation-Value in 2005	Turkey's imports from Russian Federation-Value in 2006	Turkey's imports from Russian Federation-Value in 2007	Turkey's imports from Russian Federation-Value in 2008	Turkey's imports from Russian Federation-Value in 2009	Turkey's imports from Russian Federation-Value in 2010	Turkey's imports from Russian Federation-Value in 2011	Turkey's imports from Russian Federation-Value in 2012	Turkey's imports from Russian Federation-Value in 2013	Turkey's imports from Russian Federation-Value in 2014	Turkey's imports from Russian Federation-Value in 2015	Turkey's imports from Russian Federation-Value in 2016	Turkey's imports from Russian Federation-Value in 2017	Russian Federation's exports to world- 	Russian Federation's exports to world-Value in 2001	Russian Federation's exports to world-Value in 2002	Russian Federation's exports to world-Value in 2003	Russian Federation's exports to world-Value in 2004	Russian Federation's exports to world-Value in 2005	Russian Federation's exports to world-Value in 2006	Russian Federation's exports to world-Value in 2007	Russian Federation's exports to world-Value in 2008	Russian Federation's exports to world-Value in 2009	Russian Federation's exports to world-Value in 2010	Russian Federation's exports to world-Value in 2011	Russian Federation's exports to world-Value in 2012	Russian Federation's exports to world-Value in 2013	Russian Federation's exports to world-Value in 2014	Russian Federation's exports to world-Value in 2015	Russian Federation's exports to world-Value in 2016	Russian Federation's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
6006	"Fabrics, knitted or crocheted, of a width of > 30 cm (excluding warp knit fabrics "incl. those ..."	0	0	0	0	226	1	269	2	0	1	154	1	277	488	363	202	0		0	172	222	394	611	615	638	366	200	328	463	4061	4118	3565	4358	6540	6378		0	45468	55021	51043	39607	41537	56048	66018	67741	102960	158442	87437	92506	89493	72937	80208	92516	
6106	"Women's or girls' blouses, shirts and shirt-blouses, knitted or crocheted (excluding T-shirts ..."	0	0	0	0	12	13	13	7	0	1	13	97	3	1	17	8	0		4016	4198	4995	1667	723	458	793	439	409	245	146	579	2780	5736	5427	2439	3432		2221	2498	5114	11190	11904	16370	26113	41999	35156	44911	44390	27794	34250	28607	24631	17915	15236	
6115	"Pantyhose, tights, stockings, socks and other hosiery, incl. graduated compression hosiery ..."	0	0	0	0	3	5	0	0	0	0	1	7	2	4	38	107	0		487	319	694	896	749	1143	1297	1144	719	1091	1415	4128	9336	10319	10863	11419	16994		4550	4748	6618	10640	12074	20330	28414	33700	28315	46017	61128	56091	48534	41742	35755	38026	33357	
6212	"Brassieres, girdles, corsets, braces, suspenders, garters and similar articles and parts thereof, ..."	0	0	0	3	3	1	0	0	5	2	0	0	6	3	0	9	0		1040	2871	2081	1108	2476	968	1382	1708	1351	1008	1332	2547	2840	4505	4402	4171	5045		6178	9500	15125	21201	19568	31632	67937	76777	69929	92147	117926	34678	43585	49938	41844	43437	56715	
4108	"Chamois leather, incl. combination chamois leather(excluding glace-tanned leather subsequently ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4110	"Parings and other waste of leather, parchment-dressed leather or composition leather, not suitable ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4111	"Composition leather based on leather or leather fibre, in slabs, sheets or strip, whether or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4809	"Carbon paper, self-copy paper and other copying or transfer papers, incl. coated or impregnated ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		54	65	45	43	12	6	46	70	24	1	261	189	150	128	137	177	143		8039	17419	20641	29303	29593	32471	38111	42830	34286	52772	54029	47064	46558	51738	44415	34416	36424	
4813	"Cigarette paper, whether or not cut to size or in the form of booklets or tubes"	0	0	0	0	0	2	0	0	0	0	0	0	0	588	614	52	0		22	181	330	303	587	849	780	513	248	295	242	1985	2549	4329	4253	4030	5621		28155	26431	33648	35712	35936	36233	41600	51228	54031	55469	51505	60949	63655	67117	61612	63879	68855	
6304	"Articles for interior furnishing, of all types of textile materials (excluding blankets and ..."	46	0	0	18	2	2	2	0	0	0	0	0	0	43	29	54	0		6489	8155	7191	8122	7991	8024	11921	11141	6982	5335	4882	6116	6412	8820	5908	6214	6780		1380	1529	1436	3775	8284	12370	21797	26938	20152	20360	20988	17037	15938	36368	53178	58656	49468	
6501	"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		53	39	32	24	26	16	35	11	1	0	0	96	194	0	0	4	37		1	0	1	3	15	1	7	5	3	1	13	15	34	19	14	4	189	
6502	"Hat-shapes, plaited or made by assembling strips of any material (excluding blocked to shape, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0		0	0	3	0	0	0	0	4	0	4	6	0	10	0	3	1	22	
7012	"Glass inners for vacuum flasks or for other vacuum vessels"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		72	129	106	124	72	23	0	0	0	0	0	0	0	0	0	0	0	
7015	"Clock or watch glasses and similar glasses, glasses for non-corrective or corrective spectacles, ..."	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0		370	432	142	119	4	8	11	29	4	16	18	32	11	28	7	11	190		1444	1911	1676	1604	2300	1714	1827	1869	1853	1387	1913	1397	1060	1579	1687	1233	1009	
7205	"Granules and powders of pig iron, spiegeleisen, iron or steel (excluding granules and powders ..."	0	7	1	0	38	1	0	0	0	0	0	0	37	0	0	17	0		2420	1739	2751	4396	6805	8271	10050	8325	6300	11754	12861	12000	15270	15745	15645	14667	17608		3513	4559	6596	13087	14569	18696	20794	26384	12538	18237	22881	19247	17162	17897	16420	14886	16345	
6401	"Waterproof footwear with outer soles and uppers of rubber or of plastics, the uppers of which ..."	0	0	0	0	0	0	0	0	0	6	7	2	4	0	0	0	0		4155	4935	7566	7113	6261	6711	9308	10141	8514	7615	9328	17530	18919	40718	7608	8538	10576		155	254	382	636	816	1098	1442	1709	3278	5496	4228	4994	8355	5171	7676	4377	5621	
7315	"Chain and parts thereof, or iron or steel (excluding watch chains, necklace chains and the ..."	42	10	18	93	110	148	75	12	1	9	1	9	4	0	15	1	0		6588	5943	6497	9459	12206	11980	20360	19235	8682	6133	7654	21355	18633	15380	9077	9894	13564		6545	8940	11865	18287	19157	26822	31209	35172	24566	29972	43638	40971	40558	41981	39382	39598	48159	
7409	"Plates, sheets and strip, of copper, of a thickness of > 0,15 mm (excluding expanded sheet ..."	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		27917	17332	42071	11285	16233	39916	37056	29210	9125	59555	31500	35413	30971	29029	17427	14905	19140		10742	19705	23954	34639	41665	49925	69039	68543	31619	66700	71010	88188	81945	78714	76308	62622	69646	
7415	"Nails, tacks, drawing pins, staples and similar articles, of copper or with shafts of iron ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0		274	289	9394	3086	1566	519	788	609	539	314	948	790	1413	1202	1011	1259	1549		604	992	1602	2172	2648	3656	4749	5147	3961	6714	8774	9056	11118	12898	13878	11063	10831	
7301	"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; ..."	0	0	0	1	0	0	4	4	1	2	0	2	0	0	0	0	0		686	112	687	1082	1947	2412	4475	4711	1940	2323	5492	9406	14178	10095	14842	7726	8006		1409	707	6586	592	1720	1258	2933	1145	1014	1637	1682	4338	14206	13179	2438	2596	4377	
7503	"Waste and scrap, of nickel (excluding ingots or other similar unwrought shapes, of remelted ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		68	157	161	2204	3428	41	16	659	0	517	1150	1042	782	2395	1385	775	715		0	0	0	0	0	0	0	0	1	37	66	14	0	0	95	135	298	
7904	"Zinc bars, rods, profiles and wire, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		29	19	5	2	3	1	1	0	6	0	4	48	333	1623	2010	267	1892		1066	1062	852	740	698	801	1589	1506	1640	1614	1073	1556	1621	1301	1227	2131	2778	
7907	"Articles of zinc, n.e.s."	0	0	0	0	0	0	3	0	0	0	0	0	0	0	18	0	0		107	86	45	111	111	239	270	138	467	427	332	1476	2712	4157	6055	5794	5869		8224	1348	3274	6413	7289	6158	5104	7056	4195	5121	7296	6327	7753	7157	6946	7272	9726	
8002	"Tin waste and scrap (excluding ash and residues from the manufacture of tin of heading 2620, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	39	0	4	0	0	0	0	7	0	0	0	0		0	0	0	3	20	6	0	22	0	0	0	6	8	0	0	32	33	
8005	"Tin foil of a thickness "without any backing" <= 0,2 mm, whether or not printed or backed with ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		68	86	26	57	86	73	0	0	0	0	0	0	0	0	0	0	0		8	5	29	126	66	122	0	0	0	0	0	0	0	0	0	0	0	
8110	"Antimony and articles thereof, n.e.s.; antimony waste and scrap (excluding ash and residues ..."	0	0	25	0	0	0	0	396	0	0	0	0	0	0	0	0	0		528	1495	185	3239	16	79	4306	2446	76	3113	752	1616	111	110	107	1173	15547		35	223	385	237	140	983	1828	2242	2093	2156	3622	3316	2963	2350	2625	1853	1667	
8201	"Hand tools, the following: spades, shovels, mattocks, picks, hoes, forks and rakes, of base ..."	0	42	91	208	157	216	196	203	183	176	145	134	201	87	0	0	0		2768	4264	4723	5832	8042	11536	14256	11800	7541	7351	8267	10540	11922	8431	6526	4865	6605		1482	1843	2517	3810	5159	5614	6225	6605	4546	9536	16059	11721	11440	8764	7337	6967	6135	
8202	"Handsaws, with working parts of base metal (excluding power-operated saws); blades for saws ..."	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	1	0		4505	1290	3376	1834	2588	2347	3442	3593	1471	555	924	2185	2318	3794	3197	2113	3868		9944	15790	19960	30324	35615	40669	48975	50568	38690	62311	73225	68091	76707	72920	57490	49970	51798	
8402	"Steam or other vapour generating boilers (excluding central heating hot water boilers capable ..."	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	32	0		44205	13881	18929	26497	41915	43125	53606	54424	65174	27960	19925	130306	129410	57261	50820	30571	79297		97230	198376	68993	30700	34589	52731	91608	175388	341611	216590	57362	339994	709329	155570	273721	420179	104572	
8436	"Agricultural, horticultural, forestry, poultry-keeping or bee-keeping machinery, incl. germination ..."	0	0	0	9	0	0	0	0	0	0	11	0	0	0	8	0	0		3218	2986	2932	4291	7536	6844	7608	5867	6664	3776	3690	6681	10301	8369	14266	21520	43750		6600	6786	6178	9588	10822	11115	17961	20636	18615	46138	49441	41791	52937	42287	37477	28234	49050	
8439	"Machinery for making pulp of fibrous cellulosic material or for making or finishing paper or ..."	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0		5976	4499	4192	10203	8271	8405	9943	12799	5265	3639	3624	2412	1690	2310	1372	1527	2417		20457	11357	38780	28835	38023	85993	143897	81173	45296	62553	120851	132434	119375	249854	120933	48466	41288	
8468	"Machinery and apparatus for soldering, brazing or welding, whether or not capable of cutting ..."	0	2	0	60	21	0	9	0	5	0	0	0	0	0	16	0	0		3646	588	891	988	1530	1358	1281	1126	805	324	2111	2145	1671	1883	1080	1028	2076		2276	9487	4760	7833	9227	8935	9477	10906	10389	16373	9796	9244	11656	14385	9368	7329	10472	
8475	"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass ..."	0	0	0	0	58	120	32	63	5	0	0	17	3	0	72	0	0		485	335	990	5203	3212	78	807	996	142	469	4476	1082	1149	898	830	383	1330		15694	10459	18228	23005	36266	32326	52819	64628	14166	13660	42831	74959	35325	54532	84951	39423	44754	
8506	"Primary cells and primary batteries, electrical; parts thereof (excluding spent)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		812	957	1755	475	571	637	3000	1838	3886	839	1167	2430	4077	5735	3934	6259	8152		18149	24571	25050	35360	39585	41658	48348	50265	41592	53897	62410	57483	61066	62863	54890	52168	52086	
8519	"Sound recording or sound reproducing apparatus"	0	0	0	0	0	0	46	28	23	0	0	0	0	46	17	0	0		412	65	126	37	114	351	3639	3221	2568	5799	14656	5954	7075	5217	7096	5793	7590		2751	4949	11460	13380	5969	4541	23238	19109	16620	22508	18098	15415	12053	11166	8250	6694	8940	
8528	"Monitors and projectors, not incorporating television reception apparatus; reception apparatus ..."	1	0	22	0	0	1025	0	233	2	0	0	1	54	19	0	2	0		12660	1464	3128	9097	9816	16358	13810	8078	44137	210248	294845	534374	681520	547460	275527	278255	362404		97091	90839	119425	193849	221869	324402	770666	845534	705699	971851	1106548	1149011	1049010	1106476	884199	799420	736959	
8601	"Rail locomotives powered from an external source of electricity or by electric accumulators"	668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		439	1066	2442	2570	8077	13487	29915	42811	9102	3716	8733	4706	37550	1261	1863	400	554		718	0	0	58	175	439	125	4781	593	339	367	533	125000	62740	47128	1195	1218	
8805	"Aircraft launching gear (excluding motor winches for launching gliders); deck-arrestor or similar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3690	646	5	1139	0	0	0	0	0	0	0	8	0	41	0	0	0		611	339	10414	6940	642	17026	7179	8139	14019	37090	29453	42592	54442	28740	33363	56637	40315	
9028	"Gas, liquid or electricity supply or production meters, incl. calibrating meters therefor"	65	2	0	0	0	1	15	0	1	0	0	0	0	13	7	22	0		16678	11390	21854	23056	27466	33920	34515	34855	27525	10638	12728	38098	53472	48041	35773	33599	40902		11970	31007	37421	43836	52788	47135	41142	52644	55610	46729	47540	47778	56682	63073	50762	41368	35607	
9103	"Clocks with watch movements (excluding wrist-watches, pocket-watches and other watches of heading ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3	10	5	62	854	39	2	19	23	16	4	29	19	36	54	12	20		791	855	981	1109	619	276	377	321	235	287	278	316	421	419	270	272	199	
9302	"Revolvers and pistols (excluding those of heading 9303 or 9304 and sub-machine guns for military ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	1083	463	172	0	0	0		1992	5912	845	3256	3101	1675	5776	5199	1807	1936	3204	5948	8024	7486	2380	5633	500	
9502	"Dolls representing only human beings"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		458	540	466	521	437	439	0	0	0	0	0	0	0	0	0	0	0		4013	3977	7238	13115	15560	16821	0	0	0	0	0	0	0	0	0	0	0	
9604	"Hand sieves and hand riddles (excluding colanders)"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0		20	31	26	32	31	64	79	126	50	19	8	161	131	229	150	230	262		72	91	109	86	179	172	180	122	251	312	348	286	238	266	166	150	225	
9612	"Typewriter or similar ribbons, inked or otherwise prepared for giving impressions, whether ..."	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		85	83	56	94	119	95	78	30	146	19	37	323	306	371	734	803	804		11124	11824	14410	21961	21457	20438	23248	22021	20723	22962	24420	22375	23775	23884	20827	21403	20170	
0202	"Meat of bovine animals, frozen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		64	6	114	125	47	480	31	224	372	2	163	1554	6963	8138	9477	7415	12021		0	0	0	74	0	0	0	0	0	19004	2754	5762	3966	0	49824	0	39594	
0209	"Pig fat, free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chilled, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	21	2	1	48	48	21	6	422	77	374	746	35	174	757	2433	2260		0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	3	
0210	"Meat and edible offal, salted, in brine, dried or smoked; edible flours and meals of meat or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		70	13	33	521	3410	4118	3492	9096	12589	9847	5645	20464	254	142	94	210	425		16	10	49	7	16	0	0	0	0	0	0	68	2	0	0	0	0	
0305	"Fish, fit for human consumption, dried, salted or in brine; smoked fish, fit for human consumption, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		11028	8411	13348	16631	17646	25698	28029	27104	24337	16180	25656	42158	36352	37942	26359	28273	26722		275	335	255	618	822	1174	1363	1791	959	1336	751	601	423	389	655	544	579	
0402	"Milk and cream, concentrated or containing added sugar or other sweetening matter"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0		47977	27697	27757	38432	49650	48197	51976	66432	46461	8560	8594	52880	62178	63950	31586	32023	29793		5683	8733	20660	25229	23049	38724	51663	63994	42403	37869	8388	269	230	457	517	639	539	
0403	"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12064	17455	25305	31656	47222	70266	98891	114452	72966	37814	40985	98892	108156	100934	70824	68613	80033		55	338	414	502	435	21	76	187	98	253	148	270	599	3064	985	123	303	
0410	"Turtles' eggs, birds' nests and other edible products of animal origin, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7	32	5	0	0	0	0	0	0	0	0	48	37	4	345	177	238		77	209	499	207	188	133	58	171	180	430	476	267	313	456	364	451	336	
0502	"Pigs', hogs' or boars' bristles and hair; badger hair and other brush making hair; waste of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	4	119	205	31		2674	2319	2961	3238	4481	4349	5885	5755	6172	6823	7035	6722	6502	7313	6824	6611	7424	
0506	"Bones and horn-cores and their powder and waste, unworked, defatted, simply prepared, treated ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	1	1	3	0	0	0	0	0	2	1	1	3	67	1	0		1	0	0	0	0	0	6	0	1	48	20	9	0	9	0	0	2	
0507	"Ivory, tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and ..."	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0		1614	1815	2684	2407	2521	2753	3003	3025	3797	4610	5740	6790	7265	8014	11993	12025	11109		0	3	0	0	1	0	18	1	4	17	26	24	62	33	0	11	28	
0602	"Live plants incl. their roots, cuttings and slips; mushroom spawn (excluding bulbs, tubers, ..."	0	0	7	0	0	0	0	0	0	0	0	9	0	0	10	28	0		103	77	85	226	328	510	317	735	804	787	1228	1069	1678	969	1112	1577	2658		8980	10885	13975	21262	30664	43739	46468	51538	31412	42958	59620	59216	82203	78447	65804	73287	71935	
0707	"Cucumbers and gherkins, fresh or chilled"	0	0	0	1	0	0	0	0	0	0	0	15	0	0	167	534	0		706	139	217	59	63	21	55	34	131	8	1	42	77	70	1680	2405	3810		6	0	0	18	1	1	16	4	0	0	0	15	0	0	180	534	1	
0804	"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens, fresh or dried"	0	0	0	0	0	0	289	0	0	0	0	0	0	78	60	0	0		35	75	122	121	130	253	362	479	416	225	194	158	233	625	695	703	1054		4108	5194	3565	3904	6515	8285	11748	19848	19899	20950	27283	22907	25255	28580	30923	45874	62649	
0902	"Tea, whether or not flavoured"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2354	4947	8719	22980	33130	44767	60188	77275	62964	49077	50500	82699	98104	85375	69499	76319	92271		8375	2684	3941	5205	6438	7735	8158	11322	13538	21530	17732	13710	17554	16045	17015	41089	59929	
1007	"Grain sorghum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1	2	0	0	0	4	6	358	0	1	1846	5752	4355	7846	4351	5307		28	0	0	1	0	0	28	54	9	18	2936	278	26	102	74	0	0	
1403	"Vegetable materials, such as broom-corn, piassava, couch-grass and istle, of a kind used primarily ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	0	0	3	8	7	0	0	0	0	0	0	0	0	0	0	0		53	95	711	776	269	458	0	0	0	0	0	0	0	0	0	0	0	
1506	"Other animal fats and oils and their fractions, whether or not refined, but not chemically ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	28	0	1	0	60	0	16	1	2	26	75	27	5		2	6	5	5	0	0	0	13	1	1	27	41	78	72	667	661	757	
1516	"Animal or vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0		4411	3180	3057	2353	2058	922	2110	1385	882	627	722	1369	2748	2651	8000	18630	17727		7179	10407	11504	10015	7870	12546	16957	23488	22078	21121	49645	51308	42844	51948	40924	32883	57419	
2009	"Fruit juices, incl. grape must, and vegetable juices, unfermented, not containing added spirit, ..."	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0		5713	8277	11541	19683	23177	28593	26952	25673	19525	11426	15665	45402	40755	39745	33986	30329	35046		4265	5382	6373	9051	11689	23547	34522	35650	17037	23752	28885	27815	29639	25880	22926	18165	16087	
2206	"Cider, perry, mead and other fermented beverages and mixtures of fermented beverages and non-alcoholic ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		380	53	334	263	24	103	285	259	181	320	365	881	1633	1550	1953	2983	4119		0	0	2	9	17	2	10	6	0	168	557	974	1277	1757	1699	1524	160	
2304	"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		97	13	83	282	33	14	6562	21268	3902	2267	18113	16283	126540	315915	226321	201645	142158		84251	78913	101650	144863	134366	63853	98175	158425	152392	168923	243029	531424	627954	346499	195513	254558	281252	
2518	"Dolomite, whether or not calcined or sintered, incl. dolomite roughly trimmed or merely cut, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2039	742	1089	738	864	967	2726	2830	1882	1902	2339	2605	1098	943	1563	2138	2514		532	1007	1707	2315	3070	1604	1253	1455	1707	1941	1974	1574	1433	1489	1175	1209	1463	
2605	"Cobalt ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		28	30	0	0	0	0	0	0	0	0	0	0	0	2	0	0	65	
2618	"Granulated slag "slag sand" from the manufacture of iron or steel"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	0	0	7	168	0	0	0	0	5044	1500	1486	2219	1822	3488		448	1254	430	0	16	0	3	0	0	0	0	0	0	0	0	0	0	
2621	"Slag and ash, incl. seaweed ash "kelp"; ash and residues from the incineration of municipal ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		758	1206	3969	5604	4996	3684	1853	2044	2105	1326	991	2566	3099	2002	2002	4340	3555		0	5	33	581	153	10	33	18	13	27	14	0	34	44	509	1029	555	
2708	"Pitch and pitch coke, obtained from coal tar or from other mineral tars"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		305	821	890	224	551	1549	605	610	555	0	40	8069	19289	12775	13208	859	6480		4104	1933	3180	3260	4459	1367	6979	3511	2092	6154	4298	5960	4931	995	679	1476	1071	
2809	"Diphosphorus pentaoxide; phosphoric acid; polyphosphoric acids, whether or not chemically defined"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0		56	145	55	79	1703	3956	1508	2510	424	774	750	2116	11957	13243	11040	4897	1844		36406	56627	74664	90894	98889	73283	108277	327672	135850	220159	238353	211783	152458	207520	228625	127709	131189	
2810	"Oxides of boron; boric acids"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		21348	24027	25534	28182	29563	37959	44076	44043	53089	46619	54075	50595	44078	38390	33578	38628	40359		19	25	23	61	48	66	86	67	65	62	87	69	96	123	87	116	131	
2811	"Inorganic acids and inorganic oxygen compounds of non-metals (excluding hydrogen chloride "hydrochloric ..."	0	0	0	0	0	0	0	0	0	0	0	0	2	0	18	7	0		1817	2349	2773	2473	3042	2586	3060	4437	2568	2154	2296	5017	7053	6115	3972	4563	7467		6876	10057	13266	18202	18424	22553	29495	31560	25020	30514	38072	35065	38837	42508	39862	39160	46732	
2830	"Sulphides; polysulphides, whether or not chemically defined"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		72	689	606	336	1211	1461	2196	4619	2137	3043	2419	937	1408	1893	504	292	558		1591	4071	4697	5081	6510	7734	8438	11133	5590	7050	9067	8055	9013	9544	9632	9028	10639	
2839	"Silicates; commercial alkali metal silicates (excluding inorganic or organic compounds of mercury)"	0	0	0	0	0	0	0	9	0	0	0	0	0	0	89	0	0		1189	1469	1591	2580	2377	4009	3645	4814	3353	738	388	3716	3822	3364	2692	2280	3085		1151	1425	1840	2580	3581	3955	4767	6073	7095	8344	9272	9783	14841	11929	9415	10024	14662	
2840	"Borates; peroxoborates "perborates""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1557	1113	1858	2496	3025	3342	2898	2653	1981	1449	1525	409	701	929	1316	1245	3407		12490	7392	6134	6404	7534	10184	19990	10627	1602	886	738	735	876	1330	1699	813	1088	
2847	"Hydrogen peroxide, whether or not solidified with urea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		822	725	1191	556	709	661	1099	1711	1346	859	952	2645	3015	3421	2706	4407	8592		4153	2545	5532	5033	7994	5218	4782	6152	6291	2826	8075	6880	9176	8523	9752	6902	7953	
2912	"Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; parafo ..."	735	1600	1822	2708	3094	4	0	0	0	0	0	0	0	0	0	0	0		8977	8408	8672	10369	10056	10927	14904	14866	11811	15205	20422	28093	31926	27453	21417	23186	11953		4212	7389	8579	10956	11545	7858	10317	10700	8543	10131	11281	11321	13338	14747	13038	11862	14301	
2919	"Phosphoric esters and their salts, incl. lactophosphates; their halogenated, sulphonated, nitrated ..."	11	6	15	7	4	195	286	323	124	0	0	0	0	0	0	0	0		11863	8378	6201	13142	15819	12193	8698	10758	6480	3965	5611	1985	1088	867	329	457	536		2024	3179	3614	4483	6563	7680	9823	10815	9471	8133	12764	16154	18900	22488	19495	15066	18858	
2926	"Nitrile-function compounds"	0	0	238	141	0	0	0	0	0	0	0	0	0	0	0	0	0		30942	46319	62688	71154	111516	120398	152832	183928	79720	160998	263431	199269	185018	211699	150930	104885	162336		4098	6178	7099	7340	7296	8402	8419	13432	11204	15247	19407	15729	16502	22803	21449	23602	29236	
2932	"Heterocyclic compounds with oxygen hetero-atom[s] only"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		310	201	134	192	143	205	394	1043	308	926	1152	1095	1834	1501	1450	3019	3935		42138	54319	62266	97405	94059	83361	59123	56723	48453	55572	58887	55589	57962	62833	71302	75326	70598	
