Product code	Product label	Turkey's imports from Greece-Value in 2001	Turkey's imports from Greece-Value in 2002	Turkey's imports from Greece-Value in 2003	Turkey's imports from Greece-Value in 2004	Turkey's imports from Greece-Value in 2005	Turkey's imports from Greece-Value in 2006	Turkey's imports from Greece-Value in 2007	Turkey's imports from Greece-Value in 2008	Turkey's imports from Greece-Value in 2009	Turkey's imports from Greece-Value in 2010	Turkey's imports from Greece-Value in 2011	Turkey's imports from Greece-Value in 2012	Turkey's imports from Greece-Value in 2013	Turkey's imports from Greece-Value in 2014	Turkey's imports from Greece-Value in 2015	Turkey's imports from Greece-Value in 2016	Turkey's imports from Greece-Value in 2017	Greece's exports to world- 	Greece's exports to world-Value in 2001	Greece's exports to world-Value in 2002	Greece's exports to world-Value in 2003	Greece's exports to world-Value in 2004	Greece's exports to world-Value in 2005	Greece's exports to world-Value in 2006	Greece's exports to world-Value in 2007	Greece's exports to world-Value in 2008	Greece's exports to world-Value in 2009	Greece's exports to world-Value in 2010	Greece's exports to world-Value in 2011	Greece's exports to world-Value in 2012	Greece's exports to world-Value in 2013	Greece's exports to world-Value in 2014	Greece's exports to world-Value in 2015	Greece's exports to world-Value in 2016	Greece's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
4822	"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not ..."	307	438	241	176	89	109	95	78	24	86	95	64	177	401	568	272	409		2465	2746	3980	4535	4661	4988	5164	4290	3045	3024	3838	3952	4357	3676	3811	3460	3618		969	1151	767	529	1099	1832	2693	4682	4396	6736	4817	2654	3189	3141	2967	1919	2700	
9503	"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; ..."	35	67	5	5	117	27	50	68	38	0	0	0	8	14	107	313	417		14618	8466	9745	13721	18043	23706	35784	45062	51069	79445	101548	105720	131414	142745	125087	150490	179228		35008	36957	61400	90887	107305	165678	235587	235335	194910	285557	419339	369286	373989	382692	340087	409961	392082	
3401	"Soap; organic surface-active products and preparations for use as soap, in the form of bars, ..."	38	0	2	15	62	186	249	234	124	111	98	72	249	169	51	287	419		2959	2986	3766	6267	9004	9097	20236	23546	23225	23990	26168	26470	31444	38837	29627	33221	33243		8790	4985	6895	8645	7952	16188	21402	27613	37758	48294	73541	69992	84793	85330	93694	90575	106352	
0302	"Fish, fresh or chilled (excluding fish fillets and other fish meat of heading 0304)"	0	0	213	279	104	1342	910	185	781	1147	1221	966	474	167	885	126	428		167966	158990	259438	304395	329989	391551	460677	551731	550710	574718	665278	594133	582561	578346	511095	561456	581892		331	273	1011	2933	6420	10865	14589	20509	20130	26722	38604	46229	44060	50475	65548	45218	43300	
8481	"Taps, cocks, valves and similar appliances for pipes, boiler shells, tanks, vats or the like, ..."	286	707	1047	1432	3260	4103	4513	3273	3892	4086	6807	2510	1653	3085	4084	468	428		9825	13406	22426	25005	29400	36305	35930	40458	32573	22419	29928	21663	25014	26492	24250	22128	22999		158455	197916	275621	388540	420211	564667	694232	742847	549057	709186	962655	927653	1106145	1056526	1005408	1132064	1184064	
5512	"Woven fabrics containing >= 85% synthetic staple fibres by weight"	0	18	1	5	57	16	18	10	18	10	355	1055	822	304	291	385	433		1573	1845	1597	1756	1971	2052	2339	1660	1896	1413	1608	1736	1908	2285	2034	2505	3023		5245	6675	5130	6815	22456	10200	21761	20073	15626	24360	27774	21317	29415	40384	40345	28403	38468	
6310	"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile ..."	0	0	0	0	0	6	0	0	0	0	0	0	0	20	9	49	443		1433	3402	1501	2013	1578	1721	1767	1363	1536	1199	1682	662	442	357	222	438	734		242	528	741	857	1405	2136	3462	2226	2475	8238	14580	7865	5286	7602	6801	8225	14765	
3305	"Preparations for use on the hair"	570	21	445	585	455	326	357	388	291	188	2246	3413	3827	1929	404	419	461		12813	13187	24656	27475	26879	22059	26488	32578	27981	23336	31338	36648	36709	36250	28108	30380	34944		41018	48144	59177	81316	90915	125710	138746	159282	156974	194081	171443	154638	184822	188884	164798	168656	190646	
1704	"Sugar confectionery not containing cocoa, incl. white chocolate"	11	15	27	31	82	21	89	175	223	175	286	321	256	459	390	228	464		14137	12916	18441	21383	24060	24773	29786	35198	45532	47082	46755	43226	55946	57332	56243	58618	65297		4762	2523	3212	4166	4771	5015	7394	16627	15224	10074	13011	10719	13623	16895	16214	15503	17761	
6004	"Knitted or crocheted fabrics, of a width >  30 cm, containing by weight >= 5% of elastomeric ..."	0	233	466	432	386	545	574	834	252	442	189	162	324	140	137	209	468		0	10431	17285	20239	13077	16308	22705	22687	22321	22076	17484	16219	20267	21057	19255	18541	22470		0	21621	34315	58192	52747	50098	80812	84344	70805	133673	158814	94485	116001	105025	82902	75137	96887	
7609	"Aluminium tube or pipe fittings "e.g., couplings, elbows, sleeves""	1	0	0	3	18	149	105	143	94	6	24	77	103	19	28	8	473		69	84	50	68	121	991	1123	411	332	159	91	767	82	128	174	202	435		643	718	744	1983	2384	2657	7890	5618	4568	6475	8451	8949	9168	10687	9071	7953	10811	
3816	"Refractory cements, mortars, concretes and similar compositions (excluding preparations based ..."	0	0	0	1	0	2	0	0	17	9	7	156	1234	900	428	221	488		4309	3518	4914	7876	9384	9936	10766	15048	12534	15296	19037	15558	15761	14762	12191	14392	17857		11871	16792	15186	18147	20974	25543	35064	45207	28928	38618	52599	54340	52312	63541	47239	46423	50915	
1209	"Seeds, fruits and spores, for sowing (excluding leguminous vegetables and sweetcorn, coffee, ..."	67	0	242	202	131	12	12	12	12	16	4	71	48	44	31	177	494		1088	1345	1865	4020	2776	862	2135	3071	2917	2527	2873	2220	2541	1872	2536	2606	2946		25407	36633	47037	52429	65496	78766	108889	135029	132236	137317	141702	150592	158391	143324	140162	133480	137613	
6403	"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of ..."	49	196	89	34	56	231	71	314	55	122	129	128	142	165	568	192	497		15830	14901	18332	20006	16043	24935	31396	52154	50345	44666	39531	28902	34871	34780	30718	37500	42070		40055	53514	84852	128145	169485	224995	269830	302161	230190	263087	320274	314181	351106	337290	280482	251420	225563	
3808	"Insecticides, rodenticides, fungicides, herbicides, anti-sprouting products and plant-growth ..."	299	102	458	575	926	1366	1052	1982	171	769	196	512	576	682	419	346	505		11947	16981	26130	33513	28099	31337	30851	28954	23977	24443	26550	24117	30046	35784	30319	34778	58623		77361	85613	107551	138808	156216	199155	224358	254202	208502	277032	360847	331557	324263	329759	362903	356288	371378	
7010	"Carboys, bottles, flasks, jars, pots, phials, ampoules and other containers, of glass, of a ..."	0	446	9	67	479	44	64	182	53	57	1	13	237	288	160	272	533		3965	7785	7481	6699	8061	5391	10368	11406	10840	14316	12449	18320	18770	17458	18400	19521	17842		12340	16363	26617	35335	51397	53110	58046	47821	40931	69041	63275	59692	126320	132596	76464	61358	59701	
1517	"Margarine, other edible mixtures or preparations of animal or vegetable fats or oils and edible ..."	0	0	0	0	0	6	0	0	0	0	0	0	0	28	373	397	548		5480	5844	7312	7069	7702	8071	9755	12166	11843	14092	42915	37790	37885	35213	34202	32870	33473		3128	3828	8263	11768	11909	12253	18073	18043	24899	21325	30515	23079	28365	44170	40792	33691	53234	
2007	"Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, ..."	0	26	28	203	829	40	2587	439	728	1667	664	20	20	295	156	18	552		10579	14393	18034	16812	19320	30812	47264	51509	39046	54577	52423	86558	61858	77972	56145	48336	49261		821	1358	1489	2445	6211	5153	7323	11800	4311	7171	8086	7229	5563	5217	12807	9742	8355	
3302	"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, based on one or ..."	253	390	411	474	358	1223	1064	1188	873	1257	1270	855	817	831	748	586	553		3305	2970	4834	4810	6372	6941	8156	11526	10541	12975	14685	18488	19599	16687	11378	11028	10901		96197	119901	139697	187177	199911	233070	280646	341111	336681	382612	412094	406418	432044	435388	390966	394623	415572	
0713	"Dried leguminous vegetables, shelled, whether or not skinned or split"	0	0	0	12	51	25	0	0	0	0	0	0	0	0	0	705	554		1128	893	853	1044	1154	986	1749	1561	1655	1695	2346	4619	2550	3353	3233	4882	8596		64113	36985	14327	15201	58853	66880	78709	332831	207428	257844	282654	215283	260920	384320	370825	380383	439412	
4819	"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding ..."	20	202	269	316	356	386	651	978	346	923	657	472	755	882	1051	655	568		9068	11097	14717	14606	15740	17542	22829	32535	26841	32966	36758	35627	39925	41364	35045	39262	49035		27957	30988	41855	53607	60778	68831	67121	67940	57088	68571	64733	67510	68148	65923	58327	59796	50818	
4016	"Articles of vulcanised rubber (excluding hard rubber), n.e.s."	16	18	102	130	321	184	387	381	248	583	351	332	531	913	797	1156	570		617	1370	3274	4692	5327	5015	4677	6395	3647	4929	3023	6120	34658	19400	6952	8568	14291		46624	63469	91158	128556	137839	165740	206115	232288	191686	238597	290111	296228	336400	359731	343696	337998	372586	
9403	"Furniture and parts thereof, n.e.s. (excluding seats and medical, surgical, dental or veterinary ..."	401	501	330	385	393	216	197	331	476	269	373	378	320	337	690	554	580		20383	23009	28267	32677	30245	38513	49011	74335	46343	45870	44099	36044	43993	43161	45033	48434	54313		62129	54212	57222	100180	139772	211370	285679	305919	208278	242083	348733	289724	374673	352095	305812	212004	207108	
8512	"Electrical lighting or signalling equipment (excluding lamps of heading 8539), windscreen wipers, ..."	1	21	24	33	41	114	116	133	183	264	220	283	404	325	464	551	582		955	253	422	247	214	665	1297	2612	2613	2089	2322	3327	5304	3673	8639	9419	9852		29240	37836	72834	131815	146792	170429	218337	245539	166427	226327	246025	242141	271964	286299	308701	341561	414214	
8419	"Machinery, plant or laboratory equipment whether or not electrically heated (excluding furnaces, ..."	28	197	17	40	13	36	436	566	92	597	403	1490	26	424	725	341	606		16587	11019	22528	20169	23345	32676	53318	81967	59550	55972	55139	58253	43762	59108	53690	57925	66288		155302	121674	146282	191696	210270	240806	314669	398857	300824	288319	466551	517540	652439	481960	512745	746770	575221	
3925	"Builders' ware of plastics, n.e.s."	148	231	125	318	290	1170	1298	2513	5633	1402	3710	345	482	549	624	946	613		2897	7271	4600	8651	19439	26252	52155	60458	46724	38077	33153	32367	42442	39277	27036	30514	33205		10709	11925	15520	23006	28760	35488	38121	40279	32808	36647	52871	34993	46287	38895	46730	39471	41440	
6204	"Women's or girls' suits, ensembles, jackets, blazers, dresses, skirts, divided skirts, trousers, ..."	351	1016	1692	1634	2662	3497	4053	3652	2648	2501	1487	856	1070	933	557	580	617		52090	54047	76320	63472	87051	94470	100707	119395	79781	65941	69859	56653	51214	55005	44065	46966	51557		31790	41857	71103	90086	127106	176682	240893	347230	301743	395929	449420	355687	442724	414297	359459	311516	302746	
7314	"Cloth, incl. endless bands, grill, netting and fencing, of iron or steel wire, expanded metal ..."	0	0	0	129	56	1	189	172	51	47	54	110	24	23	84	526	619		1857	1527	1977	2135	3804	4548	5310	9400	5699	11781	13717	6182	5056	4481	2757	2384	2629		6995	8606	10113	11544	12067	18412	20660	20044	15109	19442	24032	26971	27291	25758	25765	26333	30669	
9029	"Revolution counters, production counters, taximeters, milometers, pedometers and the like (excluding ..."	0	1	0	2	1	6	1	1	1	4	4	0	8	6	36	58	623		78	107	200	175	107	157	257	396	96	182	292	517	412	979	239	262	984		9721	16675	30317	53866	59316	61213	78597	102242	64917	83079	95076	91484	106618	112553	133422	152642	199607	
3307	"Shaving preparations, incl. pre-shave and aftershave products, personal deodorants, bath and ..."	63	2	10	93	244	294	241	83	285	636	606	371	623	717	582	398	632		7669	9639	13697	17973	22021	27345	39733	54317	45340	41146	40004	34575	35508	38471	37235	38963	42983		22248	25096	31126	40795	48338	55135	64767	61515	59349	73424	86952	75287	75887	86307	75840	68785	75330	
8531	"Electric sound or visual signalling apparatus, e.g. bells, sirens, indicator panels, burglar ..."	17	26	127	386	362	190	222	130	105	169	212	222	250	185	261	258	638		2890	6563	10987	50235	16414	27624	32304	34603	22701	18008	17149	18157	7253	5942	5761	4722	6298		32711	39819	111033	530613	1120127	1243779	1333236	1267188	1365425	1763014	1894982	1077339	202180	199917	184919	192467	201246	
2523	"Cement, incl. cement clinkers, whether or not coloured"	0	0	0	0	1307	4332	6028	3875	118	0	1	556	3043	5160	0	2569	658		166522	104924	126853	119365	193253	184187	216574	292596	248011	192952	114361	219980	275153	281224	250446	248625	230916		8857	4053	8194	17087	36323	129502	94145	36658	6041	9629	7848	12502	13334	14358	17076	16526	11259	
8479	"Machines and mechanical appliances having individual functions, not specified or included elsewhere ..."	287	111	263	335	1911	222	2340	1939	167	458	1525	919	2784	686	653	820	685		12506	7749	21401	9698	12441	16060	14180	14190	8907	8317	12103	10840	16920	20342	16760	12106	15836		279835	367671	427793	538739	624654	649777	893082	909142	657392	739214	1077434	1065127	1071952	1151202	1058581	1508990	1089006	
4103	"Other raw hides and skins, fresh, or salted, dried, limed, pickled or otherwise preserved, ..."	343	1265	1670	1076	1022	618	1921	1755	1476	1822	3254	3333	2931	2394	723	431	690		5244	1870	3098	3458	4994	3615	5700	6516	4260	4909	8428	6846	6153	5373	2846	3354	3276		4518	10814	11305	6082	5007	7487	10196	7913	4176	5752	11015	13616	13000	10147	3519	3013	2479	
3214	"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' ..."	338	473	557	822	994	903	926	1245	697	1255	1130	958	760	904	780	861	691		3287	2691	3292	4233	5002	5948	7680	11827	9281	9173	10734	10939	9839	11873	11921	14061	17085		28827	45409	58889	83294	98924	116267	140631	151798	105784	128550	145035	133973	167264	184483	173952	174430	207255	
7220	"Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ..."	25	0	0	0	1	0	328	128	0	0	1556	1450	765	417	842	0	710		214	71	205	250	156	260	237	133	240	300	1675	1538	889	1222	1554	1179	1891		23247	32423	49838	79038	97549	114822	140516	131757	88742	122248	134685	118804	107459	129929	103484	99209	129340	
6815	"Articles of stone or of other mineral substances, incl. carbon fibres, articles of carbon fibres ..."	0	2	0	117	56	0	3	1	0	31	53	23	32	329	526	610	754		193	311	539	383	352	859	1184	919	1285	821	1102	1281	2250	2903	3794	3921	5227		3857	5714	10048	8493	9114	11235	14222	19126	18345	29280	46951	45139	38672	55950	60766	68308	79206	
8302	"Base metal mountings, fittings and similar articles suitable for furniture, doors, staircases, ..."	75	31	145	1385	2181	2435	2516	2188	1107	739	642	677	888	767	511	493	810		14101	16331	20372	25643	29655	34880	51107	52769	33046	29498	39260	34388	36160	41283	46972	42669	47121		43794	62779	95105	150241	178210	217879	276466	302822	219382	316019	371464	356694	403659	444765	401401	386091	426597	
8414	"Air or vacuum pumps (excluding gas compound elevators and pneumatic elevators and conveyors); ..."	163	380	424	1182	725	1117	850	909	562	1028	3289	857	1286	804	600	495	816		8643	8004	10490	14474	17125	15647	15623	21019	14293	17453	20271	17005	16943	40905	15604	21578	18491		148131	203916	299891	500790	539550	664336	874454	971338	753158	925545	1162388	1095167	1261214	1165614	999182	1104674	1149554	
3824	"Prepared binders for foundry moulds or cores; chemical products and preparations for the chemical ..."	401	454	492	627	524	1194	793	549	1491	939	358	677	1554	555	883	1395	827		3435	2284	2934	6272	10060	12263	18834	54821	24548	22477	28333	24350	51366	64861	58807	73477	87960		101200	137833	195910	267240	362736	363714	421946	516176	442961	548988	664530	567607	601299	622466	557159	573154	625937	
2302	"Bran, sharps and other residues, whether or not in the form of pellets, derived from the sifting, ..."	0	0	0	0	0	37	12	629	441	0	0	0	0	1084	1352	418	828		61	38	232	27	30	504	543	1054	992	1942	2739	2753	216	1574	2481	773	3738		3041	13565	29884	97540	50321	36266	58704	73377	42980	73353	121567	147353	192561	224758	212622	241271	320035	
5101	"Wool, neither carded nor combed"	263	224	206	552	206	352	38	47	36	47	56	4	1	124	191	12	830		2522	2722	3382	3907	4194	3714	5284	2842	1953	2951	3588	4310	4418	4944	4363	1536	1558		32388	37008	48769	56812	46841	50374	56226	43371	21859	30284	34682	31321	29627	33128	26229	16088	28144	
3506	"Prepared glues and other prepared adhesives, n.e.s.; products suitable for use as glues or ..."	501	691	877	1126	1052	1120	1744	1903	1799	1789	2456	1056	932	1056	802	728	854		5557	7281	9070	10179	11266	10212	9818	11813	10474	9175	9830	8273	7816	9806	6436	6710	7532		31995	44686	59026	81158	102044	120076	151816	172711	160574	184496	234048	237236	258769	263656	232014	224860	245378	
8507	"Electric accumulators, incl. separators therefor, whether or not square or rectangular; parts ..."	9	24	1	69	1149	1995	1673	1879	1465	1189	993	1006	937	1191	1913	1228	888		7801	7779	15813	16666	38274	43506	65576	92147	69933	85718	114337	93570	97650	114110	123019	136126	193722		26591	42138	48983	69347	83605	95503	133666	168409	140117	187421	275251	275260	268206	263467	267695	337103	428943	
9028	"Gas, liquid or electricity supply or production meters, incl. calibrating meters therefor"	0	0	0	13	0	4	3	0	0	7	7	106	7	0	450	369	891		21777	50570	66748	56419	56845	64134	90034	94749	63055	50929	60948	63836	79769	106875	109932	137668	146890		11970	31007	37421	43836	52788	47135	41142	52644	55610	46729	47540	47778	56682	63073	50762	41368	35607	
7308	"Structures and parts of structures "e.g., bridges and bridge-sections, lock-gates, towers, ..."	262	145	404	151	243	106	228	71	48	258	21262	4390	85	173	54	279	930		31304	34520	33361	37237	54024	120226	123407	130538	91884	75132	155583	83838	104610	132362	81611	86418	112111		152674	126554	64760	83885	97982	112866	143997	215771	119006	122001	207140	208350	237633	263006	291330	392202	305855	
2818	"Artificial corundum, whether or not chemically defined; aluminium oxide; aluminium hydroxide"	153	163	0	0	1033	554	2131	3989	1645	4038	6528	2619	5780	4930	3586	3417	935		46628	61515	73155	109261	117076	170491	231501	175166	134872	145157	161287	125757	146899	144762	136477	112094	149140		11666	16696	21253	24703	27676	35326	38818	52265	34678	52287	59159	55491	64746	71272	58525	72087	75862	
5603	"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s."	31	577	860	789	455	867	287	1695	1790	433	376	1631	1742	1962	1942	1020	988		1064	6087	10451	15176	17522	18466	21590	31144	26898	30334	43106	37829	42770	44558	38552	40425	55568		52322	76887	107263	143133	163282	182622	244004	298339	267582	313933	313550	236415	268295	269992	258721	192737	219157	
1301	"Lac; natural gums, resins, gum-resins, balsams and other natural oleoresins"	6	65	195	403	338	793	503	983	1297	1007	722	1173	610	1503	903	908	1020		2773	1842	3069	4148	5882	5882	10138	8097	10110	9194	11012	11561	11998	12411	10910	11447	12160		536	802	1403	2045	2465	2733	2482	2725	2905	2747	3162	3804	5212	6436	5364	7006	6495	
8536	"Electrical apparatus for switching or protecting electrical circuits, or for making connections ..."	317	474	589	1476	1803	2402	2799	3044	1998	2870	3226	1261	1716	1345	1055	895	1023		21977	22602	26480	34603	32956	41713	68853	71846	48248	60707	76545	85934	97844	87495	40251	40090	46298		177174	235030	335031	445295	487230	622221	907882	889048	672957	857610	1064535	982496	1118676	1093935	1074207	1029851	1176400	
7204	"Ferrous waste and scrap; remelting scrap ingots of iron or steel (excluding slag, scale and ..."	0	0	0	0	0	0	67	60	300	0	58	4005	15387	13448	1518	4	1046		4688	6339	10905	20645	17870	32048	40057	34091	26910	41656	51008	40772	37734	39884	12152	11982	18818		477778	1018977	1855776	3013745	3143293	3911821	5591881	8961208	4240377	7122433	9767305	9418971	7511208	7150484	4288070	3962158	6138232	
3926	"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s."	458	1180	846	803	722	1074	2284	1591	929	1383	1607	1334	907	566	446	746	1071		24038	30597	37263	35964	34825	34155	32989	42123	30485	29078	33436	32468	33281	36456	35203	40297	41317		156112	188727	241172	317215	348979	379313	444679	507656	396644	500372	616881	577665	642420	702630	657907	667837	683883	
