Product code	Product label	Turkey's imports from United States of America-Value in 2001	Turkey's imports from United States of America-Value in 2002	Turkey's imports from United States of America-Value in 2003	Turkey's imports from United States of America-Value in 2004	Turkey's imports from United States of America-Value in 2005	Turkey's imports from United States of America-Value in 2006	Turkey's imports from United States of America-Value in 2007	Turkey's imports from United States of America-Value in 2008	Turkey's imports from United States of America-Value in 2009	Turkey's imports from United States of America-Value in 2010	Turkey's imports from United States of America-Value in 2011	Turkey's imports from United States of America-Value in 2012	Turkey's imports from United States of America-Value in 2013	Turkey's imports from United States of America-Value in 2014	Turkey's imports from United States of America-Value in 2015	Turkey's imports from United States of America-Value in 2016	Turkey's imports from United States of America-Value in 2017	United States of America's exports to world- 	United States of America's exports to world-Value in 2001	United States of America's exports to world-Value in 2002	United States of America's exports to world-Value in 2003	United States of America's exports to world-Value in 2004	United States of America's exports to world-Value in 2005	United States of America's exports to world-Value in 2006	United States of America's exports to world-Value in 2007	United States of America's exports to world-Value in 2008	United States of America's exports to world-Value in 2009	United States of America's exports to world-Value in 2010	United States of America's exports to world-Value in 2011	United States of America's exports to world-Value in 2012	United States of America's exports to world-Value in 2013	United States of America's exports to world-Value in 2014	United States of America's exports to world-Value in 2015	United States of America's exports to world-Value in 2016	United States of America's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
7226	"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled ..."	24	44	52	208	209	328	579	1435	2491	3410	6987	2919	3006	2218	3092	1075	536		108938	134101	164523	199950	203583	208580	186421	211814	133236	179226	222655	257220	222264	261383	270295	230562	210587		7922	9788	16255	18816	30065	38945	45782	73200	46327	67164	100357	75289	92239	67280	55172	37497	43263	
8475	"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass ..."	199	2027	1246	483	1940	180	293	11746	2646	134	871	6216	3661	12296	8389	9175	537		311035	253985	252548	491358	567836	550807	424219	1049485	780992	849228	1246706	1149703	806269	808005	843618	770878	954185		15694	10459	18228	23005	36266	32326	52819	64628	14166	13660	42831	74959	35325	54532	84951	39423	44754	
3913	"Natural polymers, e.g. alginic acid, and modified natural polymers, e.g. hardened proteins, ..."	198	100	134	199	249	663	798	1050	756	850	1531	1101	771	755	1392	728	538		215446	230123	243910	265203	262353	268039	298906	344500	333606	371839	396015	407818	398620	359867	363419	323988	328303		5959	7178	8175	10903	12372	11894	13825	15288	12098	16589	22190	20914	27376	28190	23437	23677	22033	
7806	"Articles of lead, n.e.s."	3	33	35	44	139	175	101	260	127	130	187	113	169	515	531	503	540		16500	8809	7407	12726	12147	13912	35752	51526	80300	61960	70649	54559	68986	78558	34862	20896	35356		1795	1899	2406	4304	3537	3464	4314	2931	2587	6082	2679	3237	3341	4278	3079	3305	3712	
7002	"Glass in balls, rods or tubes, unworked (excluding glass microspheres <= 1 mm in diameter, ..."	60	87	45	42	21	36	30	10	22	34	41	56	251	174	133	313	544		187595	123741	133723	166324	147691	227309	216664	198437	208051	278732	290008	268717	364366	310628	324686	340373	383831		10974	8684	9451	11202	11907	11763	12575	12617	10891	10245	10785	8537	9200	9344	7493	10305	9640	
7605	"Aluminium wire (excluding stranded wire, cables, plaited bands and the like and other articles ..."	4	1	3	2	2	108	320	350	279	475	761	384	725	553	517	471	554		85098	78821	82705	99095	123298	150187	183877	213050	143585	178856	188164	156339	160081	178217	166707	136096	144929		6492	7540	9574	15513	20571	17118	21901	43380	21247	36645	47189	58331	71526	64337	46675	47327	90798	
6907	"Unglazed ceramic flags and paving, hearth or wall tiles; unglazed ceramic mosaic cubes and ..."	0	0	20	0	4	2	0	28	0	0	2	61	1	87	1	0	561		11136	8278	7888	9472	10497	11686	12710	17226	10862	11986	15103	14958	11630	14336	16312	17667	44448		1949	1293	3382	7086	27362	44835	27111	32616	22285	40467	36545	42021	49780	55519	38516	31770	32683	
4809	"Carbon paper, self-copy paper and other copying or transfer papers, incl. coated or impregnated ..."	594	376	220	100	5619	6409	7961	14647	10422	20028	17452	8653	4107	1236	476	1819	571		135553	136657	127077	155981	176083	181257	205222	180179	129185	153955	136446	126297	108299	95766	88435	68218	68301		8039	17419	20641	29303	29593	32471	38111	42830	34286	52772	54029	47064	46558	51738	44415	34416	36424	
9406	"Prefabricated buildings, whether or not complete or already assembled"	1694	443	210	1272	1147	1384	1506	1567	972	1089	2103	1056	1596	2065	2363	1008	572		297318	281934	313414	348631	457286	482329	569603	832653	635666	871867	975854	1089322	1162720	1102694	778003	573014	467960		11299	5584	6282	14183	25349	19607	25786	35423	23025	37858	45173	26730	28016	24361	18661	42363	16993	
2839	"Silicates; commercial alkali metal silicates (excluding inorganic or organic compounds of mercury)"	32	34	92	126	254	354	476	607	582	145	255	812	1065	1566	700	507	573		49208	50582	54069	68415	64646	61234	70755	74594	56295	73680	83666	82849	88359	94349	80103	63728	56882		1151	1425	1840	2580	3581	3955	4767	6073	7095	8344	9272	9783	14841	11929	9415	10024	14662	
9106	"Time of day recording apparatus and apparatus for measuring, recording or otherwise indicating ..."	167	75	80	122	43	174	138	185	111	325	443	328	555	258	993	874	577		26591	23321	25326	28938	31603	43802	43650	42112	31893	40948	35134	38139	35183	32851	30826	28439	27012		700	1286	1203	1449	2036	1894	1652	1515	4638	1866	1704	1476	1685	1308	1974	1868	1727	
4701	"Mechanical wood pulp, not chemically treated"	82	321	177	63	0	19	27	252	41	105	178	112	237	206	141	678	578		42736	37171	35229	35015	29704	12943	26093	66587	118590	65814	44899	13865	12256	28876	40665	40684	62501		691	1557	1470	819	4482	2039	7400	5425	249	1707	1938	120	239	505	1751	3326	6741	
9503	"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; ..."	3328	140	234	304	262	505	419	304	241	361	580	435	573	801	564	478	581		573987	537834	530321	594811	587484	637952	640569	698577	637793	713093	829887	965900	980919	1033030	1052277	1118173	1217466		35008	36957	61400	90887	107305	165678	235587	235335	194910	285557	419339	369286	373989	382692	340087	409961	392082	
8521	"Video recording or reproducing apparatus, whether or not incorporating a video tuner (excluding ..."	106	480	235	276	823	392	1166	1210	1878	3079	1852	1416	1176	869	985	1238	584		306447	351648	358033	457089	474504	424377	491248	514827	534216	609955	581527	502989	416131	377500	343985	252558	234708		18029	27723	57323	50370	62043	61333	93003	74678	59495	69525	54755	45434	41357	36054	37583	30679	28312	
2308	"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ..."	0	0	0	15	17	0	43	51	26	171	162	134	1468	368	363	121	585		45684	40721	37140	44546	27246	37425	70938	127766	84773	151220	133496	93007	85743	84825	84119	44243	65082		17	40	102	130	113	215	688	682	463	464	521	1475	17308	20735	3438	2422	11410	
5607	"Twine, cordage, ropes and cables, whether or not plaited or braided and whether or not impregnated, ..."	206	134	160	175	156	289	368	847	359	111	261	317	358	257	345	462	588		56138	55864	66110	84289	93112	97787	106357	120951	110148	136513	144976	148826	160167	170252	164319	171964	177183		2072	3858	7284	9678	9886	9490	13031	18547	8038	10289	12954	12093	14539	14309	15268	15517	16118	
0813	"Dried apricots, prunes, apples, peaches, pears, papaws "papayas", tamarinds and other edible ..."	119	156	244	96	0	417	51	229	162	522	1754	389	427	644	895	936	589		210564	194657	211318	211651	185879	222364	280372	302066	264342	298612	335750	336278	320846	308635	321537	273024	257505		1396	1366	2498	3261	3051	2632	3854	3183	2822	4462	11731	6580	6631	7593	10001	10637	7200	
8468	"Machinery and apparatus for soldering, brazing or welding, whether or not capable of cutting ..."	242	332	637	306	462	209	179	242	548	10112	724	154	425	233	1999	1359	598		148045	159506	143322	164767	166165	180685	229196	258560	186548	217563	196739	209549	233810	203208	153256	150959	117749		2276	9487	4760	7833	9227	8935	9477	10906	10389	16373	9796	9244	11656	14385	9368	7329	10472	
3606	"Ferro-cerium and other pyrophoric alloys in all forms; metaldehyde, hexamethylenetetramine ..."	101	117	150	70	131	132	172	215	193	234	272	381	453	519	552	504	599		22975	22078	23401	29285	30438	27524	30409	39273	43831	36029	37386	34324	36205	38809	37844	24260	24537		268	494	365	436	800	897	1730	1695	1264	1321	1763	2684	3155	3212	3413	3020	3260	
8101	"Tungsten "wolfram" and articles thereof, n.e.s.; tungsten waste and scrap (excluding ash and ..."	65	89	40	189	296	406	551	702	381	600	1819	2019	1165	1430	919	559	607		102923	50006	59681	63941	92033	121693	130009	143880	75684	102603	132073	130879	124386	104569	75280	85842	110356		1214	1482	1178	1823	2041	3035	3981	4254	2862	4684	7232	8145	5419	7008	5769	7014	7252	
3210	"Paints and varnishes, incl. enamels, lacquers and distempers (excluding those based on synthetic ..."	115	134	112	209	115	241	1127	1868	1001	513	462	498	536	468	526	803	607		74068	57780	51009	50212	52612	50910	55703	50135	45674	61387	72373	69717	65516	71678	76399	74355	73272		4475	6235	7194	8837	9956	10537	14473	16391	13482	13663	17264	16726	17141	23273	23783	24195	24782	
8203	"Files, rasps, pliers, incl. cutting pliers, pincers and tweezers for non-medical use, metal-cutting ..."	325	119	199	295	316	448	690	619	576	535	1161	757	884	654	580	497	608		140768	124943	121022	130109	146546	164371	190813	198008	161118	196874	220734	217205	223322	216626	174828	181868	157370		4671	5928	8339	11354	13513	16370	18114	18858	12525	20205	35316	31468	32475	31676	24625	18205	16088	
3814	"Organic composite solvents and thinners, n.e.s.; prepared paint or varnish removers (excluding ..."	579	889	1606	1476	638	602	541	503	229	272	674	1075	407	450	596	473	609		63882	75561	77358	78699	91175	111076	133987	135419	129433	184670	167570	167721	172641	202831	181014	171297	204415		3325	4864	7367	8790	9508	10918	15593	20325	15189	17419	33138	21617	22648	23205	20344	18713	19470	
7504	"Powders and flakes, of nickel (excluding nickel oxide sinters)"	83	32	44	104	62	171	299	1091	219	716	642	222	736	415	641	487	618		26109	22021	20348	38912	36274	34454	53065	59645	50934	81165	70058	58816	62114	64499	57441	58969	57126		596	594	837	1413	1883	2965	3949	4249	2135	3126	4089	3127	3588	2901	3558	2555	3009	
8704	"Motor vehicles for the transport of goods, incl. chassis with engine and cab"	5481	16	1139	4359	43	1037	23397	5195	710	2194	9119	958	1101	1371	2304	803	622		5648164	6087185	7290658	8730712	10105583	11587502	13706513	12745065	9769478	13233638	16017794	17332477	15810964	14093611	12402518	12908980	15732089		201224	233162	843944	1872141	1593243	1144359	1089041	1168033	405141	784208	1279881	1069581	1088993	1132926	1323416	1153914	1291360	
8901	"Cruise ships, excursion boats, ferry-boats, cargo ships, barges and similar vessels for the ..."	40	0	0	0	0	0	0	0	451	0	0	27	0	0	7684	0	624		76004	204471	67122	40953	64957	51701	109816	88664	22086	34201	96916	52817	102317	374900	154443	72730	84297		487984	259729	59777	209363	734628	177085	544897	741008	622729	853556	1113558	664397	357382	212008	317837	139844	565685	
5910	"Transmission or conveyor belts or belting, of textile material, whether or not impregnated, ..."	23	71	74	125	73	146	198	130	143	208	271	355	537	406	348	390	627		17607	19510	18230	47918	40125	24787	30304	30545	29611	28757	29447	40969	36196	39191	39701	32269	41393		1165	2265	2612	2372	3214	3364	4683	4762	4844	4906	5512	5694	5950	7948	7857	8432	10540	
9616	"Scent sprays and similar toilet sprays, and mounts and heads therefor; powder puffs and pads ..."	22	20	82	84	87	127	163	141	161	134	261	229	211	924	897	470	630		42962	34312	39413	50397	57725	63179	78305	73665	81165	100674	86825	89444	89118	98077	96095	126070	123866		4888	7480	11924	18079	25952	29216	28019	25533	21441	27896	31245	30733	28879	33070	29016	25997	31764	
5601	"Wadding of textile materials and articles thereof; textile fibres with a length of <= 5 mm ..."	29	49	62	222	198	180	245	276	196	280	370	404	527	498	621	539	639		108024	103165	103541	103432	106126	142934	134425	139267	131287	148519	161683	99882	112613	118648	123132	124366	126205		17157	15620	23655	31499	54934	59003	63297	43236	57928	39695	25920	25091	30239	56824	50331	54526	56093	
2615	"Niobium, tantalum, vanadium or zirconium ores and concentrates"	0	16	15	17	912	1291	393	217	218	256	433	429	316	69	15	426	640		78131	35403	46185	73153	97516	144794	149988	58035	43468	56636	53502	50014	75046	47608	29356	39594	62485		938	1618	1682	2343	4555	5851	5415	4740	2945	4874	9693	7728	5098	5293	5708	7847	8388	
2809	"Diphosphorus pentaoxide; phosphoric acid; polyphosphoric acids, whether or not chemically defined"	2	5	12	9	23	6	5	17	65	79	16	23	180	139	255	197	640		75482	68363	75934	82075	98360	101729	93491	569874	332580	368719	590977	540667	541925	452401	394936	388847	318686		36406	56627	74664	90894	98889	73283	108277	327672	135850	220159	238353	211783	152458	207520	228625	127709	131189	
4302	"Tanned or dressed furskins, incl. heads, tails, paws and other pieces, scraps and remnants, ..."	21	136	194	338	216	448	1011	2244	274	424	1033	1237	1010	1055	372	72	649		14980	17059	18034	27065	27675	34628	25070	38991	15512	22035	41383	51511	58296	42744	21061	16866	18401		91818	118146	107752	83586	76224	104426	112109	89772	43114	68010	85196	86218	88483	71148	27226	21063	30627	
2811	"Inorganic acids and inorganic oxygen compounds of non-metals (excluding hydrogen chloride "hydrochloric ..."	22	45	177	277	673	812	1278	1715	403	478	1199	634	711	587	325	316	659		254845	261524	271687	265159	261962	298003	342483	333510	295377	385829	385844	396038	413337	425787	372980	346212	360940		6876	10057	13266	18202	18424	22553	29495	31560	25020	30514	38072	35065	38837	42508	39862	39160	46732	
8439	"Machinery for making pulp of fibrous cellulosic material or for making or finishing paper or ..."	502	369	332	613	644	563	1612	2447	1540	2070	2009	1684	2054	3137	2204	2118	672		333975	250782	266268	314524	316860	323324	369252	399375	263843	264123	317039	299994	274127	292525	242028	239407	227093		20457	11357	38780	28835	38023	85993	143897	81173	45296	62553	120851	132434	119375	249854	120933	48466	41288	
8607	"Parts of railway or tramway locomotives or rolling stock, n.e.s."	197	7859	1237	20753	428	3196	1345	3399	978	365	1641	3859	6692	14420	2558	365	673		777669	655892	814738	1083138	1343920	1545869	1473009	1310409	973288	1347225	1853009	2059590	1825579	2014183	1798836	1576411	1331958		11062	21860	11351	50566	44036	33979	55618	76558	57697	74581	103737	86498	94247	96559	80854	105234	69697	
7502	"Unwrought nickel"	8	0	0	0	14	7	1	14	0	1	96	201	288	399	246	739	674		174930	118273	105812	96091	123584	147198	242775	266474	202509	205373	239111	199060	158255	189986	169170	156653	192546		11121	14164	23712	49308	51345	76576	146565	99304	41677	77963	100514	75239	67317	75581	68631	51461	52243	
8472	"Office machines, e.g. hectograph or stencil duplicating machines, addressing machines, automatic ..."	4517	4016	4483	2122	6927	4123	2437	5288	2731	1031	141	2755	2869	1725	285	311	679		382880	339081	335096	415264	464476	573248	490026	381204	265073	287194	267740	263847	228943	283637	286603	230803	221196		19455	20376	19529	31917	90741	102033	109307	138073	95442	132456	155202	147911	192315	136367	141544	81680	122214	
4113	"Leather further prepared after tanning or crusting "incl. parchment-dressed leather", of goats ..."	0	5	18	46	33	206	40	233	24	344	666	323	64	285	7	261	682		0	48337	45598	109740	79216	54678	43630	34808	20803	25823	27518	25584	32478	24673	20144	18003	15541		0	18955	23671	20202	26380	41642	44054	42653	24738	36294	44190	44377	36670	34231	17284	10507	11781	
4813	"Cigarette paper, whether or not cut to size or in the form of booklets or tubes"	901	0	0	214	61	221	303	963	1140	846	948	301	0	9	876	613	686		47814	28250	28918	29136	41729	51751	46704	62401	57155	61906	41767	42758	36128	29401	25639	21894	19003		28155	26431	33648	35712	35936	36233	41600	51228	54031	55469	51505	60949	63655	67117	61612	63879	68855	
9207	"Musical instruments, the sound of which is produced, or must be amplified, electrically, e.g. ..."	27	36	67	50	156	261	389	255	404	640	1221	1153	1173	1356	1156	1065	689		101135	95963	104371	123980	146470	149460	176718	203029	218955	224321	273641	294706	268618	263790	231897	245291	208628		2180	3563	4445	6599	8702	8216	10629	12482	10679	15590	16759	17443	14822	13515	13461	13391	14207	
8907	"Rafts, tanks, coffer-dams, landing stages, buoys, beacons and other floating structures (excluding ..."	626	261	96	216	159	62	434	789	527	951	222	341	174	160	97	216	700		47437	44985	49155	58393	68667	76076	111641	138078	141437	213568	229750	202622	271091	315271	222640	166522	164518		18131	7022	1954	28825	46113	6106	4496	14077	3964	10113	3516	5810	2873	3839	6141	3882	4990	
4908	"Transfers "decalcomanias""	365	644	930	2658	2025	1640	1872	2120	1005	844	1460	2579	2378	1905	1176	1383	707		53340	65582	65650	54878	70408	70633	75560	71263	53442	68310	68403	76882	76540	84857	79028	80133	76129		8804	13965	16514	19420	18977	17223	17881	16834	11782	12045	17064	20782	27876	30417	21046	18598	14320	
8546	"Electrical insulators of any material (excluding insulating fittings)"	528	262	684	733	328	347	396	256	261	426	405	535	459	375	538	425	708		270258	231805	219305	258745	277636	292646	279749	287445	234590	263699	249043	216894	211408	228352	246744	254464	246261		14618	11777	11355	12520	14783	14713	19529	44681	37398	38713	56840	56851	59139	59219	53105	45897	44896	
4102	"Raw skins of sheep or lambs, fresh, or salted, dried, limed, pickled or otherwise preserved, ..."	21656	25379	23676	21419	12171	10686	8579	2847	627	535	514	2097	2760	1992	695	20	712		24223	24265	19600	20361	20530	18499	20323	22067	21038	24101	36134	25859	23881	18613	14684	14136	14579		248462	402786	371161	338861	234875	274104	242480	179840	89215	167722	311596	334036	317107	184291	61800	32532	56845	
3925	"Builders' ware of plastics, n.e.s."	542	475	1297	813	1616	547	603	874	334	575	650	710	926	497	886	1024	713		208949	219109	224721	256249	306617	379573	445718	508854	458839	496492	558551	615218	589284	648934	638127	600688	619424		10709	11925	15520	23006	28760	35488	38121	40279	32808	36647	52871	34993	46287	38895	46730	39471	41440	
0101	"Live horses, asses, mules and hinnies"	8590	4996	61	0	165	146	2673	4535	1296	8089	530	1101	1559	2758	1000	921	723		448426	304306	529772	348650	467727	503545	444909	469869	474789	414372	351344	464463	401071	463227	394780	424847	454134		12912	6605	1512	1351	1568	4265	7684	8554	5190	14660	4235	2674	8628	4506	3010	1770	1618	
8545	"Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite ..."	1763	3459	1676	1767	2286	3327	4363	7482	4355	9769	3402	398	529	403	1247	1129	726		277811	213082	191473	189139	203584	240001	307630	400341	225944	293148	321764	343249	325527	338418	292791	214114	236006		52844	60841	74674	88296	90526	120591	168113	186209	144342	172443	210324	213786	192405	164538	119137	110576	225002	
6310	"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile ..."	22	0	0	50	134	213	56	93	9	54	615	107	181	35	165	560	731		53402	52033	49751	46511	51857	54132	62447	71868	87437	96582	103861	97316	90351	88267	77880	63204	61440		242	528	741	857	1405	2136	3462	2226	2475	8238	14580	7865	5286	7602	6801	8225	14765	
2937	"Hormones, prostaglandins, thromboxanes and leukotrienes, natural or reproduced by synthesis; ..."	795	881	1283	1561	1292	2663	1499	1953	1336	1782	1577	664	728	604	452	617	732		693072	855590	1127462	2420640	1892913	1893717	2141892	2051609	2217924	2251661	2518294	2880254	2845669	3211968	3659483	3277789	3167209		27903	34803	36116	47370	48270	42382	38800	41551	31308	37209	35347	30468	40173	27619	28965	26688	28921	
8464	"Machine tools for working stone, ceramics, concrete, asbestos-cement or like mineral materials ..."	312	83	808	694	1652	162	273	1751	371	823	1116	2559	350	2619	349	395	737		447687	400669	370391	784317	544958	716957	176541	115204	84356	79760	89586	84672	85292	84479	77934	80010	92449		33876	19132	26953	51101	49467	65819	87305	72895	33531	39135	104178	68208	105411	89469	61618	67007	58359	
4107	"Leather further prepared after tanning or crusting "incl. parchment-dressed leather", of bovine ..."	64	1392	2309	2169	3549	3217	1785	1103	480	586	716	585	903	736	310	494	743		94274	182084	198681	365122	340873	290879	338993	271463	142906	152889	118593	121980	146747	164741	185184	198776	198604		8546	51932	63095	62185	65532	73034	78547	75349	54047	69606	87698	85574	93658	75777	59399	49998	61987	
6403	"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of ..."	489	698	1114	538	382	212	90	106	110	187	351	290	228	309	904	551	781		274970	257692	262945	245074	273690	307235	341297	422837	368384	437346	532072	560307	597137	627891	577143	505800	457067		40055	53514	84852	128145	169485	224995	269830	302161	230190	263087	320274	314181	351106	337290	280482	251420	225563	
8307	"Flexible tubing of base metal, with or without fittings"	7	107	286	173	190	234	174	345	250	335	502	388	411	1140	638	795	793		58534	66812	72823	75722	92020	104662	115095	117962	106785	134677	176444	195420	204147	199039	204109	238750	209915		2135	3155	5543	6393	6681	6965	9725	13198	10552	12236	14561	18451	22336	28840	27906	24408	26601	
2835	"Phosphinates "hypophosphites", phosphonates "phosphites" and phosphates; polyphosphates, whether ..."	36	40	56	73	64	135	249	518	340	301	1343	513	449	881	915	725	808		138241	142536	136128	152173	182012	154451	193910	320845	220030	292585	334540	369760	323022	319732	326936	300838	253382		48513	53941	61985	79016	96830	95661	98843	145571	68532	50314	49024	42945	45210	48818	46976	40211	44437	
4801	"Newsprint as specified in Note 4 to chapter 48, in rolls of a width > 36 cm or in square or ..."	3472	192	2182	30	12892	4864	6070	10451	8443	9717	5383	2504	1731	301	299	484	809		415036	336411	329696	326621	384959	357408	413329	610665	323713	450762	541822	456606	460538	333867	253111	154643	149768		124395	106773	165615	235249	311629	362340	382491	395413	294970	299436	336595	294786	276277	243789	172708	131627	112524	
9608	"Ball-point pens; felt tipped and other porous-tipped pens and markers; fountain pens, stylograph ..."	383	733	966	1315	666	594	464	412	427	597	826	341	309	342	247	524	809		254766	262314	242845	229906	233261	224876	228270	222071	152691	176898	200207	211023	224297	244061	256877	310487	332980		21583	33516	38206	48104	55214	62613	67271	74391	52680	76533	96513	81763	88550	93021	82410	83783	64794	
2804	"Hydrogen, rare gases and other non-metals"	67	42	109	72	131	445	208	226	160	296	674	1494	2816	130	757	620	814		519192	517851	590712	763015	1120711	1553409	2189644	2743977	2532689	3235048	3225967	2489313	1923712	2235176	1912330	2226216	2135512		3809	5398	7429	10744	10908	13404	15093	23984	17826	28557	36113	32259	25038	36850	33175	33277	33535	
7609	"Aluminium tube or pipe fittings "e.g., couplings, elbows, sleeves""	31	70	189	403	325	150	166	256	247	443	714	530	671	617	1018	912	818		68638	63670	70461	77627	73722	72265	79278	86650	73412	90289	107967	131727	159977	179733	179458	179253	180820		643	718	744	1983	2384	2657	7890	5618	4568	6475	8451	8949	9168	10687	9071	7953	10811	
7311	"Containers of iron or steel, for compressed or liquefied gas (excluding containers specifically ..."	98	182	152	342	516	761	194	202	91	877	478	814	1181	786	642	319	827		116905	106468	114864	161933	195583	197666	254481	269322	232716	230425	293017	301173	385492	399995	388269	306847	325749		2415	2524	5416	13553	23888	59299	55894	35661	21032	33268	40017	33083	75732	38913	38695	43980	36850	
5907	"Impregnated, coated or covered textile fabrics; painted canvas being theatrical scenery, studio ..."	214	411	318	493	524	273	262	480	513	1334	1042	1138	1182	1226	859	823	834		105879	110185	131318	141153	150840	144373	148360	150139	88029	120187	126034	128532	143316	134293	116927	91801	96910		4621	4791	4833	4210	5904	5455	6533	11129	10489	18729	18384	16950	20880	19046	15892	16490	15854	
7321	"Stoves, ranges, grates, cookers, incl. those with subsidiary boilers for central heating, barbecues, ..."	184	309	348	422	443	944	631	574	504	194	529	548	745	781	1691	753	838		204966	204524	225158	258015	296918	327779	363595	380588	337583	396138	433583	483323	478018	527154	460028	419910	428904		5250	7228	11302	17356	22576	29515	40436	51423	31526	40565	57008	48258	54477	60915	54411	49225	48235	
3209	"Paints and varnishes, incl. enamels and lacquers, based on synthetic polymers or chemically ..."	165	567	150	508	1345	1674	2284	1983	1237	2038	1820	1476	1692	1453	1234	752	847		317390	326808	361246	386165	440459	495014	523030	515602	482414	602577	656886	729716	802373	821017	820940	846873	849537		16783	26734	35756	43449	56509	67964	85818	91519	69415	78228	92965	93086	106986	108078	95225	87887	93971	
1005	"Maize or corn"	55146	76225	175832	115526	8806	2806	84892	147803	12808	5401	4133	2061	1504	1239	2776	741	859		4769664	5143528	4943130	6142079	5071756	7299927	10099898	13884497	9086407	10068127	13958385	9697189	6870506	11140698	8660657	10282416	9565881		65635	133754	276182	190477	47335	12702	269337	381938	135136	124157	136119	245919	473138	350247	344333	128639	428738	
8113	"Cermets and articles thereof, n.e.s.; waste and scrap of cermets (excluding ash and residues ..."	0	0	1	11	0	10	30	22	15	18	27	34	42	51	55	802	866		8092	13132	23020	19716	25008	31170	31068	24947	14481	55927	51731	40389	39407	47290	44440	43061	43035		250	280	442	889	1136	1443	1299	3480	1841	2924	4989	4973	5614	7200	11019	10183	12391	
2941	"Antibiotics"	27728	20552	9137	13479	10666	10907	9497	13514	1881	2730	1601	1013	681	1046	1348	567	884		1444042	1416351	1255439	1174807	1346866	1196510	1403272	1248262	742061	810543	1004878	877619	871580	657147	627399	463914	462125		191453	201486	190005	219313	227710	197422	186379	197178	181239	196859	222184	199614	196313	178947	188323	170080	149834	
9004	"Spectacles, goggles and the like, corrective, protective or other (excluding spectacles for ..."	101	297	396	491	684	611	1254	1037	672	1749	1266	1217	1250	1321	1295	2739	894		263608	260501	265150	261302	288059	338027	386031	437106	437577	504304	532605	597383	597491	671159	704165	666710	619726		15074	16157	22522	32572	45563	53504	79078	91637	65624	85850	123577	128763	140100	155905	153419	146670	140067	
7403	"Copper, refined, and copper alloys, unwrought (excluding copper alloys of heading 7405)"	18	10	5	85	13	394	70	20	66	54	730	550	19040	775	467	544	896		114332	111937	292220	362159	250156	463901	415902	416749	522404	718378	487590	1332111	993832	1301847	803753	939825	929672		218608	328866	416969	644943	883138	1465473	2139496	2108924	1490742	2584684	3125552	2878811	2730446	2577339	2208298	1998686	2438222	
4821	"Paper or paperboard labels of all kinds, whether or not printed"	1698	2393	2859	2806	1643	1430	984	910	712	667	720	695	491	706	908	1150	919		458856	440584	465046	465528	526136	527884	512365	518387	444666	503667	522700	565641	594503	594305	584903	529551	515964		16572	22988	23716	29568	28598	31143	40445	40429	35663	38848	40356	40387	42673	48910	41765	45125	41850	
2102	"Yeasts, active or inactive; other dead single-cell micro-organisms, prepared baking powders ..."	10	52	0	106	186	141	197	190	284	327	233	663	985	972	1105	856	921		36089	37244	53713	55918	58591	65667	79091	83892	82219	94664	92749	103494	102115	114366	103707	108311	117848		2581	2722	3547	3751	4510	5634	7266	7069	5560	8592	11485	12044	12702	14094	18206	18838	20752	
7412	"Copper tube or pipe fittings "e.g., couplings, elbows, sleeves""	65	67	72	132	160	151	169	149	83	168	216	397	458	814	528	385	922		112838	105910	112064	124314	139141	176704	184271	213823	147028	196556	216411	211241	220126	234318	247761	233903	248634		2187	3036	4121	7897	10798	18827	28548	30023	11745	18893	28114	25861	25940	27033	26872	24322	23794	
2923	"Quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipids, whether or ..."	54	34	105	268	501	400	245	914	454	209	302	309	1622	1491	1231	868	926		129026	129290	132672	166016	214555	227243	278212	316445	284050	349261	384853	376212	321160	344398	293238	256392	284290		3121	3946	4814	5527	6614	7922	7672	9199	9653	12672	15528	16369	21511	24484	23734	19788	22334	
8448	"Auxiliary machinery for use with machines of heading 8444, 8445, 8446 or 8447, e.g. dobbies, ..."	2410	1337	1590	1962	1571	1728	1964	1394	1451	1675	1569	1342	1767	1757	1587	725	947		189357	164462	159083	178588	185843	201871	239953	214744	148259	190427	157681	176763	164740	170263	155605	143319	141334		91190	155465	220955	226006	191996	181386	212733	155441	107694	156040	187256	182140	202176	211332	165348	170876	159902	
