Product code	Product label	Turkey's imports from Viet Nam-Value in 2001	Turkey's imports from Viet Nam-Value in 2002	Turkey's imports from Viet Nam-Value in 2003	Turkey's imports from Viet Nam-Value in 2004	Turkey's imports from Viet Nam-Value in 2005	Turkey's imports from Viet Nam-Value in 2006	Turkey's imports from Viet Nam-Value in 2007	Turkey's imports from Viet Nam-Value in 2008	Turkey's imports from Viet Nam-Value in 2009	Turkey's imports from Viet Nam-Value in 2010	Turkey's imports from Viet Nam-Value in 2011	Turkey's imports from Viet Nam-Value in 2012	Turkey's imports from Viet Nam-Value in 2013	Turkey's imports from Viet Nam-Value in 2014	Turkey's imports from Viet Nam-Value in 2015	Turkey's imports from Viet Nam-Value in 2016	Turkey's imports from Viet Nam-Value in 2017	Viet Nam's exports to world- 	Viet Nam's exports to world-Value in 2001	Viet Nam's exports to world-Value in 2002	Viet Nam's exports to world-Value in 2003	Viet Nam's exports to world-Value in 2004	Viet Nam's exports to world-Value in 2005	Viet Nam's exports to world-Value in 2006	Viet Nam's exports to world-Value in 2007	Viet Nam's exports to world-Value in 2008	Viet Nam's exports to world-Value in 2009	Viet Nam's exports to world-Value in 2010	Viet Nam's exports to world-Value in 2011	Viet Nam's exports to world-Value in 2012	Viet Nam's exports to world-Value in 2013	Viet Nam's exports to world-Value in 2014	Viet Nam's exports to world-Value in 2015	Viet Nam's exports to world-Value in 2016	Viet Nam's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
9619	"Sanitary towels (pads) and tampons, napkins and napkin liners for babies, and similar articles, ..."	0	0	0	0	0	0	0	0	0	0	0	382	96	92	50	1489	2529		0	0	0	0	0	0	0	0	0	0	0	54582	66595	88406	98320	93570	78093		0	0	0	0	0	0	0	0	0	0	0	79925	78970	98947	96448	136569	104563	
6211	"Tracksuits, ski suits, swimwear and other garments, n.e.s. (excluding knitted or crocheted)"	96	282	103	223	230	1082	3432	5011	2632	3360	3269	2917	3223	3259	2832	2632	2817		274319	153837	77965	59996	86447	99523	100690	161402	166354	207427	300364	322194	385718	486115	580615	599061	960147		4252	5392	8747	11610	17097	23880	34004	46101	43285	54204	73137	47366	67818	53925	47254	84586	43570	
8708	"Parts and accessories for tractors, motor vehicles for the transport of ten or more persons, ..."	0	0	1	0	32	119	291	555	4	2	307	2285	3728	2954	1927	1406	3006		4902	14909	20296	54182	91488	262404	392856	409489	316209	419186	534992	775533	887574	984537	941064	1002967	1292710		808865	1029377	1729618	3109809	3382247	4242321	4868019	5173791	3404848	4433076	5230313	4491022	4894117	4950790	4965958	5185313	6166654	
7117	"Imitation jewellery"	0	0	0	0	0	0	0	0	4	12	65	380	808	1409	1460	2688	3041		425	329	307	582	904	1395	2173	5425	2975	6177	13459	22648	26729	50594	82482	116959	210330		4380	6528	10920	22106	33332	37556	48510	75081	63281	81003	106848	91194	103726	109277	101082	73161	63677	
3920	"Plates, sheets, film, foil and strip, of non-cellular plastics, not reinforced, laminated, ..."	0	0	0	0	201	956	2066	2840	2846	6417	8961	9352	8873	11531	4454	2510	3425		6264	12327	18390	17997	25939	47470	93962	47432	41577	95552	142926	155468	177487	176313	155558	178810	219030		101430	141179	193852	263423	342920	409477	499504	562015	454264	627738	789809	835382	936861	1003972	922097	907137	998858	
9603	"Brooms, brushes, incl. brushes constituting parts of machines, appliances or vehicles, hand-operated ..."	2	1	0	4	4	0	2	3	19	973	2217	2924	3180	3687	4892	4285	3523		2694	3718	7813	6937	7225	10209	13487	14584	23400	41918	72521	77905	88438	105166	121884	119959	168648		8020	10134	13542	18118	27102	26958	36884	40328	35658	50306	54530	60387	69602	75220	79825	78363	79554	
9401	"Seats, whether or not convertible into beds, and parts thereof, n.e.s. (excluding medical, ..."	610	692	1300	1711	2214	3237	11170	13753	12930	12829	13552	11770	11962	13010	13219	5162	3597		65257	104843	151378	250047	354649	453534	679574	780811	631619	755416	785674	888508	970723	1162091	1315073	1457636	2652918		49818	68456	106624	169693	202992	268434	356109	382573	303823	405370	465425	410228	451414	474932	426783	301892	325505	
8502	"Electric generating sets and rotary converters"	0	0	0	0	0	0	0	8436	4411	5669	4231	2023	10030	1980	8301	2889	3625		1447	522	6623	15322	41227	83826	112272	155186	164379	153933	245663	274963	147072	144392	123535	86862	93189		109110	127661	76660	119128	180320	172873	285313	870771	914147	1176043	894838	1048532	1247394	861170	932830	1457173	633005	
6307	"Made-up articles of textile materials, incl. dress patterns, n.e.s."	0	0	2	21	326	470	886	647	1069	1629	2994	3045	3795	4148	4014	3878	3685		2627	4382	15104	28274	36557	44964	69622	55260	70241	122400	178767	276757	356018	500659	592844	573396	474026		4672	6416	7721	12077	16316	22754	42543	41449	37712	50227	68514	66412	80266	84646	79510	80073	77432	
3926	"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s."	49	39	149	243	261	610	1852	1161	1464	1306	996	1346	1604	3285	3180	3003	3743		32685	39747	48813	68047	135941	115427	286910	303176	305303	401369	496418	535369	576399	690953	740062	777015	910541		156112	188727	241172	317215	348979	379313	444679	507656	396644	500372	616881	577665	642420	702630	657907	667837	683883	
8536	"Electrical apparatus for switching or protecting electrical circuits, or for making connections ..."	0	5	6	21	28	46	114	40	23	75	441	1190	819	782	1391	1973	3763		20146	23496	29259	39550	62589	81266	74733	99959	106521	156073	204745	308828	385841	470486	493825	599212	997914		177174	235030	335031	445295	487230	622221	907882	889048	672957	857610	1064535	982496	1118676	1093935	1074207	1029851	1176400	
6110	"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted (excluding ..."	161	213	132	431	116	1527	2974	5643	3785	2678	2118	2202	3014	4239	4273	3742	3939		40168	186679	306180	347399	354821	475873	826105	1079558	1133464	1456689	1598495	1763160	2081670	2337235	2553716	2605834	3559458		35036	34540	54079	81762	108293	159274	218929	297787	320188	414367	399973	276508	323646	312062	233485	195680	184017	
8518	"Microphones and stands therefor (excluding cordless microphones with built-in transmitter); ..."	0	0	8	65	108	318	513	560	468	921	2321	2217	3304	3804	3053	3741	4090		24773	28280	32400	48284	41569	67842	157799	271477	320839	396391	521583	846574	1024856	1089184	1326465	2098541	3142143		34767	50565	80492	108202	130620	128134	112975	130370	89254	116927	159632	160914	165804	169623	154590	155102	187803	
6203	"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches ..."	302	28	198	463	352	457	2630	8182	5835	6664	9612	5771	6449	6572	5070	4206	4107		371093	506082	639497	694306	770983	1003270	1175781	1287827	1128497	1357440	1830860	1822949	2056176	2452844	2594394	2601304	2653695		24177	29925	44849	82601	102278	118082	169278	251561	229240	307028	341362	293315	367141	345528	303431	253757	224565	
6109	"T-shirts, singlets and other vests, knitted or crocheted"	32	66	13	371	154	267	1652	5183	4326	6310	6694	5831	6507	7345	6024	4084	4356		80262	160136	204802	252859	232187	341487	579764	775036	749223	848607	1034221	1152080	1398346	1617271	1871403	2036848	1698735		15225	21004	32758	46098	53011	76634	101865	145938	133296	166159	194208	127569	168520	186262	163657	166827	159260	
0304	"Fish fillets and other fish meat, whether or not minced, fresh, chilled or frozen"	0	0	0	0	0	18	63	314	354	2086	4648	5301	4356	5736	5394	3421	4541		60435	96002	138109	300248	515094	954344	1246122	1855771	1621994	1823216	2348691	2415704	2262111	2415086	2234064	2368327	2056091		929	1428	1868	4024	6517	10064	12509	14905	15051	26120	29362	26467	26972	26009	28869	23396	30218	
8311	"Wire, rods, tubes, plates, electrodes and similar products, of base metal or of metal carbides, ..."	0	0	0	0	0	1	0	0	0	189	1504	2622	2809	4747	4082	4336	4689		218	158	333	51	440	1284	4476	8994	18751	21970	33402	49327	54107	67801	70003	68948	47016		8223	6484	11376	14453	16662	22089	31802	33342	18116	20135	22990	25802	26342	30381	29540	25657	28272	
5509	"Yarn of synthetic staple fibres (excluding sewing thread and yarn put up for retail sale)"	0	223	0	1517	634	910	1517	1183	39223	58832	107402	152580	133576	31398	6160	6588	4858		24987	68133	62374	87217	101112	130061	192348	119727	205813	310832	432471	427137	364814	300494	249756	253143	239490		115372	172121	231445	250860	218076	253211	357334	325770	281838	373223	487759	450331	453525	448830	390002	400793	461046	
8528	"Monitors and projectors, not incorporating television reception apparatus; reception apparatus ..."	16	0	0	0	0	0	125	0	0	0	3	1	1	0	425	637	4882		44879	57269	57914	79896	69474	76822	91613	98520	67255	44726	100920	338239	475082	548588	806015	1586883	2310094		97091	90839	119425	193849	221869	324402	770666	845534	705699	971851	1106548	1149011	1049010	1106476	884199	799420	736959	
7616	"Articles of aluminium, n.e.s."	0	0	2	3	4	7	2	3	0	2	1	34	52	29	2250	4774	5118		3550	4284	9186	7954	6978	11527	18629	19570	15341	21122	25399	43906	43243	79558	74440	110692	105558		9414	12954	15480	22651	29029	40293	49538	62683	52601	56594	68074	62738	72285	84338	77804	89616	94590	
6104	"Women's or girls' suits, ensembles, jackets, blazers, dresses, skirts, divided skirts, trousers, ..."	27	8	14	54	68	151	275	1643	1118	1363	2268	2049	2973	4937	4442	3983	5223		16591	93643	280573	297064	333312	323846	445412	551067	607380	751549	965893	1225125	1423470	1769606	1983177	2190605	2496146		4602	9663	9651	21391	12532	20891	38754	57793	57419	77604	76755	68352	72559	86825	85613	81051	77559	
8479	"Machines and mechanical appliances having individual functions, not specified or included elsewhere ..."	0	0	0	0	0	0	0	10	0	0	4	20	1	77	14	393	5759		12867	7884	13713	23786	23385	29990	25541	22121	11481	35053	37245	61842	64423	64973	87130	168617	224258		279835	367671	427793	538739	624654	649777	893082	909142	657392	739214	1077434	1065127	1071952	1151202	1058581	1508990	1089006	
9503	"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; ..."	492	163	239	310	279	748	784	988	755	1496	1677	2239	2327	2572	2563	4996	5915		43270	32698	40491	46772	42435	63688	75631	106993	118024	155756	193712	212346	245370	354547	447721	600325	1248347		35008	36957	61400	90887	107305	165678	235587	235335	194910	285557	419339	369286	373989	382692	340087	409961	392082	
6204	"Women's or girls' suits, ensembles, jackets, blazers, dresses, skirts, divided skirts, trousers, ..."	230	182	191	393	75	197	4123	9464	6357	6430	11067	11923	11771	12881	10359	6824	6086		84116	243611	411277	634455	832195	939007	1355028	1485413	1365057	1565145	1855373	2118393	2440862	2766755	3009908	2986864	2825527		31790	41857	71103	90086	127106	176682	240893	347230	301743	395929	449420	355687	442724	414297	359459	311516	302746	
0801	"Coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled"	0	80	125	312	1403	700	948	1977	1360	2161	4447	3074	1670	3466	5802	5150	6726		110170	176761	282912	436715	513614	478793	636136	910019	883802	1136970	1496346	1522164	1668625	2049641	2404161	2810701	3009799		1163	3824	5488	4799	9461	9160	13378	21359	18342	22490	33289	26598	24429	39325	43859	39944	41890	
2101	"Extracts, essences and concentrates, of coffee, tea or maté and preparations with a basis of ..."	0	0	0	0	0	0	0	0	0	442	564	242	1270	520	927	1370	9091		3273	8031	4470	6472	12837	14926	11848	20503	32575	49598	85216	130177	332842	246418	260369	299006	483774		23802	25888	31406	42199	52338	66435	69428	88247	64886	69825	99473	87355	96353	102872	113232	120811	140731	
5902	"Tyre cord fabric of high-tenacity yarn of nylon or other polyamides, polyesters or viscose ..."	0	0	0	0	0	0	0	0	421	5528	2283	2439	1474	5303	7401	5381	9209		25	226	349	484	584	272	100	18310	101366	185653	305720	336977	391265	428391	410251	388760	418449		17539	14650	14449	11909	15272	17284	29288	42537	36821	55474	67519	51533	49676	60681	50422	43163	47443	
8544	"Insulated "incl. enamelled or anodised" wire, cable "incl. coaxial cable" and other insulated ..."	0	0	3	1	7	46	1	1	23	55	18	212	768	280	1493	5548	9448		181042	187652	291635	389835	518279	705725	882320	1008956	891779	1315990	1537817	2159342	2516045	2719062	2840927	3049661	3683028		89461	142440	150109	233984	289949	417597	535061	579367	449050	545269	661226	622917	698771	753778	761551	868276	910837	
8711	"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with or without side-cars; ..."	0	0	0	0	0	282	0	0	0	0	0	0	0	5126	9922	10582	9931		92	5109	15768	26722	34196	19759	21774	34371	32313	59921	107562	186961	371604	507217	507610	579147	423289		11838	8518	22218	99995	234084	364033	62577	51783	31290	54755	80826	104046	151445	178278	204341	240832	175092	
6210	"Garments made up of felt or nonwovens, whether or not impregnated, coated, covered or laminated; ..."	21	104	19	43	26	51	840	1122	274	2104	2913	1366	1826	2835	3151	8862	10020		8282	13732	76529	23045	19417	78345	76434	118094	117129	163753	236861	362826	472696	601532	543785	597916	1143326		3156	1622	2528	4117	4876	6093	9963	11391	27459	49683	152858	172285	211565	214767	310271	425122	132326	
8507	"Electric accumulators, incl. separators therefor, whether or not square or rectangular; parts ..."	0	0	0	0	0	56	0	29	162	84	280	3606	7671	7273	11634	10031	10566		15548	25304	17088	22150	26628	35912	74740	119257	134048	195537	308743	463412	519933	702329	838647	867131	1042772		26591	42138	48983	69347	83605	95503	133666	168409	140117	187421	275251	275260	268206	263467	267695	337103	428943	
6202	"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ..."	156	612	453	1175	608	755	4027	9060	4690	7304	12162	6062	9081	12375	11829	10040	10663		214568	186531	146193	244072	249249	221764	317028	358769	357557	411512	692006	704633	888874	1085596	1199147	1131793	1632752		6349	12767	18230	35159	36047	51115	69522	106311	100174	140565	152499	134964	165645	206681	163293	140021	159840	
4202	"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels, spectacle cases, ..."	895	1117	1019	2204	3861	4819	5927	8587	6865	7056	7505	7339	12461	15034	17930	18322	11845		183257	183838	243290	273056	317487	330107	416254	559934	595026	792306	1078134	1300237	1687111	2244206	2546968	2795753	3807514		27709	36711	56714	122573	231568	296114	390297	405386	222534	264521	353072	334251	403519	415528	339255	237777	227601	
0904	"Pepper of the genus Piper; dried or crushed or ground fruits of the genus Capsicum or of the ..."	1079	2919	3389	3101	3696	3272	4151	4532	5236	3925	4313	3844	4069	4081	3343	6580	11972		92194	109720	105391	152094	152217	191351	272109	312117	349368	422626	733918	795847	893364	1206454	1262832	1441634	918679		2480	3849	4767	4520	5154	5526	6943	7778	8912	8676	8014	10152	16261	8869	10698	12710	32676	
9018	"Instruments and appliances used in medical, surgical, dental or veterinary sciences, incl. ..."	0	0	0	0	1	0	49	397	1641	1947	3372	4002	5373	9875	8184	9775	13256		14189	19001	20334	26603	50889	47876	47130	81900	127685	145776	216786	286394	309544	380287	399321	455927	842582		237883	247355	314033	465113	614655	674294	802572	859569	718524	816758	971585	915456	993186	1112584	925433	946463	927466	
5407	"Woven fabrics of synthetic filament yarn, incl. monofilament of >= 67 decitex and with a cross ..."	317	303	155	211	452	664	18444	27247	61399	95858	94975	53933	46343	54343	24645	11551	13693		13370	34025	46071	68075	75244	115054	159426	186113	183734	231099	283583	275829	265069	279779	248354	226329	230016		187480	204835	237291	296105	308067	308631	353280	356894	343368	469684	522791	526911	484640	548712	462740	429763	445359	
8452	"Sewing machines (other than book-sewing machines of heading 8440); furniture, bases and covers ..."	211	670	0	8	0	0	1	678	1537	2820	3352	7493	8836	12562	13156	15589	15164		32906	20264	31244	38208	44517	45749	55958	61663	72088	115466	137188	197801	257885	320819	355465	377471	574591		53904	139035	201255	140676	137787	127441	147913	108625	58724	105296	131157	153317	137879	125509	96503	108063	116267	
6201	"Men's or boys' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ..."	921	785	1442	2107	860	1341	6309	11425	10920	8060	10877	7726	9532	11698	11416	11827	15292		196146	191041	148502	252572	210395	317253	336968	319663	340413	463177	712172	803254	1035914	1235975	1274433	1352055	1745815		9535	13799	24548	39689	41033	55343	89635	118001	119968	160945	177954	137267	157635	171780	158415	111651	146628	
8542	"Electronic integrated circuits; parts thereof"	0	0	1	0	3	1	4	0	0	3	1	37	112	6182	29369	27806	17615		12897	14167	65941	110071	139990	101450	132423	176423	173911	407120	720993	1955349	2175763	2219181	4077715	5187266	15338437		228015	330670	440573	676041	721024	684839	675521	537381	444270	470671	552482	521696	463180	498564	441193	438743	554778	
7306	"Tubes, pipes and hollow profiles "e.g., open seam or welded, riveted or similarly closed", ..."	0	20	303	1087	1182	1115	2325	2735	2327	2870	2655	2097	2405	16490	8728	9514	18173		11939	16698	17071	23315	25840	36492	43414	87181	63481	112741	287689	388962	326925	301875	295132	362239	456843		24393	50241	47309	79779	114731	155398	257709	250928	157776	176423	234721	249134	314156	243694	213313	192710	220077	
7318	"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter pins, washers, incl. ..."	34	0	110	707	528	54	42	94	160	467	823	1319	10970	14027	12480	9951	19264		8402	11603	20839	28627	84945	70936	106878	104069	100652	168266	226556	214795	274793	343532	352289	344604	440044		61483	82732	130628	207748	250820	317420	389054	457264	335826	478762	595568	526674	617139	626212	663758	703832	753358	
5402	"Synthetic filament yarn, incl. synthetic monofilaments of < 67 decitex (excluding sewing thread ..."	75	356	470	461	691	552	1677	6160	34962	46413	101716	135535	129554	136963	109164	83641	23434		33054	14561	6789	12933	32552	67455	83172	106755	178940	252128	406491	409149	463039	531244	502445	498356	635981		277827	408095	471813	546500	663487	735153	1014497	975743	772655	1064000	1296297	1485221	1436204	1614849	1481530	1561588	1684357	
6802	"Monumental or building stone, natural (excluding slate), worked, and articles; mosaic cubes ..."	0	0	0	0	0	37	159	20	2	400	1945	6182	31045	46846	43396	36531	25135		7178	9661	10672	11960	14712	23882	35415	31331	25623	24177	28587	46042	64336	78550	73727	80125	100665		14693	14812	18971	28390	63283	115147	127758	144888	139139	168472	209023	187049	235329	230479	200872	197877	172203	
8470	"Calculating machines and pocket-size "dimensions <= 170 mm x 100 mm x 45 mm" data recording, ..."	0	0	0	0	0	0	0	0	7723	19691	22037	20659	29839	24523	19988	35289	27172		49	1	439	40	130	50	19	44	10	58	55	13	326	20	648	1240	407004		43467	63827	62982	131481	108894	105773	124578	165853	114414	119036	133528	111534	129549	91594	110404	109780	80750	
8443	"Printing machinery used for printing by means of plates, cylinders and other printing components ..."	0	0	0	0	0	0	12051	16740	16914	21228	21415	19878	26745	24059	24010	20650	28253		4755	3890	721	2451	1392	7371	12820	1353986	1314472	1761228	1912234	2330611	2518783	2467607	2516163	2588687	4269775		90557	110426	178554	261018	315194	321503	811122	777247	529679	702677	832936	753274	824348	841524	681800	628903	585167	
6402	"Footwear with outer soles and uppers of rubber or plastics (excluding waterproof footwear of ..."	1665	4358	6982	7292	11620	12517	16244	24992	16917	19426	22808	24042	27748	27723	24957	29495	28817		294691	187099	349083	316158	321168	510472	854756	1088410	836934	1092865	1642222	1735653	1729544	2126270	2302098	2369313	3806104		18019	28900	54029	95971	145110	179234	163655	207971	172104	218085	301904	283309	295706	260288	177899	135862	123844	
5503	"Synthetic staple fibres, not carded, combed or otherwise processed for spinning"	100	0	0	0	0	30	3572	6304	5766	16869	19934	22415	32814	46816	54023	32115	34856		430	1711	1136	387	11069	22897	51553	56686	41644	72253	94487	104576	107867	118397	98809	69403	88929		85422	128252	161068	170367	190079	219489	260377	251775	191710	265867	341148	322860	353682	390371	376570	351190	422360	
4412	"Plywood, veneered panel and similar laminated wood (excluding sheets of compressed wood, cellular ..."	0	0	195	54	60	48	46	118	239	3297	2618	5496	11346	26797	20750	27918	35518		219	1124	1817	1730	3611	6509	16130	29001	36252	65398	86345	110981	186974	201353	212031	286314	415288		8391	12209	21919	39863	65268	90672	110367	126214	69863	179878	272389	298861	325750	335490	311830	310815	269012	
6403	"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of ..."	1513	5508	11074	18718	27028	26890	32444	37565	35126	41714	51735	56410	67382	64456	55008	47299	39350		377901	473408	663045	761358	898042	1266839	1951652	2332047	2054094	2444045	2917929	3245147	3639199	4290750	4661033	4295258	6159441		40055	53514	84852	128145	169485	224995	269830	302161	230190	263087	320274	314181	351106	337290	280482	251420	225563	
