Product code	Product label	Turkey's imports from Viet Nam-Value in 2001	Turkey's imports from Viet Nam-Value in 2002	Turkey's imports from Viet Nam-Value in 2003	Turkey's imports from Viet Nam-Value in 2004	Turkey's imports from Viet Nam-Value in 2005	Turkey's imports from Viet Nam-Value in 2006	Turkey's imports from Viet Nam-Value in 2007	Turkey's imports from Viet Nam-Value in 2008	Turkey's imports from Viet Nam-Value in 2009	Turkey's imports from Viet Nam-Value in 2010	Turkey's imports from Viet Nam-Value in 2011	Turkey's imports from Viet Nam-Value in 2012	Turkey's imports from Viet Nam-Value in 2013	Turkey's imports from Viet Nam-Value in 2014	Turkey's imports from Viet Nam-Value in 2015	Turkey's imports from Viet Nam-Value in 2016	Turkey's imports from Viet Nam-Value in 2017	Viet Nam's exports to world- 	Viet Nam's exports to world-Value in 2001	Viet Nam's exports to world-Value in 2002	Viet Nam's exports to world-Value in 2003	Viet Nam's exports to world-Value in 2004	Viet Nam's exports to world-Value in 2005	Viet Nam's exports to world-Value in 2006	Viet Nam's exports to world-Value in 2007	Viet Nam's exports to world-Value in 2008	Viet Nam's exports to world-Value in 2009	Viet Nam's exports to world-Value in 2010	Viet Nam's exports to world-Value in 2011	Viet Nam's exports to world-Value in 2012	Viet Nam's exports to world-Value in 2013	Viet Nam's exports to world-Value in 2014	Viet Nam's exports to world-Value in 2015	Viet Nam's exports to world-Value in 2016	Viet Nam's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
7326	"Articles of iron or steel, n.e.s. (excluding cast articles)"	0	1	7	4	6	21	7	13	13	15	112	344	112	172	315	464	574		15819	14261	35074	47772	44766	67054	88157	104262	80673	157193	124307	137825	133246	188537	210222	218719	268806		62139	82190	94346	121655	150076	163837	108179	247445	162744	203596	281436	277517	306081	294104	311470	447647	550097	
6306	"Tarpaulins, awnings and sunblinds; tents; sails for boats, sailboards or landcraft; camping ..."	9	4	1	1	3	32	32	38	11	104	23	26	58	29	85	86	595		15911	14592	19679	27221	18642	20890	27830	34320	39002	39974	52442	51320	57486	60918	64729	61166	98772		7805	4052	4040	3184	5351	6365	10128	10480	6846	7028	15046	20930	10397	9720	6763	19990	8200	
0901	"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes ..."	147	275	31	203	145	210	386	76	157	234	374	585	1	92	410	213	608		391234	321635	504892	641974	740310	1217167	1916650	2113761	1730570	1851411	2761069	3545275	2551422	3311396	2415423	3040195	3530531		13337	13146	13426	18289	22973	26496	43370	46091	44183	58920	82673	96580	96501	109170	146799	130503	191808	
1006	"Rice"	0	34	2288	1523	1701	1151	505	647	6618	1972	12314	767	3328	2770	822	643	622		623501	726263	719916	950315	1408379	1275895	1490180	2895938	2666062	3249502	3659212	3677939	2926255	2936931	2807904	2159977	1655049		57683	86383	122786	62025	97186	89105	112750	172790	135271	264541	152439	111346	150523	277321	166058	116207	148788	
8547	"Insulating fittings for electrical machines, appliances or equipment, being fittings wholly ..."	0	0	2	0	0	0	0	0	0	0	0	0	0	3	8	146	626		327	92	191	195	91	130	303	1226	2693	20988	17614	17485	23223	26508	30339	31939	33569		41929	34276	35587	41973	41301	67848	93907	91583	63231	72122	83634	72672	83873	68636	72119	80158	95431	
9613	"Cigarette lighters and other lighters, whether or not mechanical or electrical and parts thereof, ..."	0	0	51	0	253	1644	1197	404	1204	1704	628	538	878	226	325	632	627		11109	13316	11253	12200	13996	16147	20119	30201	30686	27613	34315	44362	48000	42458	40268	38341	37569		8903	8912	10134	14562	18881	20596	19944	19960	21167	25016	25958	28039	29868	31255	30067	26623	27607	
8482	"Ball or roller bearings (excluding steel balls of heading 7326); parts thereof"	0	0	0	0	0	0	0	0	14	218	372	283	360	428	391	555	646		177	412	724	1452	377	2086	2980	8875	7567	15995	27806	31527	32810	50490	53882	92947	141739		69710	101679	143594	205510	230041	270337	313021	367983	245756	347276	420926	411227	412179	414814	374095	371963	448924	
6115	"Pantyhose, tights, stockings, socks and other hosiery, incl. graduated compression hosiery ..."	0	4	1	0	0	0	23	11	11	73	66	46	69	80	253	421	646		2908	1614	2568	3893	4831	5834	15898	21601	21418	22773	31455	31608	88611	75393	90963	103644	168821		4550	4748	6618	10640	12074	20330	28414	33700	28315	46017	61128	56091	48534	41742	35755	38026	33357	
8427	"Fork-lift trucks; other works trucks fitted with lifting or handling equipment (excluding straddle ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	669		65	47	32	68	224	365	550	614	727	425	1523	1800	2429	14704	7535	12339	17122		20198	55935	70514	107473	123934	159614	203369	188505	93093	150889	252977	232902	277095	291101	284818	302421	317421	
4203	"Articles of apparel and clothing accessories, of leather or composition leather (excluding ..."	12	20	13	12	12	144	112	30	20	30	84	106	1096	1585	1777	1657	670		9895	21601	24938	30662	37092	33068	48053	52007	43070	48134	54261	58271	67606	75687	93725	89083	140009		23108	23419	23074	23111	31983	56886	64427	112165	128704	126233	107618	132195	118188	107281	117319	81323	43087	
4014	"Hygienic or pharmaceutical articles, incl. teats, of vulcanised rubber (excluding hard rubber), ..."	0	0	3	0	6	30	68	432	400	523	400	821	549	586	572	533	673		154	145	168	256	1325	2909	2913	3561	4494	4742	5363	8775	8119	5848	5681	8309	6724		4140	5192	8891	8475	9368	11660	11245	13241	9613	10867	11890	12778	13683	12901	12138	11532	12501	
8527	"Reception apparatus for radio-broadcasting, whether or not combined, in the same housing, with ..."	0	0	0	0	1	1	1	15	0	0	10	12	22	112	171	553	676		41	157	409	7	1	15	9	0	2	10	572	3887	7830	41385	48994	63668	505217		50386	61356	99608	156082	178108	191091	187614	179397	135327	175374	185808	166217	148174	166055	157414	156916	115486	
8714	"Parts and accessories for motorcycles and bicycles and for carriages for disabled persons, ..."	0	0	86	472	437	582	551	897	322	652	679	795	471	907	848	846	680		26931	25755	27924	43389	57730	95810	123524	131490	113331	168571	187091	269049	255663	318429	348909	369181	471267		19643	19615	35148	66570	76052	72809	86992	102278	70972	113569	153930	147010	130889	141296	149232	130240	99240	
8414	"Air or vacuum pumps (excluding gas compound elevators and pneumatic elevators and conveyors); ..."	0	0	0	0	22	7	0	3	495	18	77	98	118	217	495	382	685		16843	16457	22141	17461	24536	23406	43932	58189	46030	83468	84869	143294	146831	213238	198327	210279	306383		148131	203916	299891	500790	539550	664336	874454	971338	753158	925545	1162388	1095167	1261214	1165614	999182	1104674	1149554	
6108	"Women's or girls' slips, petticoats, briefs, panties, nightdresses, pyjamas, négligés, bathrobes, ..."	0	0	3	6	0	2	52	140	144	107	396	210	112	406	389	508	687		23934	13244	28042	36850	68127	97633	140103	192668	200424	204803	261687	300063	317290	347751	342308	406112	582248		3132	2750	4211	7039	7248	8611	13935	17328	18062	20358	27036	21859	22200	26736	23007	20100	18245	
9609	"Pencils, crayons, pencil leads, pastels, drawing charcoals, writing or drawing chalks and tailors' ..."	0	0	0	0	14	0	0	285	452	831	877	526	2048	1219	1587	2880	701		499	1311	3303	4017	3386	8974	13768	9412	8749	17529	27149	30933	39216	50505	58390	81303	81465		4692	7143	8874	10253	15153	16558	14509	17288	14561	18606	25639	18952	22637	23227	23420	45871	30433	
8503	"Parts suitable for use solely or principally with electric motors and generators, electric ..."	0	0	0	0	0	0	0	0	0	2	5	1305	2577	2488	3647	1518	727		2251	695	3423	24918	13652	17689	29578	25029	12223	18856	23194	36411	29096	27275	33363	31699	110760		58524	63682	30798	47500	49395	50901	64491	57144	180828	190179	220516	304995	142592	206626	225768	118268	82371	
8531	"Electric sound or visual signalling apparatus, e.g. bells, sirens, indicator panels, burglar ..."	0	0	0	0	538	0	1	0	0	0	2	5	0	3	2	22	748		6	723	265	461	63	139	75	23498	60557	67356	19160	972	3203	9286	14692	16650	166784		32711	39819	111033	530613	1120127	1243779	1333236	1267188	1365425	1763014	1894982	1077339	202180	199917	184919	192467	201246	
9027	"Instruments and apparatus for physical or chemical analysis, e.g. polarimeters, refractometers, ..."	0	0	0	0	0	0	0	0	1	2	4	7	2	4	7	9	751		585	361	889	205	501	1074	1747	3664	1482	1052	1990	4124	36755	36597	45706	61207	88579		81060	106551	143317	219422	282648	268850	304356	298206	279405	329039	347597	299666	336215	334688	308426	339130	390816	
7229	"Wire of alloy steel other than stainless, in coils (excluding bars and rods)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	474	758		143	8	6	228	482	2208	1803	3474	4808	7108	5177	9698	13496	28601	33690	35831	44693		1531	2050	2686	4355	6751	8144	10069	13911	11367	16617	22573	18461	18949	22086	20392	25232	20182	
8501	"Electric motors and generators (excluding generating sets)"	0	0	1	0	0	5	38	196	2215	6471	11425	14811	7177	6571	5437	3178	768		52245	65293	84449	81930	130173	160503	202057	259154	314664	549848	749961	890561	836413	897847	952428	916628	1284929		89877	181990	212167	278384	336871	396849	522843	581441	506704	588959	793028	704614	824942	778229	731024	737109	767887	
8512	"Electrical lighting or signalling equipment (excluding lamps of heading 8539), windscreen wipers, ..."	0	0	0	1	0	0	0	2	10	9	11	3	4	63	112	174	771		571	77	476	64	2919	16369	15438	19701	27837	41614	62270	82467	90797	100371	101298	99772	163014		29240	37836	72834	131815	146792	170429	218337	245539	166427	226327	246025	242141	271964	286299	308701	341561	414214	
5208	"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m²"	0	0	0	0	25	1	0	10	4	5	0	13	34	6	1	2	803		3339	1970	2393	2619	947	1422	1765	1952	1666	1785	3549	3850	5280	9164	25235	18402	26223		83322	188090	269936	341045	393886	418317	505628	478538	397265	554470	586735	350507	388954	339648	237591	174648	206409	
4013	"Inner tubes, of rubber"	108	122	978	729	746	915	704	753	378	494	391	644	625	516	557	801	807		7226	11552	12579	16794	17465	21790	33385	45511	44199	47303	65792	71317	70105	75462	69658	67249	57121		5444	6572	7336	8982	12775	14114	13052	19341	13665	17497	19212	19930	17846	17635	18683	18435	16329	
4012	"Retreaded or used pneumatic tyres of rubber; solid or cushion tyres, tyre treads and tyre flaps, ..."	0	0	2	4	0	0	17	30	21	13	17	22	24	10	0	0	811		299	1783	803	965	1795	4068	1320	3079	1312	1804	2930	3217	3015	2850	3060	13091	41031		3347	4743	6983	8789	10821	12013	19537	24687	19479	24808	28962	29815	35264	34085	36479	39981	43528	
0906	"Cinnamon and cinnamon-tree flowers"	0	27	0	0	13	11	0	8	26	0	0	0	0	4	0	0	887		6089	6410	5294	8036	8327	14348	16244	17073	22790	29308	37131	33732	50620	78932	69400	76093	87673		163	297	300	377	255	530	500	413	581	1272	684	1061	1130	1732	1265	2083	3396	
9405	"Lamps and lighting fittings, incl. searchlights and spotlights, and parts thereof, n.e.s; illuminated ..."	24	7	32	69	93	173	404	716	497	784	1247	943	1457	1265	1378	943	888		6619	4227	7246	10812	11596	13616	21172	20514	21299	39168	32303	43614	57500	122680	115957	126871	145559		38078	45090	61542	87573	115613	174339	252858	302559	199143	304581	402732	360597	496017	572905	507098	358865	315025	
6116	"Gloves, mittens and mitts, knitted or crocheted (excluding for babies)"	75	12	13	26	8	1	67	51	38	78	307	533	393	831	953	1196	893		6042	5782	6608	7696	10649	18774	32239	37684	37633	55393	71218	74212	83963	107952	112399	126451	191507		608	1462	4082	9789	5523	13437	25029	36264	26469	59295	80244	101965	76087	90018	77978	68684	46851	
9026	"Instruments and apparatus for measuring or checking the flow, level, pressure or other variables ..."	0	0	0	0	0	0	0	0	0	43	0	196	1067	909	669	684	896		1735	689	738	756	1315	6559	11557	33279	28966	39852	42608	70800	69095	64160	67324	90634	89799		30008	37466	48030	59021	78378	89677	113644	133734	108907	135864	182210	182780	208285	211556	226267	235352	247148	
6406	"Parts of footwear, incl. uppers whether or not attached to soles other than outer soles; removable ..."	55	129	3	15	0	1	0	1	0	3	162	64	43	21	93	179	910		42794	37769	38663	33915	39441	58802	76716	102492	80639	106511	168465	251393	325258	372686	426274	480407	498647		8658	12148	15768	16033	13870	17583	29719	34339	25440	34090	55620	57508	58341	58516	65103	66255	58838	
8525	"Transmission apparatus for radio-broadcasting or television, whether or not incorporating reception ..."	0	0	0	0	0	16	4057	594	1589	4122	1640	87	51	50	86	494	940		2972	1231	13862	5103	30395	116877	266648	413064	359057	320752	139364	100500	149636	415814	908478	932151	1688969		524699	540423	720444	1210863	1435328	1792171	406822	384899	374584	353458	387023	276029	233808	206186	195684	223043	278141	
8212	"Non-electric razors and razor blades of base metal, incl. razor blade blanks in strips"	0	0	0	0	0	0	0	0	0	0	21	0	79	180	119	130	944		2	2	12	97	265	1039	1685	3222	2390	3487	19367	34566	60044	68698	62240	83638	137285		16626	18833	20325	31452	41725	48827	44632	52250	60651	68789	68386	77108	69146	100418	80174	68941	67528	
3802	"Activated carbon; activated natural mineral products; animal black, whether or not spent"	0	0	0	0	0	0	0	0	0	0	99	120	316	93	161	1092	950		1638	1233	1476	2055	2311	2135	1809	3715	7155	10133	18250	24522	25193	31884	30499	23643	21115		5616	6997	8336	10879	11624	12842	15284	17676	16172	19243	23854	29005	31976	33754	32188	28123	28717	
4007	"Vulcanised rubber thread and cord (excluding ungimped single thread with a diameter of > 5 ..."	0	0	0	0	0	0	0	0	13	0	0	1242	1537	148	461	278	973		6842	1372	36	40	498	2913	1532	314	1277	566	2224	3433	3400	647	793	3275	4369		3571	5702	6383	7664	8403	10099	9218	10331	9629	16062	16537	16361	14114	10363	8455	6947	9907	
4602	"Basketwork, wickerwork and other articles, made directly to shape from plaiting materials or ..."	192	266	490	521	465	463	783	863	632	692	829	904	945	1013	1029	1315	988		61006	73955	88996	117361	130921	142018	157110	141591	123232	137070	144543	146199	166312	179631	183819	184050	221361		2657	2983	6455	11000	6731	7458	6907	8080	5984	8783	9379	8145	9406	9255	8431	7172	7146	
9607	"Slide fasteners and parts thereof"	119	188	43	34	90	145	77	952	971	1477	1577	1753	1715	2084	1536	920	1004		12470	7562	7567	7146	5642	9111	10909	11029	11889	18621	20872	25025	29584	33148	39593	41679	17732		27526	44017	57386	65182	63606	71695	85311	64770	49749	71160	71059	71632	75817	79726	64263	64713	71921	
3707	"Chemical preparations for photographic uses (excluding varnishes, glues, adhesives and similar ..."	0	0	0	0	0	0	0	21	35	23	178	37	103	196	154	271	1033		499	31	7	24	1	12	60	41	7	48	36	211	151	286	204	137	26422		29927	27317	35290	46065	47732	50252	51160	47512	42109	42754	50533	44559	48030	49150	40911	39188	38184	
8504	"Electrical transformers, static converters, e.g. rectifiers, and inductors; parts thereof"	4	57	1	2	15	39	60	1	22	124	71	86	81	562	1063	511	1056		42543	42902	52319	150271	133750	224608	253286	295354	300310	427430	490299	546592	626103	775483	932861	1150991	1358162		124727	197928	236123	305033	367916	411948	486618	565681	481441	522822	682074	599499	698991	728300	731128	776451	1018910	
6102	"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ..."	6	10	6	68	108	38	221	630	251	214	387	520	234	632	651	813	1059		9118	49186	74695	115657	115595	117277	131041	148222	125740	149734	195015	190864	227816	313007	365329	302206	385756		1077	1785	2657	3338	3468	4830	6041	9961	8263	9859	11318	8116	9224	13009	13620	13607	17356	
9606	"Buttons, press-fasteners, snap-fasteners and press studs, button moulds and other parts of ..."	39	106	121	159	180	176	280	448	750	1216	1107	1100	1195	1157	1190	1322	1097		3488	5936	5692	7284	8699	10287	12893	14341	11953	10759	11962	9437	9246	9909	12497	14727	22953		17448	25176	32260	35032	39506	43248	54294	52161	36968	42165	46919	43163	40240	38876	31517	28058	27216	
1209	"Seeds, fruits and spores, for sowing (excluding leguminous vegetables and sweetcorn, coffee, ..."	0	30	0	1	1	113	3	147	117	9	239	138	569	707	743	482	1124		2447	1745	1445	1288	1803	1095	1440	1115	2243	5047	5283	4893	6917	9218	6935	9843	28334		25407	36633	47037	52429	65496	78766	108889	135029	132236	137317	141702	150592	158391	143324	140162	133480	137613	
8483	"Transmission shafts, incl. camshafts and crankshafts, and cranks; bearing housings and plain ..."	0	0	0	0	0	1	0	27	50	32	1	1	98	324	561	864	1160		955	965	2811	6472	15801	20120	24325	32194	37840	61038	69882	102886	87622	89199	94017	124381	149489		82932	119100	155709	218750	257265	319619	406417	541093	452766	532454	618560	568285	639074	655650	627152	642063	704213	
9506	"Articles and equipment for general physical exercise, gymnastics, athletics, other sports, ..."	44	114	48	22	48	90	191	187	216	293	325	535	731	1133	1031	1365	1171		10387	9509	12071	17909	23562	35694	49164	66054	79796	103528	119294	160156	169321	210710	252356	252832	478034		18095	23928	29721	47869	69381	78306	91560	95679	76985	99845	106760	127814	149153	152682	112442	106938	113241	
9505	"Festival, carnival or other entertainment articles, incl. conjuring tricks and novelty jokes, ..."	0	0	0	0	0	1	32	26	8	8	230	99	163	575	1287	1025	1216		2676	3664	3775	3627	3971	3895	5063	6124	6546	5137	7962	10532	10718	12689	15295	17310	35145		1438	1517	3045	5533	5948	4895	5854	7358	5215	9263	32056	25279	25342	28376	32203	21161	24524	
8215	"Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and ..."	0	170	133	60	10	61	296	177	299	696	1105	1247	830	782	593	602	1232		12581	19489	23541	37576	57717	69401	88997	103794	78641	94476	114073	118216	122797	139844	169972	155739	194008		6290	4833	8126	17274	23811	36590	45123	46432	39387	50064	66700	49165	38628	46141	55595	30995	26016	
9021	"Orthopaedic appliances, incl. crutches, surgical belts and trusses; splints and other fracture ..."	0	0	0	0	0	0	0	94	81	133	84	101	177	646	608	803	1255		0	1	23	22	111	19	12756	35008	52589	67859	71507	95224	124623	144301	150006	123094	373129		108245	106724	109311	147211	207061	261793	286927	353159	319143	359750	401844	417004	483839	493186	424268	442956	409891	
0902	"Tea, whether or not flavoured"	8	2	82	65	47	358	364	748	574	964	3006	473	621	738	571	281	1406		78093	82983	58392	96693	99431	110431	133497	147326	180219	200536	205539	224847	229075	227719	212422	225410	126658		8375	2684	3941	5205	6438	7735	8158	11322	13538	21530	17732	13710	17554	16045	17015	41089	59929	
7223	"Wire of stainless steel, in coils (excluding bars and rods)"	0	0	0	0	25	0	0	0	0	126	0	0	0	0	382	1201	1408		57	442	2116	5200	8185	12809	19917	12814	7698	12514	14466	12622	11006	11193	9894	10639	20617		5575	8659	11579	14606	18407	21209	36952	33900	17988	30314	38336	34428	34881	38388	36015	31549	38954	
7411	"Copper tubes and pipes"	0	0	0	0	0	0	0	0	0	346	754	669	591	389	578	577	1423		162	1006	979	897	153	299	276	796	323	34653	107554	92065	124310	173367	202157	293331	447912		13663	18204	25716	49938	53300	109338	148973	151653	76629	127538	172700	149029	156512	143851	145433	124421	152013	
6105	"Men's or boys' shirts, knitted or crocheted (excluding nightshirts, T-shirts, singlets and ..."	1	3	60	13	5	33	313	746	1642	1489	3625	2137	3192	2539	1693	1888	1454		5677	20143	81032	116113	147416	155213	203893	254462	213631	280446	356620	407871	478063	485084	510049	540369	1034072		1968	1388	3010	2641	3276	6941	9896	24316	31549	40991	47105	33058	35683	39541	42633	26865	26806	
8473	"Parts and accessories (other than covers, carrying cases and the like) suitable for use solely ..."	3	1	0	0	0	7	38	188	9	9	86	100	205	154	571	804	1489		444266	309947	316056	433103	479550	506342	106865	497453	339545	221769	310897	314780	343583	349420	515457	463318	1442745		141935	184655	209825	309224	448342	505948	402508	295157	246331	268024	235376	171313	180266	201500	167889	140682	147204	
7312	"Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel (excluding ..."	0	0	0	0	13	0	0	0	0	294	393	125	91	252	512	652	1517		415	368	780	61	212	823	3398	9139	14544	19138	62517	129172	229153	245131	270577	272658	353024		11100	11130	14116	17073	27825	32070	45955	55921	49159	55707	63034	55888	70622	88029	114475	67653	88222	
6205	"Men's or boys' shirts (excluding knitted or crocheted, nightshirts, singlets and other vests)"	98	62	20	51	182	158	1439	5252	5920	14278	10804	2908	1953	2762	2451	2042	1632		162008	225323	249852	330585	324261	358604	373897	383620	389818	478828	613459	629962	685551	806691	852415	897204	1014867		6915	7007	10324	18329	18555	26873	46390	88263	96536	139380	157672	122271	173646	176698	169435	122225	91126	
5513	"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ..."	0	0	0	0	0	0	0	0	0	90	3136	0	0	88	911	90	1678		864	10904	10955	4405	2098	2880	3391	2972	3064	2611	6072	1119	1182	2976	7999	6511	11237		16825	28046	36305	67820	77830	91247	89570	88103	84508	89439	96250	48092	53444	47145	32804	27376	30168	
6206	"Women's or girls' blouses, shirts and shirt-blouses (excluding knitted or crocheted and vests)"	17	3	14	3	66	71	156	829	686	1183	1944	1407	3014	4565	3437	2151	1680		27959	45132	32752	57620	75492	108551	128538	124078	140024	176281	193129	273611	394561	513414	613670	660523	735990		6039	7278	10349	13416	25150	41203	64248	94466	88738	105931	126935	99097	119413	130979	128632	112284	113121	
6112	"Track-suits, ski-suits and swimwear, knitted or crocheted"	44	10	6	138	71	64	251	372	270	913	2533	1320	1079	1722	1165	2280	1688		18724	21130	23133	24618	28334	27363	34208	50496	62354	94781	115919	95119	122471	172810	190626	224953	289093		2859	1898	3853	7650	6621	8405	11048	16039	17947	24017	29686	24536	28216	30907	28904	31650	29170	
4402	"Wood charcoal, incl. shell or nut charcoal, whether or not agglomerated (excluding wood charcoal ..."	0	0	0	0	0	0	0	0	0	0	6	0	71	92	72	371	1703		4650	4783	4090	3900	4149	2986	5108	5771	4791	4663	3614	5016	4885	14514	32547	38743	49993		319	246	505	1708	2379	3943	5844	4878	6053	7777	10642	17630	32954	29869	36676	39262	39486	
8413	"Pumps for liquids, whether or not fitted with a measuring device (excluding ceramic pumps and ..."	0	0	0	0	4	21	52	72	52	167	43	230	594	1191	1450	1481	1732		2133	986	3855	6055	7375	10335	13836	11472	22520	27752	43753	35894	43255	44759	45214	75195	111250		161666	215639	275663	375431	421154	513470	611304	715898	553150	750269	876009	792653	968562	881495	851527	889133	975186	
8481	"Taps, cocks, valves and similar appliances for pipes, boiler shells, tanks, vats or the like, ..."	0	0	0	10	0	0	28	33	48	92	142	250	742	3512	1101	1322	1796		2285	3130	10619	11262	15409	22778	35187	73512	80290	96647	116561	131284	189796	285176	402527	542687	918721		158455	197916	275621	388540	420211	564667	694232	742847	549057	709186	962655	927653	1106145	1056526	1005408	1132064	1184064	
8523	"Discs, tapes, solid-state non-volatile storage devices, "smart cards" and other media for the ..."	0	0	0	0	0	219	1720	1633	1674	1556	2276	1360	2701	1921	1739	1956	1804		841	62	120	50	445	11756	25948	39138	32460	36890	42117	46978	47255	55676	74966	90219	205050		25194	28917	36253	64283	68981	91173	458429	432871	403220	396221	428793	382574	390294	361626	332732	282444	233452	
6101	"Men's or boys' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ..."	285	1	33	73	106	37	151	156	514	520	639	482	362	986	680	1856	1841		12177	33447	79121	86017	77818	72429	106215	108027	105332	122442	165432	169893	160406	233902	269072	259857	278929		1107	872	1352	2946	1823	3254	5431	7866	7889	11438	13817	9459	11175	10154	9826	10649	14791	
8508	"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners"	0	0	0	0	0	0	0	0	0	0	777	4745	4479	7533	6223	1989	1930		267	388	981	0	0	0	0	63	158	132	65576	134047	224903	323782	237722	208015	270451		21252	0	0	0	0	0	93762	103299	80039	102493	136810	134031	194837	195886	155434	110218	136919	
8543	"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85 and parts ..."	0	0	0	0	7	10	39	54	855	51	64	92	247	277	337	6834	1955		615	1336	1163	1421	1529	4321	3744	9018	24864	102476	59412	38039	41148	39141	31816	74741	252740		70898	69422	122935	159406	187272	202272	248360	249489	206227	245472	317256	317840	341704	335405	306896	337190	261012	
6212	"Brassieres, girdles, corsets, braces, suspenders, garters and similar articles and parts thereof, ..."	1	0	23	144	101	38	285	256	377	449	704	360	229	335	431	937	1982		73685	78856	76068	88015	93000	102463	110155	121285	110555	120633	150117	157321	176676	200300	235325	383915	766174		6178	9500	15125	21201	19568	31632	67937	76777	69929	92147	117926	34678	43585	49938	41844	43437	56715	
3903	"Polymers of styrene, in primary forms"	0	0	0	0	0	0	0	205	142	280	454	8653	10215	6851	6616	5546	2133		129	109	118	5018	12012	18274	22312	32739	25720	27532	21270	29595	52817	62535	49297	34117	53837		136860	204206	296351	482320	541883	635311	760997	683795	494539	779746	985348	1011585	1074679	973642	795017	698281	880629	
4011	"New pneumatic tyres, of rubber"	210	275	2043	1570	1152	234	206	1444	2050	3551	4657	4050	3391	6603	4392	4612	2139		15565	12851	23949	27598	29276	49803	66239	114465	133062	237448	308549	335696	327762	462191	505417	625880	833739		93720	146993	233855	323570	328314	436808	532115	601342	444979	611771	833015	940004	1027562	936361	824499	917323	937456	
4016	"Articles of vulcanised rubber (excluding hard rubber), n.e.s."	0	0	4	6	1	31	396	171	123	176	628	2032	955	742	796	867	2143		7716	12703	28023	23416	34530	64212	61875	95161	98569	194911	258404	254754	269196	298723	301943	312257	306683		46624	63469	91158	128556	137839	165740	206115	232288	191686	238597	290111	296228	336400	359731	343696	337998	372586	
4015	"Articles of apparel and clothing accessories, incl. gloves, mittens and mitts, for all purposes, ..."	1	1	1	6	0	7	0	0	0	102	600	214	469	1	3	1122	2162		1712	2913	3747	4896	6059	5509	8852	12728	20685	41644	52370	56177	66180	82888	83325	101710	128790		7436	10530	11169	22453	22511	30608	45747	48461	54963	76639	104993	108755	109230	109732	126392	136154	156584	
9403	"Furniture and parts thereof, n.e.s. (excluding seats and medical, surgical, dental or veterinary ..."	286	344	1181	1756	2290	3254	4586	7554	5576	5335	7005	4460	6569	8637	6547	2945	2327		199172	310127	464654	716734	1013903	1299349	1647356	1841554	1739687	2129562	2258114	2655079	2961848	3430547	3746713	3901331	5851117		62129	54212	57222	100180	139772	211370	285679	305919	208278	242083	348733	289724	374673	352095	305812	212004	207108	
6103	"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches ..."	36	4	10	54	25	110	142	230	367	488	730	633	1175	905	1123	1440	2349		18694	91962	137878	127003	159782	168788	133218	217454	232492	280014	293078	239761	352339	411287	477475	598655	640093		2688	1707	2802	3217	4228	5773	8184	14545	13705	24437	23809	22276	30541	34391	35799	41947	44759	
5806	"Narrow woven fabrics of textile materials, with a width of <= 30 cm (excluding labels, badges ..."	0	49	151	161	181	191	319	581	591	1188	1640	1749	1614	1821	2047	2782	2381		2450	2147	1512	10817	14888	8837	12811	13005	11813	15417	16969	25127	28264	23426	31906	33950	40421		14685	23519	28294	34529	34391	36349	41483	41745	34353	47611	51735	49275	56735	56606	52985	57327	63428	
7202	"Ferro-alloys"	0	0	0	0	0	0	0	0	46	440	5900	5374	370	3576	3	357	2414		2	11	143	460	63	161	839	16040	32496	67081	146631	198874	221620	432944	470394	159563	152426		88397	139768	167236	334690	326984	357368	597070	920847	435859	649035	698009	606591	550926	571980	455039	371673	680271	
3701	"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ..."	0	0	0	0	0	0	0	0	0	0	268	5040	9303	7990	7087	2057	2417		3	315	38	8	31	103	144	234	288	857	1806	7277	12530	15310	9978	5325	4895		41213	49798	65703	82448	96716	105272	131978	129716	129968	138488	147321	133576	133320	122000	97782	90470	82459	
