Product code	Product label	Turkey's imports from Germany-Value in 2001	Turkey's imports from Germany-Value in 2002	Turkey's imports from Germany-Value in 2003	Turkey's imports from Germany-Value in 2004	Turkey's imports from Germany-Value in 2005	Turkey's imports from Germany-Value in 2006	Turkey's imports from Germany-Value in 2007	Turkey's imports from Germany-Value in 2008	Turkey's imports from Germany-Value in 2009	Turkey's imports from Germany-Value in 2010	Turkey's imports from Germany-Value in 2011	Turkey's imports from Germany-Value in 2012	Turkey's imports from Germany-Value in 2013	Turkey's imports from Germany-Value in 2014	Turkey's imports from Germany-Value in 2015	Turkey's imports from Germany-Value in 2016	Turkey's imports from Germany-Value in 2017	Germany's exports to world- 	Germany's exports to world-Value in 2001	Germany's exports to world-Value in 2002	Germany's exports to world-Value in 2003	Germany's exports to world-Value in 2004	Germany's exports to world-Value in 2005	Germany's exports to world-Value in 2006	Germany's exports to world-Value in 2007	Germany's exports to world-Value in 2008	Germany's exports to world-Value in 2009	Germany's exports to world-Value in 2010	Germany's exports to world-Value in 2011	Germany's exports to world-Value in 2012	Germany's exports to world-Value in 2013	Germany's exports to world-Value in 2014	Germany's exports to world-Value in 2015	Germany's exports to world-Value in 2016	Germany's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
0303	"Frozen fish (excluding fish fillets and other fish meat of heading 0304)"	0	326	51	239	0	0	92	0	146	64	0	0	0	297	202	372	33		58585	37692	34396	53002	105333	131799	103685	103813	89637	124312	161092	228288	176075	189947	171563	138639	161032		8676	14367	26114	40004	31799	36225	47874	56412	53405	66419	73177	70696	81856	76838	103583	78174	115447	
7001	"Cullet and other waste and scrap of glass; glass in the mass (excluding glass in the form of ..."	0	0	0	0	0	0	0	0	24	0	1	6	10	12	28	23	33		13453	14357	13147	14477	21960	23525	23516	25242	25478	31123	39413	29136	36560	24415	18941	21629	24242		2	3	2	1	13	129	0	372	217	446	46	154	797	346	263	468	730	
8410	"Hydraulic turbines, water wheels, and regulators therefor (excluding hydraulic power engines ..."	2463	724	2113	158	630	414	1718	10935	4559	2395	10344	1774	16412	16957	10241	1643	33		42541	43793	64031	81824	90636	133399	116455	103852	177443	183662	152955	158476	146007	165227	142883	131239	65165		15374	22977	24300	37478	9014	20780	50488	101625	144415	191138	186414	158474	163489	150354	93056	71083	18916	
5511	"Yarn of man-made staple fibres, put up for retail sale (excluding sewing thread)"	4	34	18	0	40	24	71	124	106	96	98	87	150	51	15	50	34		7096	8493	15258	16279	18290	22064	27041	22495	20004	20843	27074	26665	33534	26647	17229	15581	15590		597	642	462	1292	879	1147	590	858	952	1050	1136	1549	1302	2713	1373	779	336	
6601	"Umbrellas and sun umbrellas, incl. walking-stick umbrellas, garden umbrellas and similar umbrellas ..."	56	113	185	33	79	60	64	114	27	151	216	81	42	24	25	56	34		26604	26636	32582	40308	46253	52557	66356	64809	63305	67518	74734	74589	69579	79859	74535	103187	74298		2743	3777	5312	8166	9095	9953	15132	19818	21461	37646	43282	28996	30236	28064	35458	32948	21160	
6507	"Headbands, linings, covers, hat foundations, hat frames, peaks and chinstraps, for headgear ..."	14	14	2	5	8	14	16	26	8	32	40	43	47	56	28	14	36		1693	2348	2579	3421	4623	4380	4564	4189	4298	5830	6934	5338	5758	7168	7676	7077	9327		106	76	32	102	187	278	506	411	219	394	487	400	559	884	790	906	3114	
2502	"Unroasted iron pyrites"	7	12	20	27	23	23	22	26	35	49	59	62	80	56	61	57	36		237	217	200	162	119	219	290	305	253	228	328	189	184	366	449	572	519		17	30	46	59	47	75	91	112	43	192	155	86	126	157	289	270	279	
6214	"Shawls, scarves, mufflers, mantillas, veils and similar articles (excluding knitted or crocheted)"	9	22	37	90	119	88	91	580	233	145	146	195	61	40	44	51	37		68037	68277	78617	80177	95929	101604	102007	133033	145053	156825	195863	182350	182612	177381	153517	145943	142340		3596	4440	6858	12253	14591	16081	21079	36257	32695	42839	51552	45230	51521	56333	56067	39745	26361	
6304	"Articles for interior furnishing, of all types of textile materials (excluding blankets and ..."	97	125	303	209	149	476	84	160	176	207	337	227	195	447	176	80	38		24058	28185	30640	40323	42694	62085	88035	77324	99654	96219	121429	97696	101954	112818	117059	108048	107478		1380	1529	1436	3775	8284	12370	21797	26938	20152	20360	20988	17037	15938	36368	53178	58656	49468	
7502	"Unwrought nickel"	440	416	1133	1414	234	455	407	510	323	219	270	244	519	286	139	202	38		111006	85144	106327	198641	303824	337750	504505	332636	89359	123833	205115	183119	178648	244536	105627	86816	202736		11121	14164	23712	49308	51345	76576	146565	99304	41677	77963	100514	75239	67317	75581	68631	51461	52243	
8907	"Rafts, tanks, coffer-dams, landing stages, buoys, beacons and other floating structures (excluding ..."	128	328	205	725	358	375	630	286	72	90	312	250	49	125	69	214	38		13441	25952	30632	30051	22434	17602	31367	56959	52235	91447	81844	87037	93076	59093	25326	55624	81291		18131	7022	1954	28825	46113	6106	4496	14077	3964	10113	3516	5810	2873	3839	6141	3882	4990	
1106	"Flour, meal and powder of peas, beans, lentils and other dried leguminous vegetables of heading ..."	410	446	333	291	1232	929	705	1079	1043	936	298	56	185	128	311	491	39		3690	5653	6447	7200	10692	9890	10908	9979	9864	12011	14222	14728	19058	16590	17643	21210	23989		1212	878	711	547	1570	1406	1415	1910	1859	1649	2577	617	1444	849	1035	1530	2798	
1212	"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh, chilled, frozen or ..."	9	62	0	12	56	56	80	7	127	3	207	19	115	61	43	78	39		8882	12198	12774	13725	15014	20936	24258	28898	24078	24413	31733	30087	37792	40686	41583	45846	47642		2081	3547	3910	3211	2540	4494	2380	1632	2040	1995	3571	6940	4938	8437	11613	7987	23950	
7206	"Iron and non-alloy steel in ingots or other primary forms (excluding remelting scrap ingots, ..."	0	0	2	0	4	115	311	362	191	15	58	9	89	220	100	62	40		1815	2129	4829	2794	2702	4627	6046	6161	2587	2903	4374	7201	5872	5896	4456	4887	6525		5	8	2	101	10	599	1276	8300	284	23	72	28	172	952	540	509	520	
5705	"Carpets and other textile floor coverings, whether or not made up (excluding knotted, woven ..."	62	145	69	100	214	181	279	593	63	82	633	171	381	285	192	10	40		9549	13591	15982	17150	16707	17905	18420	23706	21149	27674	31344	27761	26599	32913	27076	24723	23467		885	919	1511	2088	2818	3235	4559	4858	3291	3761	5191	2985	5801	4498	4314	4367	4007	
0709	"Other vegetables, fresh or chilled (excluding potatoes, tomatoes, alliaceous vegetables, edible ..."	14	37	0	0	1	5	20	8	0	0	0	0	0	0	0	0	40		53493	51609	65197	63242	110506	107112	95856	124964	120438	130811	143550	144065	163362	156697	146429	137566	143055		30	52	141	240	389	472	968	3007	1910	1388	2458	2217	2891	2597	1887	1690	1315	
5508	"Sewing thread of man-made staple fibres, whether or not put up for retail sale"	361	327	901	392	501	511	315	625	531	281	218	91	305	125	148	101	41		31134	30168	39444	45945	53108	55070	43882	43555	28453	26647	24903	21297	19046	15596	11586	16050	18460		9016	12022	11585	12506	16058	22092	27827	29436	36085	43764	49660	50174	50933	50449	46508	46259	50184	
6404	"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of ..."	62	78	183	212	275	151	58	109	100	38	87	79	95	91	38	44	43		106562	127982	167276	226378	248223	301140	364695	444967	402586	461787	700660	686928	898358	1137691	1135970	1427113	2115297		13951	17400	27587	51110	76453	84147	96598	113990	98689	124158	171549	182103	244949	263062	258741	273233	258738	
8606	"Railway or tramway goods vans and wagons (excluding self-propelled and luggage vans and post ..."	63	0	1047	623	0	756	1443	1691	230	13	2265	1799	482	0	0	576	43		78397	81368	134659	79057	60144	99992	94681	103782	69538	81577	85146	81067	94229	142627	85893	78457	74192		1458	333	2259	9372	13924	30740	12535	11789	6110	5904	19189	5187	7610	30301	3068	4415	1442	
6101	"Men's or boys' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ..."	18	38	66	146	47	181	104	212	91	40	50	111	213	54	43	44	43		6005	10116	11373	11981	17175	21057	22598	29626	31775	45598	75212	76206	88990	102132	82377	88620	100481		1107	872	1352	2946	1823	3254	5431	7866	7889	11438	13817	9459	11175	10154	9826	10649	14791	
7319	"Sewing needles, knitting needles, bodkins, crochet hoods, embroidery stilettos and similar ..."	107	46	99	121	122	76	100	149	76	97	78	96	66	73	122	64	44		7880	9624	11851	12345	12231	12861	13886	14310	14622	13966	15495	14854	17490	17794	12722	13648	13005		1051	1137	1350	1417	1897	2010	2330	3039	1944	2631	2341	2575	2640	2302	2202	1954	2438	
2852	"Compounds, inorganic or organic, of mercury, whether or not chemically defined (excluding amalgams)"	0	0	0	0	0	0	53	88	90	92	97	139	166	124	88	117	44		0	0	0	0	0	0	4704	4334	3745	3144	3195	4069	4634	3797	3249	3027	3591		0	0	0	0	0	0	58	133	94	107	106	155	186	141	105	173	124	
8104	"Magnesium and articles thereof, n.e.s.; magnesium waste and scrap (excluding ash and residues ..."	23	56	160	1482	3085	657	273	265	232	371	266	380	353	244	153	39	45		41088	35134	42749	56628	58735	77057	100916	164167	73156	75574	85837	91361	85176	79042	76181	68594	75134		3580	3764	4616	7655	16461	12967	20691	42590	17789	33742	35964	33880	40821	31566	31847	21906	33167	
0601	"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant, in growth or in flower, ..."	0	0	0	0	7	0	1	21	0	0	3	0	0	0	10	61	45		8248	14094	15641	18856	23136	28457	39490	60499	62243	73463	82039	86372	89746	83661	66963	71394	70784		994	861	1299	1521	2211	4125	5052	5387	4881	5560	6081	5805	7100	7381	9995	9093	6846	
0302	"Fish, fresh or chilled (excluding fish fillets and other fish meat of heading 0304)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47		109162	98166	75724	122353	230581	248960	217556	209888	223782	269563	241066	183107	226901	235634	213518	238569	219785		331	273	1011	2933	6420	10865	14589	20509	20130	26722	38604	46229	44060	50475	65548	45218	43300	
0304	"Fish fillets and other fish meat, whether or not minced, fresh, chilled or frozen"	0	40	46	0	0	12	66	0	0	0	0	0	0	0	0	21	49		240969	255008	283027	273101	353525	440314	440781	519796	497051	549384	646124	559826	633468	652873	589585	665016	726289		929	1428	1868	4024	6517	10064	12509	14905	15051	26120	29362	26467	26972	26009	28869	23396	30218	
2846	"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures ..."	10	14	27	93	44	39	48	39	54	45	95	67	70	79	72	61	49		4837	4952	6386	8953	1549	2490	4685	5535	22444	34262	81212	72533	45381	38956	43842	23400	17907		655	774	942	892	785	773	1456	1815	1209	3856	6070	3447	2571	1727	1893	2369	1525	
4104	"Tanned or crust hides and skins of bovine "incl. buffalo" or equine animals, without hair on, ..."	2019	315	278	591	640	476	385	360	2	169	186	217	76	0	6	11	49		623940	143271	159597	165093	118576	119312	137080	134631	83337	111580	144614	154348	188499	192422	145274	153497	175659		53042	6811	6898	7669	6240	13350	37074	40087	17495	36647	64639	48104	64550	54836	37916	36535	31017	
7112	"Waste and scrap of precious metal or of metal clad with precious metal; other waste and scrap ..."	0	0	0	67	0	0	0	0	0	1	0	0	0	0	0	632	49		314404	427323	340926	492868	575498	918679	1523268	2017906	987663	1428461	1898414	1922230	1436366	1240857	992591	1016262	1021306		14	0	272	67	0	0	0	0	0	1	2361	38	4	4435	4293	942	255	
6704	"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human or animal hair ..."	44	47	40	42	37	102	152	146	153	158	191	294	262	77	40	67	50		14482	14527	13320	15475	16886	19816	25705	27026	28785	32552	39515	42634	47914	50762	47411	54094	61326		346	390	566	790	1329	1926	3093	3183	2314	2675	3081	4734	4708	5327	4470	4297	5259	
0906	"Cinnamon and cinnamon-tree flowers"	0	0	0	0	1	0	0	0	16	2	2	6	3	5	1	7	52		995	1163	1370	1762	2328	2973	3307	3624	3594	3721	4585	4227	5891	6167	6039	7246	10093		163	297	300	377	255	530	500	413	581	1272	684	1061	1130	1732	1265	2083	3396	
0907	"Cloves, whole fruit, cloves and stems"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	52		829	831	558	581	850	1384	1337	1699	1473	1962	2901	3339	3272	3799	3706	4110	4979		14	178	148	126	121	195	137	99	253	363	406	382	173	571	594	353	726	
7405	"Master alloys of copper (excluding phosphorus-copper compounds "copper phosphide" containing ..."	154	73	135	87	169	189	338	427	346	195	297	561	375	426	253	30	54		11116	9745	8951	12535	15957	24325	24521	20699	9072	13373	17089	16397	13125	12954	11171	8504	9112		198	301	490	772	611	765	1232	1901	930	1716	2475	3064	3348	3343	3404	3213	3748	
0106	"Live animals (excluding horses, asses, mules, hinnies, bovine animals, swine, sheep, goats, ..."	11	0	4	14	1	9	6	17	12	19	20	35	33	66	38	151	54		12407	15153	17717	17219	22048	20163	22876	25722	26762	26600	34242	32474	31472	32637	33168	36879	35205		725	1015	730	1052	859	1160	1530	2002	1385	1451	2271	2632	2525	3202	3550	3401	3333	
4420	"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, ..."	48	40	32	22	40	47	96	72	57	169	154	63	163	173	49	47	55		29658	31203	26511	25175	31833	39680	48938	56584	52495	58212	60019	56610	57792	67279	66616	71238	73765		1025	1007	1910	3790	5265	6022	6434	7364	6517	8691	10954	8586	10372	9158	7895	5585	5360	
5809	"Woven fabrics of metal thread and woven fabrics of metallised yarn of heading 5605, of a kind ..."	4	3	5	52	1	0	1	0	0	0	1	6	0	2	9	34	56		934	961	943	935	1905	1931	2397	2491	2065	2351	1981	1386	803	819	562	450	587		12	29	17	84	191	138	83	99	30	23	106	70	69	92	32	49	306	
2526	"Natural steatite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into ..."	117	217	300	287	345	123	210	188	110	155	203	139	109	160	111	83	57		2747	3042	3100	3004	3083	3293	4416	5552	3914	4551	6580	5602	5555	6695	9243	10178	11549		1885	3131	3724	5463	5093	5635	6170	6882	5226	6523	9692	7789	9123	8592	8597	9291	10825	
9611	"Hand-operated date, sealing or numbering stamps, and the like; hand-operated composing sticks ..."	264	352	418	473	506	485	551	513	288	407	298	240	296	166	75	93	57		20727	14621	15649	18804	17471	17152	20309	18723	13596	15472	15703	16238	18255	19115	16795	17200	17532		853	1253	1523	2000	2495	1668	2204	2561	1708	1862	2116	2044	2026	2298	1865	1520	1718	
4113	"Leather further prepared after tanning or crusting "incl. parchment-dressed leather", of goats ..."	0	327	486	339	533	316	333	567	170	192	138	200	216	92	73	71	58		0	44541	45234	41244	47191	38709	45950	45264	39776	45555	49113	53850	67290	60605	45646	34054	39491		0	18955	23671	20202	26380	41642	44054	42653	24738	36294	44190	44377	36670	34231	17284	10507	11781	
2711	"Petroleum gas and other gaseous hydrocarbons"	20	893	38	79	204	414	1437	215	210	259	123	99	654	529	271	178	58		2563234	2613633	3625850	5321673	4497460	4486605	4410745	5661192	3811673	4906097	9544224	7678328	8192499	7536893	9560685	5692078	7264599		955365	990349	977424	1164601	1646662	1664203	1856993	2349681	1640119	2366455	2973579	2945722	2734484	2677438	1454607	1217931	1647131	
2303	"Residues of starch manufacture and similar residues, beet-pulp, bagasse and other waste of ..."	0	0	0	0	0	612	0	0	0	5	0	0	3	99	23	789	58		35871	38060	43915	57861	79309	91506	92839	119139	152591	124039	135609	164845	215023	239852	156069	160918	164901		240	1544	2670	10150	26721	43122	165791	293336	159935	198716	120643	191378	272729	228985	206710	329602	445186	
7016	"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, ..."	120	323	100	160	396	331	666	820	100	154	197	177	366	366	179	69	59		35424	42331	50093	50936	52653	55240	67675	68411	58128	49863	59909	55081	53878	56744	37901	30374	34265		1559	1979	2419	4548	7658	5973	10425	9248	5384	8198	11060	9957	10017	10893	9962	10092	5593	
3101	"Animal or vegetable fertilisers, whether or not mixed together or chemically treated; fertilisers ..."	16	29	52	199	271	160	155	133	40	69	162	373	283	376	206	217	59		7019	6462	7736	10031	10568	13001	14234	16361	13624	21365	30510	40226	38795	32679	28619	26105	27184		297	444	804	1936	3091	2455	3468	5560	2771	4037	6023	6237	5568	7087	5857	5741	6640	
6111	"Babies' garments and clothing accessories, knitted or crocheted (excluding hats)"	39	27	65	153	70	103	47	70	81	65	227	54	231	235	112	30	61		43955	46041	56617	65398	80989	86382	118109	124448	130796	138251	179214	143505	173950	183669	147441	157052	178294		1929	1891	2789	5031	4984	8370	16286	22126	19561	26227	33885	32699	43757	48027	47491	41409	32568	
3211	"Prepared driers"	15	31	26	15	43	35	45	44	22	290	838	167	225	107	142	152	62		4729	4538	6186	7759	8159	8041	9407	9560	9489	14098	13398	12049	11768	10910	16774	17412	19920		307	487	129	131	209	317	481	1310	1743	1547	2281	1501	1376	1485	1076	778	839	
2927	"Diazo-, azo- or azoxy-compounds"	850	892	259	635	644	449	155	316	173	189	292	145	228	196	123	86	62		5735	6388	13427	16182	17724	20796	20625	19784	18670	34681	47797	25185	27746	30020	21317	26225	25122		2304	2534	2467	3581	3765	4595	4510	4848	4044	6223	7240	7628	9561	10055	11122	10559	13989	
5202	"Cotton waste, incl. yarn waste and garnetted stock"	41	48	14	16	28	23	33	36	97	13	0	728	91	60	111	69	63		19299	17995	20094	24665	24881	24552	24465	29253	28329	34884	73668	48530	48278	48631	34102	34173	49398		2551	3510	6888	7300	2767	3891	4998	5597	5176	5600	14053	4542	7132	7165	10124	7909	21983	
6603	"Parts, trimmings and accessories for umbrellas and sun umbrellas of heading 6601 or for walking ..."	50	10	75	2	11	27	34	172	453	102	243	208	103	361	48	18	63		5483	6932	7156	8394	7464	8526	14145	57558	166769	64789	13358	10224	11269	11710	11746	12862	15826		737	1076	1878	3247	3798	3979	4190	7333	5428	3827	5009	2644	2999	3876	5127	1914	1104	
1202	"Groundnuts, whether or not shelled or broken (excluding roasted or otherwise cooked)"	60	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	65		5173	2552	2362	1938	6780	9309	10982	15399	16007	15841	21035	23984	21145	16776	15236	21924	25147		401	34	237	3578	24948	2236	20150	21448	4099	11302	20005	21976	10807	16309	58711	21485	23405	
2402	"Cigars, cheroots, cigarillos and cigarettes of tobacco or of tobacco substitutes"	0	3	3	1	0	2	2	61	579	371	823	127	72	142	96	71	66		1745497	1760616	1813476	2021863	2996967	3119273	3597927	4200943	3837535	3761737	4963228	4293331	3802664	3835119	3557196	3740067	3286058		7	84	11	7	13	15	323	446	1581	1454	2926	326	1692	1339	1754	407	1088	
2517	"Pebbles, gravel, broken or crushed stone, for concrete aggregates, for road metalling or for ..."	69	71	26	19	30	42	21	117	82	115	59	83	173	115	160	78	67		163145	182674	182927	209569	234795	276448	303822	366214	355646	293841	348556	287132	283942	299909	220558	213587	232390		186	388	355	659	887	717	629	911	639	1007	1222	901	819	1108	747	477	502	
6209	"Babies' garments and clothing accessories of textile materials (excluding knitted or crocheted ..."	31	28	143	271	27	35	33	17	30	29	32	66	57	35	4	46	67		20410	22947	26596	32604	43715	43001	51944	56392	56390	53732	63535	48290	55227	59919	50420	45052	55064		992	2995	1143	1525	2903	3668	6322	8774	13130	15131	19701	14351	19477	20614	21388	23509	16497	
2511	"Natural barium sulphate "barytes"; natural barium carbonate "witherite", whether or not calcined ..."	28	45	45	50	17	25	34	35	7	10	4	95	91	523	211	174	70		6355	6225	7963	8466	8818	8831	12150	13460	0	0	0	0	0	0	0	0	0		101	89	65	151	368	162	262	208	177	169	579	1226	4570	5562	1961	1945	2425	
9207	"Musical instruments, the sound of which is produced, or must be amplified, electrically, e.g. ..."	179	94	84	276	33	24	64	65	60	79	85	80	34	39	187	23	71		32282	31567	33960	46745	41020	51910	59047	71671	61006	98140	140933	134948	142862	146851	133951	130693	154975		2180	3563	4445	6599	8702	8216	10629	12482	10679	15590	16759	17443	14822	13515	13461	13391	14207	
1502	"Fats of bovine animals, sheep or goats (excluding oil and oleostearin)"	0	0	30	37	40	51	60	59	34	37	103	30	81	92	94	193	73		28265	34434	42671	34644	28135	33589	43338	72264	48542	52351	61607	61028	57819	48533	43533	49878	62157		32074	47237	61550	55930	68082	69605	94343	131660	84807	106988	111854	110253	55815	69058	18897	14325	15684	
8210	"Hand-operated mechanical devices, of base metal, weighing <= 10 kg, used in the preparation, ..."	64	189	241	461	235	205	251	408	182	191	122	122	312	180	198	356	76		29538	31572	26619	28139	33487	30839	36072	34697	31979	33568	37107	33523	37867	40269	36657	35168	32861		292	580	1676	2839	2187	5663	8601	4918	2979	6158	8928	10781	11649	12494	9550	7966	7754	
4903	"Children's picture, drawing or colouring books"	1	0	4	1	0	1	5	2	8	4	4	37	13	49	24	159	80		9735	9775	8967	8393	9955	12526	15973	18468	25395	30927	42347	38704	47502	49486	42844	44299	53702		49	82	179	527	576	902	1363	1156	1467	2165	2992	4111	2457	3091	2916	3035	4159	
1005	"Maize or corn"	128	124	6	414	239	189	205	53	255	14	28	58	57	285	190	74	81		109571	117286	166656	224661	184252	193088	213091	251876	200197	193085	294751	382879	379581	218915	148868	141022	159074		65635	133754	276182	190477	47335	12702	269337	381938	135136	124157	136119	245919	473138	350247	344333	128639	428738	
6505	"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile ..."	35	63	99	35	185	106	134	168	165	127	110	129	134	101	78	81	81		44173	50678	52773	61426	73865	96167	111630	130625	129715	140976	177094	160376	184197	204469	172446	179658	222815		2413	2685	4420	6181	11725	17836	22748	25573	22240	31435	39080	33442	37657	35411	36785	34874	29870	
6210	"Garments made up of felt or nonwovens, whether or not impregnated, coated, covered or laminated; ..."	183	67	383	124	253	234	235	754	284	364	426	471	1779	373	168	324	81		126630	130774	143701	157462	198468	257885	319457	325548	335874	364423	484101	432338	466593	478026	387381	357804	416786		3156	1622	2528	4117	4876	6093	9963	11391	27459	49683	152858	172285	211565	214767	310271	425122	132326	
