Product code	Product label	Turkey's imports from Germany-Value in 2001	Turkey's imports from Germany-Value in 2002	Turkey's imports from Germany-Value in 2003	Turkey's imports from Germany-Value in 2004	Turkey's imports from Germany-Value in 2005	Turkey's imports from Germany-Value in 2006	Turkey's imports from Germany-Value in 2007	Turkey's imports from Germany-Value in 2008	Turkey's imports from Germany-Value in 2009	Turkey's imports from Germany-Value in 2010	Turkey's imports from Germany-Value in 2011	Turkey's imports from Germany-Value in 2012	Turkey's imports from Germany-Value in 2013	Turkey's imports from Germany-Value in 2014	Turkey's imports from Germany-Value in 2015	Turkey's imports from Germany-Value in 2016	Turkey's imports from Germany-Value in 2017	Germany's exports to world- 	Germany's exports to world-Value in 2001	Germany's exports to world-Value in 2002	Germany's exports to world-Value in 2003	Germany's exports to world-Value in 2004	Germany's exports to world-Value in 2005	Germany's exports to world-Value in 2006	Germany's exports to world-Value in 2007	Germany's exports to world-Value in 2008	Germany's exports to world-Value in 2009	Germany's exports to world-Value in 2010	Germany's exports to world-Value in 2011	Germany's exports to world-Value in 2012	Germany's exports to world-Value in 2013	Germany's exports to world-Value in 2014	Germany's exports to world-Value in 2015	Germany's exports to world-Value in 2016	Germany's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
8436	"Agricultural, horticultural, forestry, poultry-keeping or bee-keeping machinery, incl. germination ..."	426	1228	703	1583	2429	4622	3812	3075	5503	14482	13748	10443	13390	8944	11693	6373	16502		270485	317616	360371	440252	527212	711494	845878	959028	838872	1060068	1443287	1418866	1180096	1070229	930318	958175	904899		6600	6786	6178	9588	10822	11115	17961	20636	18615	46138	49441	41791	52937	42287	37477	28234	49050	
4813	"Cigarette paper, whether or not cut to size or in the form of booklets or tubes"	3944	2781	4425	4186	3487	3342	5120	8647	13259	13711	14498	19677	19605	18579	15749	17811	16694		87356	89933	101132	131174	132103	135004	169661	172760	214551	215486	232128	237717	247834	255402	216702	195076	187567		28155	26431	33648	35712	35936	36233	41600	51228	54031	55469	51505	60949	63655	67117	61612	63879	68855	
4819	"Cartons, boxes, cases, bags and other packing containers, of paper, paperboard, cellulose wadding ..."	17399	22743	24490	29968	28051	27032	18086	19443	16313	19532	14352	16080	9986	19166	17403	16430	16799		1332147	1529387	1738963	1951513	2207581	2458929	2886405	3240203	2938511	3030135	3474170	3183725	3334930	3386324	2852683	2940793	3178817		27957	30988	41855	53607	60778	68831	67121	67940	57088	68571	64733	67510	68148	65923	58327	59796	50818	
5502	"Artificial filament tow as specified in Note 1 to chapter 55"	19343	14942	10748	21031	18180	12879	14691	2264	3131	5148	5493	6952	10952	12787	5122	12664	16835		343849	368199	405547	458692	459614	490861	514448	571113	383616	370994	409676	7442	7834	7072	7562	5561	0		58781	65970	36072	55609	45060	51626	81043	60299	70764	69529	73375	94799	98798	111281	112084	103440	108014	
8449	"Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, ..."	31	337	17980	874	22426	1659	1160	14842	2857	49332	52773	18699	14465	5883	83420	8297	17009		137729	94643	149257	185936	344064	244003	231054	277005	272899	326390	551132	520795	303388	436716	347186	343972	419063		5178	1311	33674	21481	35078	6349	4548	26432	15499	60670	75942	39129	45121	26335	125876	32259	27704	
8525	"Transmission apparatus for radio-broadcasting or television, whether or not incorporating reception ..."	98335	137846	117871	191996	227480	150063	11003	8909	8703	7980	9225	13087	11749	12531	11546	12460	17059		8868295	10244295	10076941	15749064	17165297	15940251	2660499	2324526	2036780	2128435	2489454	2140582	1965253	1984841	1834632	2009406	2401237		524699	540423	720444	1210863	1435328	1792171	406822	384899	374584	353458	387023	276029	233808	206186	195684	223043	278141	
7106	"Silver, incl. silver plated with gold or platinum, unwrought or in semi-manufactured forms, ..."	920	1225	2044	10633	17525	7908	6364	6706	4358	9898	18145	15072	18428	11250	8138	23002	17060		351750	440030	481074	565784	605623	960557	1029769	1198954	855247	1842730	3308324	2570237	1971562	1760750	1299017	1345565	1476866		10720	23635	29411	51163	55700	48345	54011	47109	13952	28373	160096	215787	202856	174544	161538	163536	147411	
5903	"Textile fabrics impregnated, coated, covered or laminated with plastics (excluding tyre cord ..."	10990	13980	14991	26257	26128	21831	17024	22289	15653	16422	17643	16578	16248	15658	13394	12078	17244		488430	544655	641168	729308	694399	725213	751063	828613	694574	852693	975273	900238	945236	1018047	946493	1073187	1186997		35475	49876	61984	106842	132266	105711	115277	130497	115889	140271	193274	164289	184759	201020	167585	164291	190373	
8514	"Industrial or laboratory electric furnaces and ovens, incl. those functioning by induction ..."	14470	5299	11578	11978	16968	27945	14431	23836	34678	11486	20156	17414	17547	15662	25143	10707	17267		485553	476315	444896	610706	748301	980921	941207	1762959	1343637	1305372	1403571	1274908	1161699	952334	864488	765013	821694		25546	12582	36778	32472	45802	56667	59728	68244	95415	67387	117821	76897	69665	62859	75110	61219	60283	
7211	"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ..."	3530	3969	4396	6145	4926	6195	5885	8154	7901	13407	16375	17427	19309	19474	14847	16251	17332		546779	579008	716086	924620	1067657	1163145	1335859	1512681	899826	1169315	1380529	1182933	1146350	1119740	910047	910229	1071545		28344	46289	88047	119209	139195	142037	171599	280403	155090	230148	256706	251008	167331	69246	53891	50631	64050	
8508	"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners"	7879	0	0	0	0	0	35617	26173	27846	21412	30864	21491	27357	32493	16846	13899	17426		1021358	0	0	0	0	0	900316	997432	805031	921542	1126744	1037066	1156876	1204577	1058111	1219305	1491792		21252	0	0	0	0	0	93762	103299	80039	102493	136810	134031	194837	195886	155434	110218	136919	
8523	"Discs, tapes, solid-state non-volatile storage devices, "smart cards" and other media for the ..."	1381	1474	1024	1206	1865	945	27458	32426	25271	24635	28656	25604	23635	21188	19009	19793	17427		1048340	977023	705106	885355	1052558	1532247	7326509	7540994	6627469	6517047	6660705	5508890	5240035	5295544	4523497	4441645	3742720		25194	28917	36253	64283	68981	91173	458429	432871	403220	396221	428793	382574	390294	361626	332732	282444	233452	
9025	"Hydrometers, areometers and similar floating instruments, thermometers, pyrometers, barometers, ..."	1608	2590	3661	4491	5766	6852	6740	8340	6229	8435	10605	10964	11335	12026	11390	12502	17457		249524	288697	302299	362837	398679	461851	504248	598547	565646	654822	718333	673957	730276	879821	839488	817672	790256		10637	12885	18275	24667	28729	32456	41684	46277	32506	45441	53254	53739	57468	64433	68448	82489	93642	
7222	"Other bars and rods of stainless steel; angles, shapes and sections of stainless steel, n.e.s."	2209	3387	4923	5730	5398	8249	11796	10669	6351	9194	12630	13183	13637	16103	14406	13858	17831		224680	217260	257331	371664	467461	608688	980207	972150	524186	738167	1001591	937893	884804	872547	685927	601248	713389		12438	17125	26948	36839	52372	54266	90170	90497	56401	70403	106926	100748	97566	115389	108049	87295	97222	
7201	"Pig iron and spiegeleisen, in pigs, blocks or other primary forms"	317	336	207	671	690	790	1559	3339	1101	7626	16061	6589	6481	502	4811	1759	17958		9330	15545	11024	40970	41142	65173	61019	96280	36572	84035	107451	101137	80021	64825	54640	48571	94352		22448	40738	49682	88572	120293	119362	317312	468674	227954	253575	598263	623942	414088	391691	342938	274005	361045	
7216	"Angles, shapes and sections of iron or non-alloy steel, n.e.s."	2814	4439	5072	12763	13731	16782	23418	50382	10967	8432	7894	57108	76217	29525	11010	10147	17970		791207	794181	941150	1347339	1401597	1802966	2221927	2644831	1177162	1352340	1839847	1635510	1523263	1495255	1218827	1173674	1342359		25720	49285	56038	124418	181310	245124	442948	317772	152648	209524	335934	363192	376086	252735	256389	251841	178180	
8307	"Flexible tubing of base metal, with or without fittings"	925	1457	2368	3246	2935	2003	3019	3657	2559	2059	2566	5111	11994	16185	16122	15619	18347		159111	159626	179449	220415	238184	249455	342351	439302	271771	319055	386334	381443	372199	400769	341701	345258	373995		2135	3155	5543	6393	6681	6965	9725	13198	10552	12236	14561	18451	22336	28840	27906	24408	26601	
8209	"Plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets"	3178	3754	6090	10265	10467	11205	14044	12664	6947	10820	15787	15248	16352	18596	17366	16215	18515		339496	383496	469170	548075	633550	723144	961659	1035383	599232	829968	1113067	1061995	1120978	1180277	976808	945574	1097739		9336	12589	22197	38863	45981	54286	68415	71530	40023	64413	90054	91818	90449	100840	90288	84795	96295	
3911	"Petroleum resins, coumarone-indene resins, polyterpenes, polysulphides, polysulphones and other ..."	1750	2637	3736	4696	4584	6095	10238	11820	9539	12342	19183	16875	19891	24486	19430	21401	18559		1926556	2050247	2623547	3268823	3634652	3795829	4646906	4882613	802091	1006234	1095173	1070814	1101127	1130420	956946	1029254	1115090		6337	9551	13399	17538	19581	27152	39488	46462	39385	53303	81803	77603	85780	98845	89357	90899	97290	
2915	"Saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; ..."	9929	10127	10501	13291	12173	13715	16024	18196	15074	21669	24463	24093	23722	21137	19843	14191	18580		502504	548470	589798	763308	814164	896380	1085827	1146383	779583	959456	1133990	1049032	1163778	1190970	978412	909888	982566		83664	93653	115144	143808	177232	197975	230614	246691	180353	219275	293539	275589	295376	347329	292357	246999	280387	
7616	"Articles of aluminium, n.e.s."	2232	2949	4475	5195	6208	6989	12630	11957	9858	12465	11461	10434	11749	13310	13095	14035	18591		520116	554784	694051	774543	985944	1155518	1333699	1516149	1106567	1332814	1612055	1525905	1635431	1731372	1605382	1647182	1848082		9414	12954	15480	22651	29029	40293	49538	62683	52601	56594	68074	62738	72285	84338	77804	89616	94590	
8480	"Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (other than ..."	8495	9786	16528	18171	29862	25246	31346	36698	24575	29051	30558	39704	33248	23721	18666	18551	19172		880398	990152	1122021	1244937	1284013	1411500	1253280	1404037	1132442	1150768	1388201	1386767	1504316	1530998	1390733	1353122	1569034		129478	193203	189214	184665	287652	279089	278547	313580	275582	194097	265847	337788	395223	364470	274716	311319	281502	
7212	"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ..."	2854	4888	6745	8303	8094	8270	9225	11699	11717	13545	17613	18291	18790	17669	22356	18870	19369		368430	405046	501194	625059	658791	756531	891481	964894	718532	818916	924423	769313	797860	802053	643645	645195	750204		8386	12882	13828	17778	17466	42158	109689	60904	48310	67898	61482	51979	54856	56954	54098	57984	61730	
7213	"Bars and rods of iron or non-alloy steel, hot-rolled, in irregularly wound coils"	7464	9459	21852	40492	33444	38119	27278	50652	30100	64915	51798	25009	21750	10252	10769	12928	19440		499057	596157	724702	1289407	1355229	1466683	1600575	2211863	1025184	1377664	1731372	1546021	1405576	1403538	1096174	939605	1133030		32820	46198	85809	160114	197038	175763	231724	319765	178805	259168	303863	286383	303206	342409	222630	178427	260897	
8212	"Non-electric razors and razor blades of base metal, incl. razor blade blanks in strips"	2471	4813	4638	9663	9351	12919	10484	12865	12424	13117	15366	14521	13239	15693	15614	17487	19467		354144	385406	433069	603182	530875	517052	420369	419451	380474	434961	498337	507350	530782	479144	410106	402890	416163		16626	18833	20325	31452	41725	48827	44632	52250	60651	68789	68386	77108	69146	100418	80174	68941	67528	
2933	"Heterocyclic compounds with nitrogen hetero-atom[s] only"	26142	29612	42209	57725	51790	66867	47684	53015	41111	16651	20668	20202	24401	31984	19887	20678	19483		1102127	1357237	1331630	1696883	2081564	1951959	2181438	2448698	2913083	3026098	3556643	3663448	4146839	3977471	3630269	3381569	3429888		242379	273629	323093	424252	460103	481455	474339	522469	401825	433533	417433	325228	355818	425690	382779	408933	452717	
8503	"Parts suitable for use solely or principally with electric motors and generators, electric ..."	19573	7658	7554	9155	8550	11598	9339	10332	38827	30498	12420	103121	24877	12051	72488	28779	19791		610995	678439	810457	950334	1279900	1457184	2032117	2666328	2976785	3666892	3545749	2347216	1848923	1858682	1580148	1579643	1539123		58524	63682	30798	47500	49395	50901	64491	57144	180828	190179	220516	304995	142592	206626	225768	118268	82371	
8487	"Machinery parts, n.e.s. in chapter 84 (excluding parts containing electrical connectors, insulators, ..."	0	0	0	0	0	0	37586	31181	12858	17238	28540	21499	14791	32290	21608	35771	19798		0	0	0	0	0	0	2041820	2068654	1140175	1243825	1456212	1274774	1314270	1395473	1215271	1257762	1450549		0	0	0	0	0	0	79284	117157	70624	53313	72962	58314	49267	79887	64790	83714	68497	
9405	"Lamps and lighting fittings, incl. searchlights and spotlights, and parts thereof, n.e.s; illuminated ..."	6792	7201	9915	10859	15311	24204	30130	33419	19645	19647	28918	18806	23279	27707	20747	22677	19833		1143359	1221826	1369979	1571327	1820527	2075653	2529983	2860497	2461141	2652585	3178061	3053396	3231209	3517988	3140183	3269901	3378348		38078	45090	61542	87573	115613	174339	252858	302559	199143	304581	402732	360597	496017	572905	507098	358865	315025	
8459	"Machine tools, incl. way-type unit head machines, for drilling, boring, milling, threading ..."	5663	5894	7861	13891	9342	21302	23014	25103	10695	15395	25193	32675	18333	16950	12812	19446	19907		398309	401349	437495	537656	623358	740320	821208	942179	682183	741461	914884	1090166	1053706	837632	661594	595148	632424		18906	29706	36281	54996	48833	69612	64385	75714	28485	49087	76762	104401	70397	72703	66390	65071	60961	
5504	"Artificial staple fibres, not carded, combed or otherwise processed for spinning"	9387	7883	10888	10943	13977	21012	27757	23114	14667	24022	29728	36564	32096	16441	9608	18100	19917		427716	506309	599110	669318	652223	703684	783260	705461	155143	186059	210351	193792	206448	184178	147627	156266	171624		77934	112770	144441	205902	192504	260699	435972	412925	399497	567085	689956	632905	512921	485351	479219	540988	547377	
8465	"Machine tools, incl. machines for nailing, stapling, glueing or otherwise assembling, for working ..."	11746	16432	40219	59725	38309	82509	43539	114964	44421	38824	106117	50801	55887	55858	23805	17239	19962		1068114	1092392	1223062	1450231	1561614	1752962	2146258	2414207	1257116	1518719	1779143	1537659	1652746	1730685	1470707	1645314	1832481		23583	32689	71177	100824	101878	148257	123752	186109	78288	91880	187647	121555	138913	147773	96680	74608	67730	
7220	"Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ..."	11872	12249	14950	23747	36387	31558	35589	33286	26758	25929	24185	19840	19146	16434	15537	15745	20208		297943	308194	379398	518704	604290	769816	1114154	899605	514078	685040	764660	638588	638706	723496	639098	583072	728077		23247	32423	49838	79038	97549	114822	140516	131757	88742	122248	134685	118804	107459	129929	103484	99209	129340	
7307	"Tube or pipe fittings "e.g. couplings, elbows, sleeves", of iron or steel"	10926	15733	15965	17422	17436	17805	21873	25903	17619	15934	21945	19599	20353	25252	27070	24226	20299		619711	636648	772229	935807	1038644	1243822	1591310	1821539	1325732	1423986	1663873	1820196	1850795	1895734	1621667	1452248	1558646		32012	46287	47540	63001	84356	97082	121673	144068	96396	108277	138885	154910	180365	165934	186609	202061	166712	
8475	"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass ..."	6270	1619	1814	7119	4328	15370	10418	26158	4608	1830	4272	19432	6598	7578	14565	8436	20448		215154	169513	184407	213340	296634	372539	374723	469973	271476	335003	382689	317933	396647	476564	369910	294146	475586		15694	10459	18228	23005	36266	32326	52819	64628	14166	13660	42831	74959	35325	54532	84951	39423	44754	
2818	"Artificial corundum, whether or not chemically defined; aluminium oxide; aluminium hydroxide"	3482	4488	4794	5002	6411	9180	9718	10825	7258	12629	11713	13878	17727	18920	15551	17875	20608		330201	350001	426008	524311	551766	665972	703427	772584	590799	744568	775681	715554	735021	742611	647394	671394	774266		11666	16696	21253	24703	27676	35326	38818	52265	34678	52287	59159	55491	64746	71272	58525	72087	75862	
1901	"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing ..."	5194	3585	4665	12435	16791	16514	17044	17226	24444	32272	41418	45848	52892	51251	35842	38528	20827		548710	576203	682381	744769	780170	791519	922120	1248977	1208765	1192898	1349581	1428591	1619430	1706133	1624494	1766262	2154212		18356	16844	28484	32827	41700	55037	69149	86707	76925	83213	104786	111741	129035	136107	134363	126448	134444	
8511	"Electrical ignition or starting equipment of a kind used for spark-ignition or compression-ignition ..."	6862	8249	16451	29295	36938	36438	37429	27291	23065	26492	34582	34628	32096	29093	27967	26977	21082		932662	1042335	1264011	1391771	1522242	1643584	1719220	1852761	1440783	1706201	2053483	1940281	2113440	2172384	1791785	1830574	2040116		50317	73518	98658	142607	155038	158219	172056	197509	157887	201164	247675	229994	229961	222596	221264	231753	260472	
8539	"Electric filament or discharge lamps, incl. sealed beam lamp units and ultraviolet or infra-red ..."	11593	14546	18579	20763	21849	25026	31602	32151	26971	35236	34408	30473	32353	29828	23166	21577	21117		1376742	1499267	1809226	2074067	2105376	2234419	2583176	2661442	2224979	2493774	2665052	1837818	1887609	1863460	1685920	1581753	2000210		47601	65273	87181	116470	130145	153674	193815	229858	188506	234065	262975	227644	246969	203900	168973	146206	175916	
3701	"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ..."	9608	15062	18207	24328	27686	29756	31042	23406	29436	32428	39917	35230	38921	35988	27535	25119	21177		509338	621513	783961	903938	853294	936661	1081670	1025141	929730	913864	1005459	996223	995290	1018009	862000	829455	802360		41213	49798	65703	82448	96716	105272	131978	129716	129968	138488	147321	133576	133320	122000	97782	90470	82459	
4010	"Conveyor or transmission belts or belting, of vulcanised rubber"	3466	5247	7600	6969	7117	9102	10119	11321	12369	13369	15918	14348	13269	14322	16768	19018	21220		317942	350357	414822	484949	538498	642157	802298	881230	556931	619509	712379	675717	736841	758587	659981	680932	968180		18333	26347	36380	51282	50773	62695	67319	78009	65411	83191	103089	88155	90486	95229	95882	97072	106261	
8607	"Parts of railway or tramway locomotives or rolling stock, n.e.s."	2005	2370	2195	2869	4215	6291	8333	9413	4522	8105	17420	14331	20177	18632	17434	37826	21325		559503	640004	931701	1064290	1222492	1411460	1365445	1710982	1955282	2134729	2088969	1820160	2042555	2330229	1971161	1860565	1906706		11062	21860	11351	50566	44036	33979	55618	76558	57697	74581	103737	86498	94247	96559	80854	105234	69697	
2936	"Provitamins and vitamins, natural or reproduced by synthesis, incl. natural concentrates, derivatives ..."	8443	9645	10726	12395	10073	10754	14135	22166	17193	20795	20210	17793	18419	16118	15510	19902	21713		500458	563780	601685	572775	547664	643083	753158	1065669	477437	479280	463452	417077	414341	430053	404525	448399	497852		19306	25574	34182	36982	34621	36648	47081	85747	77953	85208	83087	79757	68952	72471	67683	79640	101179	
2403	"Manufactured tobacco and manufactured tobacco substitutes and "homogenised" or "reconstituted" ..."	3946	5807	4052	6843	7508	16349	20959	16729	16406	26012	23660	31116	27917	29899	14912	18410	22321		129836	131297	159097	194471	229168	248875	232971	296369	385682	463668	654764	729182	757312	805769	817902	771578	758185		39804	45745	57956	73323	93446	84111	81816	103570	108667	91298	99695	127116	125657	151301	144314	161585	135384	
7320	"Springs and leaves for springs, of iron or steel (excluding clock and watch springs, springs ..."	4488	6028	7816	10327	10578	10716	16126	15404	12408	14097	16979	17484	23654	23187	23089	23817	22528		502186	568948	685729	839800	961648	1112610	1226604	1420785	1073122	1315704	1559433	1451433	1543534	1592610	1354755	1395472	1576590		12974	18755	24526	46143	50468	56852	79865	82444	59133	70218	87420	75457	85232	75316	79498	85614	83696	
8416	"Furnace burners for liquid fuel, for pulverised solid fuel or for gas; mechanical stokers, ..."	4743	15023	13966	9111	10543	12468	14230	22898	8970	8758	12208	14238	21492	21660	14475	16247	23049		281388	329298	383753	465819	505463	634057	658671	781289	613539	580336	768539	733244	767716	764858	609636	623199	705784		10507	35138	32198	28341	34769	41480	45698	52804	33522	39521	52840	53067	80585	64182	50033	48770	67207	
3404	"Artificial waxes and prepared waxes"	3845	5092	7453	8758	10548	12285	15103	15882	13452	17923	26082	21075	22435	20963	18631	20663	23069		192733	236953	288343	370825	384959	436011	513084	541132	461195	525499	624853	572953	613392	601352	521334	521950	575003		15633	15306	18382	22545	26269	29619	36156	40729	31784	41214	53578	51845	56844	65920	59304	59290	76081	
8441	"Machinery for making up paper pulp, paper or paperboard, incl. cutting machines of all kinds, ..."	8885	7062	15283	14485	23737	22303	25218	77277	12015	17168	28222	21195	13808	28435	11799	22827	23112		904767	883746	904848	1012880	1037258	1241678	1255285	1405928	865280	939304	1101575	1070748	1078995	1032753	945265	939713	1048914		36774	46661	56734	63779	130477	99889	133355	182630	85779	86337	125703	96628	135967	174316	158868	146235	98927	
2837	"Cyanides, cyanide oxides and complex cyanides"	62	78	177	167	403	1638	2808	5300	11587	12175	16016	23886	25176	21440	20290	18843	23326		27543	21861	28683	26785	33056	44260	77186	78411	997	1430	1372	1263	1587	2155	1511	1969	2634		1839	2267	2765	1914	3744	6405	9105	13182	23027	27711	30961	36613	46838	42374	37407	38291	45502	
8505	"Electromagnets (excluding magnets for medical use); permanent magnets and articles intended ..."	4219	8610	14004	20168	22889	22785	23415	19318	14531	20346	22891	22321	27249	23573	20996	22462	23354		309707	347928	445543	565363	632981	684648	803072	874197	623634	783288	1054312	1032462	1056439	1063002	959582	992978	1069257		8652	14542	23570	35905	46136	49102	58814	58524	36614	52613	78496	64090	65699	70099	68864	64901	72304	
8461	"Machine tools for planing, shaping, slotting, broaching, gear cutting, gear grinding or gear ..."	4606	3738	8671	6415	9493	15236	11842	8094	20979	12975	16220	10324	15361	12153	12660	20039	23409		306161	305714	333646	401938	501097	730886	816597	1125356	927226	806638	947954	932332	807737	720230	613942	639306	748228		14426	16006	12887	28849	26568	38287	33709	31245	41175	28633	42635	38951	33262	43572	36352	48940	46855	
8309	"Stoppers, caps and lids, incl. crown corks, screw caps and pouring stoppers, capsules for bottles, ..."	646	8065	8843	6526	8903	7205	8050	10847	8423	7640	9435	8275	15514	16772	20296	18204	24268		294494	360182	439861	409526	553786	609656	670660	732769	676411	677016	800651	725492	723707	721534	618685	607767	634458		18164	24463	32486	42866	63958	68864	84421	86125	74715	80042	87193	90723	97692	105228	102321	105273	104463	
8417	"Industrial or laboratory furnaces and ovens, non-electric, incl. incinerators (excluding drying ..."	9914	10348	14382	16076	12124	21037	34548	24993	8539	16530	17801	34556	26148	38142	15568	35131	24292		275464	263722	312172	393599	519969	655994	848878	1048179	788306	615727	771664	802243	863865	621504	533329	547546	572793		30396	33497	50444	49159	70369	112104	163634	152539	97856	58114	126598	108310	202673	105020	91426	249609	98118	
3809	"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products ..."	16084	23833	30709	34930	33101	34891	37934	36077	24095	26403	30823	32057	29253	29624	26128	24441	24745		393327	463333	545768	588994	535653	519813	570998	577749	457867	518973	557767	521598	575247	602375	538774	575534	591555		39988	55685	70590	81911	87154	90341	99480	98571	70151	82361	86281	85860	90918	86410	69538	60754	65543	
3812	"Prepared rubber accelerators; compound plasticisers for rubber or plastics, n.e.s.; anti-oxidising ..."	6824	11838	14048	14563	16387	17417	16217	18916	17276	22898	27058	24425	28379	27167	29222	26515	24948		352491	407784	488924	514408	565074	668925	761751	846749	609312	732184	804046	766535	769133	799673	684724	681843	712979		19643	29279	39983	47459	52878	58204	63007	67181	55049	67773	84349	74620	74657	77611	83134	80378	94046	
2917	"Polycarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; their halogenated, ..."	3244	4495	4790	7399	8092	8879	11828	10292	19012	26084	24450	18053	33788	24889	20030	18657	25226		529478	505865	572996	690330	860532	1111941	1380072	1234366	421735	561374	629434	597169	644839	631315	456724	400379	444144		131830	188842	251188	289700	344798	361898	418132	376656	287723	401097	508522	535320	620713	746197	538237	489330	547182	
7304	"Tubes, pipes and hollow profiles, seamless, of iron or steel (excluding products of cast iron)"	8760	26545	18211	20313	27453	31400	35115	43629	34165	30172	37450	40739	41180	47354	31661	26179	25276		1196189	1266652	1288852	1861324	2861176	3453143	4214526	5053882	3252794	2796290	3373194	3403777	3136270	3077648	2123781	1880990	2099180		46981	81879	72892	119306	179636	222652	291380	322776	221232	304630	391034	370016	411851	390915	305519	255302	290593	
5402	"Synthetic filament yarn, incl. synthetic monofilaments of < 67 decitex (excluding sewing thread ..."	18009	22350	33918	32899	43823	44190	65923	49418	33265	46701	40216	30221	26369	27547	27058	21536	25436		791810	813532	822583	786024	777871	819073	989510	915348	487086	520239	594739	459359	435929	420886	332616	305607	307617		277827	408095	471813	546500	663487	735153	1014497	975743	772655	1064000	1296297	1485221	1436204	1614849	1481530	1561588	1684357	
8407	"Spark-ignition reciprocating or rotary internal combustion piston engine"	2060	903	850	1727	1788	8624	3229	6794	11329	4229	4019	14879	18724	3983	13360	5219	25473		1834552	2317626	2578581	2688172	2648386	3048852	3596177	3405794	2371848	3213967	3687270	3796645	4003109	5492743	5289343	4787420	4991190		98128	68903	128673	213171	191285	248156	331501	363323	424755	434508	451885	458114	662895	662083	617072	824284	1134781	
7019	"Glass fibres, incl. glass wool, and articles thereof (excluding mineral wools and articles ..."	3510	5864	8741	8635	8435	10328	11333	12030	7768	10269	13367	12335	18550	25612	22848	21626	25612		416345	469931	546861	593839	626877	707506	786765	818570	416200	458534	533466	558474	633876	826824	718819	745887	814991		23575	32673	44906	53905	66041	72839	107412	120288	96641	117230	147390	158276	175036	195357	193303	217616	233789	
7209	"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, cold-rolled "cold-reduced", ..."	9051	5268	8439	24012	18419	20880	21904	30754	24672	30812	42504	26780	51799	29081	16400	13009	25728		592937	570402	651741	771053	783352	883327	896605	1085726	611269	831724	987180	789889	776095	769486	583854	606950	853230		95041	168187	271406	579741	511156	616180	629852	721087	401099	502307	568766	491248	499944	494521	365284	354293	539824	
8446	"Weaving machines "looms""	12232	26747	46015	45148	36340	38593	25624	26259	8608	13951	14227	42664	35722	26344	8156	6548	25763		177654	178426	196455	312916	195998	246286	263012	265909	143934	172977	203598	190777	171349	218323	163989	116989	167296		80524	207914	378428	306531	290736	300522	208692	161688	39834	148464	277749	412513	443435	320874	149690	205693	244402	
8460	"Machine tools for deburring, sharpening, grinding, honing, lapping, polishing or otherwise ..."	25511	11648	7153	18600	29956	34057	32079	46106	19281	23146	30689	41110	43267	30983	32238	39443	26042		520672	516826	554793	753493	914416	956843	1079898	1201772	817119	845322	1241953	1303349	1290271	1205756	997473	981899	1139163		35248	37746	20060	57204	60791	69770	74410	91547	43137	67389	77733	102397	99782	81916	80654	85197	70037	
8450	"Household or laundry-type washing machines, incl. machines which both wash and dry; parts thereof"	2965	3474	6382	9315	9874	6578	23163	23872	38830	41556	76692	37583	33288	29524	28439	25181	26249		929085	1153719	1513997	1741390	1886207	1978902	2173092	2019802	1523970	1323122	1366762	989419	897310	904881	780860	804989	856841		36770	33485	48943	65727	67915	82774	89787	100320	108648	139524	202274	177908	182255	174873	146433	123365	122564	
3916	"Monofilament of which any cross-sectional dimension > 1 mm, rods, sticks and profile shapes, ..."	9796	14203	16951	19210	18712	25050	29276	34049	21081	22235	31245	27670	33207	25801	26961	28459	26501		716462	872570	984365	1261143	1373822	1637164	1808387	1901539	1785705	1845506	2050729	1800634	1811236	1825955	1570257	1609501	1758647		13330	19164	24959	28726	31776	42180	49946	58073	40799	46124	61151	52220	60952	51746	52260	56692	57078	
