Product code	Product label	Turkey's imports from India-Value in 2001	Turkey's imports from India-Value in 2002	Turkey's imports from India-Value in 2003	Turkey's imports from India-Value in 2004	Turkey's imports from India-Value in 2005	Turkey's imports from India-Value in 2006	Turkey's imports from India-Value in 2007	Turkey's imports from India-Value in 2008	Turkey's imports from India-Value in 2009	Turkey's imports from India-Value in 2010	Turkey's imports from India-Value in 2011	Turkey's imports from India-Value in 2012	Turkey's imports from India-Value in 2013	Turkey's imports from India-Value in 2014	Turkey's imports from India-Value in 2015	Turkey's imports from India-Value in 2016	Turkey's imports from India-Value in 2017	India's exports to world- 	India's exports to world-Value in 2001	India's exports to world-Value in 2002	India's exports to world-Value in 2003	India's exports to world-Value in 2004	India's exports to world-Value in 2005	India's exports to world-Value in 2006	India's exports to world-Value in 2007	India's exports to world-Value in 2008	India's exports to world-Value in 2009	India's exports to world-Value in 2010	India's exports to world-Value in 2011	India's exports to world-Value in 2012	India's exports to world-Value in 2013	India's exports to world-Value in 2014	India's exports to world-Value in 2015	India's exports to world-Value in 2016	India's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
8802	"Powered aircraft "e.g. helicopters and aeroplanes"; spacecraft, incl. satellites, and suborbital ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	7027	0	0	0	1459	118433	144495	44558	48259	40907	2590256	5247762	2437693	1047789	107844		132759	115089	58915	1107133	147970	1366700	946590	1459064	887590	2708425	3345707	2639649	1960444	2676662	3442443	3869475	2120549	
8905	"Light-vessels, fire-floats, dredgers, floating cranes, and other vessels the navigability of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		135	18431	14	163889	279140	421454	592733	918321	1056707	2721690	4739876	2329509	1326570	3342008	2765190	1881825	3444430		64976	30261	7760	17122	19189	199	2409	11779	1358	12306	514	9160	135308	3730	13896	45288	43403	
8906	"Vessels, incl. warships and lifeboats (excluding rowing boats and other vessels of heading ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		53	5	0	1917	136758	5613	607	75537	179712	451142	285488	227140	514064	66043	504461	143484	303833		320	139631	68660	106502	213839	806	13738	2102	2217	2984	125293	1817	89429	6321	2454	13398	107889	
8908	"Vessels and other floating structures for breaking up"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		609	1063	505	24592	229	38	78	16286	62996	2070	17394	874	1547	1214	786	804	1101		9205	17599	19442	24424	23767	23889	37639	52728	54493	112792	207713	286959	253837	198953	154100	109615	195749	
9201	"Pianos, incl. automatic; harpsichords and other keyboard stringed instruments"	0	0	0	0	0	0	0	40	0	0	0	0	0	0	1	0	0		51	83	128	52	24	42	126	294	225	243	324	397	884	395	420	425	253		1069	1897	2205	3172	3691	4251	4623	4659	3811	4383	5316	4633	5026	4414	3233	2759	2247	
9703	"Original sculptures and statuary, in any material"	0	0	10	3	16	2	2	1	3	82	27	0	22	7	28	0	0		333	659	15683	25963	27777	26797	56072	35338	26749	34727	65329	37203	168166	44115	62230	124444	13858		105	164	157	162	133	859	1965	1486	2333	3125	5290	9976	9993	18386	10149	9466	6944	
0104	"Live sheep and goats"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	2328	3903	4056	7820	8753	10468	16808	11393	12194	5559	10371	10832	9264	36138	25753		11	0	0	0	0	0	0	0	123	26920	148016	42605	15687	3745	959	976	37313	
0106	"Live animals (excluding horses, asses, mules, hinnies, bovine animals, swine, sheep, goats, ..."	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0		806	28	45	7	23	27	14	122	511	8	150	147	325	104	38	160	30		725	1015	730	1052	859	1160	1530	2002	1385	1451	2271	2632	2525	3202	3550	3401	3333	
0301	"Live fish"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1293	1557	2327	1782	1217	1389	3966	2168	1166	1098	1350	1121	1987	2627	1165	1264	1997		222	354	458	3167	16503	20573	14742	18739	10105	4486	7942	8150	11976	15733	20462	8649	12697	
0705	"Lettuce "Lactuca sativa" and chicory "Cichorium spp.", fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		47	78	275	486	359	240	414	1076	1480	520	470	325	98	201	187	129	111		0	3	25	41	0	0	73	1058	122	239	476	930	1040	74	598	140	180	
0710	"Vegetables, uncooked or cooked by steaming or boiling in water, frozen"	0	0	0	0	0	0	0	21	53	23	491	13	0	41	0	0	0		9547	10687	12356	14720	13380	12082	14069	18597	14024	21083	34060	24518	42012	48317	33946	34493	38340		365	897	878	3308	2637	1536	4285	11291	10679	15246	26193	13704	11715	14277	11263	6693	4599	
0810	"Fresh strawberries, raspberries, blackberries, back, white or red currants, gooseberries and ..."	0	0	0	0	0	49	0	89	2	0	7	23	0	12	0	11	0		11941	10854	9653	9818	14494	22528	26089	34577	35270	27209	45331	59723	66280	70456	75829	81635	109473		905	950	1050	2095	3369	3970	3785	2322	3521	2793	4526	3382	4859	3576	3721	5298	6754	
1002	"Rye"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	1266	288	45	117	9	5	1602	16	1	6	122	10	212	1	4	8		0	1727	4044	3070	7944	0	3859	5061	270	0	0	1	0	0	0	0	0	
1103	"Cereal groats, meal and pellets"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		588	7081	13003	4410	2091	2071	5002	9920	4283	5722	14068	14143	24825	21031	26059	22345	21661		31	4	100	78	242	38	211	541	41	180	206	135	167	273	907	264	341	
1109	"Wheat gluten, whether or not dried"	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0		245	107	2	195	408	196	46	271	1534	400	190	242	158	80	177	23	112		646	1215	1444	1225	2189	3492	3576	3236	5370	11565	17104	18766	20969	23466	27320	20312	17429	
0509	"Natural sponges of animal origin"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	2	1	4	0	24	0	0	0	0	0	0	0	0	0	0		2	2	4	7	32	26	0	0	0	0	0	0	0	0	0	0	0	
1213	"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form ..."	0	0	0	0	13	0	0	0	0	17	0	0	0	0	0	0	0		9	75	125	26	29	70	64	13	166	29	14	186	45	368	1231	81	156		4	21	20	46	97	17	0	3	26	30	0	591	14188	193	54	31	3818	
2104	"Soups and broths and preparations therefor; food preparations consisting of finely homogenised ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		198	65	477	340	473	1391	1487	3526	3626	3997	7878	5085	4396	4003	3947	3933	4995		718	235	211	856	1947	2341	2330	4222	2756	2791	5363	5234	6187	4698	4423	3396	3649	
2501	"Salts, incl. table salt and denatured salt, and pure sodium chloride, whether or not in aqueous ..."	0	0	0	0	0	1	0	0	0	6	0	0	0	0	1	13	0		14432	15129	11915	20732	45086	23704	24891	42788	64386	54209	85279	99547	133213	122538	129097	121107	174348		2257	2824	6956	9714	9293	10650	9370	16088	4739	5675	9110	8224	3547	2844	2381	2183	2242	
2614	"Titanium ores and concentrates"	0	0	0	0	0	5	0	26	0	42	256	296	0	0	0	0	0		17623	13673	22181	37024	45071	41219	35673	45515	49791	127207	188611	322936	207117	119904	109719	83820	87967		1063	2319	2157	5682	4108	3850	5516	5265	3871	5170	10450	14706	10509	7809	7551	5844	6365	
2616	"Precious-metal ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		16	71	18	105	12993	27318	14124	17735	1387	814	13824	91200	3948	10	14	35	4		0	0	0	1	1	1	15	0	4	11	40	13	8	7	7	2	523	
2705	"Coal gas, water gas, producer gas, lean gas and similar gases (excluding petroleum gases and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	15	14551	12544	7893	4544	6714	6446	6074	3	13	6	129	2	1	0		0	0	0	0	0	4	9	4	11	16	11	0	2	3	0	0	0	
2707	"Oils and other products of the distillation of high temperature coal tar; similar products ..."	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		220	25794	91716	14671	140944	132556	434812	657169	390443	661408	831759	826218	1599240	533569	131698	159059	268554		2242	2576	4424	8709	12857	14254	9583	13628	8095	14008	40175	23169	45892	74323	84949	47406	54360	
2716	"Electrical energy"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	33	0	49	0	0	0	0	323	0	3	24488	64864	39090		162280	128215	43453	15683	18208	18204	21519	15488	17245	20455	86565	255377	334202	438826	325171	213614	85501	
2822	"Cobalt oxides and hydroxides; commercial cobalt oxides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		41	13	249	75	69	312	21	43	117	278	2159	21	64	46	33	34	210		944	918	1224	2149	2162	2016	3091	6615	2915	4354	5442	5744	6763	9102	7044	5447	11046	
4004	"Waste, parings and scrap of soft rubber and powders and granules obtained therefrom"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		684	326	215	903	2169	2711	3236	7062	7336	7250	5675	1962	657	157	707	1105	583		467	120	293	517	585	1314	1015	1023	68	1261	1251	2550	6235	5294	3494	3267	5295	
4206	"Articles of gut, goldbeater's skin, bladders or tendons (excluding silkworm gut, sterile catgut, ..."	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		2655	4656	7609	7630	5810	3739	2296	442	1570	413	218	59	1075	841	53	198	198		253	421	369	377	269	104	56	5	1	0	5	1	9	11	13	7	11	
4302	"Tanned or dressed furskins, incl. heads, tails, paws and other pieces, scraps and remnants, ..."	4	0	15	0	25	23	6	14	2	58	7	20	14	42	17	33	0		15	54	37	0	6	0	116	6	4	1	405	272	230	220	753	260	342		91818	118146	107752	83586	76224	104426	112109	89772	43114	68010	85196	86218	88483	71148	27226	21063	30627	
4403	"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared (excluding ..."	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		1089	2127	2921	1641	2191	4362	2149	2978	1762	1616	2541	1919	2106	4703	81572	20169	69966		66509	78408	100732	172825	208316	229455	254091	210506	113160	146994	175003	146782	107556	103788	89696	62218	33431	
4405	"Wood wool; wood flour "wood powder able to pass through a fine", 0,63 mm mesh, sieve with a ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	2	88	110	164	253	236	203	3	68	1	27	41	41	39	45	5		47	95	156	224	329	2233	2398	6343	1432	1987	3669	2633	2167	161	128	44	96	
4410	"Particle board, oriented strand board "OSB" and similar board "e.g. waferboard" of wood or ..."	0	0	4	0	23	2	0	0	0	0	0	0	0	1	0	0	0		3131	3044	2998	5411	5724	4038	3802	1580	2350	1156	1150	764	1051	1872	2023	3644	3396		7591	12180	25381	54061	56004	44828	52779	59570	59272	86776	89715	111756	110405	78541	80177	55759	61430	
4703	"Chemical wood pulp, soda or sulphate (excluding dissolving grades)"	0	0	0	0	0	0	21	0	0	0	12	0	0	47	0	0	0		276	6	43	16	10	0	0	1	19	6	0	0	0	4389	10186	6909	1216		129965	154893	164072	200638	253664	322292	387838	440700	323682	512794	563521	532829	620826	641009	678690	658393	778493	
4707	"Recovered "waste and scrap" paper or paperboard (excluding paper wool)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1172	112	367	933	1160	950	2566	889	1009	688	161	1610	55	40	83	148	72		6986	23815	12211	9412	5482	8984	4631	15334	11526	17277	16100	8991	13198	33277	47526	73192	145881	
4801	"Newsprint as specified in Note 4 to chapter 48, in rolls of a width > 36 cm or in square or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4919	4463	2233	3116	7690	4050	3378	4934	6994	6962	6745	6702	2739	8080	2400	2331	2739		124395	106773	165615	235249	311629	362340	382491	395413	294970	299436	336595	294786	276277	243789	172708	131627	112524	
4803	"Toilet or facial tissue stock, towel or napkin stock and similar paper for household or sanitary ..."	0	0	0	0	0	0	0	0	0	30	23	0	12	189	33	0	0		1696	290	145	52	312	232	474	1619	2371	3134	7802	10378	21905	16639	21782	22559	30647		7179	13651	13936	18287	15690	22241	20543	14337	13781	19425	18921	13292	12140	18065	10667	5953	5020	
5001	"Silkworm cocoons suitable for reeling"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		110	297	421	241	513	230	323	107	28	12	11	19	22	16	378	54	8		2	0	0	0	0	2	0	0	0	0	0	0	0	1	6	0	0	
5104	"Garnetted stock of wool or of fine or coarse animal hair, neither carded nor combed"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		65	68	209	310	755	475	190	150	434	821	746	385	279	210	71	23	61		0	0	8	4	0	0	0	171	155	140	0	0	0	0	10	15	1	
5207	"Cotton yarn put up for retail sale (excluding sewing thread)"	0	1	4	0	0	1	3	91	0	9	0	0	0	0	0	1	0		424733	410467	413739	502747	448883	366947	209560	99653	49493	42226	11716	16012	5336	4321	3914	1445	1294		161	147	390	693	579	313	508	912	608	1413	1845	1052	1552	1597	1539	1535	2983	
6808	"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		92	69	44	52	889	885	1280	776	982	963	961	2234	432	708	523	379	503		145	485	324	767	452	437	325	632	108	179	452	331	291	672	319	324	693	
6908	"Glazed ceramic flags and paving, hearth or wall tiles; glazed ceramic mosaic cubes and the ..."	0	0	0	0	0	1	0	0	0	1	3	327	508	1469	1884	6226	0		37887	38307	31342	23627	26379	44495	42828	27766	40170	57347	79007	96252	190381	347754	407730	479462	124822		7409	8147	8354	21358	31505	43040	36602	34692	20196	27769	36562	35100	54524	54613	39688	33331	0	
7002	"Glass in balls, rods or tubes, unworked (excluding glass microspheres <= 1 mm in diameter, ..."	0	0	0	0	3	0	31	0	6	5	0	1	0	0	0	3	0		862	809	1254	1586	1483	1564	8018	11105	10094	8126	10458	12868	11903	11474	15944	7078	7398		10974	8684	9451	11202	11907	11763	12575	12617	10891	10245	10785	8537	9200	9344	7493	10305	9640	
7004	"Sheets of glass, drawn or blown, whether or not having an absorbent, reflecting or non-reflecting ..."	0	0	0	0	0	0	0	0	0	8	3	0	0	0	9	13	0		4119	3364	4583	4822	4416	2474	1123	1227	2428	2219	772	496	591	1125	1508	1567	2262		1124	1459	819	1251	1607	1288	1320	1577	804	1069	1620	1060	1885	1972	1361	1337	1583	
7406	"Powders and flakes, of copper (excluding grains of copper and spangles of heading 8308)"	0	0	0	0	0	1	1	0	0	1	9	0	1	264	211	5	0		735	835	3454	3825	6004	7140	6659	6553	2191	4968	5102	4367	4975	4229	2982	2971	4511		1019	1515	1975	2658	2687	3538	3630	4857	3006	4619	5277	4808	5506	5015	4523	3543	4626	
8416	"Furnace burners for liquid fuel, for pulverised solid fuel or for gas; mechanical stokers, ..."	0	0	2	2	0	5	1	8	1	0	17	0	1	24	1	0	0		857	1226	2011	3308	5659	6536	11772	10419	8560	7285	8800	10880	8825	8767	7312	8161	14668		10507	35138	32198	28341	34769	41480	45698	52804	33522	39521	52840	53067	80585	64182	50033	48770	67207	
8608	"Railway or tramway track fixtures and fittings (excluding sleepers of wood, concrete or steel, ..."	0	0	0	0	0	15	0	2	0	0	5	0	4	0	0	0	0		2627	755	893	1621	2258	4698	2271	2157	2426	3253	2177	4300	4611	2254	5108	5550	7614		26002	5992	2086	2699	14613	39859	54126	26768	22370	39984	12950	6873	43232	37781	26310	13622	11324	
8704	"Motor vehicles for the transport of goods, incl. chassis with engine and cab"	2321	0	1523	10293	14546	14477	19079	15699	9261	1718	1521	2284	863	1254	0	12422	0		48780	37275	45628	120041	204596	200687	218909	361736	250926	710155	866960	1315131	728104	684817	780247	770299	930897		201224	233162	843944	1872141	1593243	1144359	1089041	1168033	405141	784208	1279881	1069581	1088993	1132926	1323416	1153914	1291360	
8706	"Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more ..."	0	0	0	26	67	902	1246	1028	0	0	359	77	23	0	0	0	0		54142	44367	49757	93632	125235	119173	139079	171471	87755	155471	248721	247389	255667	314772	350699	511087	465596		1098	779	4455	3969	3727	1692	2542	5480	234	841	1967	425	10532	6456	1726	4977	3971	
9112	"Clock and watch cases and parts thereof, n.e.s. (excluding for wrist-watches, pocket-watches ..."	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0		31	9	25	115	80	69	124	424	177	196	296	397	297	85	25	61	111		41	105	97	112	155	188	127	158	35	137	95	189	175	268	151	211	105	
9203	"Keyboard pipe organs; harmoniums and similar keyboard instruments with free metal reeds (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		417	369	237	824	957	595	638	141	0	0	0	0	0	0	0	0	0		6	4	47	0	7	2	0	0	0	0	0	0	0	0	0	0	0	
9705	"Collections and collector's pieces of zoological, botanical, mineralogical, anatomical, historical, ..."	0	0	0	0	0	0	0	0	0	0	0	0	25	0	2	0	0		388	960	496	682	770	58	46	119	1935	51	110	212	390	66260	425	212	1099		7514	82	523	196	324	286	1040	134	218	817	2534	3116	1069	616	862	1015	469	
9205	"Wind musical instruments "e.g. clarinets, trumpets, bagpipes, keyboard pipe organs, harmoniums ..."	0	0	0	3	0	0	5	0	0	4	1	1	0	0	1	1	1		307	352	724	249	1110	551	423	992	719	750	1074	1084	661	661	699	733	863		335	581	717	1221	1420	1757	2242	3778	3239	3167	3502	3556	3617	3479	4316	5158	6652	
9208	"Musical boxes, fairground organs, mechanical street organs, mechanical singing birds, musical ..."	0	0	0	0	2	0	2	0	0	1	2	0	2	1	4	10	1		445	448	167	148	190	217	69	146	227	93	283	277	542	1782	483	596	556		153	278	271	359	289	430	398	351	319	534	859	592	651	615	783	630	1219	
8426	"Ships' derricks; cranes, incl. cable cranes (excluding wheel-mounted cranes and vehicle cranes ..."	0	0	0	0	0	39	0	0	0	0	561	0	2	0	69357	5	1		4464	8285	5461	30968	22818	14312	23242	42322	45251	30962	52175	103713	108794	91936	147915	148717	94387		50837	49077	47512	114935	98559	165479	274299	255363	188173	164583	174605	220142	328321	323232	433066	271208	132317	
6601	"Umbrellas and sun umbrellas, incl. walking-stick umbrellas, garden umbrellas and similar umbrellas ..."	1	0	3	1	1	1	2	15	0	8	2	3	2	45	0	4	1		57	56	213	191	547	248	182	336	585	615	475	611	620	867	605	636	749		2743	3777	5312	8166	9095	9953	15132	19818	21461	37646	43282	28996	30236	28064	35458	32948	21160	
3504	"Peptones and their derivatives; other protein substances and their derivatives, n.e.s.; hide ..."	0	0	0	0	25	28	18	112	38	4	4	6	0	1	2	2	1		817	542	692	1075	2225	1540	1748	2385	1899	1463	2861	2988	4250	4123	3883	6039	8459		1484	1568	2091	3245	4050	7432	8990	14018	19561	34403	24565	19600	16462	13485	8384	5498	3828	
2005	"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen ..."	0	0	0	0	1	1	0	27	5	0	0	0	1	4	9	7	1		548	935	1686	3020	5151	16434	19814	19769	23241	23231	26715	26838	33498	34073	32499	38393	40511		3204	4234	2172	4275	5286	3989	5603	8827	6717	8605	11531	11640	16411	18825	16470	13928	16717	
8463	"Machine tools for working metal, sintered metal carbides or cermets, without removing material ..."	7	0	0	9	0	1232	13	464	15	0	64	0	19	12	5	2	1		2170	2747	6074	4579	6470	5520	6773	11613	7246	7175	5932	12958	13114	13978	9275	11726	16617		18276	16996	27489	60468	53451	80120	56304	87408	33102	50799	103850	57631	61980	71619	52763	64912	57111	
8521	"Video recording or reproducing apparatus, whether or not incorporating a video tuner (excluding ..."	0	0	0	0	94	17	0	0	0	0	3	0	0	0	0	0	1		5547	5449	3084	1449	3008	7456	1026	5650	9232	2324	7015	4874	4024	2348	4498	1808	1649		18029	27723	57323	50370	62043	61333	93003	74678	59495	69525	54755	45434	41357	36054	37583	30679	28312	
6308	"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into ..."	0	0	5	0	5	11	17	3	75	14	1	1	1	0	0	0	1		198	703	533	331	660	887	939	666	498	456	998	881	1050	882	804	614	339		28	23	44	147	152	142	215	360	227	253	246	297	237	452	170	213	192	
6405	"Footwear with outer soles of rubber or plastics, with uppers other than rubber, plastics, leather ..."	4	0	5	23	42	87	11	14	5	16	41	4	3	23	34	18	1		9149	9572	13056	19889	23933	16379	16203	16396	9956	14869	9650	11216	10210	14079	23113	14190	14234		3383	3998	8439	11389	7052	7913	8684	12747	9767	14759	17889	21586	34491	29567	4666	3223	3573	
4601	"Plaits and similar products of plaiting materials, whether or not assembled into strips; plaiting ..."	6	17	61	53	115	83	73	24	13	17	47	5	7	7	4	27	1		1426	3313	2007	2347	2689	2623	5093	3149	2463	935	746	1146	972	1233	1484	2947	9114		637	1184	2679	3544	3664	4505	3682	4211	2847	3558	4841	2311	2708	1937	1736	1462	1445	
3401	"Soap; organic surface-active products and preparations for use as soap, in the form of bars, ..."	0	0	0	4	0	0	41	136	67	792	194	186	194	713	1151	1	1		18778	32954	32486	29253	31027	33315	35476	52076	55110	69366	82719	82738	91591	102861	96682	110690	111770		8790	4985	6895	8645	7952	16188	21402	27613	37758	48294	73541	69992	84793	85330	93694	90575	106352	
2517	"Pebbles, gravel, broken or crushed stone, for concrete aggregates, for road metalling or for ..."	0	0	0	3	0	7	14	14	4	4	0	0	6	17	5	0	1		9945	12556	9330	12014	10654	12942	10822	17571	16785	11743	15965	16705	9072	21689	31213	39034	38519		186	388	355	659	887	717	629	911	639	1007	1222	901	819	1108	747	477	502	
6306	"Tarpaulins, awnings and sunblinds; tents; sails for boats, sailboards or landcraft; camping ..."	0	1	2	1	15	11	44	26	29	9	29	27	12	22	4	5	1		7794	11720	9666	10486	17723	13827	10676	10783	7676	9027	11686	10138	10867	13533	18795	10002	8987		7805	4052	4040	3184	5351	6365	10128	10480	6846	7028	15046	20930	10397	9720	6763	19990	8200	
1513	"Coconut "copra", palm kernel or babassu oil and fractions thereof, whether or not refined, ..."	33	0	0	0	0	0	0	0	0	0	0	0	0	0	2	163	1		7528	3527	6374	6581	6843	5551	7353	14232	8431	7460	13805	19555	15134	23928	27475	49176	29086		23424	33473	41766	67206	75412	75156	92471	141968	102130	125685	191343	128825	107383	136816	104347	105375	127559	
7508	"Articles of nickel, n.e.s. (excluding powder, flakes, bars, profiles, wire, plates, sheets, ..."	0	0	1	0	0	10	11	12	1	2	21	2	2	10	22	10	1		1090	1238	981	1756	2752	3329	1778	3616	1795	4272	6292	26011	5831	4809	3710	3691	4455		3546	4602	4250	24777	36190	45730	56804	78687	60831	65647	86380	98532	85147	91304	93061	91082	101293	
5604	"Textile-covered rubber thread and cord; textile yarn, strip and the like of heading 5404 and ..."	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1		496	713	1270	114	392	177	440	634	560	236	926	678	698	535	518	437	721		1842	1709	2556	2369	2586	4236	3631	3773	5963	8087	7984	4212	5340	5733	4450	4252	4615	
2840	"Borates; peroxoborates "perborates""	0	0	0	0	0	0	0	0	0	12	24	0	0	6	2	5	1		275	239	275	432	949	770	457	802	488	948	1422	1772	2198	2535	2305	2078	3539		12490	7392	6134	6404	7534	10184	19990	10627	1602	886	738	735	876	1330	1699	813	1088	
8506	"Primary cells and primary batteries, electrical; parts thereof (excluding spent)"	30	0	0	25	9	0	7	11	18	18	15	16	0	4	29	9	1		24815	16158	43794	11460	10908	11185	10005	16260	31772	119565	33657	12546	10829	13426	12414	8334	7925		18149	24571	25050	35360	39585	41658	48348	50265	41592	53897	62410	57483	61066	62863	54890	52168	52086	
6809	"Articles of plaster or of compositions based on plaster (excluding plaster bandages for straightening ..."	3	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1		96	165	122	257	260	309	595	1276	821	849	966	1066	944	781	670	1584	2351		684	277	507	1697	973	1146	6160	9136	4532	5359	7359	10724	26714	20846	18424	12852	7659	
6901	"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals, e.g. kieselguhr, tripolite ..."	0	0	0	15	30	4	530	0	0	0	24	75	1	67	5	28	1		980	1423	740	879	1765	1994	2254	3680	3838	2709	4692	3604	4708	8240	8982	12264	7942		280	404	560	974	854	919	754	245	70	206	348	363	437	312	207	286	363	
8509	"Electromechanical domestic appliances, with self-contained electric motor; parts thereof (excluding ..."	0	1	0	0	0	35	3	0	2	1	0	1	0	0	0	0	1		7169	8994	15081	12418	14585	12649	14202	15504	13817	18187	28297	33483	35899	32535	40638	39934	45073		29991	25272	43672	75107	116275	129554	53681	58074	48763	70847	77453	67224	70533	68537	60154	42631	41119	
8513	"Portable electric lamps designed to function by their own source of energy, e.g. dry batteries, ..."	0	0	0	0	0	37	18	20	0	6	11	0	8	6	1	0	1		2591	1400	1922	2155	2327	3768	2638	1942	2849	3687	3978	3046	3381	3087	2466	2726	2610		3732	2617	5775	6325	6741	9371	13153	12474	6806	12351	14515	16011	16809	15487	13973	10118	11135	
8210	"Hand-operated mechanical devices, of base metal, weighing <= 10 kg, used in the preparation, ..."	0	0	0	5	0	0	0	2	9	3	9	1	1	37	0	1	1		52	0	74	42	68	49	103	86	48	296	833	440	477	514	485	700	994		292	580	1676	2839	2187	5663	8601	4918	2979	6158	8928	10781	11649	12494	9550	7966	7754	
7403	"Copper, refined, and copper alloys, unwrought (excluding copper alloys of heading 7405)"	0	0	0	0	0	30807	37710	97	0	0	0	0	0	0	0	0	1		63511	150307	206417	380268	595963	1640762	1659482	1283575	1048086	4628402	2140890	2239758	2354174	2590703	1936165	1499514	2458796		218608	328866	416969	644943	883138	1465473	2139496	2108924	1490742	2584684	3125552	2878811	2730446	2577339	2208298	1998686	2438222	
5301	"Flax, raw or processed, but not spun; flax tow and waste, incl. yarn waste and garnetted stock"	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1		79	77	112	321	195	180	700	347	666	1986	446	425	981	1281	1369	1387	587		1359	2571	3078	2560	2316	2312	3331	2131	1479	3179	4249	3989	5861	5512	5575	6687	4107	
5108	"Carded or combed yarn of fine animal hair (excluding that of wool or that put up for retail ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		446	372	696	5082	5156	3719	5581	4754	3742	402	42	69	63	5	121	53	101		21	50	109	441	409	1549	2318	1738	1508	2215	3169	3638	1878	2752	2743	3766	3293	
4409	"Wood, incl. strips and friezes for parquet flooring, not assembled, continuously shaped "tongued, ..."	0	0	0	0	2	0	4	0	0	0	0	0	0	2	0	0	1		294	367	512	828	2029	3305	3963	4878	2471	2138	2638	3533	6203	6222	2648	2253	3106		7055	6477	8342	9066	12508	13733	17105	16428	8228	12336	16229	14461	17824	20284	15709	16205	17899	
1521	"Vegetable waxes, beeswax, other insect waxes and spermaceti, whether or not refined or coloured ..."	0	0	0	0	0	2	0	0	6	0	138	0	0	0	2	0	1		475	254	175	85	267	535	526	656	711	831	1702	1241	2078	2319	1806	3174	2971		355	400	510	979	1286	1795	1565	1534	2238	5488	4847	3046	2195	3270	2420	1650	2487	
9202	"String musical instruments, e.g. guitars, violins, and harps (excluding with keyboard)"	0	1	0	0	0	0	0	44	0	1	0	5	1	0	0	7	1		908	518	950	1287	917	739	793	562	4661	1116	573	7812	2035	1475	6142	3427	1047		1543	2553	2270	2189	2736	2744	4479	4994	5922	7630	8147	10281	7451	6163	7662	5309	5454	
