Product code	Product label	Turkey's imports from Spain-Value in 2001	Turkey's imports from Spain-Value in 2002	Turkey's imports from Spain-Value in 2003	Turkey's imports from Spain-Value in 2004	Turkey's imports from Spain-Value in 2005	Turkey's imports from Spain-Value in 2006	Turkey's imports from Spain-Value in 2007	Turkey's imports from Spain-Value in 2008	Turkey's imports from Spain-Value in 2009	Turkey's imports from Spain-Value in 2010	Turkey's imports from Spain-Value in 2011	Turkey's imports from Spain-Value in 2012	Turkey's imports from Spain-Value in 2013	Turkey's imports from Spain-Value in 2014	Turkey's imports from Spain-Value in 2015	Turkey's imports from Spain-Value in 2016	Turkey's imports from Spain-Value in 2017	Spain's exports to world- 	Spain's exports to world-Value in 2001	Spain's exports to world-Value in 2002	Spain's exports to world-Value in 2003	Spain's exports to world-Value in 2004	Spain's exports to world-Value in 2005	Spain's exports to world-Value in 2006	Spain's exports to world-Value in 2007	Spain's exports to world-Value in 2008	Spain's exports to world-Value in 2009	Spain's exports to world-Value in 2010	Spain's exports to world-Value in 2011	Spain's exports to world-Value in 2012	Spain's exports to world-Value in 2013	Spain's exports to world-Value in 2014	Spain's exports to world-Value in 2015	Spain's exports to world-Value in 2016	Spain's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
5909	"Textile hosepiping and similar textile tubing, whether or not impregnated or coated, with or ..."	3	4	1	1	0	2	3	94	72	69	50	7	0	1	0	5	50		6644	5883	8123	6983	7555	11088	15092	17869	14748	14892	17702	18537	24531	23525	10663	10827	12662		447	566	671	776	1090	1202	2493	2795	1654	1788	2083	1555	1398	1091	1470	887	1259	
2829	"Chlorates and perchlorates; bromates and perbromates; iodates and periodates"	319	260	279	434	536	348	284	173	12	43	71	49	16	4	44	255	50		432	597	968	587	424	433	932	1135	1172	1360	1805	1520	10065	11935	10126	9562	10852		1513	1357	2097	1545	1938	3698	3059	3908	4065	5374	8508	5609	5925	5857	5305	5234	5373	
8548	"Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary ..."	65	1	30	484	922	937	972	1657	1634	2889	597	7	2	0	3	906	51		22127	49377	72737	84571	97185	93933	85855	69498	49737	57174	80659	72531	78468	81422	52120	49954	49237		2079	526	986	2177	2752	3000	4414	3570	3169	4275	2627	1768	1816	1329	3654	9475	7728	
2512	"Siliceous fossil meals, e.g. kieselguhr, tripolite and diatomite, and similar siliceous earths, ..."	2	12	19	15	33	57	54	56	51	75	57	72	52	85	62	35	52		1245	2236	2997	3312	3861	3168	2858	2959	2511	4200	5042	8606	3375	4157	3090	3211	3663		634	788	1099	892	964	1101	1068	1223	983	908	1332	1683	1789	1611	2672	1530	2254	
9616	"Scent sprays and similar toilet sprays, and mounts and heads therefor; powder puffs and pads ..."	261	131	364	639	253	139	49	107	21	21	13	7	30	9	10	48	54		12332	16943	19582	18960	21073	27977	31565	35469	30934	41390	33046	28454	38014	46221	40282	42594	63250		4888	7480	11924	18079	25952	29216	28019	25533	21441	27896	31245	30733	28879	33070	29016	25997	31764	
8527	"Reception apparatus for radio-broadcasting, whether or not combined, in the same housing, with ..."	27	207	780	2185	1830	1488	896	1570	85	39	140	189	76	43	32	11797	55		60936	91107	102198	140434	112378	118330	160121	125372	75067	72693	86932	98034	117885	126141	193313	282437	208480		50386	61356	99608	156082	178108	191091	187614	179397	135327	175374	185808	166217	148174	166055	157414	156916	115486	
2926	"Nitrile-function compounds"	13	30	19	23	24	33	71	45	634	131	227	134	137	156	183	71	56		15507	11921	14070	17453	17107	20845	28763	29676	18531	17352	19358	19028	20341	23121	13469	15049	25291		4098	6178	7099	7340	7296	8402	8419	13432	11204	15247	19407	15729	16502	22803	21449	23602	29236	
2809	"Diphosphorus pentaoxide; phosphoric acid; polyphosphoric acids, whether or not chemically defined"	0	959	16	2643	65	31	1564	254	0	4	6	34	58	54	83	66	56		10250	7956	8115	19471	10902	19631	20835	107341	24596	20178	6163	14659	5876	7899	4196	5508	5474		36406	56627	74664	90894	98889	73283	108277	327672	135850	220159	238353	211783	152458	207520	228625	127709	131189	
8513	"Portable electric lamps designed to function by their own source of energy, e.g. dry batteries, ..."	4	2	3	9	2	1	43	45	20	41	15	18	23	102	46	70	57		6117	7960	12049	13398	16654	22123	24598	23451	21288	26932	31376	29777	27922	20175	21368	31499	25257		3732	2617	5775	6325	6741	9371	13153	12474	6806	12351	14515	16011	16809	15487	13973	10118	11135	
2942	"Separate chemically defined organic compounds, n.e.s."	0	0	0	68	1	4	2	0	3	2	0	162	1	14	18	47	58		2233	1144	746	974	969	1081	1243	1973	2257	2921	3179	4923	4172	3792	3293	2556	2425		1063	1020	1703	2260	6354	9667	12594	15093	7511	5527	6292	6238	7198	4591	4497	6135	4731	
2515	"Marble, travertine, ecaussine and other calcareous monumental or building stone of an apparent ..."	7	0	116	119	20	1	0	0	2	0	69	117	213	22	110	44	58		182441	201206	208972	267360	316223	303028	331207	324553	224806	267858	311948	312360	333967	272762	205288	154246	142335		1020	781	2157	1528	924	1122	1742	1282	416	1134	1055	899	2092	3193	2452	2034	2765	
5511	"Yarn of man-made staple fibres, put up for retail sale (excluding sewing thread)"	0	0	0	14	17	2	0	0	4	10	0	0	0	5	0	3	58		5356	5645	7848	10293	10379	7218	8072	7774	7912	9986	12383	8636	7396	8136	5977	5585	5417		597	642	462	1292	879	1147	590	858	952	1050	1136	1549	1302	2713	1373	779	336	
8707	"Bodies, incl. cabs, for tractors, motor vehicles for the transport of ten or more persons, ..."	0	3	0	1	38	116	105	88	59	24	17	186	11	27	38	19	59		40203	38171	34312	48091	54457	71180	113388	162111	116259	48447	59175	93793	119318	72912	61967	70126	167753		5208	3293	7243	12833	13178	10957	14142	21627	12684	4531	24473	20240	28500	14746	5962	4423	7619	
1211	"Plants and parts of plants, incl. seeds and fruits, of a kind used primarily in perfumery, ..."	0	0	30	109	0	0	6	9	1	0	0	0	0	30	20	0	60		18489	20662	23081	26671	18539	20796	24220	27344	23978	21036	24986	25392	65761	70880	68784	81729	86801		1030	1301	1770	2324	2600	2725	2675	5234	3291	4235	4390	4940	5034	7135	6505	7623	9965	
2817	"Zinc oxide; zinc peroxide"	0	0	13	0	25	162	166	140	475	309	670	356	207	92	53	83	62		3692	6228	8306	15552	17829	39449	35931	26248	15307	26461	25140	21409	20740	21298	19425	17220	19791		4594	4383	3585	4669	4222	9503	16471	12058	8146	12200	12358	9112	11423	10756	9117	8566	12033	
9013	"Liquid crystal devices not constituting articles provided for more specifically in other heading; ..."	0	6	1	304	73	32	299	7	64	5	20	27	82	48	72	117	63		6671	11897	11607	14426	19982	24952	11849	10360	7690	10622	8959	11815	14447	16352	19993	16526	27975		20050	20566	18020	14758	18200	22173	35475	41947	36278	47238	57294	153354	265575	290365	327240	305711	345964	
7411	"Copper tubes and pipes"	1026	2106	1165	1296	3635	6400	8460	7883	5471	1367	1437	1413	628	736	567	38	63		56745	53063	57008	80342	78529	129454	119225	134860	58127	50954	69515	61563	57604	65893	50214	45136	57851		13663	18204	25716	49938	53300	109338	148973	151653	76629	127538	172700	149029	156512	143851	145433	124421	152013	
4817	"Envelopes, letter cards, plain postcards and correspondence cards, of paper or paperboard; ..."	1	2	1	31	0	51	207	47	14	58	13	47	42	14	38	31	64		62432	65363	72377	72089	75735	72403	85872	85215	73286	63703	71852	63595	68460	48899	31741	27684	27531		112	120	119	241	457	2873	2161	713	683	1065	1224	1170	1244	1136	991	679	682	
8405	"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators ..."	571	1	9	6	0	1	1	953	0	2927	0	276	2	4	14	39	64		16575	1551	3261	5403	2438	6747	4579	6189	10381	11872	5200	18830	10987	4911	4983	3909	11723		125438	23690	3014	12550	16921	10667	21980	41655	14621	17711	29108	16127	16846	18532	16821	21104	25370	
8713	"Carriages for disabled persons, whether or not motorised or otherwise mechanically propelled ..."	27	120	60	62	74	55	87	34	6	16	1	0	0	23	7	100	65		7140	7424	12467	8791	10076	10502	7728	8401	5488	5164	6382	5945	8318	8613	6061	7305	6724		981	1206	1044	1697	3428	4471	7167	9084	4426	7157	9393	8441	13423	13520	13123	14742	17029	
9615	"Combs, hair-slides and the like; hairpins; curling pins, curling grips, hair-curlers and the ..."	15	17	46	33	27	56	46	152	64	59	81	52	79	98	73	46	66		4168	6049	6143	7270	8149	8963	9496	13014	11328	13511	13531	12083	14758	16174	18760	11228	9623		3788	5056	5383	7545	9858	9791	16169	36223	25120	27088	33079	26561	25582	25295	17283	16329	17207	
9706	"Antiques of > 100 years old"	3	0	0	0	4	0	3	0	21	0	0	3	0	0	0	2	67		1119	740	991	954	775	1001	900	1274	2073	2668	1981	1235	5100	12723	7009	4568	4605		871	1216	2010	1513	3860	2360	3887	4600	2473	2775	10908	8538	5947	4255	4097	5373	3496	
8454	"Converters, ladles, ingot moulds and casting machines of a kind used in metallurgy or in metal ..."	621	869	1434	548	174	219	422	324	0	127	1019	7	0	285	1559	42	69		18240	23385	8849	17111	19753	19806	38585	24497	54870	29931	57823	37626	40907	40129	53545	36859	36878		20924	18272	43777	29766	118346	154861	58906	92687	91787	67235	116156	62804	54475	67946	78543	46714	50207	
6213	"Handkerchiefs, of which no side exceeds 60 cm (excluding knitted or crocheted)"	2	2	0	0	1	1	0	0	0	0	0	1	0	14	0	37	73		2700	2534	2341	1870	1748	1925	2014	2306	1473	1469	1458	1506	1792	1640	1517	2845	4030		34	33	122	129	279	766	1267	1210	859	902	1075	508	615	812	731	702	788	
9607	"Slide fasteners and parts thereof"	477	826	918	1185	1327	1512	1583	1749	1576	863	571	435	484	167	101	57	74		20063	24296	30355	29028	26863	27565	29924	31556	27500	20677	25883	27235	26113	21789	15460	15983	17646		27526	44017	57386	65182	63606	71695	85311	64770	49749	71160	71059	71632	75817	79726	64263	64713	71921	
4706	"Pulps of fibres derived from recovered "waste and scrap" paper or paperboard or of other fibrous ..."	0	51	0	0	9	0	2	0	0	139	220	166	149	192	105	102	74		40631	34508	44584	54690	46154	48096	52697	56539	37982	45099	69710	46519	41926	46637	37412	41588	55954		188	384	290	467	580	650	654	930	3357	2785	3379	4450	4046	2715	3276	2236	2686	
8609	"Containers, incl. containers for the transport of fluids, specially designed and equipped for ..."	0	13	16	0	2	98	0	80	3	6	560	3964	58	175	5	120	75		8002	8311	19941	17739	12654	9849	13310	22552	20663	21150	21580	86161	24052	39589	22710	20243	44488		1406	7374	1601	8333	5251	2245	1975	5315	2912	7843	8804	8169	7710	19301	5287	6066	14089	
6305	"Sacks and bags, of a kind used for the packing of goods, of all types of textile materials"	5	13	84	64	148	44	114	48	19	52	66	256	310	239	80	74	75		26715	24603	27826	27430	25472	25737	24845	25540	22185	26229	26647	20649	25439	28167	26858	24384	27773		3535	4438	9651	9236	10023	10531	13147	15311	8868	12474	8951	8528	11732	10441	9984	10717	6539	
0711	"Vegetables provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water ..."	0	40	0	0	0	0	81	0	6	54	7	56	20	45	6	52	76		26147	29573	39464	35253	32871	37801	66382	52906	46200	37387	40063	41264	58508	73070	66449	77186	73859		2991	4457	2831	2898	4414	4335	7626	14377	8176	8705	12275	14968	19526	21944	15028	12312	10604	
8303	"Armoured or reinforced safes, strongboxes and doors and safe deposit lockers for strongrooms, ..."	3	28	131	87	57	125	97	282	62	121	162	318	161	312	338	233	77		19841	22822	20975	20270	22411	28569	25963	29005	17915	16063	19186	17978	21675	20000	17923	21032	17344		1624	1202	1656	2224	2689	3905	3749	4603	3346	4885	4422	5717	6236	7372	6593	5300	3534	
2928	"Organic derivatives of hydrazine or of hydroxylamine"	0	0	0	14	38	1	5	1	569	541	0	1	2	4	42	81	77		14880	20050	19102	27101	31430	20899	21828	38585	37121	36736	30681	43679	55045	59378	28748	44588	30045		4111	5228	8095	6498	5958	4748	5687	6972	7235	7679	6781	6226	7518	7152	6727	7444	7787	
2207	"Undenatured ethyl alcohol of an alcoholic strength of >= 80%; ethyl alcohol and other spirits, ..."	5	0	0	0	4	7	0	0	47	135	203	49	33	43	42	51	78		21212	12898	22238	42935	61290	146192	171699	185121	253419	212290	180308	157065	209925	155899	134609	67841	124526		63	96	2960	17978	28116	33827	41356	46744	48764	56824	61684	62262	67921	73227	63074	58716	64508	
6904	"Ceramic building bricks, flooring blocks, support or filler tiles and the like (excluding those ..."	0	0	0	0	63	11	43	2	1	25	8	0	136	315	377	410	78		7560	6345	7317	8976	8741	9424	11482	13206	12010	7585	7045	16014	7685	9547	10330	16750	23811		28	254	147	230	752	666	943	449	255	115	135	373	2435	2289	2063	1069	902	
2523	"Cement, incl. cement clinkers, whether or not coloured"	1269	1161	579	0	762	0	1	106	6	12	1	1	1	83	58	46	79		95136	105626	116878	131044	138911	134719	157808	242624	243544	300732	317924	554490	483921	552482	489164	477313	441880		8857	4053	8194	17087	36323	129502	94145	36658	6041	9629	7848	12502	13334	14358	17076	16526	11259	
6108	"Women's or girls' slips, petticoats, briefs, panties, nightdresses, pyjamas, négligés, bathrobes, ..."	255	160	179	686	480	239	433	630	160	67	145	143	133	72	78	111	81		51313	68336	82359	83944	84605	79181	83554	87205	74975	67386	76650	70570	77017	91731	82126	97131	90843		3132	2750	4211	7039	7248	8611	13935	17328	18062	20358	27036	21859	22200	26736	23007	20100	18245	
7020	"Articles of glass, n.e.s."	14	24	19	11	96	142	174	175	32	18	76	55	372	24	23	23	81		2812	5186	6372	8313	9716	8820	8332	8620	6438	7087	4826	5449	9275	11964	11612	13892	15186		1577	2589	3648	7196	8141	8665	9959	12712	10190	12115	13962	13194	19286	28109	24419	23713	19811	
6506	"Headgear, whether or not lined or trimmed, n.e.s."	12	21	24	56	58	371	146	109	113	87	68	75	118	309	425	174	81		16780	21590	24294	20969	20174	23149	27785	31933	27993	30086	30714	29203	33784	43605	41594	53191	59916		1172	1414	2424	3512	5948	10388	9170	9370	7384	9198	11722	15180	17827	29961	25744	26309	24353	
4012	"Retreaded or used pneumatic tyres of rubber; solid or cushion tyres, tyre treads and tyre flaps, ..."	0	0	2	0	3	227	925	863	510	811	74	113	255	204	35	56	82		14815	16425	22070	30990	37237	42114	51074	51891	50515	52092	85522	62127	73974	67414	63836	63824	72210		3347	4743	6983	8789	10821	12013	19537	24687	19479	24808	28962	29815	35264	34085	36479	39981	43528	
4402	"Wood charcoal, incl. shell or nut charcoal, whether or not agglomerated (excluding wood charcoal ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	21	110	148	82		5906	6222	12730	14246	11850	17064	13966	17352	18499	13376	13113	11551	16272	14886	15172	13158	14379		319	246	505	1708	2379	3943	5844	4878	6053	7777	10642	17630	32954	29869	36676	39262	39486	
7003	"Cast glass and rolled glass, in sheets or profiles, whether or not having an absorbent, reflecting ..."	0	9	0	0	0	42	0	95	35	36	38	0	0	79	11	1	83		8205	9769	12506	13243	13431	17160	20916	20680	11689	16604	30464	25622	31001	24471	20144	24000	20898		588	953	2150	2126	3771	6966	4768	4569	3716	3516	2895	3203	3996	3127	2304	2446	2897	
0804	"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens, fresh or dried"	0	21	112	0	33	97	284	139	120	0	0	39	60	20	637	110	83		79175	83899	87613	117898	113324	132061	139860	195771	163826	161913	233750	210907	235011	318469	319199	386594	481285		4108	5194	3565	3904	6515	8285	11748	19848	19899	20950	27283	22907	25255	28580	30923	45874	62649	
7325	"Articles of iron or steel, cast, n.e.s."	447	1149	1109	2219	2420	2049	2406	3128	728	559	120	80	690	311	31	109	84		79442	87585	119119	196068	218113	242748	307215	391050	233742	306330	390458	390369	443018	449757	347814	339243	366504		2232	3370	7515	7395	8408	25852	29754	31254	11124	18326	12518	14160	12919	16436	12699	10434	10685	
7205	"Granules and powders of pig iron, spiegeleisen, iron or steel (excluding granules and powders ..."	0	0	0	727	540	457	1013	2674	1407	883	679	787	621	984	540	162	85		488	1217	1840	4125	4663	14274	15526	3362	2499	3380	2798	3009	34564	33729	27921	22884	22871		3513	4559	6596	13087	14569	18696	20794	26384	12538	18237	22881	19247	17162	17897	16420	14886	16345	
0604	"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ..."	0	0	25	52	33	56	39	68	0	0	0	1	3	7	22	63	86		2633	4218	6076	7151	6956	5896	6571	8129	8498	8490	8482	4926	9444	13224	11389	13731	16582		106	406	267	414	511	325	461	495	326	507	451	683	635	719	704	735	713	
7305	"Tubes and pipes, having circular cross-sections and an external diameter of > 406,4 mm, of ..."	0	0	160	3	547	54	346	0	0	1	13	171	0	0	0	92	87		26024	4448	14982	20962	18103	21690	15895	15744	13440	13212	36727	59844	61013	68377	62322	39451	35725		361970	79826	180049	8766	4812	17367	7350	4494	4059	12938	4396	6060	7636	10731	152279	125030	80446	
7301	"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; ..."	0	10	0	0	1	0	1	0	0	0	76	4	14	0	0	0	87		2046	3405	2934	2309	2743	5973	9529	14779	5081	7301	15019	24637	31550	38910	17227	12830	13709		1409	707	6586	592	1720	1258	2933	1145	1014	1637	1682	4338	14206	13179	2438	2596	4377	
1704	"Sugar confectionery not containing cocoa, incl. white chocolate"	122	189	412	822	395	587	901	5792	4417	839	799	198	21	110	1	148	88		360937	338004	371463	387009	373488	378986	402327	453167	423919	401442	475598	493133	536032	586443	466524	513672	545712		4762	2523	3212	4166	4771	5015	7394	16627	15224	10074	13011	10719	13623	16895	16214	15503	17761	
9507	"Fishing rods, fish-hooks and other line fishing tackle n.e.s; fish landing nets, butterfly ..."	0	0	0	0	2	1	1	1	7	24	197	49	43	153	122	110	88		6123	10414	10373	11281	14965	16001	18322	22777	16358	17685	20045	17510	23030	22020	21849	34783	41235		2795	2657	4167	6945	6370	7324	8103	10423	7014	12746	15280	14883	14896	17992	18254	16523	17324	
1904	"Prepared foods obtained by the swelling or roasting of cereals or cereal products, e.g. corn ..."	2230	4127	5838	5083	3020	2000	2154	2446	4801	6706	568	186	608	211	29	26	89		54610	59234	84548	96867	104503	148888	167040	203133	255058	263847	284465	290317	318660	296021	275892	325697	359850		5547	8934	15184	19002	16624	19550	20619	23557	26724	32342	31102	9763	10205	10297	7914	9094	9574	
6913	"Statuettes and other ornamental ceramic articles, n.e.s."	64	13	18	53	61	41	69	163	128	285	420	414	212	163	154	33	90		122285	122144	128196	117594	104718	102395	96533	90241	67478	73048	74355	72264	74992	68277	58564	53739	53166		2550	5213	7099	10365	9367	10325	9761	12519	11246	19989	25305	18174	21770	22727	19668	11116	8579	
9017	"Drawing, marking-out or mathematical calculating instruments, e.g. drafting machines, pantographs, ..."	532	637	526	340	118	66	76	59	23	25	115	164	201	252	143	145	91		16174	17078	17861	11708	9006	9620	9938	11892	9819	10867	11273	11283	12722	14295	12427	14929	17287		11123	14370	12237	13415	14086	21355	22005	21628	12202	22100	26666	24791	33621	29846	26347	23476	27518	
4814	"Wallpaper and similar wallcoverings of paper; window transparencies of paper"	46	8	28	18	14	17	26	47	39	126	138	461	263	209	291	101	92		11879	11904	13452	16403	15327	14144	17738	18375	14094	13969	13250	12621	12294	7216	6182	5536	5579		1415	2006	2507	4084	5643	7847	13665	19332	19515	30959	42862	44137	57716	84607	76084	17571	16270	
2901	"Acyclic hydrocarbons"	1375	1214	1164	1685	3630	5570	1576	53	55	2634	3193	4070	3163	15206	1929	225	92		82224	75720	144295	231119	291316	365281	353056	329230	299416	449102	584090	503081	416241	462618	282427	215393	318010		21674	12907	19648	72749	152332	69773	72128	45557	12742	44210	155484	87942	26256	252161	22366	22671	15524	
2802	"Sulphur, sublimed or precipitated; colloidal sulphur"	0	0	0	0	16	21	1	0	44	0	10	2	3	2	4	0	93		28	53	359	179	151	339	286	277	388	245	269	334	231	569	650	616	715		55	481	479	146	122	133	235	457	1633	938	358	533	264	179	103	348	1019	
8546	"Electrical insulators of any material (excluding insulating fittings)"	592	1930	824	19	535	650	739	214	28	171	415	267	401	84	714	45	95		17670	20239	15805	22806	24172	23281	41503	30156	30444	26200	31850	26791	35730	26660	40363	36879	40069		14618	11777	11355	12520	14783	14713	19529	44681	37398	38713	56840	56851	59139	59219	53105	45897	44896	
2834	"Nitrites; nitrates"	3	68	4	14	5	0	9	11	27	3	2	12	10	3	32	15	97		2894	4134	5764	6101	7641	8276	10910	16019	14482	27583	40132	54102	61731	48688	51291	39251	78717		2874	7115	7526	9276	16179	20734	20078	28771	25671	40256	43563	42645	33403	44038	35408	37537	33719	
3707	"Chemical preparations for photographic uses (excluding varnishes, glues, adhesives and similar ..."	249	321	546	441	478	420	283	270	130	95	121	130	121	141	202	117	97		63346	68356	93034	96775	155389	141016	131867	136202	126557	75340	72765	53597	49509	49871	39154	46492	43078		29927	27317	35290	46065	47732	50252	51160	47512	42109	42754	50533	44559	48030	49150	40911	39188	38184	
8403	"Central heating boilers, non-electric; parts thereof (excluding vapour generating boilers and ..."	103	325	329	579	257	259	2753	2333	61	187	594	816	1025	398	62	51	104		37963	45722	56060	101783	72292	56451	58554	63749	61667	65246	38449	31014	51296	25794	24587	21779	22001		52435	71598	121021	169301	213620	296069	251838	271039	157481	183498	267531	235012	207674	171739	143052	131451	145554	
8306	"Bells, gongs and the like, non-electric, of base metal (excluding musical instruments); statuettes ..."	68	28	34	59	89	117	278	289	163	150	222	243	257	139	124	129	105		30986	32373	33171	35658	34529	36865	43900	42888	36821	38988	48880	37996	33305	32484	26828	30496	33080		1615	1975	2227	2912	4068	4904	5858	7800	5045	9434	13409	11663	14998	14476	13352	12037	9471	
7317	"Nails, tacks, drawing pins, corrugated nails, staples and similar articles of iron or steel, ..."	1	10	2	8	5	30	31	25	66	114	179	63	80	8	22	22	109		23623	20543	23643	32934	30181	33894	40491	44345	25406	29434	35334	26188	26375	28883	22958	24890	25467		1120	1752	2709	4416	3882	3803	10891	9416	5151	6204	9165	9217	10210	11441	10876	9933	11061	
8404	"Auxiliary plant for use with boilers of heading 8402 or 8403, e.g. economizers, superheaters, ..."	741	22	0	10	3302	521	39	1775	1240	242	8243	977	12851	463	137	197	110		20536	17891	21251	36049	30127	47064	46998	63632	41215	41664	47531	30443	38983	33184	26399	23608	21312		73893	81028	29742	15935	27298	24665	34771	29691	28360	11351	82660	59790	125460	24168	47110	106370	13515	
8508	"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners"	339	0	0	0	0	0	0	9	3	13	23	38	82	124	113	72	111		34140	0	0	0	0	0	19418	16670	20035	23269	29044	21188	25940	34721	51972	56083	67646		21252	0	0	0	0	0	93762	103299	80039	102493	136810	134031	194837	195886	155434	110218	136919	
2911	"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, ..."	15	88	47	127	63	106	86	27	63	130	129	159	148	143	63	92	112		913	977	1180	2926	4845	4603	5231	7304	6616	8939	8014	7158	6727	6085	4292	4126	4612		531	1018	164	464	440	466	180	228	150	280	465	318	800	846	698	767	768	
4903	"Children's picture, drawing or colouring books"	0	0	0	6	83	51	14	35	57	121	183	103	89	154	0	130	112		3836	5408	6859	6609	7910	7790	10885	14131	12800	24235	18110	17619	16511	21967	4512	5173	6473		49	82	179	527	576	902	1363	1156	1467	2165	2992	4111	2457	3091	2916	3035	4159	
3602	"Prepared explosives (excluding propellent powders)"	0	0	0	0	0	0	0	0	0	0	0	0	0	329	254	319	113		0	0	0	0	0	0	0	0	0	0	0	0	15489	18709	18058	16538	19779		1836	849	485	1023	3697	1097	1996	2319	1774	4036	4012	2274	4561	1632	4002	2246	1453	
6909	"Ceramic wares for laboratory, chemical or other technical uses; ceramic troughs, tubs and similar ..."	47	238	249	599	358	219	351	239	100	0	11	7	1	13	4	108	113		4658	6066	5470	5379	2483	2320	4464	3675	4133	3460	2649	1653	3550	8226	4690	3841	4889		3083	4398	5920	9376	12644	13116	13178	15982	17118	28697	33650	26928	27667	31175	30390	32020	30531	
0813	"Dried apricots, prunes, apples, peaches, pears, papaws "papayas", tamarinds and other edible ..."	0	17	575	209	0	49	334	75	39	30	61	72	72	410	258	278	114		5662	5780	21480	20872	28891	29890	28682	47068	38538	75774	79929	87319	109553	108653	97235	114123	113305		1396	1366	2498	3261	3051	2632	3854	3183	2822	4462	11731	6580	6631	7593	10001	10637	7200	
4104	"Tanned or crust hides and skins of bovine "incl. buffalo" or equine animals, without hair on, ..."	926	225	77	112	29	63	78	0	28	19	70	1	89	119	593	137	116		179322	54522	59246	52021	46434	53828	71509	87437	36151	44752	76469	75202	93221	107055	88516	97495	83854		53042	6811	6898	7669	6240	13350	37074	40087	17495	36647	64639	48104	64550	54836	37916	36535	31017	
8804	"Parachutes, incl. dirigible parachutes and paragliders, and rotochutes; parts thereof and accessories ..."	1	1	0	0	0	6	0	21	7	0	45	21	0	0	54	582	116		2225	1898	2996	2792	3557	4259	6087	6473	5909	6837	5743	6245	6338	6500	7358	8103	8328		190	338	266	369	386	250	1320	489	371	542	1252	1274	1135	860	1023	1591	569	
7615	"Table, kitchen or other household articles, sanitary ware, and parts thereof, of aluminium, ..."	3	7	27	35	21	15	23	41	25	42	201	200	7751	2473	305	65	118		19220	11808	10451	24081	29854	28792	40781	42812	32983	32602	41108	40436	41968	41440	35368	46111	53469		5173	6402	9171	12485	13934	13813	13475	19056	13533	25176	28518	30250	40031	33501	34086	27389	13346	
6505	"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile ..."	22	43	74	43	12	137	76	53	26	29	60	36	20	29	16	36	121		5843	7543	9216	12826	10788	13279	18530	24417	24271	27485	34034	39385	42868	55536	57515	65958	72071		2413	2685	4420	6181	11725	17836	22748	25573	22240	31435	39080	33442	37657	35411	36785	34874	29870	
5205	"Cotton yarn other than sewing thread, containing >= 85% cotton by weight (excluding that put ..."	518	269	123	267	244	26	74	272	58	129	95	31	52	39	47	68	122		99618	92861	108899	114639	95180	81204	79210	58927	39084	44631	57581	46370	51391	52120	43026	43872	40173		81461	127453	232316	249014	258543	286348	547003	407478	276276	545001	495057	334389	435078	439525	383812	444396	571180	
2518	"Dolomite, whether or not calcined or sintered, incl. dolomite roughly trimmed or merely cut, ..."	197	286	480	498	415	370	155	136	93	115	88	0	27	74	58	0	124		5975	5307	7233	7001	7614	6836	8323	13381	8358	10030	8310	7903	8118	10915	8521	6888	11920		532	1007	1707	2315	3070	1604	1253	1455	1707	1941	1974	1574	1433	1489	1175	1209	1463	
8447	"Knitting machines, stitch-bonding machines and machines for making gimped yarn, tulle, lace, ..."	363	108	222	2218	1627	2700	2360	305	332	7	193	451	403	469	70	139	124		26750	25573	28894	35001	29880	23823	31290	25524	18190	20473	18125	19041	20449	16565	17997	16480	17993		112720	374628	550265	390945	291149	239108	292295	195177	78368	217927	337297	328118	398128	376496	236377	256621	274093	
3922	"Baths, shower-baths, sinks, washbasins, bidets, lavatory pans, seats and covers, flushing cisterns ..."	28	160	1648	2225	2749	2426	3000	488	110	69	207	129	72	144	383	584	126		47917	53381	62844	69476	69726	77173	98265	96566	74607	76912	74275	72093	90861	98042	101523	121840	138460		3900	5237	14133	21420	26623	30068	35572	31611	25428	35082	45424	44069	45848	49130	48875	41540	42393	
