Product code	Product label	Turkey's imports from Spain-Value in 2001	Turkey's imports from Spain-Value in 2002	Turkey's imports from Spain-Value in 2003	Turkey's imports from Spain-Value in 2004	Turkey's imports from Spain-Value in 2005	Turkey's imports from Spain-Value in 2006	Turkey's imports from Spain-Value in 2007	Turkey's imports from Spain-Value in 2008	Turkey's imports from Spain-Value in 2009	Turkey's imports from Spain-Value in 2010	Turkey's imports from Spain-Value in 2011	Turkey's imports from Spain-Value in 2012	Turkey's imports from Spain-Value in 2013	Turkey's imports from Spain-Value in 2014	Turkey's imports from Spain-Value in 2015	Turkey's imports from Spain-Value in 2016	Turkey's imports from Spain-Value in 2017	Spain's exports to world- 	Spain's exports to world-Value in 2001	Spain's exports to world-Value in 2002	Spain's exports to world-Value in 2003	Spain's exports to world-Value in 2004	Spain's exports to world-Value in 2005	Spain's exports to world-Value in 2006	Spain's exports to world-Value in 2007	Spain's exports to world-Value in 2008	Spain's exports to world-Value in 2009	Spain's exports to world-Value in 2010	Spain's exports to world-Value in 2011	Spain's exports to world-Value in 2012	Spain's exports to world-Value in 2013	Spain's exports to world-Value in 2014	Spain's exports to world-Value in 2015	Spain's exports to world-Value in 2016	Spain's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
1507	"Soya-bean oil and its fractions, whether or not refined (excluding chemically modified)"	20289	19707	19272	25070	26509	9358	5956	0	0	13	1	0	0	5959	0	0	0		79129	91267	132536	148336	113565	50180	168798	420399	173913	247646	489795	727243	668753	415052	313431	257575	249281		56213	71738	72670	47590	105484	124146	37372	25738	10484	7339	3349	1097	7053	6165	106	63	94	
1512	"Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, ..."	0	0	0	0	978	0	0	0	0	0	0	0	0	0	0	0	0		34974	39238	38029	47464	52271	54795	57547	157705	85904	101402	138432	164388	144480	156172	155021	211952	233885		63077	51745	54047	50576	138411	241095	140088	650122	471843	273625	629466	988450	918712	1201108	1101296	1015561	661061	
1202	"Groundnuts, whether or not shelled or broken (excluding roasted or otherwise cooked)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		433	707	994	1361	1309	509	603	5463	3615	1901	3950	2296	2043	1582	1780	2448	3248		401	34	237	3578	24948	2236	20150	21448	4099	11302	20005	21976	10807	16309	58711	21485	23405	
1703	"Molasses resulting from the extraction or refining of sugar"	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0		1098	8	17	559	561	159	90	430	156	237	431	947	739	959	1040	827	1152		620	7895	8753	16664	22720	14826	29251	41017	20314	16996	18815	55866	55198	75411	39310	46240	40545	
1802	"Cocoa shells, husks, skins and other cocoa waste"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		52	218	644	500	122	204	690	1095	2344	6091	6700	4092	4038	3861	4030	2795	661		0	5	56	425	309	319	0	0	0	0	0	0	0	2	296	6	78	
1902	"Pasta, whether or not cooked or stuffed with meat or other substances or otherwise prepared, ..."	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0		28634	35704	41114	51156	44351	41804	50565	83515	75679	84340	82275	95870	110405	130060	122681	125971	132356		443	578	875	1584	2239	2533	2954	4423	4608	5217	6047	6118	7722	14698	9261	7871	9004	
2305	"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	
2609	"Tin ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1316	364	193	304	146	320	234	1032	769	708	887	503	60	11	1	5	0		0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	6	0	
2701	"Coal; briquettes, ovoids and similar solid fuels manufactured from coal"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0		1910	1562	4765	7269	8181	27693	86920	256264	171881	136955	158612	200062	94090	143568	105181	51772	35041		297355	678154	926362	1217531	1573086	1971979	2560462	1253441	1127003	1148499	1274731	1134598	899664	826365	2956530	2627918	3899058	
2838	"Fulminates, cyanates and thiocyanates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8	10	8	7	5	312	0	0	0	0	0	0	0	0	0	0	0		119	146	197	185	228	258	0	0	0	0	0	0	0	0	0	0	0	
2851	"Inorganic compounds, incl. distilled or conductivity water and water of similar purity, n.e.s.; ..."	0	0	2	0	1	5	0	0	0	0	0	0	0	0	0	0	0		641	978	1095	2041	1970	1737	0	0	0	0	0	0	0	0	0	0	0		493	830	1582	949	644	587	0	0	0	0	0	0	0	0	0	0	0	
2913	"Halogenated, sulphonated, nitrated or nitrosated derivatives of cyclic polymers of aldehydes ..."	0	0	0	0	0	0	10	5	3	0	0	0	0	0	0	0	0		102	65	60	26	21	12	5	21	17	93	126	2109	2121	5409	1147	1232	572		1286	849	1571	128	176	125	105	228	193	84	180	121	289	171	227	200	157	
3705	"Photographic plates and film, exposed and developed (excluding products made of paper, paperboard ..."	0	0	0	0	3	8	0	3	4	0	0	0	0	0	0	0	0		6691	3091	4594	1854	1543	1530	1869	1230	909	633	12779	22269	14602	2827	1562	1310	328		121	134	115	187	625	496	741	322	254	239	438	351	401	505	400	481	424	
4812	"Filter blocks, slabs and plates, of paper pulp"	0	6	0	9	19	1	6	9	0	0	1	0	11	15	31	34	0		490	1627	1191	976	2790	2497	3556	4040	3121	1785	601	516	1023	1114	1359	1137	1145		447	514	870	1270	1753	1869	1896	1828	1256	2546	2744	2602	2786	2640	1715	1475	2265	
4815	"Floor coverings on a base of paper or paperboard, whether or not cut to size (excluding similar ..."	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		287	11	36	51	111	98	0	0	0	0	0	0	0	0	0	0	0		3	312	9	14	10	10	0	0	0	0	0	0	0	0	0	0	0	
4904	"Music, printed or in manuscript, whether or not bound or illustrated"	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0		122	112	78	13	265	364	119	369	448	305	255	125	127	91	61	51	85		24	23	25	32	49	59	124	53	47	17	60	23	72	42	75	194	152	
5106	"Carded wool yarn (excluding that put up for retail sale)"	0	33	77	32	3	0	121	1	0	0	0	0	0	0	0	0	0		5655	7463	9848	9448	11864	8666	9462	8261	5791	8167	7350	8792	9653	8974	8122	9437	11808		8290	12546	15820	15853	14088	13054	14301	15268	12313	10928	14765	12676	14167	15162	10877	9348	9801	
5304	"Sisal and other textile fibres of the genus Agave, raw or processed, but not spun; tow and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		58	199	371	330	350	372	0	0	0	0	0	0	0	0	0	0	0		233	282	269	524	259	387	0	0	0	0	0	0	0	0	0	0	0	
5404	"Synthetic monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm; strip ..."	1	48	427	349	338	122	511	526	309	512	6	56	19	4	1	0	0		4104	5604	9541	12020	13404	13918	14601	17235	10243	12453	6677	4486	3919	4135	3343	4699	5126		12945	17503	19238	24868	22530	28760	34474	24511	21862	25155	36427	32585	38927	40691	39282	33083	46232	
5502	"Artificial filament tow as specified in Note 1 to chapter 55"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		434	1134	1844	579	623	606	943	855	1294	2022	25600	1489	1007	1140	1658	2289	604		58781	65970	36072	55609	45060	51626	81043	60299	70764	69529	73375	94799	98798	111281	112084	103440	108014	
6113	"Garments, knitted or crocheted, rubberised or impregnated, coated or covered with plastics ..."	62	9	8	5	38	24	29	17	8	5	7	4	0	3	8	0	0		2782	1532	2096	2320	4135	3843	4032	42168	18696	17558	22891	13807	15900	21786	22527	26136	32897		183	160	427	642	663	763	961	1372	1533	2057	2737	2389	3717	4594	4868	5537	4919	
6503	"Felt hats and other felt headgear, made from the hat bodies, hoods or plateaux of heading 6501, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		745	885	956	1179	832	1271	0	0	0	0	0	0	0	0	0	0	0		28	32	57	99	337	212	0	0	0	0	0	0	0	0	0	0	0	
6504	"Hats and other headgear, plaited or made by assembling strips of any material, whether or not ..."	0	1	4	6	0	0	0	0	0	0	14	0	18	1	0	0	0		250	244	343	356	819	527	648	1707	2287	2352	3560	4388	5277	5301	6036	8700	7123		315	348	632	454	386	598	515	696	430	1164	1494	1663	2598	1788	2363	2746	3352	
7204	"Ferrous waste and scrap; remelting scrap ingots of iron or steel (excluding slag, scale and ..."	0	0	0	0	0	0	439	1758	26	2091	25105	94550	35138	18390	2300	4588	0		13694	20522	34875	102001	92050	123749	205683	205390	182414	250245	404812	368994	281702	330704	171901	153130	205661		477778	1018977	1855776	3013745	3143293	3911821	5591881	8961208	4240377	7122433	9767305	9418971	7511208	7150484	4288070	3962158	6138232	
7214	"Bars and rods, of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn ..."	202	307	343	518	631	755	912	762	569	2252	5984	3432	3285	4338	3986	674	0		171698	176420	215014	333161	280107	239087	556351	1894534	1089600	1067694	1356882	1438703	1281996	1180634	747617	636412	544276		4587	6115	7577	19101	16310	21363	28610	53465	22214	61278	74466	38947	75100	54452	48843	33466	62833	
7313	"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely ..."	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0		2251	1602	3177	4224	5684	5818	8209	7514	6091	5964	9158	9555	9156	9429	11415	11234	12276		488	403	211	437	715	921	1846	1434	597	3832	1082	1387	852	1234	1181	508	346	
7416	"Copper springs (excluding clock and watch springs, spring washers and other lock washers)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4	31	59	34	21	119	0	0	0	0	0	0	0	0	0	0	0		87	70	116	102	60	58	0	0	0	0	0	0	0	0	0	0	0	
7417	"Cooking or heating apparatus of a kind used for domestic purposes, non-electric, and parts ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		58	9	9	21	8	17	0	0	0	0	0	0	0	0	0	0	0		27	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	
7805	"Lead tubes, pipes and tube or pipe fittings "e.g., couplings, elbows, sleeves""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		18	15	8	42	84	329	0	0	0	0	0	0	0	0	0	0	0		4	1	0	2	68	0	0	0	0	0	0	0	0	0	0	0	0	
8004	"Tin plates, sheets and strip, of a thickness of > 0,2 mm"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		116	69	82	26	21	4	0	0	0	0	0	0	0	0	0	0	0		0	2	5	10	13	0	0	0	0	0	0	0	0	0	0	0	0	
8109	"Zirconium and articles thereof, n.e.s.; zirconium waste and scrap (excluding ash and residues ..."	0	0	0	0	1	0	0	0	0	0	3	1	0	2	4	1	0		18	89	448	1017	1016	410	480	451	946	103	100	232	215	316	1156	72	261		328	769	126	211	186	137	158	347	251	214	731	909	1296	1195	1031	1096	1169	
8401	"Nuclear reactors; fuel elements "cartridges", non-irradiated, for nuclear reactors; machinery ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		41168	67845	65430	174982	231724	140052	309663	320789	409132	350114	672567	424370	589175	452895	433386	228181	165062		1	2	1	23	0	0	154	0	1095	0	0	1	3	0	0	0	0	
8444	"Machines for extruding, drawing, texturing or cutting man-made textile materials"	0	0	1	23	0	15	0	74	0	84	0	0	0	35	0	0	0		3799	1815	1631	1129	1794	1882	4421	12706	4192	2243	2837	2588	3447	1509	1620	2259	1449		13527	76367	76096	39114	23737	20345	54493	42825	22024	48333	58863	110063	132462	68792	98053	91250	89957	
8469	"Typewriters and word-processing machines (excluding automatic data-processing machines and ..."	4	26	587	274	1	17	0	0	0	0	1	0	0	0	0	0	0		209	174	325	362	82	344	749	69	107	392	294	565	42	719	342	223	0		765	828	1961	1300	1518	4631	497	200	53	103	98	300	92	416	126	145	0	
8602	"Rail locomotives (excluding those powered from an external source of electricity or by accumulators); ..."	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0		21354	14531	18260	85826	510	21491	52768	130606	149919	108639	83964	93719	121586	192603	104866	90801	137494		0	0	969	249	1016	2499	5517	5132	2365	3376	8554	2426	4679	42650	50719	4114	2932	
8901	"Cruise ships, excursion boats, ferry-boats, cargo ships, barges and similar vessels for the ..."	0	0	2138	0	3626	0	13358	4628	0	2288	0	0	0	0	0	0	0		162306	165660	224909	1423735	2162721	3205039	1994254	260167	632698	581749	733817	197570	159324	292739	63577	10006	229678		487984	259729	59777	209363	734628	177085	544897	741008	622729	853556	1113558	664397	357382	212008	317837	139844	565685	
9012	"Electron microscopes, proton microscopes and diffraction apparatus"	4	0	0	0	0	3	0	0	0	0	0	11	0	0	1	0	0		295	52	463	267	1150	533	776	1310	466	539	1011	2888	461	1248	1679	1400	1235		720	790	2810	3366	3615	5679	9593	7669	3138	6811	4536	8440	8425	7567	6640	5685	6236	
9108	"Watch movements, complete and assembled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		111	112	87	111	169	239	90	113	163	756	2489	2507	2985	2782	2558	2493	2184		532	2408	2132	2193	2958	2589	1944	1379	1110	2077	2144	2255	3130	3014	2169	2690	2673	
9501	"Wheeled toys designed to be ridden by children, e.g. tricycles, scooters, pedal cars (excluding ..."	13	27	19	77	273	199	0	0	0	0	0	0	0	0	0	0	0		38450	42347	53768	64626	64061	61656	0	0	0	0	0	0	0	0	0	0	0		1522	1042	738	860	2915	3630	0	0	0	0	0	0	0	0	0	0	0	
0401	"Milk and cream, not concentrated nor containing added sugar or other sweetening matter"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		144604	123949	147161	142559	113948	112942	192628	240641	211349	218564	233851	258450	263934	337802	229543	217353	257334		14	69	122	197	266	40	172	517	527	132	396	884	1574	2428	1566	1351	1788	
0714	"Roots and tubers of manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar ..."	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0		1057	1512	2301	3163	2306	2559	2933	3309	2610	3979	12923	30254	18069	22080	24245	29040	37092		465	443	5	4	104	0	562	7014	10	9	11	11	2220	86	202	8616	35148	
0808	"Apples, pears and quinces, fresh"	0	0	0	0	0	0	0	0	10	9	39	0	0	0	0	0	0		122599	126268	134340	166226	155855	185933	160748	247160	168825	192125	233538	229205	226357	228698	196253	206956	213864		608	1299	1423	1672	3192	3291	4730	3475	4409	3070	6270	3822	2209	2875	1170	592	661	
1105	"Flour, meal, powder, flakes, granules and pellets of potatoes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		10	81	173	228	327	649	750	1070	862	1235	1658	2531	3666	5201	4308	4867	5159		158	260	196	115	180	169	215	421	184	275	479	2318	3426	2413	2313	2897	3326	
1204	"Linseed, whether or not broken"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		168	76	41	32	20	23	30	5073	3148	1058	175	507	628	190	266	210	408		13	19	33	159	1610	2773	9675	573	432	2616	21389	54621	26212	24929	16896	69128	82802	
1501	"Pig fat, incl. lard, and poultry fat, rendered or otherwise extracted (excluding lard stearin ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4611	6572	4487	5881	4903	3300	2419	14492	11443	19479	24995	23160	24429	17681	20641	27082	58001		0	0	25	73	58	86	139	200	247	397	668	1703	2098	1595	1421	1395	1529	
1522	"Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		162	629	419	635	598	1148	924	1050	1537	1749	2518	3119	2932	3378	8791	2851	4206		0	2	0	0	226	316	682	588	272	81	54	131	372	591	904	1101	1669	
1801	"Cocoa beans, whole or broken, raw or roasted"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		207	378	188	237	97	149	115	4183	278	52404	415	146	331	9	15650	28	31		48609	68877	148020	153049	121805	98628	140908	158294	171672	230977	275472	243183	222428	266702	263600	281924	290959	
2203	"Beer made from malt"	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0		41607	51312	70410	74714	66074	65767	87475	80593	76805	99545	113127	121818	151390	199408	229222	220811	205860		138	140	224	1822	1780	1406	1222	1360	982	1352	5032	3651	5090	7225	9018	9176	10121	
2205	"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances"	0	0	0	0	0	15	4	42	15	7	26	29	8	0	23	0	0		57849	31042	39009	38179	49664	56756	73597	76737	77353	81550	79624	88519	105733	109949	96435	73192	85088		44	84	99	82	52	369	431	782	779	956	1244	736	759	746	511	127	349	
2307	"Wine lees; argol"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1327	544	772	669	410	491	865	579	257	123	119	0	0	668	182	220	384		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2003	"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic acid"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		54529	49264	61956	75005	49972	62940	74897	81104	67906	79872	92702	77286	87817	107793	112807	86837	81169		93	17	20	43	67	241	105	146	69	70	125	19	76	175	120	360	93	
2510	"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ..."	0	0	0	0	0	0	0	0	0	6	13	6	0	0	0	0	0		14	86	13	46	157	415	751	1398	514	468	1938	209	311	688	709	188	318		22430	30815	24696	13839	29404	37380	45796	159932	76271	65125	108992	104734	95459	101385	98690	102191	88413	
2517	"Pebbles, gravel, broken or crushed stone, for concrete aggregates, for road metalling or for ..."	0	0	20	54	0	0	0	0	0	0	0	0	0	0	0	1	0		6965	5907	8976	10151	10617	18058	22137	23092	18278	31536	21891	20082	22361	27069	28372	25902	26031		186	388	355	659	887	717	629	911	639	1007	1222	901	819	1108	747	477	502	
2602	"Manganese ores and concentrates, incl. ferruginous manganese ores and concentrates, with a ..."	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1964	665	221	311	279	431	515	532	8733	671	538	578	1473	693	3593	731	675		60	55	110	70	143	209	279	1589	472	550	764	503	475	410	341	249	335	
2610	"Chromium ores and concentrates"	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0		231	236	214	659	494	697	695	664	601	368	772	2303	1240	491	682	1010	1329		6933	3615	6528	6886	17937	15173	21410	37216	33557	29954	39022	56847	47418	34145	34860	25425	52532	
2612	"Uranium or thorium ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		10428	0	143	0	0	0	1	0	1	0	72	0	0	0	0	0	3		0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	
2524	"Asbestos (excluding products made from asbestos)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		29	2	0	0	0	0	0	0	0	7	2	0	0	0	0	0	30		3298	3891	4265	3970	3873	2757	1331	392	0	0	0	0	0	0	0	0	0	
2709	"Petroleum oils and oils obtained from bituminous minerals, crude"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1	0	8	9	15	16	16	53	6	22	67	51	1575000	769641	323563	672989		3877953	4087775	4776536	6091544	8649477	10706466	11784210	0	0	0	0	0	0	0	0	0	0	
2801	"Fluorine, chlorine, bromine and iodine"	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6337	2573	1558	2738	2112	2842	3385	2425	3074	4485	6725	3042	4045	2288	3655	4239	4220		179	354	676	1008	1334	1110	1415	1271	1036	776	651	693	465	387	442	326	273	
2828	"Hypochlorites; commercial calcium hypochlorite; chlorites; hypobromites"	347	365	571	851	1046	770	733	358	384	166	98	180	113	1	0	0	0		12626	12508	18525	22828	21652	22266	17937	20847	22115	18227	24925	22463	20692	23668	16986	17584	19780		4411	1348	937	1494	2160	1879	1946	2392	3038	2481	1967	2122	2146	2078	2044	2198	1779	
2852	"Compounds, inorganic or organic, of mercury, whether or not chemically defined (excluding amalgams)"	0	0	0	0	0	0	0	21	1	0	0	1	0	0	0	3	0		0	0	0	0	0	0	327	1937	2601	4259	2816	3449	6635	4658	502	452	442		0	0	0	0	0	0	58	133	94	107	106	155	186	141	105	173	124	
3001	"Dried glands and other organs for organo-therapeutic uses, whether or not powdered; extracts ..."	0	0	0	3	0	147	0	0	0	0	10	1	3	1	0	15	0		12551	15420	17575	13504	22926	24057	33197	31660	96878	167602	172208	115471	48452	97068	33498	53516	64610		5973	6286	8641	9279	12462	15806	18234	12340	13794	15624	17047	19071	24645	24614	24204	29500	30449	
3501	"Casein, caseinates and other casein derivatives; casein glues (excluding those packaged as ..."	9	24	61	158	118	105	82	79	35	34	7	0	25	26	10	0	0		4009	3625	5790	11686	11924	9630	11808	10693	2724	3458	4857	3891	5656	5403	2948	5287	4708		3081	2394	3998	6526	6364	8373	13889	12797	9990	22810	9796	7719	9816	16848	10040	5926	5662	
3605	"Matches (excluding pyrotechnic articles of heading 3604)"	18	58	1	36	1	0	0	0	0	0	0	0	0	0	0	0	0		9233	8889	8166	5773	1444	812	1073	937	813	438	237	310	243	244	184	230	240		83	237	213	301	353	537	1112	1816	2564	331	330	229	388	214	217	206	251	
4007	"Vulcanised rubber thread and cord (excluding ungimped single thread with a diameter of > 5 ..."	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0		418	356	821	1206	468	666	537	300	459	692	451	196	406	276	288	302	381		3571	5702	6383	7664	8403	10099	9218	10331	9629	16062	16537	16361	14114	10363	8455	6947	9907	
4109	"Patent leather and patent laminated leather; metallized leather (excluding lacquered or metallized ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		20546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4114	"Chamois leather, incl. combination chamois leather (excluding glacé-tanned leather subsequently ..."	0	0	14	1	8	0	3	60	3	0	108	0	1	13	1	19	0		0	36584	29660	21566	14851	15557	16615	17053	15561	18255	20232	17452	13073	22331	18753	17336	19006		0	954	1139	2584	2030	3832	4409	3971	1323	1284	2510	3599	4176	4591	2227	2245	3436	
4204	"Articles for technical use, of leather or composition leather"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		268	260	485	439	324	690	0	0	0	0	0	0	0	0	0	0	0		125	127	124	157	467	159	0	0	0	0	0	0	0	0	0	0	0	
5203	"Cotton, carded or combed"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0		1158	5160	6359	2105	1073	1619	7644	5753	4053	4762	2642	2782	2687	2671	761	712	2197		116	287	640	385	158	689	102	79	167	809	361	51	471	591	773	212	333	
5908	"Textile wicks, woven, plaited or knitted, for lamps, stoves, lighters, candles or the like; ..."	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0		462	1224	1517	1588	507	308	312	882	1418	994	1028	847	1063	645	799	654	383		109	230	275	232	248	249	201	116	297	294	57	117	254	114	103	138	59	
7011	"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8106	2629	2616	4711	9721	3357	5334	2638	469	327	212	146	231	232	381	672	910		1125	2970	357	3365	14419	6633	1058	1430	404	554	697	956	1119	874	710	364	682	
7102	"Diamonds, whether or not worked, but not mounted or set (excluding unmounted stones for pick-up ..."	0	0	0	0	0	87	0	7	50	19	90	89	40	43	0	0	0		5110	7977	5507	5508	11809	14553	20280	13534	9346	12367	18054	15356	20231	15874	18771	15345	15236		2262	4374	7711	15684	25412	23424	32991	27540	11076	26828	30583	24645	19599	38082	56125	80749	77404	
7118	"Coin, incl. legal tender (excluding medals, jewellery made from coins, collectors' items of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6077	1039	2124	11740	3217	2684	4924	657	1185	1177	3710	8407	14827	3534	890	1224	1080		0	0	0	0	6	0	6	1	1	3	0	2	1	5	1	0	0	
7218	"Stainless steel in ingots or other primary forms (excluding remelting scrap ingots and products ..."	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		172325	112101	91408	226427	205104	193924	246654	214861	107182	123455	167785	136939	125631	124814	77071	56951	60689		49	46	82	659	546	389	899	1882	472	685	1108	1179	1781	1792	724	345	363	
7402	"Copper, unrefined; copper anodes for electrolytic refining"	6	0	0	0	28408	19451	0	0	0	0	0	0	0	1	1	0	0		55475	25749	69917	142133	241478	317418	226812	264820	175920	169451	295834	298821	247529	269250	228804	208939	241173		22464	11624	225	95737	213536	391159	252968	319030	28678	43732	36541	21590	3384	271	5453	5315	78	
8006	"Tin tubes, pipes and tube or pipe fittings "e.g., couplings, elbows, sleeves""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	31	9	89	0	1	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	
8102	"Molybdenum and articles thereof, n.e.s.; molybdenum waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1738	843	776	879	2050	1870	547	1016	1639	2702	463	414	388	162	174	78	81		180	265	214	581	571	985	1217	7162	1002	1571	2225	1996	1581	1308	1901	1343	1364	
8104	"Magnesium and articles thereof, n.e.s.; magnesium waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	5	92	0	0	0	0	0	0	0	0		3813	5493	7343	9341	9324	6208	7558	6318	4854	7981	8894	4702	861	1313	1018	5320	1522		3580	3764	4616	7655	16461	12967	20691	42590	17789	33742	35964	33880	40821	31566	31847	21906	33167	
8106	"Bismuth and articles thereof, n.e.s.; bismuth waste and scrap (excluding ash and residues containing ..."	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0		46	104	108	36	206	1626	392	578	406	191	292	113	165	128	112	143	127		34	40	52	91	88	231	616	659	435	269	578	237	365	273	172	283	131	
8486	"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor ..."	0	0	0	0	0	0	0	33	0	4	1	0	0	5	2	0	0		0	0	0	0	0	0	6089	8844	6384	15985	6634	3730	2333	6680	5589	6274	7366		0	0	0	0	0	0	4361	12491	15702	7167	7595	17404	27766	26519	13480	13096	26893	
