Product code	Product label	Turkey's imports from Romania-Value in 2001	Turkey's imports from Romania-Value in 2002	Turkey's imports from Romania-Value in 2003	Turkey's imports from Romania-Value in 2004	Turkey's imports from Romania-Value in 2005	Turkey's imports from Romania-Value in 2006	Turkey's imports from Romania-Value in 2007	Turkey's imports from Romania-Value in 2008	Turkey's imports from Romania-Value in 2009	Turkey's imports from Romania-Value in 2010	Turkey's imports from Romania-Value in 2011	Turkey's imports from Romania-Value in 2012	Turkey's imports from Romania-Value in 2013	Turkey's imports from Romania-Value in 2014	Turkey's imports from Romania-Value in 2015	Turkey's imports from Romania-Value in 2016	Turkey's imports from Romania-Value in 2017	Romania's exports to world- 	Romania's exports to world-Value in 2001	Romania's exports to world-Value in 2002	Romania's exports to world-Value in 2003	Romania's exports to world-Value in 2004	Romania's exports to world-Value in 2005	Romania's exports to world-Value in 2006	Romania's exports to world-Value in 2007	Romania's exports to world-Value in 2008	Romania's exports to world-Value in 2009	Romania's exports to world-Value in 2010	Romania's exports to world-Value in 2011	Romania's exports to world-Value in 2012	Romania's exports to world-Value in 2013	Romania's exports to world-Value in 2014	Romania's exports to world-Value in 2015	Romania's exports to world-Value in 2016	Romania's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
9614	"Smoking pipes, incl. pipe bowls, cigar or cigarette holders, and parts thereof, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	4	13	0	1	0	0		0	0	0	0	44	0	0	87	0	0	1175	832	337	19	7	4	7		243	291	750	469	712	967	1581	1906	1947	1548	1613	1759	1840	2046	1701	2684	2934	
0206	"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies, fresh, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4	1	15	35	53	142	260	277	348	1638	2241	1727	4552	4717	3222	2519	4614		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0208	"Meat and edible offal of rabbits, hares, pigeons and other animals, fresh, chilled or frozen ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		60	19	0	0	0	0	0	20	46	2454	1600	109	143	8	600	13	62		0	0	66	183	8	38	0	117	19	54	165	0	62	0	0	0	1	
0307	"Molluscs, fit for human consumption, even smoked, whether in shell or not, live, fresh, chilled, ..."	0	0	0	0	25	0	220	0	0	0	0	0	0	0	0	0	0		2322	1686	2274	2171	2634	1877	3473	5356	5610	5486	6802	6068	6913	7325	7998	11219	10845		1050	1960	2673	2707	3781	2792	3382	5329	3858	5183	14415	17312	15066	14728	18224	14763	15587	
0406	"Cheese and curd"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0		5982	7752	9701	13607	14850	15612	3457	6204	9643	17067	16223	32251	46597	44186	41639	41955	52987		6394	8665	9137	16517	20034	16454	27112	18920	27748	26541	27911	34855	42072	45746	43342	37148	37578	
0408	"Birds' eggs, not in shell, and egg yolks, fresh, dried, cooked by steaming or by boiling in ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	77	59	35	42	1003	2893	2607	3120	2759	9785	7973	5409	7140	4228	3825		544	407	142	350	260	369	266	596	805	844	610	435	448	444	369	231	280	
0409	"Natural honey"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8339	12359	25942	22050	12525	20593	16322	24933	41802	41953	41230	44593	54572	53919	46020	41492	52138		466	690	1212	639	521	126	215	4002	113	2	0	1	0	68	2	6	3	
0703	"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled"	0	0	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0		3	6	27	13	20	16	191	145	2157	1996	2252	978	1289	647	206	153	188		167	911	1441	189	56	1629	4343	6730	2124	4276	10516	4634	6796	6627	8615	8065	1365	
0803	"Bananas, incl. plantains, fresh or dried"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4	7	2	2	51	21	37	705	1545	2441	2496	5412	1176	1338	290	140	143		16490	25622	36350	43250	61597	75220	100749	104829	84358	95349	110436	110391	115317	102537	108339	103121	102683	
0811	"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	32	0		1147	2472	4273	4488	6316	13276	13113	14114	9296	15136	22926	17871	18635	21440	13356	7543	12127		126	77	213	372	588	421	1336	2549	1085	2302	4068	3613	2800	5358	7491	7400	6844	
0814	"Peel of citrus fruit or melons, incl. watermelons, fresh, frozen, dried or provisionally preserved ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	8		0	0	40	17	30	0	26	52	7	15	48	9	21	13	51	6	198	
0905	"Vanilla"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	2	0	0	1	0	1	7	8	1012	2556	1344	2009	1027		8	0	1	0	19	45	45	53	29	41	95	165	141	243	318	181	180	
0906	"Cinnamon and cinnamon-tree flowers"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1	1	2	4	3	12	30	33	40	61	84	310	167	245	158		163	297	300	377	255	530	500	413	581	1272	684	1061	1130	1732	1265	2083	3396	
0909	"Seeds of anis, badian, fennel, coriander, cumin or caraway; juniper berries"	0	0	0	0	0	17	0	0	0	0	18	0	0	2	0	0	0		1210	1281	935	1061	1047	2432	1809	3269	4192	3501	2836	2394	1557	1980	2889	2754	1678		1367	599	553	875	3008	1296	2007	1720	1375	4337	2313	4449	3693	6391	7430	10632	11596	
1003	"Barley"	0	0	0	0	0	0	0	2687	0	0	0	0	63	11774	5042	0	0		21976	30185	1254	6460	37621	14907	37369	164822	84881	122383	205848	191659	297286	305334	333569	214964	245838		6327	2435	15718	39814	10608	12850	13588	92092	27770	11933	13693	26706	85782	164189	48081	9807	72391	
1102	"Cereal flours (excluding wheat or meslin)"	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0		9	4	12	93	503	326	675	659	542	692	985	761	1143	967	1205	1181	1454		4	5	3	6	7	21	134	99	88	99	58	61	107	41	117	160	120	
1202	"Groundnuts, whether or not shelled or broken (excluding roasted or otherwise cooked)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		19	152	48	91	104	77	49	148	37	235	30	76	1718	974	13	83	84		401	34	237	3578	24948	2236	20150	21448	4099	11302	20005	21976	10807	16309	58711	21485	23405	
1207	"Other oil seeds and oleaginous fruits, whether or not broken (excluding edible nuts, olives, ..."	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0		2301	2615	3471	3620	1673	1604	1641	6042	6918	8490	8020	8756	9107	12467	6628	3274	3335		22547	41531	44719	79728	88781	80584	95344	130380	131269	147405	142373	170941	226534	283975	275745	288877	299325	
1507	"Soya-bean oil and its fractions, whether or not refined (excluding chemically modified)"	0	0	0	3437	5562	4063	2192	0	0	0	0	0	2585	0	0	0	0		4192	1430	7921	13250	9544	13890	12554	13214	3304	725	1213	2576	12927	6627	10900	19263	15996		56213	71738	72670	47590	105484	124146	37372	25738	10484	7339	3349	1097	7053	6165	106	63	94	
1703	"Molasses resulting from the extraction or refining of sugar"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		224	642	364	6	120	1882	2115	1079	1636	732	1894	2064	3594	5310	4294	3420	3775		620	7895	8753	16664	22720	14826	29251	41017	20314	16996	18815	55866	55198	75411	39310	46240	40545	
1802	"Cocoa shells, husks, skins and other cocoa waste"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	5	56	425	309	319	0	0	0	0	0	0	0	2	296	6	78	
1805	"Cocoa powder, not containing added sugar or other sweetening matter"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		19	343	210	156	35	32	103	81	182	1250	1753	1713	1383	1642	1429	1763	1123		5133	10983	20024	21496	13292	14111	19526	20460	26480	45856	71773	58329	64021	50481	49245	45678	57727	
2305	"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	5	0	0	0	0	0	59	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	
2507	"Kaolin and other kaolinic clays, whether or not calcined"	0	0	0	0	0	0	18	0	0	9	0	0	0	0	0	0	0		35	10	13	5	2	51	14	53	1	65	57	4	40	55	169	190	182		12234	16211	21217	25981	30489	34722	42195	46819	34461	47559	57459	57848	54797	60137	54765	47643	53568	
2519	"Natural magnesium carbonate "magnesite"; fused magnesia; dead-burned "sintered" magnesia, whether ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		91	123	212	390	303	442	596	737	566	634	341	531	415	492	396	404	497		8804	16138	20556	17263	25160	26329	34816	42665	29247	42385	46361	36845	39493	40807	28863	31626	34597	
2526	"Natural steatite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	2	7	8	12	3	5	19	9	2	13	6	35	7	16	19	133		1885	3131	3724	5463	5093	5635	6170	6882	5226	6523	9692	7789	9123	8592	8597	9291	10825	
2529	"Feldspar; leucite, nepheline and nepheline syenite; fluorspar"	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0		49	255	550	418	530	381	582	422	196	1	35	32	36	37	29	59	79		4031	2410	4268	8257	8256	9126	12038	13566	13085	15284	18280	24045	23454	22643	23297	19777	22842	
2606	"Aluminium ores and concentrates"	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0		4	0	0	1616	1858	45	33	25	273	397	229	310	0	633	0	72	0		3509	4383	5253	6716	9682	8347	12865	19429	7092	14710	16980	13337	15976	14307	10371	9831	16980	
2609	"Tin ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0		0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	6	0	
2701	"Coal; briquettes, ovoids and similar solid fuels manufactured from coal"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		65	8	397	396	199	657	8918	862	3059	8499	2469	944	272	224	353	332	567		297355	678154	926362	1217531	1573086	1971979	2560462	1253441	1127003	1148499	1274731	1134598	899664	826365	2956530	2627918	3899058	
1513	"Coconut "copra", palm kernel or babassu oil and fractions thereof, whether or not refined, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0		2	30	17	149	1	6	4	8	34	44	57	7	5	43	12	9	12		23424	33473	41766	67206	75412	75156	92471	141968	102130	125685	191343	128825	107383	136816	104347	105375	127559	
2207	"Undenatured ethyl alcohol of an alcoholic strength of >= 80%; ethyl alcohol and other spirits, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		134	19	393	975	949	1017	0	1	2	26057	14681	42511	26997	12527	11185	6743	2794		63	96	2960	17978	28116	33827	41356	46744	48764	56824	61684	62262	67921	73227	63074	58716	64508	
2814	"Ammonia, anhydrous or in aqueous solution"	0	105	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2668	3177	4566	5565	3586	1482	2143	2380	437	26	139	9042	2534	21874	9785	7723	5405		62586	71647	105600	151351	120129	176131	223654	338732	230041	304874	331546	316023	349205	292944	240364	167627	223601	
2826	"Fluorides; fluorosilicates, fluoroaluminates and other complex fluorine salts (excluding inorganic ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1	0	118	0	581	0	4	0	10	0	32	54	303	748	490	735		2470	7563	4401	3403	5540	6604	8603	9019	3018	7846	7560	7707	8212	8157	9384	5926	6786	
2831	"Dithionites and sulfoxylates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	6	9	4	6	2	37	16	5	0	7	6	13	0	2	5		8723	10102	10926	12870	12791	13887	15657	20881	16102	18986	18371	27454	30838	30864	25457	24102	23035	
2834	"Nitrites; nitrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		36	19	29	18	0	6	0	14	6	121	1166	2235	148	274	1409	1113	1479		2874	7115	7526	9276	16179	20734	20078	28771	25671	40256	43563	42645	33403	44038	35408	37537	33719	
2838	"Fulminates, cyanates and thiocyanates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		119	146	197	185	228	258	0	0	0	0	0	0	0	0	0	0	0	
2851	"Inorganic compounds, incl. distilled or conductivity water and water of similar purity, n.e.s.; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		211	228	229	211	184	200	0	0	0	0	0	0	0	0	0	0	0		493	830	1582	949	644	587	0	0	0	0	0	0	0	0	0	0	0	
2913	"Halogenated, sulphonated, nitrated or nitrosated derivatives of cyclic polymers of aldehydes ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	34	25	0	0	0	0	0	0	0	0	0	0	0		1286	849	1571	128	176	125	105	228	193	84	180	121	289	171	227	200	157	
2920	"Esters of other inorganic acids of non-metals and their salts; their halogenated, sulphonated, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	8	3	191	290	73	0	0	15	43	3	2	0	6	5	0	3		3746	4287	4346	5862	5401	6668	8279	11113	6411	8075	9501	9074	8052	8940	8354	8278	9941	
3003	"Medicaments consisting of two or more constituents mixed together for therapeutic or prophylactic ..."	0	0	0	0	0	0	0	0	0	0	0	0	1	46	237	21	0		188	129	54	101	38	26	851	785	5443	5284	5570	9408	16207	16397	15228	14984	13969		70544	76841	95904	112064	121678	126553	128048	127637	125634	120351	131678	109164	98767	97176	102835	108719	119223	
3816	"Refractory cements, mortars, concretes and similar compositions (excluding preparations based ..."	0	0	0	0	0	0	0	0	0	0	0	16	13	0	23	12	0		22	19	56	258	22	108	85	306	410	447	686	1144	586	569	517	1103	1944		11871	16792	15186	18147	20974	25543	35064	45207	28928	38618	52599	54340	52312	63541	47239	46423	50915	
3705	"Photographic plates and film, exposed and developed (excluding products made of paper, paperboard ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		691	473	231	39	3	0	1	168	2	0	0	17	2	1	1	16	1		121	134	115	187	625	496	741	322	254	239	438	351	401	505	400	481	424	
4105	"Tanned or crust skins of sheep or lambs, without wool on, whether or not split (excluding further ..."	7	0	11	158	0	0	11	13	5	2	0	0	132	0	0	14	0		520	103	157	124	186	291	1752	5548	952	1645	844	504	387	116	81	72	54		79817	13157	11032	9016	5531	4766	12321	17151	9651	21329	31522	24322	28101	29045	27358	13361	11860	
4812	"Filter blocks, slabs and plates, of paper pulp"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		36	39	28	9	62	2	22	60	5	28	18	15	69	25	93	14	80		447	514	870	1270	1753	1869	1896	1828	1256	2546	2744	2602	2786	2640	1715	1475	2265	
4815	"Floor coverings on a base of paper or paperboard, whether or not cut to size (excluding similar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3	312	9	14	10	10	0	0	0	0	0	0	0	0	0	0	0	
4904	"Music, printed or in manuscript, whether or not bound or illustrated"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0		24	23	25	32	49	59	124	53	47	17	60	23	72	42	75	194	152	
5106	"Carded wool yarn (excluding that put up for retail sale)"	3	84	2	5	55	44	19	12	13	0	0	0	0	0	0	0	0		682	560	678	673	812	515	723	733	562	725	887	1272	539	1685	436	647	276		8290	12546	15820	15853	14088	13054	14301	15268	12313	10928	14765	12676	14167	15162	10877	9348	9801	
5304	"Sisal and other textile fibres of the genus Agave, raw or processed, but not spun; tow and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		233	282	269	524	259	387	0	0	0	0	0	0	0	0	0	0	0	
5502	"Artificial filament tow as specified in Note 1 to chapter 55"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	17	9	76	39	81	20	399	14	20	62	53	160	157	29	101	923		58781	65970	36072	55609	45060	51626	81043	60299	70764	69529	73375	94799	98798	111281	112084	103440	108014	
5609	"Articles of yarn, strip or the like of heading 5404 or 5405, or of twine, cordage, ropes or ..."	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0		236	155	447	530	889	921	233	184	83	110	220	124	181	244	167	206	288		372	394	506	701	837	1341	1890	1906	1576	1828	2064	2188	2753	2203	2039	2097	2898	
6005	"Warp knit fabrics "incl. those made on galloon knitting machines", of a width of > 30 cm  (excluding ..."	0	5	7	14	38	176	165	8	2	129	0	11	15	142	14	70	0		0	70	619	388	218	373	531	1000	1884	991	1444	1028	1214	567	1201	1284	1976		0	12029	17293	25235	31920	43577	41424	34719	37755	47886	73777	39821	61476	50480	71525	121520	146904	
6503	"Felt hats and other felt headgear, made from the hat bodies, hoods or plateaux of heading 6501, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		833	1342	1120	1160	1363	1300	0	0	0	0	0	0	0	0	0	0	0		28	32	57	99	337	212	0	0	0	0	0	0	0	0	0	0	0	
6504	"Hats and other headgear, plaited or made by assembling strips of any material, whether or not ..."	0	0	0	1	0	0	1	1	0	0	4	0	0	0	0	0	0		86	137	92	72	253	232	190	1024	158	1021	451	534	1026	667	469	358	227		315	348	632	454	386	598	515	696	430	1164	1494	1663	2598	1788	2363	2746	3352	
6902	"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods (excluding ..."	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		481	451	674	562	612	707	1980	1292	1243	1096	1300	1151	1908	1714	1333	1271	2038		16733	37124	27593	36134	43931	85795	78570	97577	45326	57137	78409	102439	80835	85651	83953	51326	59099	
6213	"Handkerchiefs, of which no side exceeds 60 cm (excluding knitted or crocheted)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0		133	40	12	27	11	8	16	19	40	14	30	25	850	69	45	56	46		34	33	122	129	279	766	1267	1210	859	902	1075	508	615	812	731	702	788	
7020	"Articles of glass, n.e.s."	0	0	2	0	1	0	0	0	42	18	22	48	19	0	0	0	0		46	506	1475	1830	1775	2015	4739	5750	2269	2663	1833	1503	1640	2398	2295	2217	2171		1577	2589	3648	7196	8141	8665	9959	12712	10190	12115	13962	13194	19286	28109	24419	23713	19811	
7229	"Wire of alloy steel other than stainless, in coils (excluding bars and rods)"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0		34	29	132	160	139	98	110	162	140	220	183	420	45	290	14	108	421		1531	2050	2686	4355	6751	8144	10069	13911	11367	16617	22573	18461	18949	22086	20392	25232	20182	
7313	"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		494	567	852	665	605	646	461	280	421	525	569	478	198	239	193	223	141		488	403	211	437	715	921	1846	1434	597	3832	1082	1387	852	1234	1181	508	346	
7314	"Cloth, incl. endless bands, grill, netting and fencing, of iron or steel wire, expanded metal ..."	0	0	0	0	0	0	0	0	0	4	1	16	9	2	23	0	0		4683	4663	4563	6029	6208	9450	11525	13994	8906	10822	34648	22549	7927	13472	11919	14218	18302		6995	8606	10113	11544	12067	18412	20660	20044	15109	19442	24032	26971	27291	25758	25765	26333	30669	
7416	"Copper springs (excluding clock and watch springs, spring washers and other lock washers)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	274	426	75	20	44	0	0	0	0	0	0	0	0	0	0	0		87	70	116	102	60	58	0	0	0	0	0	0	0	0	0	0	0	
7417	"Cooking or heating apparatus of a kind used for domestic purposes, non-electric, and parts ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	1	1	1	1	13	0	0	0	0	0	0	0	0	0	0	0		27	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	
7805	"Lead tubes, pipes and tube or pipe fittings "e.g., couplings, elbows, sleeves""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4	1	0	2	68	0	0	0	0	0	0	0	0	0	0	0	0	
7806	"Articles of lead, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0		3	0	33	9	12	2	2240	1953	180	0	147	79	61	527	100	11	14		1795	1899	2406	4304	3537	3464	4314	2931	2587	6082	2679	3237	3341	4278	3079	3305	3712	
7905	"Zinc plates, sheets, strip and foil"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	23	6	23	32	39	256	127	349	463	12879	1433	910	558	330	116	220		4	43	140	537	491	1197	1336	1535	958	1949	2342	3209	8778	6692	5393	5203	7147	
8003	"Tin bars, rods, profiles and wire, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	16	3	7	17	60	63	124	119	123	132	251	387	737	780	455	767		182	470	808	1965	2264	2759	3577	2650	3058	2895	3106	3135	2988	3067	2408	1733	1531	
8004	"Tin plates, sheets and strip, of a thickness of > 0,2 mm"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		0	2	5	10	13	0	0	0	0	0	0	0	0	0	0	0	0	
8109	"Zirconium and articles thereof, n.e.s.; zirconium waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		46	20	0	50	0	0	76	0	1	0	0	0	41	1	51	170	449		328	769	126	211	186	137	158	347	251	214	731	909	1296	1195	1031	1096	1169	
8111	"Manganese and articles thereof, n.e.s.; manganese waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	14	0	0	4	4555	10007	0	0	0	225	2	1	0	0	9		138	308	407	1013	688	893	2584	3630	1781	2786	4125	2535	3487	4527	3489	3004	5526	
8112	"Beryllium, chromium, germanium, vanadium, gallium, hafnium "celtium", indium, niobium "columbium", ..."	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0		99	2	1	1	5	49	1035	232	1	86	2	2	40	115	68	6	111		249	277	566	1058	982	1295	1597	4349	4624	1746	2628	2298	2612	3145	3879	4433	4030	
8304	"Filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands ..."	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0		29	0	0	1	1	62	3	10	11	1	100	33	48	219	29	10	39		112	169	202	604	966	843	913	973	705	1078	1746	1197	1415	2059	1670	1794	1088	
8401	"Nuclear reactors; fuel elements "cartridges", non-irradiated, for nuclear reactors; machinery ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1	0	0	0	0	0	0	3143	0	56	216	0	2	0	1		1	2	1	23	0	0	154	0	1095	0	0	1	3	0	0	0	0	
8444	"Machines for extruding, drawing, texturing or cutting man-made textile materials"	0	0	0	17	0	0	0	0	27	0	0	0	0	0	16	0	0		0	25	268	19	51	117	652	1063	4	51	476	1039	148	1240	1936	619	1276		13527	76367	76096	39114	23737	20345	54493	42825	22024	48333	58863	110063	132462	68792	98053	91250	89957	
8447	"Knitting machines, stitch-bonding machines and machines for making gimped yarn, tulle, lace, ..."	0	61	58	0	0	6	25	19	0	0	0	0	10	0	13	0	0		713	683	957	940	2673	2416	3721	8694	8319	4775	4259	10418	6487	3479	1404	1238	1590		112720	374628	550265	390945	291149	239108	292295	195177	78368	217927	337297	328118	398128	376496	236377	256621	274093	
8469	"Typewriters and word-processing machines (excluding automatic data-processing machines and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1	0	0	0	20	3	3	713	4	6	0	8	0	0	0		765	828	1961	1300	1518	4631	497	200	53	103	98	300	92	416	126	145	0	
8545	"Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite ..."	1359	1384	970	349	604	503	363	636	1359	1201	1488	700	239	88	109	0	0		4754	2899	4345	5309	3498	5747	11813	13535	8820	8294	8916	9845	4914	1956	2184	3427	5504		52844	60841	74674	88296	90526	120591	168113	186209	144342	172443	210324	213786	192405	164538	119137	110576	225002	
8602	"Rail locomotives (excluding those powered from an external source of electricity or by accumulators); ..."	0	0	0	0	0	0	469	1821	0	1453	425	971	2525	0	0	1024	0		3566	3827	4315	5767	12974	3003	6463	8693	6373	911	3724	2117	3041	1601	3983	1234	1031		0	0	969	249	1016	2499	5517	5132	2365	3376	8554	2426	4679	42650	50719	4114	2932	
8709	"Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used ..."	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0		76	151	283	413	349	1135	385	661	737	1472	1356	1392	1249	2384	3121	3123	2672		1456	1831	1683	7278	3662	5230	9833	11371	4665	10723	11420	16834	14606	12901	24886	14819	10119	
8804	"Parachutes, incl. dirigible parachutes and paragliders, and rotochutes; parts thereof and accessories ..."	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0		1785	924	831	3173	1298	2289	1551	2480	2375	2325	2817	9481	10257	10422	4999	10914	8220		190	338	266	369	386	250	1320	489	371	542	1252	1274	1135	860	1023	1591	569	
9007	"Cinematographic cameras and projectors, whether or not incorporating sound recording or reproducing ..."	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	45	295	189	3	8	25	115	37	35	7	20	465	6	5		817	2185	2463	3663	5898	4364	6075	5877	4338	3363	6102	2790	2518	1792	2470	1632	825	
9012	"Electron microscopes, proton microscopes and diffraction apparatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	111	142	24	0	40	0	17	32	44	31	8		720	790	2810	3366	3615	5679	9593	7669	3138	6811	4536	8440	8425	7567	6640	5685	6236	
9102	"Wrist-watches, pocket-watches and other watches, incl. stop-watches (excluding of precious ..."	0	1	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0		8	12	85	281	806	1021	966	1015	5690	6804	2642	3152	3027	3905	6291	8633	8936		26470	39654	48491	78608	86565	95641	119070	149903	114186	174975	226111	201887	240993	236569	221112	190281	207896	
9108	"Watch movements, complete and assembled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	3	0	29	9	38	4	3	0	1	0	1	0	9	1	7	1		532	2408	2132	2193	2958	2589	1944	1379	1110	2077	2144	2255	3130	3014	2169	2690	2673	
9303	"Firearms and similar devices which operate by the firing of an explosive charge, e.g. sporting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0		3635	513	1094	1236	1552	2039	2901	2622	1364	1882	2243	3412	4313	7816	6131	4526	3232	
