Product code	Product label	Turkey's imports from Romania-Value in 2001	Turkey's imports from Romania-Value in 2002	Turkey's imports from Romania-Value in 2003	Turkey's imports from Romania-Value in 2004	Turkey's imports from Romania-Value in 2005	Turkey's imports from Romania-Value in 2006	Turkey's imports from Romania-Value in 2007	Turkey's imports from Romania-Value in 2008	Turkey's imports from Romania-Value in 2009	Turkey's imports from Romania-Value in 2010	Turkey's imports from Romania-Value in 2011	Turkey's imports from Romania-Value in 2012	Turkey's imports from Romania-Value in 2013	Turkey's imports from Romania-Value in 2014	Turkey's imports from Romania-Value in 2015	Turkey's imports from Romania-Value in 2016	Turkey's imports from Romania-Value in 2017	Romania's exports to world- 	Romania's exports to world-Value in 2001	Romania's exports to world-Value in 2002	Romania's exports to world-Value in 2003	Romania's exports to world-Value in 2004	Romania's exports to world-Value in 2005	Romania's exports to world-Value in 2006	Romania's exports to world-Value in 2007	Romania's exports to world-Value in 2008	Romania's exports to world-Value in 2009	Romania's exports to world-Value in 2010	Romania's exports to world-Value in 2011	Romania's exports to world-Value in 2012	Romania's exports to world-Value in 2013	Romania's exports to world-Value in 2014	Romania's exports to world-Value in 2015	Romania's exports to world-Value in 2016	Romania's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
1511	"Palm oil and its fractions, whether or not refined (excluding chemically modified)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6		17	46	118	80	43	73	1	483	316	333	643	921	999	481	175	139	463		80555	103051	157664	182276	205014	255350	263039	462337	264408	318412	453718	439480	499240	491540	418368	406078	435002	
2825	"Hydrazine and hydroxylamine and their inorganic salts; inorganic bases, metal oxides, hydroxides ..."	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	8	6		16	9	2	131	14	0	22	19	10	5	24	67	113	6	192	260	38		4410	4121	5701	10952	12985	18266	20881	33566	15101	27418	28911	35832	33351	35013	36138	34989	33364	
6112	"Track-suits, ski-suits and swimwear, knitted or crocheted"	13	3	0	21	241	409	118	164	99	141	90	120	101	98	85	33	6		13786	14618	16647	15737	15141	11884	17911	24659	21273	18668	15063	11252	13846	14211	9585	10222	7639		2859	1898	3853	7650	6621	8405	11048	16039	17947	24017	29686	24536	28216	30907	28904	31650	29170	
9607	"Slide fasteners and parts thereof"	3	5	4	326	210	9	25	38	5	11	7	1	12	21	13	18	6		458	762	1943	1977	2535	3799	6075	5284	4254	4062	6291	5125	4872	7714	6355	6589	6784		27526	44017	57386	65182	63606	71695	85311	64770	49749	71160	71059	71632	75817	79726	64263	64713	71921	
0602	"Live plants incl. their roots, cuttings and slips; mushroom spawn (excluding bulbs, tubers, ..."	0	0	0	0	0	63	214	55	28	17	0	11	20	5	12	0	6		335	382	742	1151	835	844	1087	1277	1145	1451	1047	2593	1560	1540	1996	1063	1391		8980	10885	13975	21262	30664	43739	46468	51538	31412	42958	59620	59216	82203	78447	65804	73287	71935	
5804	"Tulles and other net fabrics (excluding woven, knitted or crocheted fabrics); lace in the piece, ..."	87	292	163	0	6	5	14	0	59	1	0	20	0	3	3	0	6		133	894	887	671	564	980	592	1140	173	967	840	721	626	894	1037	767	655		2272	3972	4870	4854	8047	8541	6351	6807	4920	5802	8619	8277	9949	12019	8381	7673	4751	
2915	"Saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; ..."	5	0	574	1921	565	0	5	0	0	0	0	0	1	3	11	2	6		508	357	995	2255	1153	583	715	897	692	907	1648	1486	1631	1892	1675	2203	1466		83664	93653	115144	143808	177232	197975	230614	246691	180353	219275	293539	275589	295376	347329	292357	246999	280387	
3304	"Beauty or make-up preparations and preparations for the care of the skin, incl. sunscreen or ..."	0	0	0	27	62	48	18	18	3	5	27	94	120	2	65	8	6		2189	3696	4706	7154	9346	11754	16906	23157	17084	17103	22025	23267	25975	29810	29627	33712	36723		37447	47240	70245	100463	114842	130815	162009	163732	149625	174826	218876	213717	242052	253070	244282	266276	300436	
6405	"Footwear with outer soles of rubber or plastics, with uppers other than rubber, plastics, leather ..."	1	91	640	113	4	8	25	13	0	7	114	183	185	75	5	7	7		91647	105817	143960	149109	155574	164040	123553	118102	95192	107476	111732	80292	83991	83267	52263	47761	59404		3383	3998	8439	11389	7052	7913	8684	12747	9767	14759	17889	21586	34491	29567	4666	3223	3573	
5311	"Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn (excluding those ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7		97	84	87	185	222	207	258	202	74	51	154	129	115	78	90	54	609		4887	4932	9024	18913	16209	6356	2302	1321	1280	1749	2468	3857	6398	9149	3756	3913	3917	
8715	"Baby carriages and parts thereof, n.e.s."	0	0	0	0	0	0	1	3	0	6	6	6	0	3	2	5	7		4422	4990	7680	11021	11331	14293	26962	30445	27488	34279	26742	27981	30655	27186	20619	22848	23278		2847	4345	6944	9234	8284	14024	13433	19781	13394	26349	39916	39568	36656	48350	44241	34457	33760	
3403	"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ..."	0	4	1	0	0	7	0	16	142	8	1	0	6	15	0	0	7		62	73	117	28	108	213	301	441	626	894	3187	4050	3568	1709	1914	2656	3496		35496	46553	61886	78975	86295	108534	151624	182741	123649	137549	167671	144388	169061	162748	141443	136005	150734	
5208	"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m²"	12	110	89	189	198	125	336	1521	869	41	141	66	169	181	85	293	7		8184	11192	21012	19453	15727	18677	20958	15839	9577	6504	11602	6160	16852	22799	21679	29806	32219		83322	188090	269936	341045	393886	418317	505628	478538	397265	554470	586735	350507	388954	339648	237591	174648	206409	
8466	"Parts and accessories suitable for use solely or principally with the machine tools of heading ..."	126	80	92	332	27	96	144	503	20	44	78	6	81	100	102	108	8		46220	46918	57722	76881	99742	146495	142602	133985	76614	72938	97898	87410	84814	91051	73667	79232	79057		30143	35023	41024	70752	87077	94469	119637	137668	71831	95576	139916	140840	150393	163137	148483	148455	157747	
8487	"Machinery parts, n.e.s. in chapter 84 (excluding parts containing electrical connectors, insulators, ..."	0	0	0	0	0	0	99	121	49	19	27	10	56	8	30	176	8		0	0	0	0	0	0	14594	18574	14851	18073	32083	20565	28364	25050	20859	18032	23765		0	0	0	0	0	0	79284	117157	70624	53313	72962	58314	49267	79887	64790	83714	68497	
6907	"Unglazed ceramic flags and paving, hearth or wall tiles; unglazed ceramic mosaic cubes and ..."	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8		47	70	60	340	1382	1114	1311	216	87	1694	986	1589	192	378	264	109	2296		1949	1293	3382	7086	27362	44835	27111	32616	22285	40467	36545	42021	49780	55519	38516	31770	32683	
6505	"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile ..."	1	5	21	37	26	38	31	6	9	16	11	13	13	31	12	10	8		2792	4027	7104	9621	6591	7676	5684	4797	5111	6404	6288	5449	3657	2581	1783	3053	3455		2413	2685	4420	6181	11725	17836	22748	25573	22240	31435	39080	33442	37657	35411	36785	34874	29870	
2914	"Ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, ..."	44	0	0	0	0	0	13	0	0	0	0	5	18	14	6	11	8		975	160	223	463	512	596	1493	1800	1124	1073	1250	844	826	1938	1510	1257	1361		12641	16781	21937	28721	40606	38251	42165	49325	38933	50911	62592	62395	60009	63098	57847	42682	62651	
5608	"Knotted netting of twine, cordage or rope, by the piece or metre; made-up fishing nets and ..."	0	0	0	0	0	0	0	11	0	13	11	100	1	1	2	0	8		153	542	843	427	405	141	634	524	265	257	204	192	246	203	937	449	520		1498	2525	4737	4855	7139	8614	11772	9118	6029	9884	15029	11635	8478	6919	10178	11087	11324	
2922	"Oxygen-function amino-compounds"	0	1	0	0	0	0	0	0	0	0	0	27	0	0	0	0	8		50	29	16	34	22	50	71	285	228	229	261	429	341	470	400	669	1805		49772	59702	72276	86543	93329	106305	130879	171978	140328	177222	185731	146007	162998	152254	162635	160148	183930	
8448	"Auxiliary machinery for use with machines of heading 8444, 8445, 8446 or 8447, e.g. dobbies, ..."	30	8	14	3	84	68	216	4	13	2	16	15	21	44	66	28	8		1550	2173	3691	4310	7386	14407	21056	18459	15607	30442	44387	31220	34674	24411	21614	20704	22931		91190	155465	220955	226006	191996	181386	212733	155441	107694	156040	187256	182140	202176	211332	165348	170876	159902	
6002	"Knitted or crocheted fabrics, of a width <=  30 cm, containing by weight >= 5% of elastomeric ..."	107	0	9	18	0	0	0	0	0	50	0	0	0	0	0	1	9		3125	1345	700	560	430	506	406	323	559	364	475	178	125	285	109	1572	157		63870	5641	4067	2990	6639	7466	6741	5059	4591	6405	6013	6307	5677	5542	4555	4686	6946	
6117	"Made-up clothing accessories, knitted or crocheted; knitted or crocheted parts of garments ..."	16	4	1	12	7	16	21	54	10	26	27	46	22	27	25	15	9		8003	7163	9628	10474	10582	7962	9620	14438	16464	23449	35225	25610	20370	19095	15209	16334	7654		3567	2234	2839	4964	6763	7994	8381	9706	15539	18499	19819	17647	17653	13498	13080	11937	11132	
1209	"Seeds, fruits and spores, for sowing (excluding leguminous vegetables and sweetcorn, coffee, ..."	0	249	154	255	284	9	80	0	0	161	0	0	1	0	64	0	9		269	265	367	477	502	633	705	1966	2207	2624	2133	2721	4169	5113	6643	5398	7094		25407	36633	47037	52429	65496	78766	108889	135029	132236	137317	141702	150592	158391	143324	140162	133480	137613	
7403	"Copper, refined, and copper alloys, unwrought (excluding copper alloys of heading 7405)"	889	0	0	0	0	0	0	0	0	1	0	0	0	2	8	1	9		23037	5390	1676	1483	1503	2492	974	655	297	779	1251	10798	677	955	721	1991	1259		218608	328866	416969	644943	883138	1465473	2139496	2108924	1490742	2584684	3125552	2878811	2730446	2577339	2208298	1998686	2438222	
8208	"Knives and cutting blades, of base metal, for machines or for mechanical appliances"	0	5	24	14	7	19	2	10	20	4	1	8	13	31	101	40	9		1460	1941	2307	3158	3415	4115	4908	3771	3349	3308	8578	5405	4452	5116	3914	4812	4838		10609	13790	18606	22359	23748	32638	36147	39868	30401	37170	46838	49023	50152	50566	45120	44420	45506	
4901	"Printed books, brochures and similar printed matter, whether or not in single sheets (excluding ..."	7	4	0	0	1	0	2	8	4	1	0	0	0	8	4	2	9		2072	1661	2699	8409	4325	3266	11475	9934	8400	10622	18912	19957	22291	27487	27702	34387	27564		16943	16950	21470	36165	40651	44960	50920	51822	43695	46389	57547	62055	64517	65741	72933	50579	60053	
4803	"Toilet or facial tissue stock, towel or napkin stock and similar paper for household or sanitary ..."	0	0	44	1826	4534	2665	122	14	0	0	15	0	13	0	955	85	10		67	3	108	3435	7419	7369	11817	20527	29521	51548	45703	43095	51884	63668	48291	58908	64153		7179	13651	13936	18287	15690	22241	20543	14337	13781	19425	18921	13292	12140	18065	10667	5953	5020	
8427	"Fork-lift trucks; other works trucks fitted with lifting or handling equipment (excluding straddle ..."	0	0	2	0	0	0	0	76	140	0	0	0	60	0	0	0	10		471	684	234	839	2044	1603	1439	2386	5453	1801	11474	27069	15794	4778	3496	3119	3940		20198	55935	70514	107473	123934	159614	203369	188505	93093	150889	252977	232902	277095	291101	284818	302421	317421	
7413	"Stranded wire, cables, plaited bands and the like, of copper (excluding electrically insulated ..."	0	0	0	0	6	7	6	0	0	0	21	0	0	104	24	100	10		14	109	14	17	81	675	16671	43502	26737	37018	35814	15641	11011	12984	4640	3253	4923		883	1840	1092	1284	1819	2652	3238	4548	6427	12742	5473	5502	12696	7757	38475	26961	6549	
6116	"Gloves, mittens and mitts, knitted or crocheted (excluding for babies)"	0	0	0	0	0	1	5	1	0	1	7	9	0	2	0	19	10		149	244	495	310	397	1106	646	619	570	515	546	686	507	739	891	1001	538		608	1462	4082	9789	5523	13437	25029	36264	26469	59295	80244	101965	76087	90018	77978	68684	46851	
8527	"Reception apparatus for radio-broadcasting, whether or not combined, in the same housing, with ..."	0	0	0	0	0	0	6	15	8	2	2611	3446	3132	2991	801	2	10		17	34	61	187	2203	1861	3975	6738	4964	2503	10929	17063	27622	21910	12955	16809	28679		50386	61356	99608	156082	178108	191091	187614	179397	135327	175374	185808	166217	148174	166055	157414	156916	115486	
9504	"Video game consoles and machines, articles for funfair, table or parlour games, incl. pintables, ..."	4	7	13	9	13	3	0	0	7	0	0	0	0	0	0	1	11		1040	2225	3237	7304	2017	1205	11461	16818	13124	11967	22794	39983	9111	11535	7110	9364	12826		6374	7472	12072	17804	20185	20143	26231	39434	39034	53120	55838	47313	32581	50864	50750	42633	51286	
7412	"Copper tube or pipe fittings "e.g., couplings, elbows, sleeves""	0	0	12	16	0	4	0	0	8	65	10	101	0	0	10	33	11		158	282	549	978	773	1060	1917	2248	937	2769	3687	3341	3304	3345	3354	3706	3088		2187	3036	4121	7897	10798	18827	28548	30023	11745	18893	28114	25861	25940	27033	26872	24322	23794	
7610	"Structures and parts of structures "e.g., bridges and bridge-sections, towers, lattice masts, ..."	2	0	9	0	0	12	10	15	14	65	10	1	12	199	209	310	11		1399	2551	4660	10486	14640	11671	24160	34670	21351	24515	45299	55583	50514	58468	46147	50648	56859		10622	9617	18181	16316	19219	24063	35113	43050	22473	26591	31086	28480	42728	35405	29432	36936	38352	
5408	"Woven fabrics of artificial filament yarn, incl. monofilament of >= 67 decitex and a maximum ..."	0	66	33	196	186	157	121	74	145	54	20	11	66	253	219	44	12		1750	1747	1873	1693	2762	3824	7564	9184	6779	7117	6806	7571	6941	9018	7515	8492	10005		32753	52924	63679	71868	52650	55205	63536	53454	43634	52471	64293	48486	49895	52404	40754	28231	28706	
4303	"Articles of apparel, clothing accessories and other furskin articles (excluding gloves made ..."	10	0	0	0	0	1	17	12	3	2	1	13	19	0	16	34	12		4612	5884	2846	3208	3100	4734	2494	1230	448	276	2989	959	2024	1801	1289	660	1119		1976	1495	4219	3281	7048	6294	5636	10121	7442	11907	16438	17738	21927	23918	8319	5154	5382	
3815	"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excluding rubber ..."	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	12		255	623	4135	696	584	2066	117	236	247	3690	4608	1499	991	1146	2508	2101	2719		44526	15753	26179	30524	36228	56083	76688	29315	52354	47823	73109	57078	49698	125964	84198	81351	104715	
6506	"Headgear, whether or not lined or trimmed, n.e.s."	0	0	0	2	1	1	19	6	30	15	6	1	2	7	5	3	12		1522	1487	1154	1835	1023	6131	9106	9122	11499	11840	5763	10774	11989	16130	12174	13651	14296		1172	1414	2424	3512	5948	10388	9170	9370	7384	9198	11722	15180	17827	29961	25744	26309	24353	
6209	"Babies' garments and clothing accessories of textile materials (excluding knitted or crocheted ..."	0	0	1	17	30	60	46	14	56	13	83	54	135	29	30	24	13		15805	11275	8490	11705	9935	3759	2805	2562	2698	3564	10240	5644	1609	1383	1001	952	1078		992	2995	1143	1525	2903	3668	6322	8774	13130	15131	19701	14351	19477	20614	21388	23509	16497	
6215	"Ties, bow ties and cravats of textile materials (excluding knitted or crocheted)"	0	0	0	0	3	0	2	0	0	4	4	5	0	1	7	4	13		82	1030	2442	3501	3709	3533	2615	1653	637	484	1820	1712	1756	2687	1488	1353	1127		3689	4828	6297	8728	8977	10920	15261	18755	13397	14287	17147	8204	9093	8727	6491	5125	4583	
1211	"Plants and parts of plants, incl. seeds and fruits, of a kind used primarily in perfumery, ..."	0	0	0	0	0	0	120	63	0	0	154	79	0	75	6	107	13		1251	1717	2653	2931	2924	2377	2629	7392	2370	2183	3762	2680	3014	3923	2864	2801	3338		1030	1301	1770	2324	2600	2725	2675	5234	3291	4235	4390	4940	5034	7135	6505	7623	9965	
8438	"Machinery, not specified or included elsewhere in this chapter, for the industrial preparation ..."	106	0	78	0	729	77	0	38	294	93	1	26	133	39	2676	313	13		1032	2246	1798	5706	4398	5079	10789	6960	7565	8390	13275	8492	14728	24257	8807	9771	7950		26119	45870	62767	116989	94818	214103	184964	229166	121255	181457	241543	261300	320576	264709	251299	167892	153487	
8803	"Parts of aircraft and spacecraft of heading 8801 or 8802, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	6	1	64	59	98	13		8672	5035	5661	6739	11677	15881	24638	46015	33396	30583	73228	128491	137501	162659	169918	227236	280096		116202	158122	82534	96188	53508	100088	189167	109853	145353	406321	544111	466740	348606	312820	350862	380962	513715	
4908	"Transfers "decalcomanias""	0	0	0	0	0	0	0	0	0	0	0	0	0	4	90	66	13		37	34	87	65	134	333	212	314	59	1519	203	91	131	148	571	200	543		8804	13965	16514	19420	18977	17223	17881	16834	11782	12045	17064	20782	27876	30417	21046	18598	14320	
6805	"Natural or artificial abrasive powder or grain, on a base of textile material, paper, paperboard ..."	1	2	1	3	1	6	13	5	0	0	5	6	0	0	1	0	13		45	90	113	541	283	441	367	419	1004	968	1006	1658	1301	1123	920	901	1147		12376	18053	24369	31928	37964	41500	44776	49130	33912	45782	55126	51751	56293	62817	51390	47791	52266	
0702	"Tomatoes, fresh or chilled"	0	4	0	0	9	0	0	0	0	0	0	3	0	0	0	26	14		60	59	386	336	245	109	589	563	1312	2126	1943	2895	2758	1523	961	277	415		8	29	9	16	31	0	24	89	11	467	616	101	45	61	426	570	450	
2912	"Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; parafo ..."	2	0	2	54	79	16	0	0	0	0	0	29	17	41	53	15	14		362	267	740	1564	1453	1794	2400	2830	945	2606	2043	2722	2616	3388	3356	2288	2653		4212	7389	8579	10956	11545	7858	10317	10700	8543	10131	11281	11321	13338	14747	13038	11862	14301	
8484	"Gaskets and similar joints of metal sheeting combined with other material or of two or more ..."	6	0	1	3	9	3	10	19	15	14	20	92	46	86	116	8	15		632	1411	1641	1845	1900	2021	1264	1739	892	1565	3613	3887	5633	6297	5259	6219	5380		15078	19192	24403	29156	32538	36689	43182	51087	41283	65999	70663	68584	80970	88186	89538	91632	101705	
6107	"Men's or boys' underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar ..."	20	20	8	6	14	8	13	16	54	14	8	12	8	7	21	7	15		26008	42653	59176	84174	87561	74134	59409	34001	24966	24099	35436	30308	29949	30361	19829	18332	20501		1166	944	1849	2263	2393	2791	7202	9225	6463	7535	9729	6874	8843	11940	11513	8878	8755	
4808	"Corrugated paper and paperboard "with or without glued flat surface sheets", creped, crinkled, ..."	122	0	0	0	57	2	139	108	0	0	0	1	0	0	68	55	15		2362	3110	2225	1630	2351	1169	1130	992	1566	7218	10231	7110	7384	6964	6871	8406	8239		1275	1440	1840	3250	3630	3421	4051	4935	3939	5611	10088	7898	9093	8792	5665	5315	7288	
9021	"Orthopaedic appliances, incl. crutches, surgical belts and trusses; splints and other fracture ..."	0	0	0	0	0	26	2	0	0	0	16	1	7	31	31	38	15		515	1210	2537	4708	5052	9476	16654	19466	16524	16240	10653	12316	15967	22844	23455	28079	30858		108245	106724	109311	147211	207061	261793	286927	353159	319143	359750	401844	417004	483839	493186	424268	442956	409891	
8456	"Machine tools for working any material by removal of material, by laser or other light or photon ..."	0	0	0	0	0	0	109	0	18	0	0	0	0	0	0	0	16		182	89	3	981	265	441	153	330	3257	4990	7682	6581	6705	7370	3923	3574	5993		14993	23132	35563	55247	68090	83361	91659	88181	35546	67990	118851	103832	96364	114893	104280	108003	99552	
2828	"Hypochlorites; commercial calcium hypochlorite; chlorites; hypobromites"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	16		7	0	6	4	35	49	251	961	834	428	1559	2741	3285	4092	5171	6369	6567		4411	1348	937	1494	2160	1879	1946	2392	3038	2481	1967	2122	2146	2078	2044	2198	1779	
9004	"Spectacles, goggles and the like, corrective, protective or other (excluding spectacles for ..."	0	0	0	0	0	0	0	0	2	1	30	20	34	19	17	11	17		236	76	35	183	426	665	1012	1383	1363	6919	3285	2813	3689	5647	4688	6621	8008		15074	16157	22522	32572	45563	53504	79078	91637	65624	85850	123577	128763	140100	155905	153419	146670	140067	
2803	"Carbon "carbon blacks and other forms of carbon", n.e.s."	0	0	0	0	0	0	0	0	0	0	27	3	0	0	0	0	17		94	16	32	105	245	169	206	433	125	235	114	884	113	207	1989	824	1003		26977	36314	53142	68194	84855	97119	128944	180743	129465	202357	299568	258980	261042	254319	173622	142263	202823	
8534	"Printed circuits"	0	0	0	0	28	0	0	0	0	0	0	3	0	2	2	10	18		5453	4941	9623	24617	31555	38580	45120	93247	47665	47138	71553	82463	80924	113924	112693	161497	181918		21560	28551	12279	27837	40446	44566	65652	62698	54954	68191	87983	84835	84748	96997	95361	98948	125744	
5402	"Synthetic filament yarn, incl. synthetic monofilaments of < 67 decitex (excluding sewing thread ..."	2853	1752	871	710	880	1257	536	341	407	26	179	34	0	3	1	44	18		23692	18094	21196	25000	33596	33159	37473	33678	31967	44553	55136	47661	50492	54603	42754	46405	51855		277827	408095	471813	546500	663487	735153	1014497	975743	772655	1064000	1296297	1485221	1436204	1614849	1481530	1561588	1684357	
9619	"Sanitary towels (pads) and tampons, napkins and napkin liners for babies, and similar articles, ..."	0	0	0	0	0	0	0	0	0	0	0	111	0	0	22	10	18		0	0	0	0	0	0	0	0	0	0	0	33999	58035	38317	24541	29292	39809		0	0	0	0	0	0	0	0	0	0	0	79925	78970	98947	96448	136569	104563	
7312	"Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel (excluding ..."	32	36	14	30	337	402	772	1801	447	830	537	891	79	105	19	19	18		5459	6599	15237	20926	52009	85231	113202	130274	104856	144804	189285	163182	177880	183619	146626	154959	162934		11100	11130	14116	17073	27825	32070	45955	55921	49159	55707	63034	55888	70622	88029	114475	67653	88222	
0302	"Fish, fresh or chilled (excluding fish fillets and other fish meat of heading 0304)"	0	0	0	34	67	0	64	11	0	0	5	68	15	194	47	38	18		109	12	1	82	72	11	332	324	77	102	478	285	1265	3485	3609	1849	1137		331	273	1011	2933	6420	10865	14589	20509	20130	26722	38604	46229	44060	50475	65548	45218	43300	
3307	"Shaving preparations, incl. pre-shave and aftershave products, personal deodorants, bath and ..."	0	0	12	0	1	1	30	2	5	0	0	18	0	37	73	39	19		4015	4229	5026	10480	10646	11076	21933	37953	23653	25689	29164	29842	33229	43847	45450	41366	44831		22248	25096	31126	40795	48338	55135	64767	61515	59349	73424	86952	75287	75887	86307	75840	68785	75330	
4107	"Leather further prepared after tanning or crusting "incl. parchment-dressed leather", of bovine ..."	0	0	7	0	0	0	0	0	15	9	1	94	21	3	19	189	19		259	14537	22742	25786	24268	24200	28009	32039	29406	44303	53031	63652	59510	66316	53026	59013	58884		8546	51932	63095	62185	65532	73034	78547	75349	54047	69606	87698	85574	93658	75777	59399	49998	61987	
7315	"Chain and parts thereof, or iron or steel (excluding watch chains, necklace chains and the ..."	0	0	0	0	14	12	6	8	21	6	7	10	3	6	1	4	21		700	581	651	6057	11220	9057	8250	7415	8778	12557	18880	20041	21791	14212	9700	11849	12795		6545	8940	11865	18287	19157	26822	31209	35172	24566	29972	43638	40971	40558	41981	39382	39598	48159	
3924	"Tableware, kitchenware, other household articles and toilet articles, of plastics (excluding ..."	0	0	0	0	1	1	0	2	160	16	0	18	106	103	116	0	22		1316	1229	1363	3498	6122	9319	6241	15859	15441	20441	27826	24727	29963	36651	35435	36060	37192		6529	8630	12415	18791	27970	34027	49250	59911	51352	66151	90617	81860	91128	93346	80982	68253	60142	
6813	"Friction material and articles thereof, e.g., sheets, rolls, strips, segments, discs, washers, ..."	0	5	12	0	1	20	3	2	3	26	17	0	58	1	10	0	22		47	48	78	45	511	109	65	42	87	56	230	357	150	264	362	423	497		7194	11877	18438	24550	26645	32312	42840	44513	37335	46050	58122	36706	35687	33771	34373	32477	34545	
3401	"Soap; organic surface-active products and preparations for use as soap, in the form of bars, ..."	0	0	0	0	0	3	45	14	6	0	31	22	0	0	58	94	23		801	766	861	4176	4662	4102	8550	9979	12416	14192	16666	13574	13823	20539	18763	17350	18766		8790	4985	6895	8645	7952	16188	21402	27613	37758	48294	73541	69992	84793	85330	93694	90575	106352	
6111	"Babies' garments and clothing accessories, knitted or crocheted (excluding hats)"	0	1	1	8	14	64	22	63	94	79	93	37	145	60	27	59	24		42694	47724	66840	79152	76781	85764	42238	42206	25158	23539	22245	22428	22622	21748	16512	17601	17243		1929	1891	2789	5031	4984	8370	16286	22126	19561	26227	33885	32699	43757	48027	47491	41409	32568	
0910	"Ginger, saffron, turmeric "curcuma", thyme, bay leaves, curry and other spices (excluding pepper ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	24		60	15	23	31	62	79	86	260	417	261	1237	1006	2292	3759	3550	3241	4042		780	2055	1228	1026	1895	2094	6767	5120	4259	8005	5869	9297	10636	11660	14348	14494	16112	
6004	"Knitted or crocheted fabrics, of a width >  30 cm, containing by weight >= 5% of elastomeric ..."	0	0	0	12	175	160	200	326	220	300	71	47	7	79	68	17	25		0	150	320	334	358	363	3578	10606	1951	3248	1338	2322	2212	2705	2653	2618	4118		0	21621	34315	58192	52747	50098	80812	84344	70805	133673	158814	94485	116001	105025	82902	75137	96887	
7607	"Aluminium foil, "whether or not printed or backed with paper, paperboard, plastics or similar ..."	15	15	104	3	484	698	28	0	37	6	12	0	0	2	44	46	25		3385	3711	6912	4870	4928	2445	342	508	2545	3324	3675	609	656	1012	1572	4238	3620		54039	59487	67290	85265	97396	111591	126818	125099	89853	114642	149060	141366	158835	152911	154838	157942	177694	
2505	"Natural sands of all kinds, whether or not coloured (excluding gold- and platinum-bearing sands, ..."	0	0	0	0	0	0	5	0	0	7	0	0	0	0	0	0	26		2	2	4	10	29	24	16	125	672	179	334	476	2286	2314	442	337	978		3990	5012	5993	6473	8431	9491	12065	18830	12729	13615	20168	16801	25472	33403	27532	33936	37260	
1517	"Margarine, other edible mixtures or preparations of animal or vegetable fats or oils and edible ..."	0	0	0	0	0	0	0	0	0	0	0	30	0	478	17	62	26		1479	2036	2405	2392	2141	1981	8665	13665	13534	31661	40372	31934	33543	36468	30911	30857	29198		3128	3828	8263	11768	11909	12253	18073	18043	24899	21325	30515	23079	28365	44170	40792	33691	53234	
3005	"Wadding, gauze, bandages and the like, e.g. dressings, adhesive plasters, poultices, impregnated ..."	0	0	0	0	0	0	0	0	3	38	3	35	36	96	0	4	26		614	254	1109	2389	3152	3617	3442	2617	2694	2762	2471	2020	1769	2171	1161	1000	1663		5050	5618	9365	10414	11013	13770	13285	20620	16557	20572	28185	25624	26026	24088	22490	19651	23443	
7008	"Multiple-walled insulating units of glass"	0	0	0	0	0	0	9	30	8	10	3	0	0	0	5	17	27		25	10	70	150	143	284	412	388	1266	1096	1975	1993	1330	1167	979	1063	5744		1739	2504	6097	4383	3349	2139	3046	3049	721	5490	4006	2357	2296	2481	707	1155	1671	
3208	"Paints and varnishes, incl. enamels and lacquers, based on synthetic polymers or chemically ..."	86	179	302	128	191	98	2	1	0	5	27	0	166	10	0	11	27		1139	1541	1558	1954	2497	3225	4670	4502	4933	4772	5471	5421	5827	7111	5645	7773	17388		50622	72227	99291	125421	150306	164999	211866	241005	194465	215659	244437	248448	279585	302909	267023	260868	285480	
