Product code	Product label	Turkey's imports from Bulgaria-Value in 2001	Turkey's imports from Bulgaria-Value in 2002	Turkey's imports from Bulgaria-Value in 2003	Turkey's imports from Bulgaria-Value in 2004	Turkey's imports from Bulgaria-Value in 2005	Turkey's imports from Bulgaria-Value in 2006	Turkey's imports from Bulgaria-Value in 2007	Turkey's imports from Bulgaria-Value in 2008	Turkey's imports from Bulgaria-Value in 2009	Turkey's imports from Bulgaria-Value in 2010	Turkey's imports from Bulgaria-Value in 2011	Turkey's imports from Bulgaria-Value in 2012	Turkey's imports from Bulgaria-Value in 2013	Turkey's imports from Bulgaria-Value in 2014	Turkey's imports from Bulgaria-Value in 2015	Turkey's imports from Bulgaria-Value in 2016	Turkey's imports from Bulgaria-Value in 2017	Bulgaria's exports to world- 	Bulgaria's exports to world-Value in 2001	Bulgaria's exports to world-Value in 2002	Bulgaria's exports to world-Value in 2003	Bulgaria's exports to world-Value in 2004	Bulgaria's exports to world-Value in 2005	Bulgaria's exports to world-Value in 2006	Bulgaria's exports to world-Value in 2007	Bulgaria's exports to world-Value in 2008	Bulgaria's exports to world-Value in 2009	Bulgaria's exports to world-Value in 2010	Bulgaria's exports to world-Value in 2011	Bulgaria's exports to world-Value in 2012	Bulgaria's exports to world-Value in 2013	Bulgaria's exports to world-Value in 2014	Bulgaria's exports to world-Value in 2015	Bulgaria's exports to world-Value in 2016	Bulgaria's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
2833	"Sulphates; alums; peroxosulphates "persulphates""	59	125	0	40	67	0	39	0	119	106	26	24	25	61	449	125	164		645	348	396	589	1796	2017	2686	4066	2961	2780	2524	2684	3127	2361	2639	1712	2169		4839	4962	6707	10736	15467	17725	23610	26695	21503	29327	46374	34577	36145	38187	34421	27870	29879	
6103	"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches ..."	694	1	13	528	39	23	21	11	16	96	11	67	65	56	124	423	167		14145	16962	13049	10592	9361	12088	11307	19086	14986	18233	21645	21284	29062	25933	29836	26679	30042		2688	1707	2802	3217	4228	5773	8184	14545	13705	24437	23809	22276	30541	34391	35799	41947	44759	
7318	"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter pins, washers, incl. ..."	17	15	16	69	133	118	45	28	31	145	47	146	171	236	193	107	167		4498	4078	6595	10464	10368	8896	8918	8022	5317	7157	12703	12524	14685	26314	32077	35763	42957		61483	82732	130628	207748	250820	317420	389054	457264	335826	478762	595568	526674	617139	626212	663758	703832	753358	
4418	"Builders' joinery and carpentry, of wood, incl. cellular wood panels, assembled flooring panels, ..."	210	19	21	15	2	19	1369	130	620	297	447	600	1011	1321	1153	550	170		757	1322	1553	2256	3074	3685	6611	3562	4991	5121	5107	8985	8244	8911	7414	7147	11539		15371	16775	16711	21444	22667	35859	50027	61253	33548	44382	61297	60935	97472	90323	82485	67026	65653	
8464	"Machine tools for working stone, ceramics, concrete, asbestos-cement or like mineral materials ..."	0	0	26	0	6	55	28	0	0	0	20	117	129	272	333	280	171		371	129	389	485	538	1158	1583	2292	793	1627	2919	2850	6735	3721	4942	4970	3864		33876	19132	26953	51101	49467	65819	87305	72895	33531	39135	104178	68208	105411	89469	61618	67007	58359	
7610	"Structures and parts of structures "e.g., bridges and bridge-sections, towers, lattice masts, ..."	0	5	1	69	71	168	223	252	287	207	165	13	325	567	306	351	173		1215	2319	3747	5459	5654	4922	4437	5792	4881	8623	12667	13516	16509	22438	23498	25217	30119		10622	9617	18181	16316	19219	24063	35113	43050	22473	26591	31086	28480	42728	35405	29432	36936	38352	
7616	"Articles of aluminium, n.e.s."	1	9	6	22	2	155	384	821	194	40	174	103	328	719	549	74	175		3025	3434	5957	6845	7825	10477	15220	18245	14369	18110	35012	35708	38970	43905	34022	29384	35474		9414	12954	15480	22651	29029	40293	49538	62683	52601	56594	68074	62738	72285	84338	77804	89616	94590	
8417	"Industrial or laboratory furnaces and ovens, non-electric, incl. incinerators (excluding drying ..."	6	0	6	0	0	913	43	70	22	83	75	293	310	232	161	134	175		174	722	645	2587	1760	4254	5081	5321	2623	4173	7623	5318	7464	7005	10051	5625	4258		30396	33497	50444	49159	70369	112104	163634	152539	97856	58114	126598	108310	202673	105020	91426	249609	98118	
7308	"Structures and parts of structures "e.g., bridges and bridge-sections, lock-gates, towers, ..."	100	16	3	13	32	1947	3215	1856	18	181	162	128	1543	1831	187	396	180		9812	12714	12776	29375	22851	32899	47856	63875	28529	50422	108290	51148	62281	51093	47475	60996	67428		152674	126554	64760	83885	97982	112866	143997	215771	119006	122001	207140	208350	237633	263006	291330	392202	305855	
3921	"Plates, sheets, film, foil and strip, of plastics, reinforced, laminated, supported or similarly ..."	432	683	976	1424	1345	297	263	86	406	1379	790	783	336	311	104	153	185		2512	2150	2838	3527	7287	13441	17642	21464	13202	11987	12890	11516	14631	15387	13615	16860	22980		61058	75574	100469	129469	121380	142662	175936	175266	138079	188726	237330	217826	236538	276879	253818	249631	269583	
7309	"Reservoirs, tanks, vats and similar containers, of iron or steel, for any material "other than ..."	0	262	301	0	40	10	620	108	22	728	1026	2613	687	1041	200	618	186		1076	2164	7781	7896	11494	9403	19228	22585	9554	19410	21772	28708	23796	30702	25702	29939	26338		7579	12872	19075	11705	9761	15798	19999	25217	13181	25564	45827	29582	30384	30660	28840	115056	45816	
4002	"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip; ..."	66	282	945	2035	2837	3382	2259	2248	68	19	0	130	9	53	0	4	187		20078	18052	22863	27396	33524	32151	35008	11917	443	1100	2000	1378	821	547	1064	2980	2147		73365	105048	138411	174741	251385	323673	396767	541736	363025	577150	915653	780112	691232	630529	524039	475098	634471	
9018	"Instruments and appliances used in medical, surgical, dental or veterinary sciences, incl. ..."	13	15	189	514	578	235	456	916	647	881	619	169	477	408	234	126	190		3617	4769	8760	10563	11617	12582	29551	45402	49611	52665	70027	67546	82194	89142	72371	81414	92242		237883	247355	314033	465113	614655	674294	802572	859569	718524	816758	971585	915456	993186	1112584	925433	946463	927466	
8547	"Insulating fittings for electrical machines, appliances or equipment, being fittings wholly ..."	1	0	23	0	0	0	8	1	14	0	1	1149	29	21	8	168	190		62	103	123	169	79	163	233	515	723	271	679	521	442	914	828	1482	2450		41929	34276	35587	41973	41301	67848	93907	91583	63231	72122	83634	72672	83873	68636	72119	80158	95431	
5205	"Cotton yarn other than sewing thread, containing >= 85% cotton by weight (excluding that put ..."	42	2	51	60	30	22	75	337	223	45	68	87	140	776	2116	929	191		4549	4309	4899	7120	5668	6375	2458	2880	3427	5371	3892	4130	8030	11127	9829	7028	4770		81461	127453	232316	249014	258543	286348	547003	407478	276276	545001	495057	334389	435078	439525	383812	444396	571180	
8434	"Milking machines and dairy machinery (excluding refrigerating or heat treatment equipment, ..."	11	0	19	0	0	0	6	0	2	0	0	0	0	48	740	84	194		1434	1740	1830	3412	2500	5952	7423	11523	5413	8386	11527	9146	10835	11180	6080	4920	8638		3806	3838	6140	9618	14304	11230	24563	21453	11312	27888	44857	35811	28183	49852	21474	23282	13229	
0307	"Molluscs, fit for human consumption, even smoked, whether in shell or not, live, fresh, chilled, ..."	158	123	338	630	294	220	446	1186	0	0	0	412	425	537	766	69	198		4555	3749	4474	6041	5806	7785	10791	10254	6310	7107	7947	9077	8994	7798	7865	13154	16100		1050	1960	2673	2707	3781	2792	3382	5329	3858	5183	14415	17312	15066	14728	18224	14763	15587	
6402	"Footwear with outer soles and uppers of rubber or plastics (excluding waterproof footwear of ..."	63	41	121	49	77	820	60	63	0	9	32	12	22	15	1	0	199		5058	2299	13239	20229	21088	24401	2832	5483	4838	5824	5792	6090	8383	6468	5396	8428	7547		18019	28900	54029	95971	145110	179234	163655	207971	172104	218085	301904	283309	295706	260288	177899	135862	123844	
2008	"Fruits, nuts and other edible parts of plants, prepared or preserved, whether or not containing ..."	0	0	26	0	0	0	190	33	64	14	221	11	57	264	370	65	203		5036	8667	17465	21803	23069	25877	36223	39942	52421	67004	68761	59890	65205	73809	65778	74308	79528		2693	4692	4635	7303	20857	22646	26849	25565	20766	18732	36169	27415	32889	42797	51489	33869	30421	
8101	"Tungsten "wolfram" and articles thereof, n.e.s.; tungsten waste and scrap (excluding ash and ..."	0	0	0	0	0	0	0	0	0	0	33	0	8	164	248	342	205		360	293	415	741	646	853	1200	943	226	734	679	808	501	393	409	388	516		1214	1482	1178	1823	2041	3035	3981	4254	2862	4684	7232	8145	5419	7008	5769	7014	7252	
8443	"Printing machinery used for printing by means of plates, cylinders and other printing components ..."	10	10	11	2	33	46	122	117	156	354	271	441	238	152	265	168	206		1925	857	1320	2257	2046	1436	11194	12456	42248	33361	32564	35366	33024	43942	35177	38350	62261		90557	110426	178554	261018	315194	321503	811122	777247	529679	702677	832936	753274	824348	841524	681800	628903	585167	
9506	"Articles and equipment for general physical exercise, gymnastics, athletics, other sports, ..."	23	0	3	5	49	95	16	48	2	52	72	116	117	298	156	148	207		6853	7497	9952	11918	12050	13921	17276	16062	35286	53112	77458	66162	80889	86212	77453	71290	87894		18095	23928	29721	47869	69381	78306	91560	95679	76985	99845	106760	127814	149153	152682	112442	106938	113241	
8512	"Electrical lighting or signalling equipment (excluding lamps of heading 8539), windscreen wipers, ..."	3	0	24	0	4	0	122	1	0	7	3	4	109	18	16	93	208		343	955	2705	3620	2689	2306	4328	4006	5718	11076	16131	15521	19249	26698	21983	22041	30084		29240	37836	72834	131815	146792	170429	218337	245539	166427	226327	246025	242141	271964	286299	308701	341561	414214	
1404	"Vegetable products, n.e.s."	0	3	6	9	0	10	126	20	41	0	0	0	57	566	215	60	212		0	0	6	0	8	1	29	32	22	765	1000	840	696	592	864	584	460		2277	1584	2481	2620	2043	2521	3022	4074	3449	5991	7358	6577	8902	10907	11223	9554	10459	
9027	"Instruments and apparatus for physical or chemical analysis, e.g. polarimeters, refractometers, ..."	22	176	326	75	151	200	203	382	238	291	283	290	363	441	410	503	230		578	791	1012	1991	1995	1932	2669	4871	5454	5520	9405	10393	12149	22773	24666	17428	22038		81060	106551	143317	219422	282648	268850	304356	298206	279405	329039	347597	299666	336215	334688	308426	339130	390816	
8514	"Industrial or laboratory electric furnaces and ovens, incl. those functioning by induction ..."	8	91	2	271	23	51	24	1	3	1	152	50	91	44	25	192	236		2080	1516	1061	2940	2580	4505	3083	3528	1565	943	2502	3823	3490	5056	3127	2715	3127		25546	12582	36778	32472	45802	56667	59728	68244	95415	67387	117821	76897	69665	62859	75110	61219	60283	
8438	"Machinery, not specified or included elsewhere in this chapter, for the industrial preparation ..."	71	2	40	31	86	75	1766	49	62	62	169	107	22	102	311	80	246		4774	6167	4911	4338	8780	8677	33933	38135	13319	18473	24125	19622	24271	26935	20662	25541	15458		26119	45870	62767	116989	94818	214103	184964	229166	121255	181457	241543	261300	320576	264709	251299	167892	153487	
8543	"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85 and parts ..."	4	6	141	37	51	105	402	638	145	84	103	73	187	250	202	183	250		885	1397	2606	2370	3571	8715	7642	9439	13500	12207	15425	13372	12620	20355	43202	43592	67199		70898	69422	122935	159406	187272	202272	248360	249489	206227	245472	317256	317840	341704	335405	306896	337190	261012	
3305	"Preparations for use on the hair"	6	37	178	629	1101	725	582	370	371	416	507	396	441	486	178	118	255		24684	29647	41755	37066	39509	36130	40984	48878	43051	40055	35055	39058	42824	41119	31999	30594	35168		41018	48144	59177	81316	90915	125710	138746	159282	156974	194081	171443	154638	184822	188884	164798	168656	190646	
3105	"Mineral or chemical fertilisers containing two or three of the fertilising elements nitrogen, ..."	0	0	0	0	19	14	0	0	0	0	0	0	24	52	68	3097	258		13195	13754	11141	12851	13812	2057	8450	11221	22725	28932	87529	55192	51388	37852	44928	80999	74792		84024	63804	116744	208809	293532	221455	247748	459801	324363	290753	467200	451267	384260	403694	416009	501725	443409	
4818	"Toilet paper and similar paper, cellulose wadding or webs of cellulose fibres, of a kind used ..."	101	283	169	42	7	0	0	9	20	34	58	101	4	35	187	160	262		2179	1594	2904	3292	5193	5261	7697	11552	10081	15831	23652	13823	14267	18808	19429	24816	24975		26394	23589	25639	28307	37131	40216	42664	50614	72790	67500	79322	27999	25787	25698	18533	15973	17186	
4101	"Raw hides and skins of bovine "incl. buffalo" or equine animals, fresh, or salted, dried, limed, ..."	936	1516	3406	3075	2149	1293	2844	3488	1261	1699	2588	1141	992	460	400	447	263		3624	4060	5885	6130	5531	5845	5973	5142	2369	4968	6556	7988	9158	8645	6740	6744	7142		21526	37471	58016	51524	53198	54894	74556	47702	29427	51756	83338	54785	45230	42127	33062	42004	46099	
4404	"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ..."	1	0	0	0	2	37	71	96	51	36	10	94	101	304	526	324	263		574	884	1228	1861	2316	2385	2590	2823	3047	4616	6133	5854	6366	6382	6177	5149	5085		34	29	55	203	166	119	176	111	117	102	73	150	752	1437	1763	1941	1762	
6117	"Made-up clothing accessories, knitted or crocheted; knitted or crocheted parts of garments ..."	0	4	46	11	48	42	10	33	15	19	59	26	25	5	12	11	268		487	1184	1052	3664	1901	1757	2346	3496	4304	4372	4256	3779	3209	4779	2825	3333	4067		3567	2234	2839	4964	6763	7994	8381	9706	15539	18499	19819	17647	17653	13498	13080	11937	11132	
8608	"Railway or tramway track fixtures and fittings (excluding sleepers of wood, concrete or steel, ..."	0	0	0	0	0	0	0	82	0	0	0	71	172	3	67	401	269		16	129	65	69	57	128	55	266	101	623	545	569	297	3277	5366	10795	19041		26002	5992	2086	2699	14613	39859	54126	26768	22370	39984	12950	6873	43232	37781	26310	13622	11324	
8430	"Moving, grading, levelling, scraping, excavating, tamping, compacting, extracting or boring ..."	92	132	62	62	61	32	0	21	1	144	9	143	150	30	281	203	273		495	677	3549	4624	5945	9146	11443	10644	12161	9185	22685	50118	51121	54335	44711	41931	41828		16797	35991	26180	24054	112322	199380	217807	169135	132785	224816	258477	344936	344797	243627	168493	258937	332571	
8211	"Knives with cutting blades, serrated or not, incl. pruning knives, and blades therefor, of ..."	0	0	0	0	0	0	6	0	1	0	0	2	14	0	99	1	274		331	274	472	491	335	341	623	799	579	494	585	499	766	1022	789	770	719		2054	2499	5146	7931	9212	10173	12921	15229	15366	25526	38729	31220	40384	38955	25891	16029	18214	
5207	"Cotton yarn put up for retail sale (excluding sewing thread)"	0	0	0	0	0	18	0	0	2	13	27	17	32	106	102	115	275		1275	3602	6112	6972	7424	6255	8111	8725	5858	5341	5827	5191	5835	4470	4514	5319	5991		161	147	390	693	579	313	508	912	608	1413	1845	1052	1552	1597	1539	1535	2983	
8467	"Tools for working in the hand, pneumatic, hydraulic or with self-contained electric or non-electric ..."	0	7	7	7	29	58	91	132	166	103	276	454	951	514	649	330	276		47	15186	12744	16155	17152	23893	36485	40855	13849	15353	27919	24639	21077	19975	14844	12761	15915		11026	42930	71485	112888	156174	172741	196096	196812	140022	232317	263397	264821	236182	242792	241979	228681	227877	
4810	"Paper and paperboard, coated on one or both sides with kaolin "China clay" or other inorganic ..."	176	1028	2520	6868	8313	479	19	11	3	16	179	28	9	33	0	54	278		1805	2181	9049	16253	17751	2019	1122	1376	1756	1519	2746	1828	3414	4006	5152	7380	7110		142615	200354	260113	317445	377416	423712	584147	569897	512287	600850	689025	640682	712272	777643	622262	618048	715827	
4421	"Other articles of wood, n.e.s."	2	12	6	13	19	12	3	30	6	35	71	113	190	277	304	254	278		2505	3071	2495	5935	2896	3380	1945	1985	2805	3507	4727	4824	6533	5389	5370	7393	8892		3841	4468	5702	7274	10639	12361	16993	20049	13809	21291	24659	27040	30071	29609	27417	24846	24481	
6809	"Articles of plaster or of compositions based on plaster (excluding plaster bandages for straightening ..."	0	30	57	93	211	119	173	183	74	209	1021	415	338	194	51	217	282		3650	3784	7387	8618	7456	7477	7931	9449	10771	18353	33220	40026	38449	38929	33351	36484	37494		684	277	507	1697	973	1146	6160	9136	4532	5359	7359	10724	26714	20846	18424	12852	7659	
1520	"Glycerol, crude; glycerol waters and glycerol lyes"	0	0	0	0	0	0	11	0	104	198	179	83	0	71	0	16	287		0	0	0	0	0	0	30	9	97	399	391	372	236	277	1	18	279		70	42	60	72	117	37	1843	4640	987	1365	2166	2690	1553	3326	2919	5169	5300	
5515	"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, other ..."	152	196	806	1073	1105	495	165	507	1097	272	521	296	1968	2020	1031	887	291		7089	10422	13503	19395	15585	14736	18203	21606	14621	14697	21660	23101	27110	29547	26661	29182	29248		39471	84814	81109	91705	76393	88637	102322	99851	101692	144183	139121	114691	129470	125760	98203	84003	79449	
3402	"Organic surface-active agents (excluding soap); surface-active preparations, washing preparations, ..."	130	647	53	34	27	1	108	20	24	884	39	38	381	19	158	153	296		3370	4064	4816	10993	13548	11214	17921	17187	14766	25021	29656	37686	53499	55083	49735	55570	69141		85211	108919	138882	173405	204178	227601	276814	359414	302128	368147	463014	487990	503574	512511	441558	444819	511659	
0302	"Fish, fresh or chilled (excluding fish fillets and other fish meat of heading 0304)"	4	0	1	0	0	19	0	18	154	24	2	12	124	236	158	256	301		65	49	51	84	53	26	495	1048	1841	6821	8988	9669	9820	6368	6036	6880	7864		331	273	1011	2933	6420	10865	14589	20509	20130	26722	38604	46229	44060	50475	65548	45218	43300	
8533	"Electrical resistors, incl. rheostats and potentiometers (excluding heating resistors); parts ..."	0	7	0	0	2	0	31	41	19	35	17	19	20	13	51	74	301		552	699	839	2760	3167	1069	1430	1714	1208	1522	2143	70542	130379	140844	166580	165169	154510		15728	21985	27502	35813	29836	28122	29891	28853	22273	27048	33156	34599	37403	41190	39630	39572	47381	
7410	"Copper foil "whether or not printed or backed with paper, paperboard, plastics or similar backing ..."	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	303		1360	78	78	142	85	99	82	80	105	159	340	281	1814	621	788	163	599		10677	16150	18686	26148	27206	34347	33277	22132	13912	19039	21725	19944	19468	15906	17267	15667	17392	
6804	"Millstones, grindstones, grinding wheels and the like, without frameworks, for milling, grinding, ..."	3	13	37	4	5	25	49	44	25	19	100	187	174	357	373	483	309		2103	3266	4738	5532	4870	5954	6970	6696	5147	5023	6409	6450	7279	10133	11291	12769	14214		10425	13070	16514	23966	26116	28939	43968	43260	23030	40755	56644	60139	65910	70280	70788	70023	68477	
9031	"Measuring or checking instruments, appliances and machines not elsewhere specified in chapter ..."	11	27	163	235	188	163	168	120	93	39	818	63	100	75	116	391	310		1354	1311	2057	2814	3765	6237	6087	8848	6138	9706	14681	12081	10820	9841	10683	8754	12469		76209	71129	102454	149249	164689	182493	204740	307177	193641	210793	296682	344112	339764	369796	359324	325972	383885	
7606	"Plates, sheets and strip, of aluminium, of a thickness of > 0,2 mm (excluding expanded plates, ..."	1101	940	898	705	847	1146	1985	1676	817	946	937	462	383	311	334	298	327		4642	8288	10483	9937	9334	26331	39742	70841	29824	39901	55735	41129	47447	47394	37872	32927	42666		74628	96900	108540	143404	186049	257131	334826	347732	208923	297625	362872	350467	409789	395446	417080	419129	475494	
6404	"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of ..."	43	27	18	36	40	27	1	12	0	2	8	61	85	44	26	0	338		7993	9520	13068	10585	10868	12795	13014	14706	12879	17442	20800	16902	21023	21441	16785	19182	21765		13951	17400	27587	51110	76453	84147	96598	113990	98689	124158	171549	182103	244949	263062	258741	273233	258738	
3307	"Shaving preparations, incl. pre-shave and aftershave products, personal deodorants, bath and ..."	0	0	29	42	54	51	41	2	189	295	313	377	178	2999	320	511	350		9577	8549	9366	9486	12103	13433	18270	24704	48756	56013	75246	77772	83208	75489	51029	59682	60186		22248	25096	31126	40795	48338	55135	64767	61515	59349	73424	86952	75287	75887	86307	75840	68785	75330	
9030	"Oscilloscopes, spectrum analysers and other instruments and apparatus for measuring or checking ..."	1	6	0	2	27	4	1	0	2	19	8	70	11	141	121	146	351		2617	2603	3242	2944	3365	3808	3294	2098	2442	6613	9817	8039	11602	14505	21173	23147	14351		30216	26915	27402	36816	44053	52588	77624	101476	65432	80581	97264	88305	91741	93373	99575	92584	122143	
4411	"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ..."	39	1	32	250	379	37	142	226	612	1295	1197	1473	1522	1357	1453	1436	353		10341	11656	16512	16721	15201	18050	30704	27846	22537	23325	27995	23911	23133	22925	20399	17523	17246		26353	54218	88739	132613	248116	238061	335173	274492	150219	238788	289802	323336	301876	195293	164079	128583	89142	
4409	"Wood, incl. strips and friezes for parquet flooring, not assembled, continuously shaped "tongued, ..."	1727	1305	1370	1302	1052	731	744	715	980	671	930	734	842	1148	1451	1078	357		4097	4362	6186	6042	6983	8232	9245	9976	8020	6679	8501	9011	8830	9946	8266	7581	4502		7055	6477	8342	9066	12508	13733	17105	16428	8228	12336	16229	14461	17824	20284	15709	16205	17899	
5407	"Woven fabrics of synthetic filament yarn, incl. monofilament of >= 67 decitex and with a cross ..."	16	751	1022	189	157	406	1354	932	635	1435	1854	2929	2756	3399	1731	311	357		3401	5064	5547	6686	9589	10804	14185	15333	6932	5075	8492	8828	10706	14033	10334	11192	13290		187480	204835	237291	296105	308067	308631	353280	356894	343368	469684	522791	526911	484640	548712	462740	429763	445359	
4202	"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels, spectacle cases, ..."	245	80	321	492	293	762	197	296	129	103	430	557	626	592	357	475	361		22347	26807	38214	41489	37138	40299	50343	51170	32846	40294	52689	50001	53053	62219	57382	56358	58817		27709	36711	56714	122573	231568	296114	390297	405386	222534	264521	353072	334251	403519	415528	339255	237777	227601	
2620	"Slag, ash and residues containing metals, arsenic or their compounds (excluding those from ..."	186	188	83	996	1162	1014	3527	1050	1228	1720	1999	2176	1560	1961	628	1204	364		1435	554	302	257	421	554	1935	1537	460	2544	3002	2684	2942	3594	4866	5717	6305		238	489	1621	4577	6350	18821	37618	19674	10350	17882	18329	17617	16767	21932	21347	21159	27617	
8466	"Parts and accessories suitable for use solely or principally with the machine tools of heading ..."	154	160	72	196	358	264	90	101	284	103	190	303	201	119	134	103	369		9500	9273	11819	13219	19474	23433	29483	33763	14746	17957	24064	25747	24077	22789	18961	20020	31035		30143	35023	41024	70752	87077	94469	119637	137668	71831	95576	139916	140840	150393	163137	148483	148455	157747	
6403	"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of ..."	217	292	269	191	627	900	528	321	253	433	764	669	339	260	384	579	373		44978	55722	70603	73882	88723	92086	100513	97859	91938	98198	116155	93174	92563	108126	74852	66170	75367		40055	53514	84852	128145	169485	224995	269830	302161	230190	263087	320274	314181	351106	337290	280482	251420	225563	
4008	"Plates, sheets, strip, rods and profile shapes, of vulcanised rubber (excluding hard rubber)"	49	48	53	208	142	621	1544	1192	537	784	582	417	374	451	493	369	421		4480	6675	8212	9763	10793	15796	15428	15684	10634	10032	9828	10303	10063	7377	5852	7354	8453		14806	16438	20317	27565	31002	37514	53328	54109	38706	50310	73454	71533	85627	82967	59752	58275	59946	
5503	"Synthetic staple fibres, not carded, combed or otherwise processed for spinning"	270	129	31	2343	695	109	1110	64	43	0	16	807	1572	1149	381	193	421		3760	3738	4090	3919	2004	3123	2928	570	2549	6287	8826	6716	8243	9554	8505	10293	9282		85422	128252	161068	170367	190079	219489	260377	251775	191710	265867	341148	322860	353682	390371	376570	351190	422360	
8907	"Rafts, tanks, coffer-dams, landing stages, buoys, beacons and other floating structures (excluding ..."	10	0	0	0	0	0	0	0	0	0	0	0	0	0	296	336	421		8	164	7	23	103	16	89	192	13	28	0	6	1	1589	6007	6081	5862		18131	7022	1954	28825	46113	6106	4496	14077	3964	10113	3516	5810	2873	3839	6141	3882	4990	
5510	"Yarn of artificial staple fibres (excluding sewing thread and yarn put up for retail sale)"	0	142	130	142	201	76	241	86	519	814	1259	1700	1074	850	753	480	427		873	3020	5345	5313	3925	2875	3537	3919	4598	8832	13499	12392	12525	17630	18838	20713	18014		25635	50091	57282	108295	99082	119180	248108	154747	148678	241167	256311	188689	188349	149587	147901	143045	161411	
5209	"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m²"	154	229	298	174	120	231	48	13	103	70	13	33	49	86	63	53	427		11106	13298	13659	11289	14305	10815	9492	6438	7711	3922	5123	6079	6342	5726	5480	4675	3774		238927	410138	381705	448364	429063	332781	348335	286121	268374	354825	447339	276779	299892	282893	256857	271925	352275	
4408	"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ..."	239	490	677	634	1026	835	812	763	640	675	884	895	1954	1531	905	900	451		2048	3030	3904	4970	5495	5739	4790	4798	4096	5329	5114	4547	4681	4342	4002	5700	6384		2597	5192	7632	12377	13144	15999	26086	32532	20291	27867	38303	39409	41153	47666	48648	41430	48752	
8502	"Electric generating sets and rotary converters"	0	0	0	549	207	0	2	0	1	0	14	5	258	595	30	0	466		292	164	328	266	370	1014	989	1525	839	826	191466	16587	23678	2176	9255	774	1834		109110	127661	76660	119128	180320	172873	285313	870771	914147	1176043	894838	1048532	1247394	861170	932830	1457173	633005	
7604	"Bars, rods and profiles, of aluminium, n.e.s."	0	0	163	134	117	477	484	221	195	465	501	188	442	314	268	1316	469		9698	13142	21967	28841	32840	52923	65829	69012	42010	62069	73679	69967	81314	96779	96691	93342	118472		9570	11111	13261	21281	25612	38655	54775	58253	33417	37895	45195	41513	71358	55141	59857	49295	64156	
5208	"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m²"	299	7671	17269	18613	19243	1030	269	28	99	42	27	1174	2145	2021	1917	346	512		7404	12836	22684	24688	19456	8301	14086	9241	8322	5516	6736	6305	9516	6537	5936	4846	4342		83322	188090	269936	341045	393886	418317	505628	478538	397265	554470	586735	350507	388954	339648	237591	174648	206409	
7612	"Casks, drums, cans, boxes and similar containers, incl. rigid or collapsible tubular containers, ..."	7	0	2	0	0	0	0	87	0	45	239	853	153	104	964	990	519		1120	812	872	718	520	847	960	1037	695	932	4648	1816	2151	2969	4359	3709	3579		2359	4412	5125	7743	8824	11586	13844	20289	19728	35787	41085	42413	53937	54713	51604	45347	33526	
8419	"Machinery, plant or laboratory equipment whether or not electrically heated (excluding furnaces, ..."	21	24	61	19	224	959	432	35	127	39	175	184	170	478	753	55	530		9334	3729	2362	4009	4307	4074	15780	12088	6502	11142	18941	20173	44156	45265	36644	33227	46999		155302	121674	146282	191696	210270	240806	314669	398857	300824	288319	466551	517540	652439	481960	512745	746770	575221	
0104	"Live sheep and goats"	0	0	0	0	0	0	0	0	0	20293	68423	12083	4959	1608	103	77	535		348	66	26	9209	546	1404	3022	933	1330	20629	71375	11630	4940	3282	71	139	599		11	0	0	0	0	0	0	0	123	26920	148016	42605	15687	3745	959	976	37313	
5505	"Waste of man-made staple fibres, incl. noils, yarn waste and garnetted stock"	20	48	140	116	241	172	286	309	212	408	378	423	397	411	263	209	539		160	187	282	445	390	502	717	578	215	351	400	508	368	297	1335	2358	288		2327	4852	8986	9932	11494	9326	13815	11082	5740	9220	11160	6724	4988	5770	4518	5631	9535	
