Product code	Product label	Turkey's imports from Bulgaria-Value in 2001	Turkey's imports from Bulgaria-Value in 2002	Turkey's imports from Bulgaria-Value in 2003	Turkey's imports from Bulgaria-Value in 2004	Turkey's imports from Bulgaria-Value in 2005	Turkey's imports from Bulgaria-Value in 2006	Turkey's imports from Bulgaria-Value in 2007	Turkey's imports from Bulgaria-Value in 2008	Turkey's imports from Bulgaria-Value in 2009	Turkey's imports from Bulgaria-Value in 2010	Turkey's imports from Bulgaria-Value in 2011	Turkey's imports from Bulgaria-Value in 2012	Turkey's imports from Bulgaria-Value in 2013	Turkey's imports from Bulgaria-Value in 2014	Turkey's imports from Bulgaria-Value in 2015	Turkey's imports from Bulgaria-Value in 2016	Turkey's imports from Bulgaria-Value in 2017	Bulgaria's exports to world- 	Bulgaria's exports to world-Value in 2001	Bulgaria's exports to world-Value in 2002	Bulgaria's exports to world-Value in 2003	Bulgaria's exports to world-Value in 2004	Bulgaria's exports to world-Value in 2005	Bulgaria's exports to world-Value in 2006	Bulgaria's exports to world-Value in 2007	Bulgaria's exports to world-Value in 2008	Bulgaria's exports to world-Value in 2009	Bulgaria's exports to world-Value in 2010	Bulgaria's exports to world-Value in 2011	Bulgaria's exports to world-Value in 2012	Bulgaria's exports to world-Value in 2013	Bulgaria's exports to world-Value in 2014	Bulgaria's exports to world-Value in 2015	Bulgaria's exports to world-Value in 2016	Bulgaria's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
6501	"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0		1	0	1	3	15	1	7	5	3	1	13	15	34	19	14	4	189	
6502	"Hat-shapes, plaited or made by assembling strips of any material (excluding blocked to shape, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1	0	0	2	0	0	0	0	1	1	0	7	0	0	6		0	0	3	0	0	0	0	4	0	4	6	0	10	0	3	1	22	
7301	"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		54	77	99	143	42	174	852	2251	3218	1617	3575	505	1694	889	2145	4591	5472		1409	707	6586	592	1720	1258	2933	1145	1014	1637	1682	4338	14206	13179	2438	2596	4377	
7418	"Table, kitchen or other household articles, sanitary ware, and parts thereof, of copper; pot ..."	0	0	0	0	0	0	2	0	0	1	1	0	0	1	0	0	0		13	26	14	53	27	131	194	73	171	471	857	74	148	21	98	348	250		269	525	548	515	919	629	2101	2327	1856	2470	5056	4101	6018	6660	6640	5095	5036	
7503	"Waste and scrap, of nickel (excluding ingots or other similar unwrought shapes, of remelted ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		110	89	38	384	106	19	135	109	685	2696	39	0	16	30	479	0	7		0	0	0	0	0	0	0	0	1	37	66	14	0	0	95	135	298	
7603	"Powder and flakes, of aluminium (excluding pellets of aluminium, and spangles)"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8	1	0	0	0	0	0	0	4	0	0	8	58	41	0	6	0		2004	2643	3776	5369	6222	7939	9879	12488	7948	10844	16900	13003	14954	17022	14193	13755	12705	
7904	"Zinc bars, rods, profiles and wire, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	10	1	0	2	11	17	8	40	0	52	411	406	16	10	7	3		1066	1062	852	740	698	801	1589	1506	1640	1614	1073	1556	1621	1301	1227	2131	2778	
7907	"Articles of zinc, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		1495	2538	3176	2491	2046	1830	639	810	510	433	341	370	123	132	173	127	2014		8224	1348	3274	6413	7289	6158	5104	7056	4195	5121	7296	6327	7753	7157	6946	7272	9726	
8002	"Tin waste and scrap (excluding ash and residues from the manufacture of tin of heading 2620, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	13	1	7	0	0	0	155	274	679	372	200	325	106	138	244		0	0	0	3	20	6	0	22	0	0	0	6	8	0	0	32	33	
8005	"Tin foil of a thickness "without any backing" <= 0,2 mm, whether or not printed or backed with ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8	5	29	126	66	122	0	0	0	0	0	0	0	0	0	0	0	
8108	"Titanium and articles thereof, n.e.s.; titanium waste and scrap (excluding ash and residues ..."	0	0	0	0	4	0	0	0	0	0	0	0	19	0	0	0	0		46	79	131	197	72	96	210	1202	22	2	1741	3085	265	782	214	74	70		2406	1954	2576	8745	10084	18602	25411	25048	25990	28157	37185	44320	61312	65784	56994	79195	86193	
8110	"Antimony and articles thereof, n.e.s.; antimony waste and scrap (excluding ash and residues ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	324	0	856	0	0	0	0	7	0	26	18	31		35	223	385	237	140	983	1828	2242	2093	2156	3622	3316	2963	2350	2625	1853	1667	
8311	"Wire, rods, tubes, plates, electrodes and similar products, of base metal or of metal carbides, ..."	0	11	0	0	11	0	0	0	0	0	0	1	1	0	0	0	0		658	572	780	641	595	605	513	660	2232	2794	7567	7603	636	673	720	575	758		8223	6484	11376	14453	16662	22089	31802	33342	18116	20135	22990	25802	26342	30381	29540	25657	28272	
8445	"Machines for preparing textile fibres; spinning, doubling or twisting machines and other machinery ..."	0	21	51	76	0	0	0	650	0	60	0	0	0	0	196	0	0		186	125	254	199	118	571	488	2467	623	2055	4177	1291	4386	2908	729	925	960		195294	413870	555042	484805	389520	230731	675834	211651	74051	220604	534508	378357	565910	654871	290083	276399	333237	
8455	"Metal-rolling mills and rolls therefor; parts of metal-rolling mills"	0	0	0	4	50	14	158	52	3	75	79	16	0	15	0	0	0		2695	3320	5189	7970	8086	9569	16904	17726	10283	6029	16450	6853	12501	4334	5556	6596	4583		38093	18714	35860	75952	85327	142035	301986	155965	461904	174992	345303	191614	260687	190480	133081	255642	115376	
8506	"Primary cells and primary batteries, electrical; parts thereof (excluding spent)"	0	11	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0		92	679	272	199	156	187	223	411	284	715	1953	1769	2580	2779	3966	4262	493		18149	24571	25050	35360	39585	41658	48348	50265	41592	53897	62410	57483	61066	62863	54890	52168	52086	
8528	"Monitors and projectors, not incorporating television reception apparatus; reception apparatus ..."	0	113	0	0	41	72	0	15	1	1	0	0	148	26	0	3	0		758	681	772	1292	2340	2630	59495	132709	188744	115082	123485	91427	105613	118599	125418	58519	63263		97091	90839	119425	193849	221869	324402	770666	845534	705699	971851	1106548	1149011	1049010	1106476	884199	799420	736959	
8601	"Rail locomotives powered from an external source of electricity or by electric accumulators"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1413	0	0	3423	27	1	1361	0	91	193	744	74	45	208	1201		718	0	0	58	175	439	125	4781	593	339	367	533	125000	62740	47128	1195	1218	
8711	"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with or without side-cars; ..."	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0		14	44	20	68	42	51	250	618	505	163	771	766	548	1586	3309	6846	38218		11838	8518	22218	99995	234084	364033	62577	51783	31290	54755	80826	104046	151445	178278	204341	240832	175092	
8805	"Aircraft launching gear (excluding motor winches for launching gliders); deck-arrestor or similar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		44	5	0	0	0	0	10	45	3	134	45	93	444	77	86	28	138		611	339	10414	6940	642	17026	7179	8139	14019	37090	29453	42592	54442	28740	33363	56637	40315	
9006	"Photographic cameras, photographic flashlight apparatus and flashbulbs (excluding discharge ..."	0	38	0	0	0	0	0	0	1	0	9	0	0	0	0	14	0		566	2020	1092	77	81	42	195	134	523	841	1567	760	743	469	2739	1957	536		7020	9956	13069	11908	14103	10961	7978	5121	4407	5737	6950	5284	6507	7859	7636	7127	8531	
9028	"Gas, liquid or electricity supply or production meters, incl. calibrating meters therefor"	1	323	96	26	0	0	0	0	1	22	0	1	0	0	0	0	0		209	453	390	351	630	2108	4091	4704	8748	9487	8998	13214	14790	11355	8709	7902	5995		11970	31007	37421	43836	52788	47135	41142	52644	55610	46729	47540	47778	56682	63073	50762	41368	35607	
9103	"Clocks with watch movements (excluding wrist-watches, pocket-watches and other watches of heading ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3	2	16	11	41	5	2	30	5	48	22	20	2	5	29	12	3		791	855	981	1109	619	276	377	321	235	287	278	316	421	419	270	272	199	
9302	"Revolvers and pistols (excluding those of heading 9303 or 9304 and sub-machine guns for military ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				1992	5912	845	3256	3101	1675	5776	5199	1807	1936	3204	5948	8024	7486	2380	5633	500	
9305	"Parts and accessories for weapons and the like of heading 9301 to 9304, n.e.s."	0	0	0	0	0	0	3	0	0	0	0	0	0	7	0	232	0																				4090	17104	23756	41668	2106	2105	4348	4103	4255	5342	15177	7690	11866	10924	18477	9759	10787	
9502	"Dolls representing only human beings"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		212	122	9	17	18	24	0	0	0	0	0	0	0	0	0	0	0		4013	3977	7238	13115	15560	16821	0	0	0	0	0	0	0	0	0	0	0	
9604	"Hand sieves and hand riddles (excluding colanders)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1	0	35	29	1	13	4	12	0	0	3	0	0	1	1	4		72	91	109	86	179	172	180	122	251	312	348	286	238	266	166	150	225	
9612	"Typewriter or similar ribbons, inked or otherwise prepared for giving impressions, whether ..."	0	5	0	0	0	0	0	0	5	21	12	2	2	1	0	0	0		38	47	94	139	144	149	148	209	618	371	2318	585	2150	2933	2659	126	968		11124	11824	14410	21961	21457	20438	23248	22021	20723	22962	24420	22375	23775	23884	20827	21403	20170	
0202	"Meat of bovine animals, frozen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		202	129	129	141	289	736	23087	9144	6350	2551	2986	1700	2942	7839	5178	10763	1706		0	0	0	74	0	0	0	0	0	19004	2754	5762	3966	0	49824	0	39594	
0209	"Pig fat, free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chilled, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14	0	0	1	1	0	15	83	44	54	319	275	57	844	466	206	169		0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	3	
0210	"Meat and edible offal, salted, in brine, dried or smoked; edible flours and meals of meat or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		65	59	80	97	102	69	617	444	450	5670	7172	6441	2675	387	266	686	1191		16	10	49	7	16	0	0	0	0	0	0	68	2	0	0	0	0	
0305	"Fish, fit for human consumption, dried, salted or in brine; smoked fish, fit for human consumption, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		439	963	2552	1322	1927	1962	1983	1591	2092	1175	921	728	1206	1522	3757	2639	3694		275	335	255	618	822	1174	1363	1791	959	1336	751	601	423	389	655	544	579	
0402	"Milk and cream, concentrated or containing added sugar or other sweetening matter"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		397	517	574	150	70	122	1981	2415	1427	3349	3822	10052	18557	10077	6140	4627	5995		5683	8733	20660	25229	23049	38724	51663	63994	42403	37869	8388	269	230	457	517	639	539	
0403	"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and ..."	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0		267	114	94	115	253	1096	5770	11208	12299	10585	10227	11630	13179	10509	7734	10780	14580		55	338	414	502	435	21	76	187	98	253	148	270	599	3064	985	123	303	
0410	"Turtles' eggs, birds' nests and other edible products of animal origin, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		258	236	278	5	4	8	203	637	247	357	353	164	135	1860	86	172	222		77	209	499	207	188	133	58	171	180	430	476	267	313	456	364	451	336	
0502	"Pigs', hogs' or boars' bristles and hair; badger hair and other brush making hair; waste of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2674	2319	2961	3238	4481	4349	5885	5755	6172	6823	7035	6722	6502	7313	6824	6611	7424	
0506	"Bones and horn-cores and their powder and waste, unworked, defatted, simply prepared, treated ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	14	20	0	12	16	18	2	4	82	44	1	15	83	91	97	170		1	0	0	0	0	0	6	0	1	48	20	9	0	9	0	0	2	
0507	"Ivory, tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		703	603	600	614	1721	1973	591	335	130	134	46	16	15	57	11	6	0		0	3	0	0	1	0	18	1	4	17	26	24	62	33	0	11	28	
0707	"Cucumbers and gherkins, fresh or chilled"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		1876	2598	4612	4918	7985	8521	14442	15110	13356	13118	14538	12339	12450	8595	7479	9697	6520		6	0	0	18	1	1	16	4	0	0	0	15	0	0	180	534	1	
0804	"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens, fresh or dried"	0	0	0	0	0	0	32	42	128	0	0	0	0	0	0	0	0		23	20	111	270	46	64	51	37	74	92	43	13	22	124	320	493	411		4108	5194	3565	3904	6515	8285	11748	19848	19899	20950	27283	22907	25255	28580	30923	45874	62649	
0902	"Tea, whether or not flavoured"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1824	99	38	62	66	80	65	252	34	102	129	211	198	193	777	2625	3453		8375	2684	3941	5205	6438	7735	8158	11322	13538	21530	17732	13710	17554	16045	17015	41089	59929	
1403	"Vegetable materials, such as broom-corn, piassava, couch-grass and istle, of a kind used primarily ..."	6	36	367	340	183	207	0	0	0	0	0	0	0	0	0	0	0		64	147	547	507	512	270	0	0	0	0	0	0	0	0	0	0	0		53	95	711	776	269	458	0	0	0	0	0	0	0	0	0	0	0	
1506	"Other animal fats and oils and their fractions, whether or not refined, but not chemically ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	23	27	93	86	71	153	437	608		2	6	5	5	0	0	0	13	1	1	27	41	78	72	667	661	757	
1516	"Animal or vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		69	201	172	33	75	343	1729	7799	1854	6134	9148	3003	6881	18327	6801	6942	10002		7179	10407	11504	10015	7870	12546	16957	23488	22078	21121	49645	51308	42844	51948	40924	32883	57419	
2009	"Fruit juices, incl. grape must, and vegetable juices, unfermented, not containing added spirit, ..."	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5291	4063	6899	6149	4804	6576	12680	10711	6788	11968	12303	12414	11910	7761	9144	6912	7096		4265	5382	6373	9051	11689	23547	34522	35650	17037	23752	28885	27815	29639	25880	22926	18165	16087	
2102	"Yeasts, active or inactive; other dead single-cell micro-organisms, prepared baking powders ..."	0	0	0	0	0	0	7	0	0	0	17	4	299	279	24	2	0		77	61	48	110	158	46	491	1219	1874	1138	1109	591	391	372	440	350	548		2581	2722	3547	3751	4510	5634	7266	7069	5560	8592	11485	12044	12702	14094	18206	18838	20752	
2206	"Cider, perry, mead and other fermented beverages and mixtures of fermented beverages and non-alcoholic ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		238	116	61	13	85	89	71	528	6790	7266	7166	7826	7680	5472	8154	10038	10036		0	0	2	9	17	2	10	6	0	168	557	974	1277	1757	1699	1524	160	
2304	"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ..."	0	0	0	0	0	0	0	0	0	0	892	0	0	0	3177	3972	0		119	120	0	3	0	3	468	545	3881	5346	8056	3450	3174	2183	5363	1588	3209		84251	78913	101650	144863	134366	63853	98175	158425	152392	168923	243029	531424	627954	346499	195513	254558	281252	
2518	"Dolomite, whether or not calcined or sintered, incl. dolomite roughly trimmed or merely cut, ..."	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0		0	3	0	0	23	27	61	16	16	178	174	196	144	0	14	1	1		532	1007	1707	2315	3070	1604	1253	1455	1707	1941	1974	1574	1433	1489	1175	1209	1463	
2605	"Cobalt ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0		28	30	0	0	0	0	0	0	0	0	0	0	0	2	0	0	65	
2618	"Granulated slag "slag sand" from the manufacture of iron or steel"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		244	175	7	1	0	0	0	0	0	0	0	0	0	0	144	0	0		448	1254	430	0	16	0	3	0	0	0	0	0	0	0	0	0	0	
2621	"Slag and ash, incl. seaweed ash "kelp"; ash and residues from the incineration of municipal ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	6	0	0	1	0	1	0	0	0	0	0	0	0	0	0		0	5	33	581	153	10	33	18	13	27	14	0	34	44	509	1029	555	
2708	"Pitch and pitch coke, obtained from coal tar or from other mineral tars"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	8	0	0	4	10	4	1	1	2	496	1224	6	7	47	143	109		4104	1933	3180	3260	4459	1367	6979	3511	2092	6154	4298	5960	4931	995	679	1476	1071	
2712	"Petroleum jelly, paraffin wax, micro- crystalline petroleum wax, slack wax, ozokerite, lignite ..."	8	21	0	9	0	28	7	0	0	0	0	32	2	0	0	0	0		101	80	158	81	95	116	1020	1824	1900	2224	1837	2413	2185	1934	986	1538	1060		5660	7140	9610	13159	12355	15665	18831	27355	29322	37556	33467	37238	54336	54508	46864	42554	39780	
1007	"Grain sorghum"	0	0	0	0	0	0	0	7	0	7	6	0	7	0	0	0	0		3	5	15	7	27	30	47	159	66	191	215	205	455	194	284	380	172		28	0	0	1	0	0	28	54	9	18	2936	278	26	102	74	0	0	
2810	"Oxides of boron; boric acids"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		16	14	16	18	23	16	2	22	4	4	15	17	11	4	21	13	7		19	25	23	61	48	66	86	67	65	62	87	69	96	123	87	116	131	
2820	"Manganese oxides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	1674	111	0	0	0	0	0	0	1		138	318	592	720	1080	1204	1656	2696	2101	2265	3272	1582	1621	1631	879	637	1158	
2830	"Sulphides; polysulphides, whether or not chemically defined"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		16	2	0	0	0	0	0	1	1	39	33	19	20	21	22	25	24		1591	4071	4697	5081	6510	7734	8438	11133	5590	7050	9067	8055	9013	9544	9632	9028	10639	
2840	"Borates; peroxoborates "perborates""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		13	14	5	10	22	12	3	22	0	2	2	8	8	7	54	41	9		12490	7392	6134	6404	7534	10184	19990	10627	1602	886	738	735	876	1330	1699	813	1088	
2847	"Hydrogen peroxide, whether or not solidified with urea"	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0		3	22	6	0	10	7	8	32	11	10	24	60	19	23	40	41	30		4153	2545	5532	5033	7994	5218	4782	6152	6291	2826	8075	6880	9176	8523	9752	6902	7953	
2907	"Phenols; phenol-alcohols"	508	25	0	0	0	38	29	0	16	31	5	0	0	0	0	0	0		1221	11	3	9	11	39	31	37	396	127	571	6464	8759	7596	102	73	75		6982	7734	10669	16119	21664	24012	34438	33095	20349	34354	43443	39807	46294	47993	33537	30565	39868	
2912	"Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; parafo ..."	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0		41	26	18	18	19	63	61	105	133	631	867	875	423	1581	720	534	939		4212	7389	8579	10956	11545	7858	10317	10700	8543	10131	11281	11321	13338	14747	13038	11862	14301	
2919	"Phosphoric esters and their salts, incl. lactophosphates; their halogenated, sulphonated, nitrated ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	2	0	0	13	0	0	7	0	0	0	0	4	10	12	8		2024	3179	3614	4483	6563	7680	9823	10815	9471	8133	12764	16154	18900	22488	19495	15066	18858	
2926	"Nitrile-function compounds"	103	143	0	151	51	0	0	0	0	0	0	0	0	0	0	0	0		8995	12488	13982	19375	26490	26225	35095	49364	1219	23	0	8	11	0	5	2	15		4098	6178	7099	7340	7296	8402	8419	13432	11204	15247	19407	15729	16502	22803	21449	23602	29236	
2932	"Heterocyclic compounds with oxygen hetero-atom[s] only"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		13	31	80	808	16	12	60	37	8	47	24	1062	81	207	220	121	119		42138	54319	62266	97405	94059	83361	59123	56723	48453	55572	58887	55589	57962	62833	71302	75326	70598	
2939	"Vegetable alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ..."	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0		55	94	271	69	25	23	4	0	197	0	0	4	100	1	54	8	4		14616	15910	17239	16902	16254	17997	26260	32018	39686	35552	39119	37538	31887	28612	31881	35106	46859	
2940	"Sugars, chemically pure (excluding sucrose, lactose, maltose, glucose and fructose); sugar ..."	0	0	0	26	7	0	0	0	0	0	0	0	0	0	0	0	0		0	1	0	0	5	0	0	53	0	0	3	1	36	122	120	228	185		7412	8738	13701	19052	19879	29066	42254	38949	28227	23703	25071	22953	22925	19796	15210	13655	17723	
3702	"Photographic film in rolls, sensitised, unexposed, of any material other than paper, paperboard ..."	0	0	30	20	0	0	0	0	0	0	0	0	0	0	0	0	0		186	395	1084	1821	1182	744	822	1148	413	91	32	75	35	6	46	16	73		29151	34602	35870	38904	36257	34369	31452	31537	22932	21482	18442	15595	15589	9086	6045	4302	4490	
3704	"Photographic plates, film, paper, paperboard and textiles, exposed but not developed"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3466	15	249	60	42	186	897	74	0	0	18	29	32	5	1	0	1		34	58	30	58	20	26	205	350	443	557	491	187	361	413	562	384	283	
3802	"Activated carbon; activated natural mineral products; animal black, whether or not spent"	0	10	0	0	6	0	29	28	0	28	0	0	0	0	0	0	0		69	39	67	225	159	153	424	45	341	58	110	462	40	13	122	311	41		5616	6997	8336	10879	11624	12842	15284	17676	16172	19243	23854	29005	31976	33754	32188	28123	28717	
3804	"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or ..."	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0		0	0	5	0	3	13	21	48	0	1	28	0	2	0	9	0	2		3660	4364	6157	7844	9413	13778	24028	21381	17745	22833	28641	29287	33653	31996	23365	21505	20141	
3202	"Synthetic organic tanning substances; inorganic tanning substances; tanning preparations, whether ..."	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0		4	28	23	58	2	4	1	24	5	6	10	60	22	58	225	23	43		10980	17097	22205	23311	21913	28124	33280	33110	24912	28193	32231	33561	38818	32325	20256	17411	17657	
4013	"Inner tubes, of rubber"	0	0	4	11	2	0	0	66	0	0	0	140	147	0	0	0	0		173	164	117	115	135	68	126	442	674	314	54	204	201	75	88	57	55		5444	6572	7336	8982	12775	14114	13052	19341	13665	17497	19212	19930	17846	17635	18683	18435	16329	
4504	"Agglomerated cork, with or without a binding substance, and articles of agglomerated cork (excluding ..."	0	13	0	6	6	0	0	13	0	0	0	0	0	0	6	0	0		1328	1192	609	916	1243	554	120	140	63	166	317	163	339	363	303	421	929		1069	1636	2052	2555	2863	3688	4440	4684	3324	3812	4474	4776	4827	4956	3672	3203	3559	
4806	"Vegetable parchment, greaseproof papers, tracing papers and glassine and other glazed transparent ..."	22	5	84	0	3	0	0	0	32	0	0	0	0	0	0	0	0		214	173	157	209	154	381	513	728	71	58	264	327	347	531	513	770	976		6129	8957	9844	11318	12011	13756	17458	19982	21244	27191	33309	27730	29991	31994	30905	29356	33438	
4113	"Leather further prepared after tanning or crusting "incl. parchment-dressed leather", of goats ..."	0	23	185	108	14	12	0	3	0	0	0	5	0	0	0	0	0		0	1225	469	543	880	1586	884	1227	229	85	646	507	219	809	681	467	1843		0	18955	23671	20202	26380	41642	44054	42653	24738	36294	44190	44377	36670	34231	17284	10507	11781	
4201	"Saddlery and harness for any animal, incl. traces, leads, knee pads, muzzles, saddle cloths, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	23	111	42	2	16	6	6	2	65	80	1	59	130	87	186	401		427	429	495	686	781	862	1126	1241	976	1701	1787	1726	1832	2036	2025	1538	2006	
4908	"Transfers "decalcomanias""	0	0	0	0	0	0	0	1	0	0	0	3	0	4	0	1	0		14	30	204	168	153	61	17	174	59	49	53	218	323	424	335	701	1098		8804	13965	16514	19420	18977	17223	17881	16834	11782	12045	17064	20782	27876	30417	21046	18598	14320	
5003	"Silk waste, incl. cocoons unsuitable for reeling, yarn waste and garnetted stock"	0	0	0	0	0	0	0	0	0	0	0	4	42	0	14	16	0		35	0	0	0	25	0	0	1	0	4	14	111	226	116	99	139	364		0	2	1	33	65	163	177	286	383	190	338	710	830	685	864	601	410	
5006	"Silk yarn and yarn spun from silk waste, put up for retail sale; silkworm gut"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	7	1433	443	920	878	1227	198	1	0	1	706	517		16	310	87	445	148	189	218	115	104	135	107	110	54	74	37	166	89	
5102	"Fine or coarse animal hair, neither carded nor combed (excluding wool, hair and bristles used ..."	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0		0	0	0	0	0	0	0	62	0	0	14	8	2	0	0	35	58		98	617	332	552	655	562	656	1364	2098	2881	4724	3771	3004	2774	1656	1719	1021	
5508	"Sewing thread of man-made staple fibres, whether or not put up for retail sale"	4	0	0	0	1	4	3	1	2	13	0	0	3	0	0	0	0		198	243	374	242	575	1413	1320	1474	1122	1057	1349	1084	1194	1142	907	1070	834		9016	12022	11585	12506	16058	22092	27827	29436	36085	43764	49660	50174	50933	50449	46508	46259	50184	
5604	"Textile-covered rubber thread and cord; textile yarn, strip and the like of heading 5404 and ..."	1	0	0	26	0	8	28	1	0	0	0	0	0	0	0	0	0		13	13	57	54	151	97	59	47	281	13	23	29	27	83	58	50	53		1842	1709	2556	2369	2586	4236	3631	3773	5963	8087	7984	4212	5340	5733	4450	4252	4615	
6002	"Knitted or crocheted fabrics, of a width <=  30 cm, containing by weight >= 5% of elastomeric ..."	431	31	17	0	7	0	0	0	0	0	0	0	0	0	0	0	0		3957	516	71	38	72	58	90	46	371	86	72	113	19	49	82	65	133		63870	5641	4067	2990	6639	7466	6741	5059	4591	6405	6013	6307	5677	5542	4555	4686	6946	
