Product code	Product label	Turkey's imports from United Kingdom-Value in 2001	Turkey's imports from United Kingdom-Value in 2002	Turkey's imports from United Kingdom-Value in 2003	Turkey's imports from United Kingdom-Value in 2004	Turkey's imports from United Kingdom-Value in 2005	Turkey's imports from United Kingdom-Value in 2006	Turkey's imports from United Kingdom-Value in 2007	Turkey's imports from United Kingdom-Value in 2008	Turkey's imports from United Kingdom-Value in 2009	Turkey's imports from United Kingdom-Value in 2010	Turkey's imports from United Kingdom-Value in 2011	Turkey's imports from United Kingdom-Value in 2012	Turkey's imports from United Kingdom-Value in 2013	Turkey's imports from United Kingdom-Value in 2014	Turkey's imports from United Kingdom-Value in 2015	Turkey's imports from United Kingdom-Value in 2016	Turkey's imports from United Kingdom-Value in 2017	United Kingdom's exports to world- 	United Kingdom's exports to world-Value in 2001	United Kingdom's exports to world-Value in 2002	United Kingdom's exports to world-Value in 2003	United Kingdom's exports to world-Value in 2004	United Kingdom's exports to world-Value in 2005	United Kingdom's exports to world-Value in 2006	United Kingdom's exports to world-Value in 2007	United Kingdom's exports to world-Value in 2008	United Kingdom's exports to world-Value in 2009	United Kingdom's exports to world-Value in 2010	United Kingdom's exports to world-Value in 2011	United Kingdom's exports to world-Value in 2012	United Kingdom's exports to world-Value in 2013	United Kingdom's exports to world-Value in 2014	United Kingdom's exports to world-Value in 2015	United Kingdom's exports to world-Value in 2016	United Kingdom's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
5805	"Hand-woven tapestries of the type Gobelin, Flanders, Aubusson, Beauvais and the like, and needle-worked ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1847	2900	3524	3202	1521	3106	2215	4232	5355	6947	655	891	1854	11246	2950	416	1973		18	52	194	232	113	71	76	50	41	66	27	37	35	40	133	65	120	
6309	"Worn clothing and clothing accessories, blankets and travelling rugs, household linen and articles ..."	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0		102139	135748	169371	195446	255085	288692	350780	404839	381479	428512	504837	571426	612241	563438	481217	477648	507960		14	2	5	4	1	13	73	48	6	8	5	2	13	1	0	0	9	
6801	"Setts, curbstones and flagstones, of natural stone (excluding slate)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1120	1826	1908	2076	3776	3298	2320	2443	1914	2060	3589	1829	3046	5539	2752	2036	1802		583	20	419	812	6115	9041	5060	1283	2137	1109	809	1310	2756	1066	509	1574	2616	
6803	"Worked slate and articles of slate or of agglomerated slate (excluding slate granules, chippings ..."	0	0	0	0	0	0	0	3	1	2	7	2	0	0	0	0	0		12271	10109	17141	22845	24822	14564	16081	21587	15119	12494	11834	9930	13487	14311	12497	11496	9685		356	1165	999	1199	1207	1409	592	640	414	594	624	706	1427	898	863	432	454	
6812	"Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and ..."	1757	23	24	26	42	64	33	64	12	38	7	0	0	0	0	0	0		7488	8245	7421	6680	18547	4454	2701	3512	0	1465	2223	2614	3425	2803	2035	3346	1542		5714	7482	6508	4716	3684	2117	2430	2133	1296	1901	143	1	0	0	0	0	0	
7221	"Bars and rods of stainless steel, hot-rolled, in irregularly wound coils"	0	35	69	77	0	2	0	0	0	0	0	0	0	0	5	0	0		44190	41784	55711	93278	82251	108031	123713	113183	36410	77991	88561	57096	62914	72565	55012	46340	57410		185	414	518	609	1021	545	567	1327	529	547	719	361	443	653	654	489	245	
7902	"Zinc waste and scrap (excluding ash and residues from zinc production "heading 2620", ingots ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		16451	11432	7748	6943	9129	9091	12799	5561	6835	28185	23288	17161	3638	8972	7300	4734	7838		0	159	54	306	150	2164	5573	2951	304	282	87	139	146	360	312	409	1339	
8520	"Magnetic tape recorders and other sound recording apparatus whether or not incorporating a ..."	124	151	73	27	76	1536	0	0	0	0	0	0	0	0	0	0	0		49607	47473	49994	64888	116717	309318	0	0	0	0	0	0	0	0	0	0	0		947	1187	2255	4503	16442	25448	0	0	0	0	0	0	0	0	0	0	0	
8902	"Fishing vessels; factory ships and other vessels for processing or preserving fishery products ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		32	75	3601	219	43	710	45	3097	269	53	631	1753	1192	1251	806	10507	577		0	0	0	0	31	0	0	0	126	339	0	2818	0	0	0	0	0	
9113	"Watch straps, watch bands and watch bracelets, and parts thereof, n.e.s."	0	0	0	0	0	0	6	10	11	4	7	0	6	0	1	0	0		2306	2351	2321	2332	3997	4107	4685	4165	2794	3947	4204	4431	5748	6857	6182	9219	13720		961	1636	1844	2347	2219	2944	3203	2824	2656	2665	3369	2582	3530	4105	4295	2875	2424	
0204	"Meat of sheep or goats, fresh, chilled or frozen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		120201	193547	307762	378883	404990	432189	371090	487190	491464	508616	634976	557194	601776	627812	462553	442519	496483		112	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0510	"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		36	189	76	46	64	19	14	7	12	68	519	283	249	248	193	99	620		14	12	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	
0708	"Leguminous vegetables, shelled or unshelled, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12918	12491	10041	12246	17930	8846	14745	11268	7575	7218	7241	6995	9381	14091	18568	24703	18263		48	1	0	0	0	0	0	2	19	0	1	0	0	0	0	0	33	
0711	"Vegetables provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water ..."	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0		1070	1518	2587	3184	2540	2330	627	1036	1322	1049	1316	1058	1411	1369	1366	1354	1172		2991	4457	2831	2898	4414	4335	7626	14377	8176	8705	12275	14968	19526	21944	15028	12312	10604	
0801	"Coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3798	5320	4982	9067	8882	11067	15146	16079	15735	30083	53388	30446	35269	34400	31062	40687	48022		1163	3824	5488	4799	9461	9160	13378	21359	18342	22490	33289	26598	24429	39325	43859	39944	41890	
0812	"Fruit and nuts, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1084	1040	1974	2020	1941	1814	3007	3031	2896	2676	2507	1836	1976	3046	3160	3381	1419		0	0	0	1	25	17	10	0	0	0	0	0	0	0	4	1	1	
0904	"Pepper of the genus Piper; dried or crushed or ground fruits of the genus Capsicum or of the ..."	1	2	0	0	32	3	5	1	1	0	0	0	0	1	0	35	0		7098	7260	7135	7734	7578	7933	9808	8031	8091	8658	11172	12513	14014	14817	15753	18987	18725		2480	3849	4767	4520	5154	5526	6943	7778	8912	8676	8014	10152	16261	8869	10698	12710	32676	
1803	"Cocoa paste, whether or not defatted"	223	233	360	714	316	283	153	0	306	346	0	0	0	0	0	0	0		22449	23736	27200	28741	23138	26970	36436	25188	26424	31816	24594	13121	14657	11600	12029	8129	7713		543	1607	3241	4428	4269	4389	4719	4910	8405	10720	24775	24876	57183	76638	82197	71672	64338	
2004	"Vegetables prepared or preserved otherwise than by vinegar or acetic acid, frozen (excluding ..."	19	0	0	33	70	0	0	17	166	11	14	133	182	223	146	88	0		40218	45942	45961	52577	46149	53104	60881	93456	59784	54597	64031	57606	67341	68254	62964	62802	77466		552	303	281	956	685	412	793	1835	1852	873	1403	1431	1816	3291	8373	1178	1788	
2204	"Wine of fresh grapes, incl. fortified wines; grape must, partly fermented and of an actual ..."	3	21	0	0	0	0	0	49	0	0	33	2	12	0	0	0	0		169249	200179	254809	219882	244629	312849	422834	442136	500914	664921	931794	695980	697265	754258	672818	656129	721665		152	185	160	1550	2634	3238	3132	4561	3197	5610	7076	9281	9646	15528	11386	7024	8093	
1603	"Extracts and juices of meat, fish or crustaceans, molluscs and other aquatic invertebrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0		1755	2361	3065	5190	5144	5068	6476	8603	4487	4102	3125	3355	3734	3390	3960	3001	3042		0	0	1	1	0	3	4	0	1	84	44	57	61	19	13	11	17	
2608	"Zinc ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		123	4325	1099	367	164	2273	602	387	2644	4585	11307	10975	3372	4658	5669	7151	12151		125	273	289	143	66	94	57	0	2	21	3	4	61	48	22	23	120	
2611	"Tungsten ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		49	0	78	131	92	81	1179	263	123	505	1256	1385	961	2284	3399	15021	0		0	0	0	5	0	0	0	0	0	0	2	15	3	5	0	0	0	
2703	"Peat, incl. peat litter, whether or not agglomerated"	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0		2913	6253	4906	6497	7381	7124	7634	10370	10778	9807	11478	9600	12029	9318	8666	7503	7513		2362	3147	2886	4353	6211	5889	9263	12282	8171	12747	15395	14429	21320	19887	15209	15201	16873	
2714	"Bitumen and asphalt, natural; bituminous or oil-shale and tar sands; asphaltites and asphaltic ..."	12	19	30	89	63	12	0	0	0	0	1	0	0	0	0	0	0		23609	17205	14083	29921	31235	38113	72755	40657	66411	64977	70714	3798	4359	10850	3684	2556	2800		145	295	183	227	755	324	353	230	157	249	751	1617	828	401	890	1601	1244	
2837	"Cyanides, cyanide oxides and complex cyanides"	0	1	6	5	0	0	0	2	0	0	0	0	0	14	0	0	0		783	391	195	119	1546	377	421	351	287	267	1627	210	270	220	242	181	194		1839	2267	2765	1914	3744	6405	9105	13182	23027	27711	30961	36613	46838	42374	37407	38291	45502	
2908	"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols"	6	4	45	25	2	8	16	13	8	33	0	0	4	0	2	1	0		15243	30474	34108	38775	39381	37323	33275	34107	0	13082	15573	17120	16042	14118	14876	16804	17339		2105	2141	3237	3828	3878	5283	6908	9744	8677	4983	4647	4212	5821	6079	6166	4126	4002	
3602	"Prepared explosives (excluding propellent powders)"	0	6	0	0	0	0	0	0	0	0	0	0	9	0	0	48	0																				1836	849	485	1023	3697	1097	1996	2319	1774	4036	4012	2274	4561	1632	4002	2246	1453	
3825	"Residual products of the chemical or allied industries, n.e.s.; municipal waste; sewage sludge; ..."	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	7131	1408	2151	2938	2004	1357	3016	39760	12823	5505	2629	15392	26457	11780	12891	12495		0	334	1	0	4	1	1	5	37	2	26	0	13	5	0	0	0	
4103	"Other raw hides and skins, fresh, or salted, dried, limed, pickled or otherwise preserved, ..."	0	0	0	0	0	31	0	49	0	0	0	0	0	0	0	0	0		936	1556	6682	13195	5276	7120	7919	2740	340	1710	894	173	252	130	23	204	51		4518	10814	11305	6082	5007	7487	10196	7913	4176	5752	11015	13616	13000	10147	3519	3013	2479	
4304	"Artificial fur and articles thereof (excluding gloves made of leather and artificial fur, footware ..."	54	94	42	59	22	10	1	5	0	40	0	0	0	3	0	0	0		1592	4111	2194	726	611	443	254	805	181	317	485	406	564	981	1268	799	1150		163	179	91	96	153	577	1569	1638	503	1354	620	399	276	511	509	463	529	
4602	"Basketwork, wickerwork and other articles, made directly to shape from plaiting materials or ..."	22	4	6	13	10	2	1	9	5	2	3	1	25	3	6	0	0		3434	3756	5353	4116	5425	4913	8180	5294	1936	6129	7092	5800	7081	7273	6253	7084	7682		2657	2983	6455	11000	6731	7458	6907	8080	5984	8783	9379	8145	9406	9255	8431	7172	7146	
4702	"Chemical wood pulp, dissolving grades"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		41	589	168	1650	2	1010	57	10	351	15	3	82	29	21	158	3	4		780	424	648	2756	6481	5058	3599	6147	979	1388	756	747	609	829	798	764	465	
5108	"Carded or combed yarn of fine animal hair (excluding that of wool or that put up for retail ..."	0	0	0	0	95	21	12	2	11	4	0	0	2	35	1	0	0		32599	20311	17135	85755	75083	38839	39123	38219	25119	24546	31278	29533	27913	19503	23616	20583	21756		21	50	109	441	409	1549	2318	1738	1508	2215	3169	3638	1878	2752	2743	3766	3293	
5302	"True hemp "Cannabis sativa L.", raw or processed, but not spun; tow and waste of true hemp, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		29	494	1039	1860	1379	804	247	1450	1977	1045	1468	387	158	55	155	106	85		1476	1439	0	474	218	585	845	0	104	3	0	1	0	1	5	3	69	
5405	"Artificial monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm; strip ..."	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0		279	320	192	39	20	97	15	81	72	273	141	918	17	19	32	61	68		8	12	30	35	61	185	146	116	7	75	14	44	6	10	5	26	20	
5406	"Man-made filament yarn, put up for retail sale (excluding sewing thread)"	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1720	750	1205	914	1042	616	599	500	0	251	447	1291	1075	390	712	367	564		97	29	59	167	309	178	161	154	383	173	78	84	153	394	270	60	117	
5803	"Gauze (excluding narrow woven fabrics of heading 5806)"	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0		2236	2179	1554	2231	1014	1113	1170	1131	0	723	852	916	844	820	508	370	402		123	76	76	90	148	64	122	431	167	273	330	265	467	32	78	47	34	
6701	"Skins and other parts of birds with their feathers or down, feathers, parts of feathers, down ..."	0	0	1	0	4	1	3	1	1	0	1	0	0	0	2	0	0		412	210	363	384	451	476	711	711	779	801	1152	681	716	750	794	629	858		98	226	260	272	509	553	424	450	423	518	745	501	287	416	405	248	518	
7227	"Bars and rods of alloy steel other than stainless, hot-rolled, in irregularly wound coils"	0	0	0	0	0	0	0	0	0	32	18	0	0	460	26	3	0		6119	7442	9686	14222	19267	33014	51642	25240	13212	21881	20034	22384	23175	35354	42479	26159	42982		11368	18464	23876	46101	40607	35284	44261	84171	26272	46531	66338	56515	59735	104077	123027	128155	98946	
7101	"Pearls, natural or cultured, whether or not worked or graded, but not strung, mounted or set, ..."	2	20	1	1	21	6	6	0	0	0	0	27	0	0	0	0	0		34279	33167	35457	32347	57652	33560	33492	37108	19877	26057	27221	33046	26755	52933	32377	27926	19591		117	169	160	355	630	459	768	597	249	309	362	249	179	237	256	219	255	
7403	"Copper, refined, and copper alloys, unwrought (excluding copper alloys of heading 7405)"	2925	45	26	56	28	29	0	363	369	6	1761	4	12	24	5	1	0		55168	84789	41150	63729	105520	112832	155352	121647	107823	121644	242529	261577	190934	55826	32432	175818	157044		218608	328866	416969	644943	883138	1465473	2139496	2108924	1490742	2584684	3125552	2878811	2730446	2577339	2208298	1998686	2438222	
7803	"Lead bars, rods, profiles and wire, n.e.s."	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		550	565	793	2726	1080	627	0	0	0	0	0	0	0	0	0	0	0		76	286	183	162	375	374	0	0	0	0	0	0	0	0	0	0	0	
8107	"Cadmium and articles thereof, n.e.s.; cadmium waste and scrap (excluding ash and residues containing ..."	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0		712	1211	1040	269	303	88	627	1369	673	11415	5415	891	559	227	254	135	242		14	29	39	23	18	47	92	91	77	65	93	49	57	42	145	11	34	
8113	"Cermets and articles thereof, n.e.s.; waste and scrap of cermets (excluding ash and residues ..."	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	1	0		2940	8498	575	411	550	1019	9032	2232	1324	268	1028	2179	2674	4878	3304	3210	3390		250	280	442	889	1136	1443	1299	3480	1841	2924	4989	4973	5614	7200	11019	10183	12391	
8485	"Machinery parts not specified or included elsewhere in this chapter (excluding parts containing ..."	1146	858	2133	1538	1274	2412	0	0	0	0	0	0	0	0	0	0	0		351301	400546	538004	571022	511845	621292	0	0	0	0	0	0	0	0	0	0	0		29642	14987	31951	33715	53265	46711	0	0	0	0	0	0	0	0	0	0	0	
8604	"Railway or tramway maintenance or service vehicles, whether or not self-propelled, e.g., workshops, ..."	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0		417	2735	617	408	676	714	3866	6370	5670	4997	9385	3485	2804	2761	4449	3074	2502		1394	165	1022	6668	3251	2527	1888	14586	8261	5252	46137	78068	36829	5236	12496	19732	3324	
8710	"Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, ..."	201	11535	1908	1022	0	0	0	0	0	0	0	0	0	0	0	0	0																				3311	25225	11704	4686	0	0	0	0	0	0	0	0	0	0	0	0	0	
8904	"Tugs and pusher craft"	0	12073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5	230	311	673	1158	2858	3574	8608	2311	3018	159	1399	9852	1122	11337	7462	10083		11091	30007	1	0	288	2670	0	0	0	10100	1803	15444	18	0	7093	13276	0	
9009	"Photocopying apparatus incorporating an optical system or of the contact type and thermo-copying ..."	6690	4360	820	2198	3723	1845	0	0	0	0	0	0	0	0	0	0	0		634815	515504	305282	409109	475381	484851	0	0	0	0	0	0	0	0	0	0	0		36394	44464	53103	79882	84424	96447	0	0	0	0	0	0	0	0	0	0	0	
9109	"Clock movements, complete and assembled (excluding watch movements)"	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0		664	370	507	317	538	733	569	493	405	802	1006	1085	459	823	522	544	377		333	443	566	687	884	1022	1285	1466	1454	1548	2861	2226	2210	3028	1967	1769	2122	
9307	"Swords, cutlasses, bayonets, lances and similar arms and parts thereof, and scabbards and sheaths ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	495	1300	2414	452	650	749		0	1	2	119	25	150	3	44	4	312	46	176	117	62	47	0	1	
9605	"Travel sets for personal toilet, sewing or shoe or clothes cleaning (excluding manicure sets)"	4	0	6	7	1	0	4	4	8	0	0	0	0	0	0	0	0		4721	5790	3388	5227	6674	11901	9445	5424	4910	3545	4893	8278	8945	9332	5472	6265	5513		87	71	84	194	188	253	343	240	165	226	336	396	490	455	468	395	479	
9704	"Postage or revenue stamps, stamp-postmarks, first-day covers, postal stationery, stamped paper ..."	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		58380	59360	53516	69130	111962	68871	30618	23654	24312	21281	29613	35480	34837	22120	29747	36995	17452		4	0	12	0	3	2	5	2	1	0	1	7	10	183	0	9	10	
0405	"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy ..."	0	240	0	0	0	0	0	0	54	0	0	0	0	2083	864	317	0		116163	106161	122636	108543	132606	110462	132784	102426	90085	124318	212130	160785	227379	244764	176391	212202	313983		2773	4959	8804	10209	14687	12994	19597	28183	35821	49161	52266	64701	88920	99892	72469	45629	46248	
0501	"Human hair, unworked, whether or not washed or scoured; waste of human hair"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		49	81	121	28	36	13	123	91	62	71	508	982	386	243	232	382	1008		0	3	6	13	27	2	9	63	72	172	742	422	53	24	33	19	12	
0603	"Cut flowers and flower buds of a kind suitable for bouquets or for ornamental purposes, fresh, ..."	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0		30407	26421	38709	34905	40848	42266	34530	31919	3648	24828	35685	21173	40503	39352	34840	39085	51223		146	126	158	308	426	432	244	329	401	731	1433	2012	2563	6342	4883	4129	3529	
0702	"Tomatoes, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6064	9349	8101	9750	9497	8227	10488	10929	12167	10330	11899	11278	8735	9153	10223	8642	10732		8	29	9	16	31	0	24	89	11	467	616	101	45	61	426	570	450	
0207	"Meat and edible offal of fowls of the species Gallus domesticus, ducks, geese, turkeys and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		237319	214683	279200	357706	381358	295592	400932	405005	368637	400519	495890	446670	535178	502917	373036	337777	361449		183	32	65	14	254	33	97	789	1581	863	1567	1118	940	1119	1933	366	2075	
0308	"Aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	455	310	250	498	822	589		0	0	0	0	0	0	0	0	0	0	0	94	172	239	178	201	114	
0805	"Citrus fruit, fresh or dried"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		17578	15115	23830	30729	34041	72470	21451	22493	25964	38953	43115	27323	37601	26940	24706	25563	29779		212	6637	9043	8859	15137	8054	14569	13630	12698	13120	18164	19326	17661	15365	19686	18661	20578	
0907	"Cloves, whole fruit, cloves and stems"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		567	307	252	279	248	325	324	294	280	318	592	656	786	1082	1322	1298	1513		14	178	148	126	121	195	137	99	253	363	406	382	173	571	594	353	726	
0908	"Nutmeg, mace and cardamoms"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3314	1389	912	713	647	747	1013	1157	1228	1907	3139	3273	3227	3269	3535	4167	4739		35	41	44	61	26	36	53	67	82	91	109	140	105	160	588	774	1109	
1004	"Oats"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		13946	15570	18610	12517	5759	7106	9588	31987	7589	15709	8996	6969	9981	23189	24300	9532	7713		13	318	43	2770	789	75	3017	1450	760	0	2815	495	0	27	674	7	36	
1005	"Maize or corn"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2653	3369	5072	8963	8879	8851	6137	7057	6925	18707	14457	14155	38903	36430	31659	33596	36217		65635	133754	276182	190477	47335	12702	269337	381938	135136	124157	136119	245919	473138	350247	344333	128639	428738	
1101	"Wheat or meslin flour"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		29624	35937	31813	36842	47891	42805	71799	104768	100428	102266	145184	152695	171827	142506	122955	114943	120188		4	1	1	13	24	22	26	4	1382	78	40	97	146	1595	1415	21238	33218	
1201	"Soya beans, whether or not broken"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		631	2382	2776	1675	1699	7420	5543	2216	3171	6084	614	892	687	993	2441	2026	3343		67387	139614	226525	226828	328533	264797	409656	647900	429299	742426	687498	684804	642979	1119756	968176	885301	947920	
1208	"Flours and meals of oil seeds or oleaginous fruits (excluding mustard)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2325	3551	2304	2992	3465	5806	6732	5716	6737	2944	2817	15580	2913	42890	3699	3196	2032		123	27	129	912	950	2531	2957	6502	42343	6888	8065	22042	14921	34566	50967	33379	3093	
1508	"Groundnut oil and its fractions, whether or not refined, but not chemically modified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1689	1607	2112	885	503	532	606	643	962	643	839	840	721	743	544	647	718		7	14	28	17	15	18	20	13	10	65	77	58	71	64	72	76	52	
1510	"Other oils and their fractions, obtained solely from olives, whether or not refined, but not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		807	813	381	304	223	174	788	7301	8342	208	234	240	268	442	1256	753	859		0	102	0	0	0	0	0	109	13	58	148	1	0	41	37	90	0	
1511	"Palm oil and its fractions, whether or not refined (excluding chemically modified)"	0	0	0	0	0	0	0	5	0	0	1	1	0	1	1	0	0		17012	30739	28442	38217	28851	22971	23439	31031	22481	20797	38359	28961	47593	36325	38011	33461	52167		80555	103051	157664	182276	205014	255350	263039	462337	264408	318412	453718	439480	499240	491540	418368	406078	435002	
1804	"Cocoa butter, fat and oil"	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0		12349	24840	18383	38279	90877	27632	56277	58395	49489	56242	38312	45877	53903	76148	68243	63825	63857		598	1495	3498	2890	1932	10395	6597	20159	22524	29979	25815	38007	57081	68352	71043	59459	92658	
1903	"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1748	404	437	263	177	202	355	573	825	685	861	539	289	274	347	407	460		0	1	1	1	5	2	1	5	3	2	0	18	1	2	0	0	0	
2105	"Ice cream and other edible ice, whether or not containing cocoa"	12	0	0	0	0	0	668	3	3	3	6	32	1	0	3	0	0		67549	78287	78155	87626	89810	92750	95755	89905	96530	99341	139036	124596	139546	158571	139294	142601	140280		1394	1295	720	1150	1795	4676	5903	7074	954	8421	7834	3680	3216	4984	9047	3311	1880	
2527	"Natural cryolite and natural chiolite"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2528	"Borates, natural, and concentrates thereof, whether or not calcined, and natural boric acids ..."	0	5	0	14	2	0	0	0	1	0	0	0	3	0	0	0	0		67	237	660	88	16	233	145	151	19	206	65	31	44	7	10	120	547		0	34	0	14	2	2	164	9	5	30	7	14	95	11	12	1	1	
2604	"Nickel ores and concentrates"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		8	1453	11288	11703	9288	3849	1963	708	3611	1506	1739	1356	1025	81	24	12	96		0	0	0	0	0	2	1	0	0	1	1	1	1	0	0	3	1	
2607	"Lead ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		64	34	81	85	613	270	183	514	125	59	235	49	106	750	5783	3560	3658		1	0	8	0	0	0	1	5	0	14	7	0	909	97	221	12	20	
2812	"Halides and halide oxides of non-metals"	0	3	0	3	3	0	19	13	8	21	25	25	32	74	27	13	0		8117	7421	4487	4699	3311	3389	6825	6558	5349	6596	6369	4515	4526	3663	1381	923	1270		828	466	306	451	525	1093	997	1338	1621	890	1168	1358	1925	2020	1506	1327	1874	
2303	"Residues of starch manufacture and similar residues, beet-pulp, bagasse and other waste of ..."	0	0	2	0	0	0	0	0	0	0	0	0	0	1993	0	0	0		9109	8578	10260	14578	15463	14488	7989	2635	3471	8768	7530	19240	21735	31314	15883	14552	23788		240	1544	2670	10150	26721	43122	165791	293336	159935	198716	120643	191378	272729	228985	206710	329602	445186	
