Product code	Product label	Turkey's imports from United Kingdom-Value in 2001	Turkey's imports from United Kingdom-Value in 2002	Turkey's imports from United Kingdom-Value in 2003	Turkey's imports from United Kingdom-Value in 2004	Turkey's imports from United Kingdom-Value in 2005	Turkey's imports from United Kingdom-Value in 2006	Turkey's imports from United Kingdom-Value in 2007	Turkey's imports from United Kingdom-Value in 2008	Turkey's imports from United Kingdom-Value in 2009	Turkey's imports from United Kingdom-Value in 2010	Turkey's imports from United Kingdom-Value in 2011	Turkey's imports from United Kingdom-Value in 2012	Turkey's imports from United Kingdom-Value in 2013	Turkey's imports from United Kingdom-Value in 2014	Turkey's imports from United Kingdom-Value in 2015	Turkey's imports from United Kingdom-Value in 2016	Turkey's imports from United Kingdom-Value in 2017	United Kingdom's exports to world- 	United Kingdom's exports to world-Value in 2001	United Kingdom's exports to world-Value in 2002	United Kingdom's exports to world-Value in 2003	United Kingdom's exports to world-Value in 2004	United Kingdom's exports to world-Value in 2005	United Kingdom's exports to world-Value in 2006	United Kingdom's exports to world-Value in 2007	United Kingdom's exports to world-Value in 2008	United Kingdom's exports to world-Value in 2009	United Kingdom's exports to world-Value in 2010	United Kingdom's exports to world-Value in 2011	United Kingdom's exports to world-Value in 2012	United Kingdom's exports to world-Value in 2013	United Kingdom's exports to world-Value in 2014	United Kingdom's exports to world-Value in 2015	United Kingdom's exports to world-Value in 2016	United Kingdom's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
0401	"Milk and cream, not concentrated nor containing added sugar or other sweetening matter"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		144388	170715	279442	254554	315270	329090	366478	383364	305674	382175	475334	399078	404519	432390	295285	267077	417973		14	69	122	197	266	40	172	517	527	132	396	884	1574	2428	1566	1351	1788	
0709	"Other vegetables, fresh or chilled (excluding potatoes, tomatoes, alliaceous vegetables, edible ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		5836	8560	12910	13231	13735	14905	17234	23988	20567	24138	23464	22398	22176	30630	32613	32769	40668		30	52	141	240	389	472	968	3007	1910	1388	2458	2217	2891	2597	1887	1690	1315	
1604	"Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs"	63	66	7	0	1	0	0	0	0	0	0	0	3	0	0	0	0		74616	75687	76423	86691	89627	83477	135811	144118	111812	85326	97021	154732	102159	112225	93075	88403	97773		288	341	634	538	753	1201	730	594	2169	2036	1363	1397	1000	3164	4038	4446	3916	
1801	"Cocoa beans, whole or broken, raw or roasted"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		859	4363	13909	13635	1739	1834	2097	13376	17859	11153	7427	3437	3241	2371	2383	1279	1698		48609	68877	148020	153049	121805	98628	140908	158294	171672	230977	275472	243183	222428	266702	263600	281924	290959	
1503	"Lard stearin, lard oil, oleostearin, oleo-oil and tallow oil (excluding emulsified, mixed or ..."	5	2	7	8	8	18	27	24	0	18	2	0	0	0	0	0	0		2827	7182	7897	4938	253	1882	7239	6199	3139	5009	20684	16281	20806	41210	19705	22311	40319		6	8	14	43	25	91	52	75	24	131	98	144	75	139	147	106	60	
1522	"Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes"	0	0	0	0	18	0	0	0	2	2	0	0	0	0	0	0	0		447	610	367	558	751	1371	690	1436	1342	983	1351	1399	1676	2302	1864	1561	970		0	2	0	0	226	316	682	588	272	81	54	131	372	591	904	1101	1669	
2205	"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0		4337	3403	1438	783	1139	1933	1978	650	581	753	893	372	1523	1171	9612	748	437		44	84	99	82	52	369	431	782	779	956	1244	736	759	746	511	127	349	
2307	"Wine lees; argol"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		505	51	27	3	16	4	3	42	11	1	31	12	63	5	0	3	15		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2510	"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ..."	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0		129	117	139	45	374	521	625	1173	553	969	573	122	404	183	184	671	295		22430	30815	24696	13839	29404	37380	45796	159932	76271	65125	108992	104734	95459	101385	98690	102191	88413	
2512	"Siliceous fossil meals, e.g. kieselguhr, tripolite and diatomite, and similar siliceous earths, ..."	0	0	15	15	1	4	24	5	4	2	30	1	1	0	0	0	0		1625	770	917	1364	1044	2021	1970	885	461	684	1309	801	684	550	763	1005	619		634	788	1099	892	964	1101	1068	1223	983	908	1332	1683	1789	1611	2672	1530	2254	
2515	"Marble, travertine, ecaussine and other calcareous monumental or building stone of an apparent ..."	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1076	813	813	371	528	321	837	487	792	1903	1263	577	979	622	475	597	615		1020	781	2157	1528	924	1122	1742	1282	416	1134	1055	899	2092	3193	2452	2034	2765	
2524	"Asbestos (excluding products made from asbestos)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4	24	1	3	14	2	0	11	0	11	7	0	0	24	0	0	2		3298	3891	4265	3970	3873	2757	1331	392	0	0	0	0	0	0	0	0	0	
2602	"Manganese ores and concentrates, incl. ferruginous manganese ores and concentrates, with a ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		549	602	792	636	73	343	187	385	138	97	179	714	399	1614	1004	678	634		60	55	110	70	143	209	279	1589	472	550	764	503	475	410	341	249	335	
2612	"Uranium or thorium ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	4	0	0	0	5220	58	0	17	17004	0	0	0	0	6	220	2264		0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	
2620	"Slag, ash and residues containing metals, arsenic or their compounds (excluding those from ..."	1	0	0	0	0	308	466	321	75	0	0	0	0	0	0	0	0		111640	105058	90964	101199	174985	98211	284139	229115	63216	155678	187071	127659	144056	202852	217639	174749	159860		238	489	1621	4577	6350	18821	37618	19674	10350	17882	18329	17617	16767	21932	21347	21159	27617	
2709	"Petroleum oils and oils obtained from bituminous minerals, crude"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		15402954	15203590	15223054	17310300	20017577	23650056	25733145	30963906	19820982	25422001	27911466	30654267	29793875	28857385	16192669	13187271	19001843		3877953	4087775	4776536	6091544	8649477	10706466	11784210	0	0	0	0	0	0	0	0	0	0	
2852	"Compounds, inorganic or organic, of mercury, whether or not chemically defined (excluding amalgams)"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0		0	0	0	0	0	0	29560	9285	0	4308	605	4484	3758	4953	3275	1030	824		0	0	0	0	0	0	58	133	94	107	106	155	186	141	105	173	124	
3103	"Mineral or chemical phosphatic fertilisers (excluding those in tablets or similar forms, or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		142	984	590	266	782	710	95	71	180	178	664	308	1149	1757	1504	2899	1744		3057	1369	3198	6045	4876	8213	9270	17813	1961	3498	6559	4000	2234	7276	10054	15307	4963	
3605	"Matches (excluding pyrotechnic articles of heading 3604)"	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0		525	353	410	436	1060	400	491	392	404	688	719	825	975	1037	806	774	963		83	237	213	301	353	537	1112	1816	2564	331	330	229	388	214	217	206	251	
4007	"Vulcanised rubber thread and cord (excluding ungimped single thread with a diameter of > 5 ..."	0	0	43	1	12	0	3	6	0	1	0	0	0	2	0	0	0		1675	1953	2697	3478	2373	2587	2474	2334	1456	2527	2894	8262	3837	6035	8651	5094	5712		3571	5702	6383	7664	8403	10099	9218	10331	9629	16062	16537	16361	14114	10363	8455	6947	9907	
4109	"Patent leather and patent laminated leather; metallized leather (excluding lacquered or metallized ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4204	"Articles for technical use, of leather or composition leather"	8	12	0	13	12	12	0	0	0	0	0	0	0	0	0	0	0		3105	2994	3348	3827	3308	2910	0	0	0	0	0	0	0	0	0	0	0		125	127	124	157	467	159	0	0	0	0	0	0	0	0	0	0	0	
4502	"Natural cork, debacked or roughly squared, or in square or rectangular blocks, plates, sheets ..."	0	1	0	0	3	6	4	0	0	0	0	0	0	0	4	5	0		935	332	211	291	93	63	66	122	57	161	221	235	469	465	217	99	350		8	38	47	27	5	84	32	12	9	4	8	11	4	0	17	6	20	
4601	"Plaits and similar products of plaiting materials, whether or not assembled into strips; plaiting ..."	4	2	23	16	0	18	35	17	5	8	6	8	0	0	0	0	0		833	1919	2115	2615	2872	3719	3609	4087	2548	1952	1859	1360	1144	2092	1662	1283	1353		637	1184	2679	3544	3664	4505	3682	4211	2847	3558	4841	2311	2708	1937	1736	1462	1445	
4701	"Mechanical wood pulp, not chemically treated"	383	0	0	2	0	0	10	0	0	0	0	0	0	0	1	0	0		33	2946	704	757	332	301	1224	806	1051	630	3136	1328	949	1231	458	610	1810		691	1557	1470	819	4482	2039	7400	5425	249	1707	1938	120	239	505	1751	3326	6741	
4705	"Wood pulp obtained by a combination of mechanical and chemical pulping processes"	0	0	3	4	3	0	0	0	0	0	0	0	0	0	0	0	0		109	89	49	555	25	147	0	5	70	0	0	73	13	85	742	31	3		3464	1543	528	437	508	0	23	0	317	3781	7124	6399	1696	967	1370	1782	894	
5203	"Cotton, carded or combed"	0	0	0	0	2	0	0	0	0	0	2	2	0	0	87	3	0		858	1148	1516	207	439	672	283	315	621	232	650	452	716	885	627	478	558		116	287	640	385	158	689	102	79	167	809	361	51	471	591	773	212	333	
5507	"Artificial staple fibres, carded, combed or otherwise processed for spinning"	39	31	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0		30	7	9	35	152	20	231	29	32	104	57	3	56	6	3	33	8		1529	2873	2628	1789	1911	2045	2631	2955	951	2377	1565	1295	1537	2217	1142	1390	899	
5908	"Textile wicks, woven, plaited or knitted, for lamps, stoves, lighters, candles or the like; ..."	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1028	1007	1227	1375	1956	1193	814	1274	891	1096	795	647	894	1518	971	939	511		109	230	275	232	248	249	201	116	297	294	57	117	254	114	103	138	59	
6308	"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into ..."	0	0	0	6	2	2	4	0	1	36	44	27	3	0	0	0	0		2000	2538	3413	3837	2093	2237	2721	3739	6215	5674	7878	5050	3758	3075	1817	1473	2026		28	23	44	147	152	142	215	360	227	253	246	297	237	452	170	213	192	
6405	"Footwear with outer soles of rubber or plastics, with uppers other than rubber, plastics, leather ..."	115	24	19	2	4	37	7	5	23	50	13	36	5	2	55	83	0		26098	23062	26264	28290	37528	38639	52261	57775	50306	47396	57184	126624	65632	63753	56692	77874	106758		3383	3998	8439	11389	7052	7913	8684	12747	9767	14759	17889	21586	34491	29567	4666	3223	3573	
7118	"Coin, incl. legal tender (excluding medals, jewellery made from coins, collectors' items of ..."	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		21292	24415	31936	48364	65806	52499	83125	90067	120871	62246	67735	19994	29189	38916	44924	13250	19404		0	0	0	0	6	0	6	1	1	3	0	2	1	5	1	0	0	
8006	"Tin tubes, pipes and tube or pipe fittings "e.g., couplings, elbows, sleeves""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		179	216	35	191	22	288	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	
8603	"Self-propelled railway or tramway coaches, vans and trucks (excluding those of heading 8604)"	0	0	0	0	0	0	0	21	0	0	0	0	476	0	0	1206	0		702	229	809	486	153	274	171	924	254	528	727	283	211	124	312	1412	675		59324	3822	95174	31054	543	555	38074	199294	642286	388978	546301	361734	264576	313223	139523	262381	311705	
8605	"Railway or tramway passenger coaches, luggage vans, post office coaches and other special purpose ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		29560	10	6	1711	59	145	832	6797	13993	203	83	49	1436	3177	559	9946	83		0	0	237	1434	288	294	50	1762	244	218	258	28	90	0	20	65	2372	
8702	"Motor vehicles for the transport of >= 10 persons, incl. driver"	181	65	19	235	89	40	118	421	0	0	0	0	0	0	0	0	0		188718	203717	294407	262172	271730	247962	228752	176248	94965	104350	83561	175191	119713	149300	106014	95266	183128		32279	24877	37386	66688	103390	257924	248608	320658	207086	166638	266514	261081	249108	268831	253092	186208	116557	
8801	"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft"	54	147	24	64	318	1157	337	1112	875	1142	1615	789	1470	619	849	426	0																				274	448	1182	500	922	1341	879	1673	2211	3126	3092	2923	3353	1507	2275	1751	444	
8906	"Vessels, incl. warships and lifeboats (excluding rowing boats and other vessels of heading ..."	0	29	16	0	21500	0	0	113	0	35	3	0	0	0	0	0	0		53561	32541	29148	52322	21293	26607	58356	64026	68800	91681	78707	42046	99600	61798	61455	60701	21236		320	139631	68660	106502	213839	806	13738	2102	2217	2984	125293	1817	89429	6321	2454	13398	107889	
9201	"Pianos, incl. automatic; harpsichords and other keyboard stringed instruments"	10	178	23	34	97	93	43	135	74	16	5	1	15	0	0	0	0		12414	14428	18866	20376	18769	18218	24929	17334	9822	5768	6738	7444	8399	8025	7321	7320	7305		1069	1897	2205	3172	3691	4251	4623	4659	3811	4383	5316	4633	5026	4414	3233	2759	2247	
0104	"Live sheep and goats"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5564	2904	8505	1380	215	1449	2516	3584	7339	7859	11298	7772	11122	28177	26145	24131	20874		11	0	0	0	0	0	0	0	123	26920	148016	42605	15687	3745	959	976	37313	
0301	"Live fish"	0	0	0	0	0	0	0	0	16	3	30	24	26	8	17	0	0		6334	8555	11100	16346	24976	14000	16983	13218	14799	16588	18029	12511	14547	12121	7793	9165	9457		222	354	458	3167	16503	20573	14742	18739	10105	4486	7942	8150	11976	15733	20462	8649	12697	
0509	"Natural sponges of animal origin"	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0		766	652	734	879	1034	577	0	0	0	0	0	0	0	0	0	0	0		2	2	4	7	32	26	0	0	0	0	0	0	0	0	0	0	0	
0604	"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ..."	1	0	3	3	4	0	0	0	0	0	2	0	0	3	0	0	0		3448	2356	2540	4426	3785	4561	6511	5316	2481	1124	1499	1225	1338	1654	1420	7471	1163		106	406	267	414	511	325	461	495	326	507	451	683	635	719	704	735	713	
0705	"Lettuce "Lactuca sativa" and chicory "Cichorium spp.", fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		5598	7962	9930	12953	17710	15204	14232	14490	13656	15855	13538	11507	14134	19847	20259	17599	19665		0	3	25	41	0	0	73	1058	122	239	476	930	1040	74	598	140	180	
1002	"Rye"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		556	21	32	54	41	144	593	89	61	307	66	167	121	88	75	335	92		0	1727	4044	3070	7944	0	3859	5061	270	0	0	1	0	0	0	0	0	
1109	"Wheat gluten, whether or not dried"	0	0	0	0	0	0	0	0	0	0	0	0	46	107	93	0	0		737	2210	2729	5608	5177	3193	3446	40163	39669	45665	32879	36044	44845	39078	21836	37489	60925		646	1215	1444	1225	2189	3492	3576	3236	5370	11565	17104	18766	20969	23466	27320	20312	17429	
1213	"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form ..."	0	0	0	5	14	0	0	0	0	0	0	0	0	0	0	0	0		255	240	354	520	350	526	1904	1539	1333	2577	9016	3773	7325	4884	3344	5641	3769		4	21	20	46	97	17	0	3	26	30	0	591	14188	193	54	31	3818	
2401	"Unmanufactured tobacco; tobacco refuse"	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0		24883	41665	46646	48290	29143	30830	26779	20192	15286	16419	6842	15894	5907	1390	49211	25682	7675		243369	162087	176911	165947	182045	172137	219986	287678	289876	275522	297879	359985	378574	411040	391657	428532	392897	
2513	"Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether ..."	17	21	12	0	0	16	24	1	0	3	0	0	2	24	2	14	0		2326	2340	2468	2045	1483	1362	1406	1910	1827	4337	1542	1667	2633	3739	1940	1829	1817		121	92	152	328	262	125	357	222	240	255	348	608	977	422	722	617	1416	
2614	"Titanium ores and concentrates"	2	0	8	29	0	0	0	0	0	0	0	0	0	0	0	0	0		0	269	80	435	1524	1790	222	361	235	54	142	84	308	438	265	242	171		1063	2319	2157	5682	4108	3850	5516	5265	3871	5170	10450	14706	10509	7809	7551	5844	6365	
2616	"Precious-metal ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6211	7463	5769	1312	2537	8415	1411	2235	4456	709	502	824	1790	1224	478	13062	9390		0	0	0	1	1	1	15	0	4	11	40	13	8	7	7	2	523	
2705	"Coal gas, water gas, producer gas, lean gas and similar gases (excluding petroleum gases and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0		193	0	0	0	10	22	183	486	542	267	601	58	93	102	75	148	726		0	0	0	0	0	4	9	4	11	16	11	0	2	3	0	0	0	
2716	"Electrical energy"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3708	141472	276712	283726	184301	190786	216684	205132	251752	315538	221355	161475	262856	203276	118948	139077	222939		162280	128215	43453	15683	18208	18204	21519	15488	17245	20455	86565	255377	334202	438826	325171	213614	85501	
3502	"Albumins, incl. concentrates of two or more whey proteins containing by weight > 80% whey proteins, ..."	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0		17398	9655	20113	15638	14974	14980	16219	15755	19123	18181	37584	38093	55920	80657	72435	68633	76201		1237	1375	1285	2133	1811	2930	3221	3339	3203	3800	3132	4356	5854	7444	5463	3914	4788	
4206	"Articles of gut, goldbeater's skin, bladders or tendons (excluding silkworm gut, sterile catgut, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1259	2721	139	183	145	101	75	202	0	33	111	72	44	23	73	365	39		253	421	369	377	269	104	56	5	1	0	5	1	9	11	13	7	11	
4403	"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared (excluding ..."	32	0	41	4	0	21	0	0	0	69	492	187	291	425	566	67	0		14195	14286	22571	38698	46122	46990	62184	54875	19447	28326	39069	37229	55315	43684	32983	27015	30137		66509	78408	100732	172825	208316	229455	254091	210506	113160	146994	175003	146782	107556	103788	89696	62218	33431	
4405	"Wood wool; wood flour "wood powder able to pass through a fine", 0,63 mm mesh, sieve with a ..."	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0		807	602	790	1293	1881	1926	1635	1192	1041	868	840	367	569	789	300	310	1057		47	95	156	224	329	2233	2398	6343	1432	1987	3669	2633	2167	161	128	44	96	
4703	"Chemical wood pulp, soda or sulphate (excluding dissolving grades)"	330	0	576	52	420	0	0	555	0	0	0	94	0	0	0	0	0		725	416	157	477	2230	6822	5916	1106	7324	23070	9780	6774	6549	6972	3376	154	77		129965	154893	164072	200638	253664	322292	387838	440700	323682	512794	563521	532829	620826	641009	678690	658393	778493	
5001	"Silkworm cocoons suitable for reeling"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0		8	56	23	8	149	105	117	950	898	169	598	196	345	82	191	784	47		2	0	0	0	0	2	0	0	0	0	0	0	0	1	6	0	0	
5104	"Garnetted stock of wool or of fine or coarse animal hair, neither carded nor combed"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		94	54	119	332	483	938	341	71	10	203	1917	106	21	27	23	30	20		0	0	8	4	0	0	0	171	155	140	0	0	0	0	10	15	1	
5201	"Cotton, neither carded nor combed"	0	0	18	0	0	0	0	201	0	0	1916	0	570	1	0	12	0		727	1318	1713	2896	2017	8056	9323	6413	2863	1238	2284	494	1131	967	1065	588	1022		497301	492620	667313	836428	908201	969759	1277700	1000136	1002940	1720010	1849973	1274929	1681402	1750112	1232451	1238673	1676281	
5307	"Yarn of jute or of other textile bast fibres of heading 5303"	103	123	119	65	24	0	0	0	0	0	3	0	0	0	0	0	0		946	910	478	646	898	862	576	46	86	167	322	173	252	192	205	219	240		22600	32872	39246	63467	75914	99430	97708	115166	104193	206932	194671	198207	183508	207386	197713	183707	266864	
6908	"Glazed ceramic flags and paving, hearth or wall tiles; glazed ceramic mosaic cubes and the ..."	4	1	4	48	0	92	78	60	4	21	56	69	228	245	55	31	0		19016	24685	21856	29400	30451	40716	41329	33162	24556	23898	29923	25656	28228	28164	24196	21579	0		7409	8147	8354	21358	31505	43040	36602	34692	20196	27769	36562	35100	54524	54613	39688	33331	0	
7116	"Articles of natural or cultured pearls, precious or semi-precious stones "natural, synthetic ..."	0	0	3	0	2	8	35	17	1	2	16	1	5	8	5	0	0		6640	5767	34553	7706	8093	16230	7760	6189	10458	17631	12987	15982	14568	14639	17486	13503	14308		109	140	137	369	388	445	794	1025	849	2554	2784	1854	1597	1608	1995	2224	1668	
7206	"Iron and non-alloy steel in ingots or other primary forms (excluding remelting scrap ingots, ..."	0	0	0	0	0	2	1	1	2	1	0	0	1	0	6	0	0		1498	565	3139	8975	24964	35279	42112	45927	13107	13732	6339	19933	149248	51267	45010	9826	9466		5	8	2	101	10	599	1276	8300	284	23	72	28	172	952	540	509	520	
8706	"Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more ..."	0	0	0	0	0	0	0	0	0	117	1	0	0	61	0	0	0		41255	30546	45115	32250	19400	22158	16441	65461	33201	26489	32279	61416	92545	44721	47640	27673	23100		1098	779	4455	3969	3727	1692	2542	5480	234	841	1967	425	10532	6456	1726	4977	3971	
9112	"Clock and watch cases and parts thereof, n.e.s. (excluding for wrist-watches, pocket-watches ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		286	639	138	213	99	40	161	728	190	161	175	438	66	149	517	74	87		41	105	97	112	155	188	127	158	35	137	95	189	175	268	151	211	105	
9114	"Clock or watch parts, n.e.s."	13	30	10	0	8	2	13	13	6	0	2	0	0	0	0	0	0		7239	6910	10063	5584	7530	7922	7878	4422	4169	2905	5286	4453	3872	3598	4261	3507	5688		576	1335	526	516	969	944	1209	1091	1009	1128	1440	1342	1608	1972	1530	1632	1522	
9203	"Keyboard pipe organs; harmoniums and similar keyboard instruments with free metal reeds (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3129	2631	1141	2067	2216	941	0	0	0	0	0	0	0	0	0	0	0		6	4	47	0	7	2	0	0	0	0	0	0	0	0	0	0	0	
9205	"Wind musical instruments "e.g. clarinets, trumpets, bagpipes, keyboard pipe organs, harmoniums ..."	0	48	2	30	15	7	17	25	13	9	5	11	6	0	0	8	0		12754	11649	14952	15925	14071	7877	11081	11114	12684	11897	12935	10947	15127	16124	16903	15291	21240		335	581	717	1221	1420	1757	2242	3778	3239	3167	3502	3556	3617	3479	4316	5158	6652	
9208	"Musical boxes, fairground organs, mechanical street organs, mechanical singing birds, musical ..."	0	2	2	0	6	0	0	0	33	11	0	0	0	0	1	0	0		2483	2895	3025	2585	2506	2820	3337	3116	2635	2931	3330	3189	4233	4361	3717	4721	4037		153	278	271	359	289	430	398	351	319	534	859	592	651	615	783	630	1219	
8214	"Articles of cutlery, n.e.s., e.g. hair clippers, butchers' or kitchen cleavers, choppers and ..."	27	5	22	11	19	19	17	21	17	3	11	4	4	4	1	4	1		12045	8600	8855	10747	10862	9570	11759	9554	9452	9944	9242	15394	17878	15003	10929	8596	9909		1530	1802	2092	2945	3580	3991	5065	5341	3800	5356	6521	7140	7526	8452	7642	7971	8162	
5207	"Cotton yarn put up for retail sale (excluding sewing thread)"	0	0	3	1	6	1	0	1	3	0	0	0	0	0	0	0	1		12079	9059	9315	9132	19650	28924	32766	28703	18786	19015	21861	21887	25241	27094	25905	20120	20252		161	147	390	693	579	313	508	912	608	1413	1845	1052	1552	1597	1539	1535	2983	
7006	"Sheets or profiles of glass, whether or not having an absorbent, reflecting or non-reflecting ..."	0	9	0	1	5	8	6	4	8	1	0	10	3	5	1	3	1		7770	6933	8630	17832	10586	7152	9911	6008	4785	6414	9281	10714	12847	10626	15213	8835	7171		2454	4050	6279	9224	13480	14942	16838	19399	16295	19005	23127	22478	22933	25694	21778	25445	32403	
7008	"Multiple-walled insulating units of glass"	4	0	10	3	0	0	31	59	0	9	0	0	1	0	1	1	1		9183	7054	7587	10340	8406	12967	10341	13110	7915	6905	4323	5145	5480	6946	7774	8443	8948		1739	2504	6097	4383	3349	2139	3046	3049	721	5490	4006	2357	2296	2481	707	1155	1671	
7102	"Diamonds, whether or not worked, but not mounted or set (excluding unmounted stones for pick-up ..."	0	0	10	22	65	97	160	228	90	84	60	40	28	25	0	0	1		2477938	6768992	7847555	8592489	9237382	8642759	8622124	8619445	5582787	7611702	9116505	8733202	6724537	2008827	2112421	1819669	2224601		2262	4374	7711	15684	25412	23424	32991	27540	11076	26828	30583	24645	19599	38082	56125	80749	77404	
6704	"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human or animal hair ..."	1	3	2	3	17	10	32	21	5	3	10	51	100	94	140	116	1		6312	5723	6045	9317	9168	8201	8737	10363	11505	12082	15730	18240	28497	30387	29083	32689	33046		346	390	566	790	1329	1926	3093	3183	2314	2675	3081	4734	4708	5327	4470	4297	5259	
4114	"Chamois leather, incl. combination chamois leather (excluding glacé-tanned leather subsequently ..."	0	0	0	0	2	0	4	1	0	0	2	0	0	0	0	1	1		0	7938	9321	10135	8145	7580	7288	6879	4536	4511	4214	3893	4840	5455	3412	3519	3730		0	954	1139	2584	2030	3832	4409	3971	1323	1284	2510	3599	4176	4591	2227	2245	3436	
2506	"Quartz (excluding natural sands); quartzite, whether or not roughly trimmed or merely cut, ..."	74	0	0	32	20	38	15	0	1	0	0	0	1	1	0	1	1		412	617	1399	1324	1221	1034	1146	709	1765	1254	988	610	1054	613	365	476	916		261	256	338	517	878	929	577	969	253	481	725	1071	1500	1216	777	700	758	
8304	"Filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands ..."	8	3	2	4	4	3	15	2	1	2	3	1	0	2	25	0	1		13539	10194	8751	7171	10975	9939	19941	14129	9755	9637	10828	11818	7381	9527	11416	9961	12021		112	169	202	604	966	843	913	973	705	1078	1746	1197	1415	2059	1670	1794	1088	
5505	"Waste of man-made staple fibres, incl. noils, yarn waste and garnetted stock"	105	0	88	105	54	86	61	0	12	51	17	0	2	0	0	0	1		10933	14760	21895	37950	28294	23830	21547	17851	12126	15528	18046	28378	25044	15511	10931	13110	22201		2327	4852	8986	9932	11494	9326	13815	11082	5740	9220	11160	6724	4988	5770	4518	5631	9535	
2834	"Nitrites; nitrates"	0	1	17	43	0	31	15	128	54	54	18	4	17	8	14	7	1		5499	4421	5260	5850	6434	7501	9644	13832	8800	9015	11708	8619	10976	12707	9593	13766	13327		2874	7115	7526	9276	16179	20734	20078	28771	25671	40256	43563	42645	33403	44038	35408	37537	33719	
