Product code	Product label	Turkey's imports from Egypt-Value in 2001	Turkey's imports from Egypt-Value in 2002	Turkey's imports from Egypt-Value in 2003	Turkey's imports from Egypt-Value in 2004	Turkey's imports from Egypt-Value in 2005	Turkey's imports from Egypt-Value in 2006	Turkey's imports from Egypt-Value in 2007	Turkey's imports from Egypt-Value in 2008	Turkey's imports from Egypt-Value in 2009	Turkey's imports from Egypt-Value in 2010	Turkey's imports from Egypt-Value in 2011	Turkey's imports from Egypt-Value in 2012	Turkey's imports from Egypt-Value in 2013	Turkey's imports from Egypt-Value in 2014	Turkey's imports from Egypt-Value in 2015	Turkey's imports from Egypt-Value in 2016	Turkey's imports from Egypt-Value in 2017	Egypt's exports to world- 	Egypt's exports to world-Value in 2001	Egypt's exports to world-Value in 2002	Egypt's exports to world-Value in 2003	Egypt's exports to world-Value in 2004	Egypt's exports to world-Value in 2005	Egypt's exports to world-Value in 2006	Egypt's exports to world-Value in 2007	Egypt's exports to world-Value in 2008	Egypt's exports to world-Value in 2009	Egypt's exports to world-Value in 2010	Egypt's exports to world-Value in 2011	Egypt's exports to world-Value in 2012	Egypt's exports to world-Value in 2013	Egypt's exports to world-Value in 2014	Egypt's exports to world-Value in 2015	Egypt's exports to world-Value in 2016	Egypt's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
7501	"Nickel mattes, nickel oxide sinters and other intermediate products of nickel metallurgy :"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	65	0	0	1283	55	0	0	0	0	0		0	3	17	43	43	22	29	0	11	30	69	360	77	50	23	33	21	
7507	"Tubes, pipes and tube or pipe fittings "e.g., couplings, elbows, sleeves", of nickel"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	10	1	101	0	0	0	0	13	435	0	738	0		875	848	861	1100	891	1113	1666	1651	808	933	1702	786	722	1479	4389	1514	1615	
7608	"Aluminium tubes and pipes (excluding hollow profiles)"	0	0	0	0	0	0	0	0	23	0	0	0	0	3	0	0	0		452	1446	780	609	2113	1284	1131	4497	3501	2101	2608	1131	1106	1197	832	598	1711		5864	9670	13393	12262	9691	8070	17449	31330	18572	34638	53252	43479	41767	40540	35079	35928	41158	
7802	"Lead waste and scrap (excluding ashes and residues from lead production "heading No 2620", ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	634	59	38	22	30	354	0	344	227	607	0	0	0	0	289	230		0	20	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
8204	"Hand-operated spanners and wrenches, incl. torque meter wrenches (excluding tap wrenches), ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	2	11	0	0	30	0	4	0	11	8	0	0	0	0	0		3286	4764	6251	9907	12816	13956	22473	26706	17659	31529	47533	42485	52547	48717	39274	26214	24417	
8206	"Sets of two or more tools of heading 8202 to 8205, put up in sets for retail sale"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		10	20	123	22	63	117	931	15	90	970	86	0	0	0	0	4	0		2386	2216	1715	1821	2058	1570	2451	4263	1525	2951	6063	4949	13506	9189	6527	4974	5958	
8211	"Knives with cutting blades, serrated or not, incl. pruning knives, and blades therefor, of ..."	0	0	0	3	0	0	0	7	35	32	28	44	163	35	0	0	0		10	0	1	3	21	33	6	0	1	3	0	0	0	53	0	3	0		2054	2499	5146	7931	9212	10173	12921	15229	15366	25526	38729	31220	40384	38955	25891	16029	18214	
8213	"Scissors, tailors' shears and similar shears, and blades therefor, of base metal (excluding ..."	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	20	27	0	0	0	0	5	0	31	32	0	1	0		2419	3072	4520	5584	5360	5504	5739	7211	5447	6976	8521	7776	9842	9197	8356	6397	7137	
6805	"Natural or artificial abrasive powder or grain, on a base of textile material, paper, paperboard ..."	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		10	39	6	69	31	103	35	79	511	172	223	74	162	68	120	68	194		12376	18053	24369	31928	37964	41500	44776	49130	33912	45782	55126	51751	56293	62817	51390	47791	52266	
8457	"Machining centres, unit construction machines "single station" and multi-station transfer machines ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		8	42	3	15	5010	0	0	2	5	0	0	351	4	0	0	0	0		38335	80144	86611	130933	181625	176648	213231	212256	66239	138248	231656	263682	254217	272875	268031	265425	258399	
8464	"Machine tools for working stone, ceramics, concrete, asbestos-cement or like mineral materials ..."	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0		6	0	155	20	5	4	26	23	65	105	21	13	94	14	5	14	200		33876	19132	26953	51101	49467	65819	87305	72895	33531	39135	104178	68208	105411	89469	61618	67007	58359	
8466	"Parts and accessories suitable for use solely or principally with the machine tools of heading ..."	0	0	0	0	0	1	4	0	5	6	1	0	0	7	0	0	0		182	612	709	84	311	124	28	477	956	451	162	284	26	37	517	22	157		30143	35023	41024	70752	87077	94469	119637	137668	71831	95576	139916	140840	150393	163137	148483	148455	157747	
8440	"Bookbinding machinery, incl. book-sewing machines (excluding machinery of heading 8441, general-purpose ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	0	9	0	0	22	46	33	61	4	69	8	0	9	0	11		5729	8826	14745	24078	28206	60756	54297	18362	9756	28359	34843	16899	17338	12614	12961	11515	9037	
8449	"Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3	0	0	0	0	0	0	6	0	0	0	0	0	12	10	0	0		5178	1311	33674	21481	35078	6349	4548	26432	15499	60670	75942	39129	45121	26335	125876	32259	27704	
8514	"Industrial or laboratory electric furnaces and ovens, incl. those functioning by induction ..."	0	0	0	0	0	0	0	2	193	0	0	0	4	18	5	3	0		3	4	5	97	0	21	3098	13	96	27	125	86	50	407	80	21	38		25546	12582	36778	32472	45802	56667	59728	68244	95415	67387	117821	76897	69665	62859	75110	61219	60283	
8530	"Electrical signalling, safety or traffic control equipment for railways, tramways, roads, inland ..."	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0		0	0	0	2	1	5	0	35	5	197	0	72	0	0	6	0	49		23938	27251	6780	8283	20240	19970	26318	41944	59008	46851	85920	39150	91158	62751	50480	38317	58466	
8548	"Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		106	7	96	4	0	0	31	4115	2189	228	87	55	194	36	15	224	81		2079	526	986	2177	2752	3000	4414	3570	3169	4275	2627	1768	1816	1329	3654	9475	7728	
8713	"Carriages for disabled persons, whether or not motorised or otherwise mechanically propelled ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	0	1	7	0	3	36	21	0	0	1	0	0	0	0	0	0		981	1206	1044	1697	3428	4471	7167	9084	4426	7157	9393	8441	13423	13520	13123	14742	17029	
8715	"Baby carriages and parts thereof, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0		2847	4345	6944	9234	8284	14024	13433	19781	13394	26349	39916	39568	36656	48350	44241	34457	33760	
9001	"Optical fibres and optical fibre bundles; optical fibre cables (excluding made up of individually ..."	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0		0	47	0	2	7	19	26	0	5	0	0	12	2	0	0	0	23		30904	27323	25708	30831	40075	47124	58202	80132	70313	104503	122209	113700	137283	186882	169667	165564	175584	
9008	"Image projectors, and photographic enlargers and reducers (excluding cinematographic)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1	0	0	0	0	7	0	21	5	2	1	0	2	0	0	4		2488	2784	3376	1237	1570	908	1242	1192	174	195	302	164	196	119	77	47	106	
9011	"Optical microscopes, incl. those for photomicrography, cinephotomicrography or microprojection ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	2	0	0	0	0	0	0	4	1	0	0	0	4	8		6628	5188	9175	12426	16869	15666	21751	21492	16813	18238	21248	21739	21858	27858	22108	20620	20763	
9015	"Surveying, incl. photogrammetrical surveying, hydrographic, oceanographic, hydrological, meteorological ..."	13	1	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0		4	8	0	0	0	0	10	0	16	31	121	54	72	0	0	69	53		12234	23623	16972	21316	46124	34709	48906	47202	59403	58677	62740	69588	75274	79863	73106	51377	67053	
8541	"Diodes, transistors and similar semiconductor devices; photosensitive semiconductor devices, ..."	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0		0	0	0	4	3	38	0	168	1492	2947	1443	992	481	203	244	87	88		56448	72058	86007	117950	111498	130138	182071	186968	163014	204073	260140	269003	314664	410827	630440	2963839	3789458	
9111	"Cases for wrist-watches, pocket-watches and other watches, incl. stop-watches, of heading 9101 ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		154	616	748	1818	1784	1662	1901	1490	1040	2130	2155	2040	3143	3845	2500	3556	3663	
9204	"Accordions and similar instruments; mouth organs"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0		26	20	33	56	41	75	0	0	0	0	0	0	0	0	0	0	0	
9207	"Musical instruments, the sound of which is produced, or must be amplified, electrically, e.g. ..."	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0		4	0	0	0	0	0	0	15	26	14	1	5	1	1	0	4	1		2180	3563	4445	6599	8702	8216	10629	12482	10679	15590	16759	17443	14822	13515	13461	13391	14207	
9209	"Parts and accessories for musical instruments, e.g. mechanisms for musical boxes, cards, discs ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4	6	5	1	5	2	7	5	28	16	16	17	9	52	12	21	16		787	1232	1453	1718	2220	2736	3084	3244	2965	3823	4491	4086	4253	4166	3679	2979	3413	
9301	"Military weapons, incl. sub-machine guns (excluding revolvers and pistols of heading 9302 and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	3	0	503	115	0	0	523	0	0	0	0	0		11718	33899	10210	2173	0	0	0	0	0	0	0	39871	16563	8651	0	0	0	
9402	"Medical, surgical, dental or veterinary furniture, e.g. operating tables, examination tables, ..."	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0		77	115	22	168	10	75	66	939	1373	867	286	89	233	17	327	57	147		7410	4471	12013	13311	24051	26190	31110	42455	19491	27218	32296	26977	26470	37285	29815	32656	24519	
0101	"Live horses, asses, mules and hinnies"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		434	115	605	408	1397	908	1802	887	1388	1286	1251	879	944	463	197	0	176		12912	6605	1512	1351	1568	4265	7684	8554	5190	14660	4235	2674	8628	4506	3010	1770	1618	
0103	"Live swine"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	11	1	87	23	57	13	0	5	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0503	"Horsehair and horsehair waste, whether or not put up as a layer, with or without supporting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				190	291	325	202	274	410	0	0	0	0	0	0	0	0	0	0	0	
0704	"Cabbages, cauliflowers, kohlrabi, kale and similar edible brassicas, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	9	0	0	0	112	0	0		5	48	41	75	110	199	100	1640	2505	2905	3760	2320	2202	2154	3321	3427	3608		0	0	0	0	0	1	0	4	14	18	1052	430	162	15	394	75	27	
1214	"Swedes, mangolds, fodder roots, hay, alfalfa, clover, sainfoin, forage kale, lupines, vetches ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3	34	67	56	181	53	338	14667	17450	16149	21328	26881	30242	16445	12554	10846	16601		12	2	0	0	0	425	2111	0	23	2208	3030	6482	5694	1397	522	583	3533	
1502	"Fats of bovine animals, sheep or goats (excluding oil and oleostearin)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		29	0	13	0	0	0	0	11	0	8	147	139	15	0	311	0	103		32074	47237	61550	55930	68082	69605	94343	131660	84807	106988	111854	110253	55815	69058	18897	14325	15684	
1605	"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved (excluding smoked)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	51	3	10	101	14	0	0	1326	2773	1491	895	3703		28	140	152	395	235	221	377	263	330	1169	316	651	911	1617	2557	1693	3034	
2002	"Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		184	137	28	412	107	45	397	978	955	2445	8597	8792	12983	8577	13762	10219	7037		9	754	142	501	838	134	143	1589	2691	2789	2875	614	827	1203	1142	651	669	
2201	"Waters, incl. natural or artificial mineral waters and aerated waters, not containing added ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		237	685	1331	577	405	394	274	1008	425	193	150	274	1403	781	912	2379	7833		87	105	106	151	206	535	744	1165	825	1099	1751	1909	3262	2467	2975	2518	2063	
2308	"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6	25	0	1	2	48	10	263	3026	4255	3111	6555	8662	11032	11005	15567	10123		17	40	102	130	113	215	688	682	463	464	521	1475	17308	20735	3438	2422	11410	
2403	"Manufactured tobacco and manufactured tobacco substitutes and "homogenised" or "reconstituted" ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		203	337	639	150	244	3658	339	25984	78883	93867	127730	115530	122475	23912	91419	116299	121931		39804	45745	57956	73323	93446	84111	81816	103570	108667	91298	99695	127116	125657	151301	144314	161585	135384	
2502	"Unroasted iron pyrites"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	241	2	0	3	0	170	146	0	11	892	0	15	99	22		17	30	46	59	47	75	91	112	43	192	155	86	126	157	289	270	279	
1104	"Cereal grains otherwise worked, e.g. hulled, rolled, flaked, pearled, sliced or kibbled; germ ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0		9	36	184	190	393	202	561	85	1548	856	1508	1721	2310	1911	1992	1065	750		246	335	632	146	505	687	894	2023	9087	20384	26722	37235	39020	37777	42152	42478	41428	
1106	"Flour, meal and powder of peas, beans, lentils and other dried leguminous vegetables of heading ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	74	94	157	208	97	23	0	13	22		1212	878	711	547	1570	1406	1415	1910	1859	1649	2577	617	1444	849	1035	1530	2798	
2514	"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or ..."	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0		204	55	0	5	0	0	0	11	144	50	0	2	2	0	0	0	0		1	9	5	20	19	306	0	38	40	166	196	127	233	78	81	113	179	
2521	"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	0	14	4	30	69	43	240	498	161	255	259	238	392	1201	2709	3810		5	4	0	0	4	28	2	6	6	2	0	0	9	18	9	2	25	
2601	"Iron ores and concentrates, incl. roasted iron pyrites"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	11	0	0	0	0	189	0	0	213	1018	1048	409	1699	527	2424		82142	163995	161185	205182	315080	538019	636803	749438	902329	923743	1169657	1148803	1159543	1067142	800476	697767	1010678	
2613	"Molybdenum ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	8	62	62	25	101	153	203	1644	841	506	104	9	410	125	8	12	
2615	"Niobium, tantalum, vanadium or zirconium ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0		938	1618	1682	2343	4555	5851	5415	4740	2945	4874	9693	7728	5098	5293	5708	7847	8388	
2706	"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	266	992	5549	3620	2447	5221	1467	32372	887	2946	1129	1679	888	666	12368	1703		1	8	2	9	27	44	51	55	0	26	628	73	34	108	142	207	231	
2715	"Bituminous mastics, cut-backs and other bituminous mixtures based on natural asphalt, on natural ..."	0	0	0	0	0	162	1125	2874	310	0	2399	8	0	0	0	0	0		0	100	224	152	698	1114	913	22634	21144	10064	875	758	146	14	9	6	24		267	1178	813	1317	1443	3274	6257	7381	3302	5164	5724	3020	2269	1587	1980	4061	3159	
2804	"Hydrogen, rare gases and other non-metals"	0	0	0	0	10	40	0	0	0	0	0	154	380	4	0	0	0		4	56	240	590	715	414	402	1079	1283	2781	826	1212	1661	254	182	122	45		3809	5398	7429	10744	10908	13404	15093	23984	17826	28557	36113	32259	25038	36850	33175	33277	33535	
2819	"Chromium oxides and hydroxides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	18	0	20	0	0	0		1091	2070	2173	3309	3383	3878	4452	6037	4327	6291	5424	6637	6252	5218	5374	5227	5543	
2821	"Iron oxides and hydroxides; earth colours containing >= 70% by weight of combined iron evaluated ..."	0	0	0	0	0	0	0	0	0	0	0	86	97	114	108	0	0		0	11	5	19	0	2	0	104	140	281	793	478	645	975	1278	1223	17213		2585	5240	6492	7291	8268	10299	15466	18198	15222	15581	18319	18057	19887	17289	14918	14124	13789	
2844	"Radioactive chemical elements and radioactive isotopes, incl. their fissile or fertile chemical ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		0	0	56	120	9	21	39	6	0	0	0	1	0	4	2	0	0		4476	4347	4628	6380	8016	6792	7275	11397	13170	15483	18940	18624	19920	20122	19063	22543	21194	
2904	"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated"	21	0	0	0	0	114	0	0	0	0	28	0	0	0	0	0	0		5	1	2	0	0	8	0	75	44	0	29	90	387	177	137	198	586		2414	3010	3392	3329	5252	6157	7232	6817	6687	8354	8581	7551	7426	7240	7375	7297	8577	
2916	"Unsaturated acyclic monocarboxylic acids, cyclic monocarboxylic acids, their anhydrides, halides, ..."	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0		0	0	112	0	0	0	0	2	7	89	22	19	0	0	0	24	0		44377	55150	78983	115643	173007	194067	212477	233489	183263	282632	369668	333710	340268	355588	299973	243153	322740	
2921	"Amine-function compounds"	0	0	10	32	53	49	23	0	0	0	0	0	0	0	0	0	0		0	0	0	0	28	18	0	0	0	1	0	0	0	0	11	0	0		54498	58044	65935	71365	84045	80130	89925	105642	98071	117154	122894	104944	100110	100699	86384	72981	105391	
2923	"Quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipids, whether or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	32	0	0	0	53	0	253	20	34	4	32	0	0	42	66		3121	3946	4814	5527	6614	7922	7672	9199	9653	12672	15528	16369	21511	24484	23734	19788	22334	
2935	"Sulphonamides"	0	144	959	897	713	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	9	102	0	53	0	0	0	0	0	0	0	0	0	0		37333	29808	33338	34254	29444	39208	27118	21879	21368	28312	31759	24855	21159	22739	21796	21311	27096	
2937	"Hormones, prostaglandins, thromboxanes and leukotrienes, natural or reproduced by synthesis; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		12	0	1745	1	0	0	0	0	0	9	0	0	0	0	1	0	0		27903	34803	36116	47370	48270	42382	38800	41551	31308	37209	35347	30468	40173	27619	28965	26688	28921	
3006	"Pharmaceutical preparations and products of subheadings 3006.10.10 to 3006.60.90"	0	0	0	0	0	0	3	0	0	11	23	85	6	95	0	0	0		76	54	48	183	34	72	47	134	1598	98	439	366	384	314	121	232	503		44875	58658	79020	102433	108454	106939	139175	146967	115924	132140	141272	130512	126403	139185	120164	128314	126983	
3203	"Colouring matter of vegetable or animal origin, incl. dye extracts (excluding animal black), ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		28	17	2	37	118	45	63	172	227	505	425	518	205	394	158	52	102		1132	1572	2372	3583	3208	4632	4537	5809	5732	11517	15320	10144	11052	14068	11395	13059	15237	
3205	"Colour lakes (other than Chinese or Japanese lacquer and paints); preparations based on colour ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	16	71	516	468	131	11	49	130	28	88	23	18		393	374	560	674	816	1113	1142	1158	1071	2270	1913	1531	1529	1572	1843	2352	2221	
3214	"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' ..."	0	0	0	0	16	13	18	1	0	7	3	0	1	0	0	2	0		19	66	243	487	325	375	464	656	562	637	808	3170	4080	3427	2427	7415	15403		28827	45409	58889	83294	98924	116267	140631	151798	105784	128550	145035	133973	167264	184483	173952	174430	207255	
3303	"Perfumes and toilet waters (excluding aftershave lotions, personal deodorants and hair lotions)"	0	0	0	0	0	0	0	0	0	5	0	84	0	0	20	4	0		60	146	311	201	142	96	85	254	546	372	691	1329	3843	1234	411	90	455		25062	31299	35847	34165	43812	41868	50980	57880	63720	77647	93019	89684	103198	99853	92120	89670	95213	
3503	"Gelatin, whether or not in square or rectangular sheets, whether or not surface-worked or coloured, ..."	0	0	0	0	0	0	0	329	415	668	675	424	0	0	19	125	0		26	100	115	52	28	143	32	695	5721	21332	7443	3743	7285	18250	6527	6062	5596		4520	6053	7607	9372	10059	11991	15949	19442	28832	22956	24064	32993	30116	29379	22896	19165	13050	
3505	"Dextrins and other modified starches, e.g. pregelatinised or esterified starches; glues based ..."	0	0	0	0	0	5	0	29	0	0	0	0	0	0	0	0	0		4	27	67	32	0	12	0	319	178	322	444	218	123	803	90	84	3042		19688	26569	31549	40395	50088	47971	64300	76564	65842	76952	100031	96272	99118	102122	81936	75326	76345	
3601	"Propellent powders"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0		678	165	1547	1353	3098	1098	1278	2673	3760	5702	8073	6506	6068	8415	9146	8001	8903	
3805	"Gum, wood or sulphate turpentine and other terpenic oils produced by the distillation or other ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	127	0	214	33	2	69	0	90	100	0		113	162	249	214	322	343	311	242	338	387	579	558	460	598	376	506	558	
3807	"Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewer's pitch and similar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	7	0	0	0	0	30	673611	163576	173934	68232	63805	45515	48860	589	0	0		2	0	10	39	134	212	1115	710	735	539	572	1059	998	755	743	629	720	
3820	"Anti-freezing preparations and prepared de-icing fluids (excluding prepared additives for mineral ..."	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0		3026	4203	6406	8953	9540	10053	12728	11281	7340	11678	12197	15570	12928	12772	15248	17107	21871	
3925	"Builders' ware of plastics, n.e.s."	1	0	0	0	1	0	2	0	1	10	122	301	26	0	0	19	0		65	107	107	43	127	399	867	1363	4548	1153	2949	3132	3690	4004	2794	3098	3038		10709	11925	15520	23006	28760	35488	38121	40279	32808	36647	52871	34993	46287	38895	46730	39471	41440	
4411	"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0		12	230	102	610	331	2101	2044	1533	3964	2871	6820	5434	2833	9571	416	2177	269		26353	54218	88739	132613	248116	238061	335173	274492	150219	238788	289802	323336	301876	195293	164079	128583	89142	
4421	"Other articles of wood, n.e.s."	2	0	0	0	0	0	2	40	4	0	0	24	1	0	85	2	0		540	379	183	588	580	627	941	16233	12030	7400	5761	5253	8298	6873	3494	8026	5113		3841	4468	5702	7274	10639	12361	16993	20049	13809	21291	24659	27040	30071	29609	27417	24846	24481	
4501	"Natural cork, raw or merely surface-worked or otherwise cleaned; cork waste; crushed, powdered ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	94	2	1	2	0	2	0	15	0	0		306	370	325	296	224	305	308	318	197	221	242	186	258	261	214	215	384	
4704	"Chemical wood pulp, sulphite (excluding dissolving grades)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	15		6904	8481	8116	6845	6898	7315	7040	4455	2519	5223	9808	6526	4496	4151	4300	3198	14789	
4706	"Pulps of fibres derived from recovered "waste and scrap" paper or paperboard or of other fibrous ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	2	0	0	64	0	387	98	30	4	23	0	0	158		188	384	290	467	580	650	654	930	3357	2785	3379	4450	4046	2715	3276	2236	2686	
4301	"Raw furskins, incl. heads, tails, paws and other pieces or cuttings suitable for use in furriery ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	81	0	0	17	0	36	61	4	196	1	1	0	0		227	157	65	238	160	285	97	743	414	640	3094	4460	5096	5647	1566	2627	7417	
4303	"Articles of apparel, clothing accessories and other furskin articles (excluding gloves made ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	4	2	14	1	0	1	0	5	0	1	0	4	5	0	1	1		1976	1495	4219	3281	7048	6294	5636	10121	7442	11907	16438	17738	21927	23918	8319	5154	5382	
4905	"Maps and hydrographic or similar charts of all kinds, incl. atlases, wall maps, topographical ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0		0	0	0	0	0	37	11	0	9	17	12	8	0	0	0	0	0		360	1588	625	621	1172	1066	2105	2312	2042	1449	1272	1451	1541	1783	1222	596	316	
4910	"Calendars of any kinds, printed, incl. calendars blocks"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		15	3	9	8	1	0	11	729	180	472	8	97	25	15	360	28	198		647	847	1002	1069	951	1243	1275	1275	1151	1143	1174	1255	1182	1026	973	825	714	
5002	"Raw silk "non-thrown""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3792	2931	2951	3821	2910	2448	2764	1924	1146	2205	3359	1575	2425	2291	1524	1014	614	
5007	"Woven fabrics of silk or of silk waste"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	19	83	3458	181	85	826	452	472	202	484		4449	5706	7765	15717	24027	25174	30041	34603	26811	33348	38645	30754	37050	37115	32253	29061	29676	
