Product code	Product label	Turkey's imports from China-Value in 2001	Turkey's imports from China-Value in 2002	Turkey's imports from China-Value in 2003	Turkey's imports from China-Value in 2004	Turkey's imports from China-Value in 2005	Turkey's imports from China-Value in 2006	Turkey's imports from China-Value in 2007	Turkey's imports from China-Value in 2008	Turkey's imports from China-Value in 2009	Turkey's imports from China-Value in 2010	Turkey's imports from China-Value in 2011	Turkey's imports from China-Value in 2012	Turkey's imports from China-Value in 2013	Turkey's imports from China-Value in 2014	Turkey's imports from China-Value in 2015	Turkey's imports from China-Value in 2016	Turkey's imports from China-Value in 2017	China's exports to world- 	China's exports to world-Value in 2001	China's exports to world-Value in 2002	China's exports to world-Value in 2003	China's exports to world-Value in 2004	China's exports to world-Value in 2005	China's exports to world-Value in 2006	China's exports to world-Value in 2007	China's exports to world-Value in 2008	China's exports to world-Value in 2009	China's exports to world-Value in 2010	China's exports to world-Value in 2011	China's exports to world-Value in 2012	China's exports to world-Value in 2013	China's exports to world-Value in 2014	China's exports to world-Value in 2015	China's exports to world-Value in 2016	China's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
3820	"Anti-freezing preparations and prepared de-icing fluids (excluding prepared additives for mineral ..."	0	0	0	0	0	9	2	0	0	0	0	140	12	54	5	48	7		1248	1022	3703	6324	15524	14407	9097	10030	6626	8494	16217	14615	17952	18321	16396	13015	14516		3026	4203	6406	8953	9540	10053	12728	11281	7340	11678	12197	15570	12928	12772	15248	17107	21871	
1104	"Cereal grains otherwise worked, e.g. hulled, rolled, flaked, pearled, sliced or kibbled; germ ..."	0	0	0	0	0	0	0	0	0	0	0	5	0	18	0	4	8		4512	4401	14381	14912	13518	18533	19772	26346	23242	32780	58090	35515	32358	44149	49246	43247	39728		246	335	632	146	505	687	894	2023	9087	20384	26722	37235	39020	37777	42152	42478	41428	
8007	"Articles of tin, n.e.s."	0	0	1	1	0	1	2	4	13	2	92	57	77	60	20	13	8		5260	7151	7429	12423	22564	32713	90674	192192	46501	131388	95165	30648	42859	95294	41381	39788	29010		141	45	19	133	278	223	863	1304	397	270	293	169	287	419	169	219	137	
4415	"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, ..."	26	13	90	172	57	41	72	56	21	55	14	6	29	45	37	7	9		29389	35667	42223	48588	59758	62776	60996	52217	28555	38030	43129	68149	46752	56706	64319	64065	69594		840	828	1635	2889	3752	4009	3969	6409	3228	7121	6661	8846	9322	9424	8305	6930	8206	
5805	"Hand-woven tapestries of the type Gobelin, Flanders, Aubusson, Beauvais and the like, and needle-worked ..."	18	40	115	159	60	31	58	45	40	15	9	36	27	27	11	11	10		2423	4181	2358	2429	2891	3953	3501	4325	2240	2047	3265	2790	4748	6772	31119	30080	25570		18	52	194	232	113	71	76	50	41	66	27	37	35	40	133	65	120	
0603	"Cut flowers and flower buds of a kind suitable for bouquets or for ornamental purposes, fresh, ..."	0	0	1	16	36	3	1	0	0	0	2	0	0	2	1	8	10		5402	6542	10108	16579	20520	32955	35719	42625	54021	57014	71482	89989	79741	87732	87169	105500	103762		146	126	158	308	426	432	244	329	401	731	1433	2012	2563	6342	4883	4129	3529	
1516	"Animal or vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ..."	35	55	12	3	11	6	6	2	2	35	15	13	24	0	0	0	10		430	184	195	60	169	309	763	2800	192	277	364	535	475	295	577	1013	20928		7179	10407	11504	10015	7870	12546	16957	23488	22078	21121	49645	51308	42844	51948	40924	32883	57419	
7402	"Copper, unrefined; copper anodes for electrolytic refining"	0	0	0	0	0	4	0	0	0	0	0	0	40	73	0	0	10		5482	6583	2379	2186	13355	18551	51	47643	279	3521	220	426	1082	17781	38155	14260	502		22464	11624	225	95737	213536	391159	252968	319030	28678	43732	36541	21590	3384	271	5453	5315	78	
9703	"Original sculptures and statuary, in any material"	0	9	7	0	0	7	21	21	121	92	10	272	2	1438	52	298	10		1363	858	703	266	520	2248	3956	4192	2805	55849	154571	273709	533812	223662	49727	22768	6952		105	164	157	162	133	859	1965	1486	2333	3125	5290	9976	9993	18386	10149	9466	6944	
3603	"Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators ..."	332	1044	0	16	60	0	43	59	39	51	51	1	52	106	88	93	11		6895	13083	13428	20395	18572	22815	35968	44641	32580	43469	59732	73431	69115	77236	48518	33795	46019		3151	4522	2621	3316	5969	8226	14428	14911	14473	20020	29523	30683	32565	34913	25532	25165	29994	
7905	"Zinc plates, sheets, strip and foil"	0	0	0	0	2	80	8	4	21	37	40	38	58	116	17	20	11		1258	1496	1194	1946	2615	3447	2620	2706	976	1278	2031	1669	3791	4564	3290	4957	5597		4	43	140	537	491	1197	1336	1535	958	1949	2342	3209	8778	6692	5393	5203	7147	
8103	"Tantalum and articles thereof, n.e.s.; tantalum waste and scrap (excluding ash and residues ..."	0	0	0	1	16	0	0	4	0	0	0	0	1	0	1	7	11		127036	42111	51962	67429	75358	81259	99724	139295	127946	209056	321607	285624	302945	239254	177289	151005	175962		3	0	37	22	148	18	50	198	144	46	26	196	39	515	28	346	69	
2911	"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, ..."	0	0	0	0	0	0	0	0	0	36	16	0	0	0	11	0	12		102	368	489	978	1822	1367	4868	5548	4277	7041	6202	6981	8979	45049	21126	11068	15420		531	1018	164	464	440	466	180	228	150	280	465	318	800	846	698	767	768	
6308	"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into ..."	0	0	0	6	11	3	0	140	7	15	28	27	9	5	15	18	13		2976	2477	7472	9053	7663	2736	3418	6605	5558	13702	14313	16580	19696	24764	17054	13226	12470		28	23	44	147	152	142	215	360	227	253	246	297	237	452	170	213	192	
4404	"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	141	121	34	13		5068	11281	12075	2867	2451	1802	1885	3667	3109	2126	3916	1776	2405	2337	2842	3465	3544		34	29	55	203	166	119	176	111	117	102	73	150	752	1437	1763	1941	1762	
6808	"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, ..."	0	0	0	0	0	18	0	0	23	8	14	56	79	110	18	21	15		4395	4671	7431	8640	11554	17983	47384	75903	60941	71921	103461	101925	143289	139588	164667	121279	153955		145	485	324	767	452	437	325	632	108	179	452	331	291	672	319	324	693	
5301	"Flax, raw or processed, but not spun; flax tow and waste, incl. yarn waste and garnetted stock"	0	0	0	0	0	47	15	36	0	0	0	0	14	24	1	51	16		2526	2128	1849	2639	2045	2387	2505	2592	3283	4855	4650	5388	6066	6119	5687	4757	4260		1359	2571	3078	2560	2316	2312	3331	2131	1479	3179	4249	3989	5861	5512	5575	6687	4107	
7115	"Articles of precious metal or of metal clad with precious metal, n.e.s."	118	76	67	2	18	0	15	10	66	89	26	5	12	15	8	0	17		10380	17711	20830	52403	109357	183924	196900	154205	161000	497484	5461602	16072646	12151485	5236746	2729154	1435359	1203845		1829	2246	2294	4104	1297	4980	8715	4512	3823	5403	20427	25791	35094	8910	9124	4910	3404	
5204	"Cotton sewing thread, whether or not put up for retail sale"	0	1	0	0	0	2	47	58	76	70	145	32	17	55	51	29	17		6816	6917	11088	7957	9896	10858	15347	21538	15110	18358	23465	28294	31287	33202	24583	20916	17403		680	723	606	482	246	336	644	944	1195	2224	3220	4447	4278	2658	3088	3200	2206	
4301	"Raw furskins, incl. heads, tails, paws and other pieces or cuttings suitable for use in furriery ..."	0	0	0	0	0	0	0	0	0	1	0	0	0	0	16	0	19		4153	4878	4629	7748	9021	15240	22383	1105	495	1584	2026	2720	2155	1910	2790	2214	1939		227	157	65	238	160	285	97	743	414	640	3094	4460	5096	5647	1566	2627	7417	
3201	"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives"	0	0	0	0	0	8	0	0	0	0	0	0	44	0	0	0	19		1940	1520	2598	3989	5900	6496	5684	4466	3753	3209	2450	3347	4019	7325	2323	1625	2916		1926	2550	3297	4764	4533	5798	7116	8717	5165	7924	8348	8728	9483	8067	8733	9891	10205	
2701	"Coal; briquettes, ovoids and similar solid fuels manufactured from coal"	1436	12592	65699	143704	142295	179323	223957	30	15	55	1	0	2	4	0	0	19		2666667	2533505	2755618	3818349	4281350	3680862	3297322	5242157	2375367	2252758	2716499	1585994	1059282	694635	498785	698009	1103151		297355	678154	926362	1217531	1573086	1971979	2560462	1253441	1127003	1148499	1274731	1134598	899664	826365	2956530	2627918	3899058	
2009	"Fruit juices, incl. grape must, and vegetable juices, unfermented, not containing added spirit, ..."	0	1	10	32	319	1336	1456	1466	1156	3368	1569	735	4324	3325	2758	473	20		179212	199307	285384	366329	525499	670909	1353325	1258656	762362	864103	1225986	1305169	1042456	775087	695869	668637	762109		4265	5382	6373	9051	11689	23547	34522	35650	17037	23752	28885	27815	29639	25880	22926	18165	16087	
3704	"Photographic plates, film, paper, paperboard and textiles, exposed but not developed"	0	0	0	2	5	6	2	20	159	29	14	14	30	16	8	7	21		2	2	5	0	1	2	6	5	198	359	366	416	529	563	787	500	564		34	58	30	58	20	26	205	350	443	557	491	187	361	413	562	384	283	
5704	"Carpets and other floor coverings, of felt, not tufted or flocked, whether or not made up"	0	0	0	0	2	7	9	199	2	0	38	0	168	180	210	168	21		2859	2732	2998	4622	6463	6803	7575	9872	11546	13982	15526	23070	17464	20853	21809	23828	23035		1075	1364	2391	4814	3959	3893	4185	3824	3164	3667	5941	4801	4018	3317	3515	5017	4708	
6502	"Hat-shapes, plaited or made by assembling strips of any material (excluding blocked to shape, ..."	0	0	0	0	0	0	0	1	0	4	6	0	10	0	2	1	22		15819	13913	12591	19379	19622	14329	9455	10664	9897	9583	9454	6915	8363	9412	11152	10430	8390		0	0	3	0	0	0	0	4	0	4	6	0	10	0	3	1	22	
1515	"Fixed vegetable fats and oils, incl. jojoba oil, and their fractions, whether or not refined, ..."	16	111	69	77	248	14466	71	29480	914	628	1257	384	149	229	102	140	22		36381	33415	47215	64280	126230	119177	108715	211302	64304	77106	143615	99528	83836	95888	116999	104037	107784		40630	65725	75264	75171	95586	93726	107832	150775	80218	68277	69777	53437	57063	36601	41644	60217	46003	
2501	"Salts, incl. table salt and denatured salt, and pure sodium chloride, whether or not in aqueous ..."	0	0	0	1	2	6	1	27	3	13	25	41	10	0	5	0	22		22205	28816	35575	34668	35391	36477	35602	60743	64707	81887	114670	97547	112169	90741	75512	65355	87378		2257	2824	6956	9714	9293	10650	9370	16088	4739	5675	9110	8224	3547	2844	2381	2183	2242	
2817	"Zinc oxide; zinc peroxide"	1209	849	291	772	332	1980	1632	18	36	50	13	74	67	15	17	1	23		66640	56944	65607	60292	69202	136019	140857	61745	23171	27240	32979	21114	17250	22385	25399	29111	35009		4594	4383	3585	4669	4222	9503	16471	12058	8146	12200	12358	9112	11423	10756	9117	8566	12033	
0909	"Seeds of anis, badian, fennel, coriander, cumin or caraway; juniper berries"	0	0	0	0	0	2	5	0	210	0	0	6	4	5	1	0	26		8516	8639	7473	7441	9192	9632	29534	20305	45755	41767	41225	29946	24163	20308	20047	20747	29008		1367	599	553	875	3008	1296	2007	1720	1375	4337	2313	4449	3693	6391	7430	10632	11596	
4410	"Particle board, oriented strand board "OSB" and similar board "e.g. waferboard" of wood or ..."	0	0	0	0	139	128	53	397	78	337	1039	492	247	301	113	188	27		6063	21940	20022	21394	18396	25260	34766	45917	32377	41387	56411	68606	95858	139060	115980	122530	100779		7591	12180	25381	54061	56004	44828	52779	59570	59272	86776	89715	111756	110405	78541	80177	55759	61430	
4006	"Rods, bars, tubes, profiles and other forms of unvulcanised rubber, incl. mixed rubber, and ..."	4	55	8	3	22	19	43	38	21	55	27	40	50	43	42	26	27		1794	3302	4387	7655	7950	6756	10553	20210	14564	9050	6454	8296	8976	9517	6043	10215	17070		2629	3002	2306	3113	3282	4041	5267	5497	5038	5166	9245	8537	8208	7371	6084	5724	5806	
2512	"Siliceous fossil meals, e.g. kieselguhr, tripolite and diatomite, and similar siliceous earths, ..."	0	11	52	33	30	29	29	0	30	19	53	0	1	0	154	26	27		7280	6300	5600	7867	7853	7982	4349	5779	5394	4794	4909	2787	2824	3643	5088	4797	4974		634	788	1099	892	964	1101	1068	1223	983	908	1332	1683	1789	1611	2672	1530	2254	
6906	"Ceramic pipes, conduits, guttering and pipe fittings (excluding of siliceous fossil meals or ..."	0	0	0	0	7	12	12	38	0	0	42	8	25	43	43	441	29		269	1100	967	3348	2895	3036	4371	4811	5597	5160	7232	9121	8412	11525	9677	8749	14517		305	63	159	226	145	95	206	140	97	8	158	76	53	88	89	508	386	
7401	"Copper mattes; cement copper "precipitated copper""	0	0	0	0	0	0	0	1	0	0	0	0	0	2	7322	13	30		0	0	296	0	0	0	1	0	0	0	0	0	0	415	2168	1	7073		33	0	83	59	0	21	0	1	0	0	0	0	16	2	7324	13	30	
8106	"Bismuth and articles thereof, n.e.s.; bismuth waste and scrap (excluding ash and residues containing ..."	5	0	9	14	43	18	277	257	111	102	183	40	160	65	63	35	30		16900	16111	28300	45602	50691	72705	140319	134173	49975	120436	191031	99040	111265	181323	97729	61810	51586		34	40	52	91	88	231	616	659	435	269	578	237	365	273	172	283	131	
2517	"Pebbles, gravel, broken or crushed stone, for concrete aggregates, for road metalling or for ..."	0	5	4	24	24	24	79	67	44	42	110	76	79	281	39	23	31		40537	34532	38627	44755	48300	67140	93522	114902	78312	63375	64837	80169	160071	202028	250061	193079	276496		186	388	355	659	887	717	629	911	639	1007	1222	901	819	1108	747	477	502	
4906	"Plans and drawings for architectural, engineering, industrial, commercial, topographical or ..."	76	0	0	7	0	2	4	105	42	29	24	37	57	6	62	16	31		16304	42081	8957	16925	13041	14406	35828	12376	16583	9202	9603	12550	14424	9543	8582	8702	10421		8205	2144	1053	622	5340	551	1449	1024	648	1487	3533	300	381	2118	1684	992	2433	
9104	"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, vessels and other ..."	4	3	1	2	7	8	10	4	6	52	12	27	24	23	52	27	31		2619	4399	6231	5374	6803	10706	14157	13570	7038	10156	6302	4995	5155	4734	4545	5759	6378		223	235	382	785	564	620	477	511	255	6025	6063	5808	6736	5395	1046	1360	2952	
7301	"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; ..."	0	0	0	0	3	0	89	72	35	29	14	0	0	8	46	0	32		9990	15565	19783	44785	52819	75049	114362	126135	74859	117451	127284	196668	248585	247071	239899	212736	317721		1409	707	6586	592	1720	1258	2933	1145	1014	1637	1682	4338	14206	13179	2438	2596	4377	
4413	"Metallised wood and other densified wood in blocks, plates, strips or profile shapes"	0	0	0	0	5	228	116	180	71	210	233	71	41	0	8	0	32		12680	12189	16447	31654	19123	16082	15350	16748	11091	4817	6796	6127	3030	5307	9094	5355	6373		726	854	1263	2035	3346	3448	6163	6941	5476	7063	9976	6554	9887	10042	8118	8259	11173	
2003	"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic acid"	48	15	17	38	54	9	0	76	21	19	15	0	0	0	10	188	32		183356	244557	306048	320566	308068	422636	656886	663847	381605	471828	567137	592305	664875	607818	544538	619495	602460		93	17	20	43	67	241	105	146	69	70	125	19	76	175	120	360	93	
5006	"Silk yarn and yarn spun from silk waste, put up for retail sale; silkworm gut"	4	230	0	59	33	3	66	18	9	8	63	70	24	24	12	5	33		5292	5849	8472	11244	10319	8734	7501	6701	5030	4236	1671	1103	755	833	446	592	686		16	310	87	445	148	189	218	115	104	135	107	110	54	74	37	166	89	
7413	"Stranded wire, cables, plaited bands and the like, of copper (excluding electrically insulated ..."	0	0	2	4	6	0	23	10	31	18	124	267	100	124	133	50	34		2463	1782	1818	2867	6083	18792	23194	23808	11189	18543	21398	18674	31537	28430	40140	26633	41098		883	1840	1092	1284	1819	2652	3238	4548	6427	12742	5473	5502	12696	7757	38475	26961	6549	
8601	"Rail locomotives powered from an external source of electricity or by electric accumulators"	0	0	0	0	175	48	125	164	272	109	367	533	358	203	58	49	34		562	852	3793	64062	14174	9242	9240	4233	58824	188077	125755	408505	172619	149214	737057	119775	146555		718	0	0	58	175	439	125	4781	593	339	367	533	125000	62740	47128	1195	1218	
2209	"Vinegar, fermented vinegar and substitutes for vinegar obtained from acetic acid"	1	10	5	2	7	7	9	13	9	16	32	29	22	31	37	23	35		6805	10047	7693	9707	9273	8967	7540	7562	9086	9481	10585	11959	13510	15439	14712	16304	16970		125	180	386	260	635	705	227	466	293	412	618	433	555	722	710	462	436	
5905	"Textile wallcoverings"	0	0	6	5	14	13	26	88	15	194	104	78	220	85	77	71	38		1644	6077	10475	3525	6527	6044	6405	11252	5558	18338	11770	10265	8118	11090	15389	15179	21931		61	157	188	201	263	394	1128	1565	649	781	861	672	1154	1698	976	678	844	
3210	"Paints and varnishes, incl. enamels, lacquers and distempers (excluding those based on synthetic ..."	60	0	297	7	40	117	96	17	94	195	349	135	33	54	67	233	38		6540	11449	6839	10276	13128	21644	27498	19429	17671	18441	20514	20160	22755	25685	25950	15333	22314		4475	6235	7194	8837	9956	10537	14473	16391	13482	13663	17264	16726	17141	23273	23783	24195	24782	
7214	"Bars and rods, of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn ..."	0	0	13	0	0	350	8892	13129	2135	3959	4900	1929	974	1400	403	277	38		138665	96886	250370	538641	771284	1620880	3155780	1322289	244220	221647	282144	251879	212305	170070	142586	120601	143845		4587	6115	7577	19101	16310	21363	28610	53465	22214	61278	74466	38947	75100	54452	48843	33466	62833	
5310	"Woven fabrics of jute or of other textile bast fibres of heading 5303"	12	0	0	35	0	0	0	0	0	0	14	0	0	2	0	2	39		1000	2257	2811	5170	3431	5255	3069	6682	12028	6558	2377	3204	5983	6926	4472	4193	4407		2866	3533	3227	2699	2420	3255	3204	3252	1458	3535	5234	5942	2792	2889	2030	3486	3008	
5305	"Coconut, abaca "Manila hemp or Musa textilis Nee", ramie, agave and other vegetable textile ..."	15	0	5	103	432	449	286	0	1	7	3	7	3	1	12	97	39		4049	6765	5874	5286	5446	5011	5601	5774	3254	4086	4262	3847	3193	3922	3721	2776	3163		28	22	15	182	477	467	862	609	295	277	420	601	512	321	480	300	189	
6901	"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals, e.g. kieselguhr, tripolite ..."	0	0	17	1	18	734	30	134	37	132	253	118	106	22	22	0	40		4374	5141	5336	9594	31738	31519	26570	68517	25298	12675	22664	25212	71347	32761	27110	37690	39055		280	404	560	974	854	919	754	245	70	206	348	363	437	312	207	286	363	
2901	"Acyclic hydrocarbons"	0	0	0	0	59	0	0	0	5	184	1	113	53	119	106	41	40		13328	33595	42211	42780	122467	223810	129208	176293	139881	341739	512947	340912	219047	214640	123308	89937	104115		21674	12907	19648	72749	152332	69773	72128	45557	12742	44210	155484	87942	26256	252161	22366	22671	15524	
0806	"Grapes, fresh or dried"	0	0	0	12	4	0	0	0	0	0	53	0	0	0	0	0	41		1734	7711	16658	25779	31744	50114	69358	94662	151161	174903	264340	336036	351951	433168	818776	725849	764564		1474	1228	2190	2071	3003	3734	3838	3764	5083	5589	4836	4946	6150	6857	8974	7152	5810	
3605	"Matches (excluding pyrotechnic articles of heading 3604)"	0	0	0	0	1	0	82	83	172	6	15	31	54	52	0	51	42		4615	5239	4974	4959	4584	5456	6890	5990	6596	6160	4907	5254	6637	4803	3810	3729	4553		83	237	213	301	353	537	1112	1816	2564	331	330	229	388	214	217	206	251	
4004	"Waste, parings and scrap of soft rubber and powders and granules obtained therefrom"	0	0	0	0	0	0	37	0	0	100	118	104	83	78	234	151	42		733	1302	714	2134	4563	8003	7389	5001	4714	3276	4092	8333	4406	6387	26969	3329	5667		467	120	293	517	585	1314	1015	1023	68	1261	1251	2550	6235	5294	3494	3267	5295	
1404	"Vegetable products, n.e.s."	0	0	0	0	4	0	0	22	10	20	22	19	41	9	20	21	44		17668	18565	19231	17659	20575	20405	19225	25641	23122	23445	39511	37120	30936	35846	37274	35746	39425		2277	1584	2481	2620	2043	2521	3022	4074	3449	5991	7358	6577	8902	10907	11223	9554	10459	
2502	"Unroasted iron pyrites"	0	0	0	0	24	25	48	64	0	127	81	10	29	83	65	25	44		1527	1376	2904	1893	3739	4944	4370	5981	2270	4621	7484	5109	4030	5394	5110	4405	4830		17	30	46	59	47	75	91	112	43	192	155	86	126	157	289	270	279	
0711	"Vegetables provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water ..."	0	0	0	126	85	106	162	295	116	180	258	75	114	254	220	129	48		164362	149109	162690	179778	177925	187835	195728	210711	150592	178255	214911	201516	201577	193537	170405	161955	168785		2991	4457	2831	2898	4414	4335	7626	14377	8176	8705	12275	14968	19526	21944	15028	12312	10604	
5307	"Yarn of jute or of other textile bast fibres of heading 5303"	0	0	0	33	13	0	64	125	3	31	41	0	45	0	38	4	48		398	1817	694	756	700	737	870	1068	540	598	698	842	1210	1374	1565	1546	2260		22600	32872	39246	63467	75914	99430	97708	115166	104193	206932	194671	198207	183508	207386	197713	183707	266864	
5908	"Textile wicks, woven, plaited or knitted, for lamps, stoves, lighters, candles or the like; ..."	82	207	222	214	220	231	190	107	283	262	38	106	230	99	88	135	48		3097	3363	2326	2963	3138	2696	3369	4740	5466	5835	5583	5631	6861	5864	5622	4184	4705		109	230	275	232	248	249	201	116	297	294	57	117	254	114	103	138	59	
9110	"Complete, unassembled or partly assembled watch or clock movements or movement sets; incomplete ..."	7	13	6	5	0	1	127	160	7	33	271	114	32	39	49	70	50		15474	10650	10687	14920	14923	26627	27929	24843	8335	9786	18655	33158	45193	76019	83290	70438	54866		72	88	215	129	106	9	236	243	31	76	441	211	65	53	70	74	61	
2516	"Granite, porphyry, basalt, sandstone and other monumental or building stone, whether or not ..."	0	0	0	71	95	30	1299	1867	929	128	4	1253	1887	249	284	84	50		38554	43099	39918	42176	54522	51746	34371	31929	19910	24369	28616	35270	97719	80632	78970	42651	31652		7281	8209	8568	15906	19292	21415	26968	23034	10567	6790	3258	5338	8506	7058	3200	2162	2395	
7904	"Zinc bars, rods, profiles and wire, n.e.s."	0	0	0	0	0	0	166	64	221	40	39	35	31	40	57	55	51		1669	1952	2328	5206	6494	14003	19870	11122	7534	9431	12984	8434	9307	24709	37033	25774	21814		1066	1062	852	740	698	801	1589	1506	1640	1614	1073	1556	1621	1301	1227	2131	2778	
9008	"Image projectors, and photographic enlargers and reducers (excluding cinematographic)"	1062	625	2561	461	347	90	84	91	20	11	20	19	33	31	20	26	51		47896	34106	114990	138279	132665	62515	72719	108376	102409	79936	63868	45589	40504	41857	54286	42950	84938		2488	2784	3376	1237	1570	908	1242	1192	174	195	302	164	196	119	77	47	106	
2525	"Mica, whether or not rifted into sheets or splittings; mica waste"	0	0	0	0	0	0	0	3	41	32	29	44	93	83	88	84	53		6709	7073	8665	11886	12600	13596	13686	34697	21745	23851	28992	34886	37641	38924	38642	34587	43512		131	79	237	351	541	553	460	456	458	436	624	427	627	617	476	595	550	
6807	"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch"	0	98	33	3	0	401	707	954	272	412	364	455	480	217	74	58	54		5467	5806	6062	7750	9390	15377	16615	27052	21100	22364	27658	29765	27555	33837	40991	29653	72156		6359	8051	8916	12370	15702	29442	21746	22950	23880	24537	23249	18277	20820	19049	14349	13308	15833	
1108	"Starches; inulin"	0	0	0	4	44	27	590	553	395	171	220	120	70	71	59	56	54		32161	39382	45742	56937	64829	81311	158971	207422	141830	204289	178858	111433	104023	83201	81902	98716	130007		2411	6404	6832	7483	8581	9785	13230	14751	15040	14082	16868	17450	14172	16690	14129	14264	15472	
4910	"Calendars of any kinds, printed, incl. calendars blocks"	1	12	20	60	50	187	130	144	155	188	270	344	262	206	202	199	54		23529	27014	29325	42022	53185	67043	86452	108336	95126	107885	138557	140835	155804	154295	145767	122217	130460		647	847	1002	1069	951	1243	1275	1275	1151	1143	1174	1255	1182	1026	973	825	714	
