Product code	Product label	Turkey's imports from Saudi Arabia-Value in 2001	Turkey's imports from Saudi Arabia-Value in 2002	Turkey's imports from Saudi Arabia-Value in 2003	Turkey's imports from Saudi Arabia-Value in 2004	Turkey's imports from Saudi Arabia-Value in 2005	Turkey's imports from Saudi Arabia-Value in 2006	Turkey's imports from Saudi Arabia-Value in 2007	Turkey's imports from Saudi Arabia-Value in 2008	Turkey's imports from Saudi Arabia-Value in 2009	Turkey's imports from Saudi Arabia-Value in 2010	Turkey's imports from Saudi Arabia-Value in 2011	Turkey's imports from Saudi Arabia-Value in 2012	Turkey's imports from Saudi Arabia-Value in 2013	Turkey's imports from Saudi Arabia-Value in 2014	Turkey's imports from Saudi Arabia-Value in 2015	Turkey's imports from Saudi Arabia-Value in 2016	Turkey's imports from Saudi Arabia-Value in 2017	Saudi Arabia's exports to world- 	Saudi Arabia's exports to world-Value in 2001	Saudi Arabia's exports to world-Value in 2002	Saudi Arabia's exports to world-Value in 2003	Saudi Arabia's exports to world-Value in 2004	Saudi Arabia's exports to world-Value in 2005	Saudi Arabia's exports to world-Value in 2006	Saudi Arabia's exports to world-Value in 2007	Saudi Arabia's exports to world-Value in 2008	Saudi Arabia's exports to world-Value in 2009	Saudi Arabia's exports to world-Value in 2010	Saudi Arabia's exports to world-Value in 2011	Saudi Arabia's exports to world-Value in 2012	Saudi Arabia's exports to world-Value in 2013	Saudi Arabia's exports to world-Value in 2014	Saudi Arabia's exports to world-Value in 2015	Saudi Arabia's exports to world-Value in 2016	Saudi Arabia's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
2619	"Slag, dross, scalings and other waste from the manufacture of iron or steel (excluding granulated ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	31	590	2261	7612	3290	3750	1293	2726	2		0	0	2	0	0	0	0	0	9	0	0	3	4	0	0	5	10	
2702	"Lignite, whether or not agglomerated (excluding jet)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	39	0	0	207	0	55	53	0	0		0	634	0	0	0	0	0	26	20	0	0	5	0	0	0	0	0	
2711	"Petroleum gas and other gaseous hydrocarbons"	28846	1117	36686	97414	154008	94903	71991	15668	2175	0	54209	12948	0	0	0	0	0		2457183	3047933	4114119	4730792	5887569	7877756	8838918	10313384	5252103	7050621	8176502	8155723	7848986	6868573	4089975	4289605	4912178		955365	990349	977424	1164601	1646662	1664203	1856993	2349681	1640119	2366455	2973579	2945722	2734484	2677438	1454607	1217931	1647131	
2713	"Petroleum coke, petroleum bitumen and other residues of petroleum oil or of oil obtained from ..."	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0		41455	59094	118224	134101	169154	0	0	0	0	49816	68852	879	0	31694	14805	40	0		49844	53155	62893	98593	125042	138008	213865	348689	184184	348213	432538	490068	569121	587042	395632	268805	463800	
2808	"Nitric acid; sulphonitric acids"	0	0	0	0	0	0	48	92	67	0	0	0	0	0	0	0	0		0	118	310	3001	2820	1548	2755	1180	4603	7554	10548	11108	7790	7330	1883	5448	3944		191	113	83	79	115	138	258	358	790	567	689	1271	450	376	375	361	474	
2823	"Titanium oxides"	0	0	0	496	0	0	0	53	44	0	0	0	175	0	0	0	0		51772	35887	719	2014	14340	5438	24011	23258	31026	36847	46591	26011	32757	31604	25558	23421	37512		5247	5737	5986	8147	7431	8248	8883	8589	6216	9264	14280	12066	12978	12268	7539	8478	13483	
2846	"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0		1513	171	224	77	220	28	77	31	0	40	0	0	0	0	0	0	0		655	774	942	892	785	773	1456	1815	1209	3856	6070	3447	2571	1727	1893	2369	1525	
2848	"Phosphides, whether or not chemically defined (excluding ferrophosphorus, and inorganic or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0		0	0	7	1	15	9	22	16	17	71	27	41	6	0	17	8	0	
2906	"Cyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		32507	26822	47912	91120	213464	211305	199031	280748	152873	259868	183815	229935	112538	136841	163827	52888	41605		1781	2571	3165	3327	3260	4325	5753	6739	3937	6999	9883	11111	12441	11911	10168	11039	12552	
2925	"Carboxyimide-function compounds, incl. saccharin and its salts, and imine-function compounds"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	27	5		6017	9508	14912	17313	12113	9976	11153	13493	11296	12518	16902	29926	42603	39683	23779	21763	22377	
2927	"Diazo-, azo- or azoxy-compounds"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2304	2534	2467	3581	3765	4595	4510	4848	4044	6223	7240	7628	9561	10055	11122	10559	13989	
2931	"Separate chemically defined organo-inorganic compounds (excluding organo-sulphur compounds ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0		0	0	0	0	189	0	178	145	201	5706	7773	335	1087	3303	8607	4225	967		25909	20619	26033	19568	19182	19862	24586	43433	31750	39966	48371	44431	51621	69048	50210	44149	64134	
2006	"Vegetables, fruit, nuts, fruit-peel and other edible parts of plants, preserved by sugar "drained, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0		0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		167	238	232	420	795	785	1052	1286	624	436	492	343	302	300	362	530	1017	
3803	"Tall oil, whether or not refined"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0		41	8	113	258	293	363	621	1431	676	1365	2115	2062	1933	3003	2381	2836	2552	
3811	"Anti-knock preparations, oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive ..."	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0		607	2842	2487	2046	2991	3540	14438	6985	8952	8379	7804	10749	5270	8689	3388	4779	2002		39344	50916	61167	80303	86603	121968	135085	163383	148316	170550	187941	188169	201946	207334	187461	176928	203741	
3813	"Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades (excluding ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		29	386	143	38	276	214	700	156	1359	1552	787	3322	2738	1920	5184	2981	5824		1546	1731	1590	3276	3756	4834	4455	5138	4325	3378	5390	6980	6744	6989	6256	6008	4735	
3818	"Chemical elements and compounds doped for use in electronics, in the form of discs, wafers, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		73	0	31	0	0	54	0	0	0	0	0	0	0	0	0	4	0		18	26	37	20	63	130	84	111	225	354	344	571	708	1069	1492	1454	2144	
3201	"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		42	99	28	0	0	0	536	150	0	30	0	69	0	0	78	100	0		1926	2550	3297	4764	4533	5798	7116	8717	5165	7924	8348	8728	9483	8067	8733	9891	10205	
3210	"Paints and varnishes, incl. enamels, lacquers and distempers (excluding those based on synthetic ..."	0	0	0	0	0	0	0	10	0	5	0	19	0	72	0	0	0		45	722	0	321	110	900	538	1085	1425	1292	1298	493	217	125	991	1326	1659		4475	6235	7194	8837	9956	10537	14473	16391	13482	13663	17264	16726	17141	23273	23783	24195	24782	
3826	"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	1528	1192	1697	1382	1032	1047	
3905	"Polymers of vinyl acetate or of other vinyl esters, in primary forms; other vinyl polymers, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		578	2221	2582	8478	58334	56769	39898	17526	10236	20146	21077	23119	31944	30173	20011	23426	28795		16222	22361	28643	41719	48792	57345	69767	78639	60899	76153	98431	95777	99461	103121	99522	106076	111302	
3910	"Silicones in primary forms"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		40	0	148	328	83	0	0	205	50	138	0	242	124	321	129	474	23135		20461	32463	40576	55248	62268	67328	79499	92848	83403	93625	106685	105342	116845	127153	111129	117045	141464	
3912	"Cellulose and its chemical derivatives, n.e.s., in primary forms"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		614	597	1011	2554	220	8539	12790	11958	2849	879	408	1076	1213	1254	2335	2985	4321		33624	45843	57897	75423	81751	92526	111982	119656	96818	120591	162974	164122	162108	165594	150473	148607	163949	
4102	"Raw skins of sheep or lambs, fresh, or salted, dried, limed, pickled or otherwise preserved, ..."	134	1995	265	0	0	11	74	0	0	0	30	42	0	0	0	0	0		480	2632	896	562	581	473	3919	562	129	182	331	223	30	59	691	552	321		248462	402786	371161	338861	234875	274104	242480	179840	89215	167722	311596	334036	317107	184291	61800	32532	56845	
4104	"Tanned or crust hides and skins of bovine "incl. buffalo" or equine animals, without hair on, ..."	0	25	27	0	19	33	427	55	0	356	922	371	17	0	52	0	0		5349	2307	2845	2366	3716	9512	17597	3371	1594	2078	327	565	754	1511	3107	3297	4753		53042	6811	6898	7669	6240	13350	37074	40087	17495	36647	64639	48104	64550	54836	37916	36535	31017	
4404	"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ..."	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0		0	155	661	845	914	1181	421	968	835	827	928	1607	1765	2036	330	425	191		34	29	55	203	166	119	176	111	117	102	73	150	752	1437	1763	1941	1762	
4406	"Railway or tramway sleepers "cross-ties" of wood"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	58	224	0	27	284	899	594	0	0	1091	356	0	84	162	2		207	387	1340	1719	440	2674	1059	2910	3554	1046	1696	935	905	550	103	119	154	
4413	"Metallised wood and other densified wood in blocks, plates, strips or profile shapes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		89	70	289	1634	83	0	1863	4487	1530	763	384	4055	6486	3803	1163	186	11		726	854	1263	2035	3346	3448	6163	6941	5476	7063	9976	6554	9887	10042	8118	8259	11173	
4415	"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0		613	4524	4318	3680	7036	5528	5286	22146	5866	6772	7848	6896	5223	5616	6836	5347	6130		840	828	1635	2889	3752	4009	3969	6409	3228	7121	6661	8846	9322	9424	8305	6930	8206	
4810	"Paper and paperboard, coated on one or both sides with kaolin "China clay" or other inorganic ..."	0	0	0	0	2	4320	11506	394	96	0	220	198	325	484	803	1379	0		261	1477	1332	811	14126	13982	20040	15672	32527	36941	31552	15594	15226	11068	13527	2443	1474		142615	200354	260113	317445	377416	423712	584147	569897	512287	600850	689025	640682	712272	777643	622262	618048	715827	
4822	"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		162	576	502	2239	3595	729	953	591	859	2309	1394	1081	431	934	60	12140	6563		969	1151	767	529	1099	1832	2693	4682	4396	6736	4817	2654	3189	3141	2967	1919	2700	
5107	"Yarn of combed wool (excluding that put up for retail sale)"	0	0	0	0	0	0	0	0	0	0	208	0	79	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		25127	33204	38874	38975	41301	42151	42127	47373	42159	45947	64346	51833	45367	43413	39375	31479	31113	
5113	"Woven fabrics of coarse animal hair or of horsehair (excluding fabrics for technical uses of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		30	86	35	99	0	0	0	0	89	40	0	0	0	162	0	1	1		412	192	532	374	442	432	421	368	251	349	481	321	498	249	325	332	172	
5206	"Cotton yarn containing predominantly, but < 85% cotton by weight (excluding sewing thread and ..."	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0		0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	11	17		3317	3790	5174	4618	6904	5302	7230	6130	5441	11256	11441	9290	29275	69900	38589	62926	77014	
5208	"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m²"	0	5	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0		34	106	235	343	42	128	44	556	0	0	0	0	614	1872	4377	4621	10161		83322	188090	269936	341045	393886	418317	505628	478538	397265	554470	586735	350507	388954	339648	237591	174648	206409	
5303	"Jute and other textile bast fibres, raw or processed, but not spun; tow and waste of such fibres, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	182	38	56	60	83	0	0	0	0	0	0	0	0	0	0		25	108	3	71	126	19	58	41	24	37	65	7	39	119	13	35	14	
5516	"Woven fabrics of artificial staple fibres"	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0		254	629	625	507	5123	199	1627	3494	282	980	711	0	39	0	0	3	2		54359	76424	65022	68603	47842	73261	95608	83388	67594	91881	122983	108868	122254	125084	110802	98239	89062	
5605	"Metallised yarn, whether or not gimped, being textile yarn, or strip or the like of heading ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	31	40	0	0	0	0	0	16	196		3581	2672	2758	3420	4550	8279	12517	9680	5370	7009	7372	10217	19591	19015	19476	6891	7755	
4907	"Unused postage, revenue or similar stamps of current or new issue in the country in which they ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		80	284	73	0	30	0	3757	0	0	0	0	0	0	0	0	475	126		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5004	"Silk yarn (excluding that spun from silk waste and that put up for retail sale)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		425	265	426	1208	1630	1381	4183	3960	2599	3136	1588	1243	3208	3089	2778	1113	1308	
5005	"Yarn spun from silk waste (excluding that put up for retail sale)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	48	736	61	0	0	0	0	0	0	0	0	0	0	0		6	46	55	120	427	1278	2096	3651	1722	851	610	663	621	891	596	784	799	
5807	"Labels, badges and similar articles, of textile materials, in the piece, in strips or cut to ..."	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		66	94	907	254	551	731	44	122	909	507	0	0	0	0	0	1	0		9638	13595	15108	17735	17076	19177	23884	21423	18781	19653	20219	19674	19434	21772	18594	19907	18598	
5809	"Woven fabrics of metal thread and woven fabrics of metallised yarn of heading 5605, of a kind ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	106	43	32	0	0	102	29	193	50	57	9629	4055		12	29	17	84	191	138	83	99	30	23	106	70	69	92	32	49	306	
6001	"Pile fabrics, incl. "long pile" fabrics and terry fabrics, knitted or crocheted"	0	0	0	0	14	0	0	0	0	43	0	0	0	0	23	0	0		1808	1170	465	390	284	0	0	512	365	3247	151	186	137	654	122	721	881		10391	18618	29362	39330	35717	32138	35811	47366	48028	78946	159394	123210	168664	213834	197711	147784	167590	
1212	"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh, chilled, frozen or ..."	0	4	0	0	0	0	0	0	4	0	49	0	0	0	0	0	0		137	0	80	5931	242	129	30	0	28	0	121	181	180	70	153	267	305		2081	3547	3910	3211	2540	4494	2380	1632	2040	1995	3571	6940	4938	8437	11613	7987	23950	
1214	"Swedes, mangolds, fodder roots, hay, alfalfa, clover, sainfoin, forage kale, lupines, vetches ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		755	46	67	319	504	0	56	125	0	0	173	0	74	0	122	0	0		12	2	0	0	0	425	2111	0	23	2208	3030	6482	5694	1397	522	583	3533	
1502	"Fats of bovine animals, sheep or goats (excluding oil and oleostearin)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	36	0	0	0	0	0	0	111	137	101	0	0	47	233	325	378		32074	47237	61550	55930	68082	69605	94343	131660	84807	106988	111854	110253	55815	69058	18897	14325	15684	
1605	"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved (excluding smoked)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		326	2656	6677	0	75	77	320	282	469	1489	221	197	0	158	1234	2479	6531		28	140	152	395	235	221	377	263	330	1169	316	651	911	1617	2557	1693	3034	
2002	"Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid"	0	71	36	0	0	18	0	32	510	0	66	0	0	0	0	0	0		1589	2094	2683	1900	4221	1195	3548	10210	15485	10605	14210	10784	6522	7765	8125	12925	9708		9	754	142	501	838	134	143	1589	2691	2789	2875	614	827	1203	1142	651	669	
2008	"Fruits, nuts and other edible parts of plants, prepared or preserved, whether or not containing ..."	0	0	4	0	0	0	0	7	14	4	0	2	0	2	10	0	0		115	2725	1669	904	1523	3193	6361	6119	6816	3969	981	2723	2688	2521	3439	6352	4649		2693	4692	4635	7303	20857	22646	26849	25565	20766	18732	36169	27415	32889	42797	51489	33869	30421	
2201	"Waters, incl. natural or artificial mineral waters and aerated waters, not containing added ..."	0	0	0	0	0	0	0	0	1	16	14	0	0	0	0	0	0		3829	7800	32260	32525	33027	35893	33366	50199	58439	49493	36287	0	77	0	0	12	2		87	105	106	151	206	535	744	1165	825	1099	1751	1909	3262	2467	2975	2518	2063	
2308	"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		17	40	102	130	113	215	688	682	463	464	521	1475	17308	20735	3438	2422	11410	
2403	"Manufactured tobacco and manufactured tobacco substitutes and "homogenised" or "reconstituted" ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		714	225	972	1482	1214	4505	1545	2541	1012	699	889	1368	1599	1029	1500	744	823		39804	45745	57956	73323	93446	84111	81816	103570	108667	91298	99695	127116	125657	151301	144314	161585	135384	
2502	"Unroasted iron pyrites"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		882	0	154	3267	0	48	0	459	89	0	0	0	0	37	0	0	0		17	30	46	59	47	75	91	112	43	192	155	86	126	157	289	270	279	
2511	"Natural barium sulphate "barytes"; natural barium carbonate "witherite", whether or not calcined ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	200	66	578	0	0	0	0	154		101	89	65	151	368	162	262	208	177	169	579	1226	4570	5562	1961	1945	2425	
2514	"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0		1	9	5	20	19	306	0	38	40	166	196	127	233	78	81	113	179	
2521	"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		129	0	0	0	0	863	2060	1288	0	0	0	0	0	2619	520	0	0		5	4	0	0	4	28	2	6	6	2	0	0	9	18	9	2	25	
2523	"Cement, incl. cement clinkers, whether or not coloured"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0		103663	134988	82823	70796	91313	129406	246532	231945	131573	178506	146204	56976	32284	35527	38012	43002	11607		8857	4053	8194	17087	36323	129502	94145	36658	6041	9629	7848	12502	13334	14358	17076	16526	11259	
2601	"Iron ores and concentrates, incl. roasted iron pyrites"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		789	392	4816	3880	0	0	4816	0	0	0	0	0	0	0	0	0	0		82142	163995	161185	205182	315080	538019	636803	749438	902329	923743	1169657	1148803	1159543	1067142	800476	697767	1010678	
2613	"Molybdenum ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	8	62	62	25	101	153	203	1644	841	506	104	9	410	125	8	12	
2615	"Niobium, tantalum, vanadium or zirconium ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	458	4916	0	0	0	0	0	0	0	0	0	0	0	0	0	0		938	1618	1682	2343	4555	5851	5415	4740	2945	4874	9693	7728	5098	5293	5708	7847	8388	
2704	"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	34	0	96	41	30	0	0	15	11		48372	60020	56742	94738	107591	76638	95719	96879	58367	54984	128276	115869	131467	73004	110419	100617	468781	
2706	"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	120	253	69	413	0	0	0	0	0	0	0	0	0	0		1	8	2	9	27	44	51	55	0	26	628	73	34	108	142	207	231	
2715	"Bituminous mastics, cut-backs and other bituminous mixtures based on natural asphalt, on natural ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		588	1870	3231	328	0	2314	7086	8705	1968	0	0	0	0	0	0	1	0		267	1178	813	1317	1443	3274	6257	7381	3302	5164	5724	3020	2269	1587	1980	4061	3159	
2804	"Hydrogen, rare gases and other non-metals"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		4718	2967	6659	4842	7161	9012	7579	4913	3875	7650	5833	3026	2954	2352	17761	32834	7022		3809	5398	7429	10744	10908	13404	15093	23984	17826	28557	36113	32259	25038	36850	33175	33277	33535	
2806	"Hydrogen chloride "hydrochloric acid"; chlorosulphuric acid"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		35	0	542	1411	662	742	1062	1303	1784	2445	3238	4260	2782	2319	1707	2409	1523		124	737	794	1234	1614	2035	2653	2541	595	539	684	837	888	717	712	937	839	
2819	"Chromium oxides and hydroxides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	91	0	0	402	106	652	34	35	478	377	781	1026	2192	34	110		1091	2070	2173	3309	3383	3878	4452	6037	4327	6291	5424	6637	6252	5218	5374	5227	5543	
2821	"Iron oxides and hydroxides; earth colours containing >= 70% by weight of combined iron evaluated ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	296	0	0	0	0	0	0	0	183	499	228	86	125	0	121	82		2585	5240	6492	7291	8268	10299	15466	18198	15222	15581	18319	18057	19887	17289	14918	14124	13789	
2844	"Radioactive chemical elements and radioactive isotopes, incl. their fissile or fertile chemical ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		57	104	453	2187	2452	2222	2469	1820	2575	2910	3883	2705	2779	653	1195	1238	592		4476	4347	4628	6380	8016	6792	7275	11397	13170	15483	18940	18624	19920	20122	19063	22543	21194	
2904	"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated"	0	0	0	0	0	0	0	0	20	67	0	0	0	0	0	0	0		128	0	0	0	354	0	419	0	86	63	246	1180	1458	1357	0	94	55		2414	3010	3392	3329	5252	6157	7232	6817	6687	8354	8581	7551	7426	7240	7375	7297	8577	
0101	"Live horses, asses, mules and hinnies"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1603	213	254	3295	8308	487	3424	8574	3455	464	575	27046	15814	1430	1441		12912	6605	1512	1351	1568	4265	7684	8554	5190	14660	4235	2674	8628	4506	3010	1770	1618	
0103	"Live swine"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0302	"Fish, fresh or chilled (excluding fish fillets and other fish meat of heading 0304)"	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0		253	1219	1329	2440	4481	2374	6069	10156	6443	8631	10968	11353	11498	13067	11669	14028	10470		331	273	1011	2933	6420	10865	14589	20509	20130	26722	38604	46229	44060	50475	65548	45218	43300	
0503	"Horsehair and horsehair waste, whether or not put up as a layer, with or without supporting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				190	291	325	202	274	410	0	0	0	0	0	0	0	0	0	0	0	
0704	"Cabbages, cauliflowers, kohlrabi, kale and similar edible brassicas, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		230	190	202	237	224	1303	2377	2786	2269	3061	4652	6371	6424	6030	8569	8425	8409		0	0	0	0	0	1	0	4	14	18	1052	430	162	15	394	75	27	
